"GEO_ID","NAME","B08303_001E","B08303_001EA","B08303_001M","B08303_001MA","B08303_002E","B08303_002EA","B08303_002M","B08303_002MA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004M","B08303_004MA","B08303_004EA","B08303_005E","B08303_005M","B08303_005MA","B08303_005EA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007EA","B08303_007M","B08303_007MA","B08303_008E","B08303_008EA","B08303_008M","B08303_008MA","B08303_009E","B08303_009M","B08303_009MA","B08303_009EA","B08303_010E","B08303_010M","B08303_010MA","B08303_010EA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031828801","Census Tract 8288.01, Cook County, Illinois","2060","null","244","null","33","null","25","null","285","115","null","null","241","88","null","null","199","85","null","null","144","null","71","null","90","null","61","null","280","null","101","null","23","21","null","null","70","50","null","null","308","null","103","null","268","null","78","null","119","null","80","null",
"1400000US17031828802","Census Tract 8288.02, Cook County, Illinois","1457","null","183","null","42","null","33","null","293","97","null","null","236","87","null","null","231","115","null","null","211","null","89","null","35","null","32","null","79","null","49","null","58","65","null","null","10","17","null","null","118","null","56","null","60","null","48","null","84","null","69","null",
"1400000US17031828900","Census Tract 8289, Cook County, Illinois","1433","null","185","null","45","null","33","null","193","92","null","null","269","91","null","null","83","56","null","null","163","null","68","null","34","null","35","null","190","null","87","null","35","33","null","null","53","48","null","null","112","null","59","null","209","null","84","null","47","null","39","null",
"1400000US17031829000","Census Tract 8290, Cook County, Illinois","252","null","99","null","0","null","11","null","20","16","null","null","58","33","null","null","91","70","null","null","13","null","19","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","36","null","33","null","0","null","11","null","34","null","31","null",
"1400000US17031829100","Census Tract 8291, Cook County, Illinois","1353","null","227","null","0","null","11","null","147","71","null","null","203","98","null","null","103","61","null","null","308","null","147","null","119","null","68","null","233","null","113","null","68","55","null","null","54","50","null","null","49","null","56","null","45","null","47","null","24","null","25","null",
"1400000US17031829200","Census Tract 8292, Cook County, Illinois","2662","null","321","null","137","null","112","null","393","144","null","null","213","90","null","null","368","143","null","null","267","null","106","null","154","null","105","null","504","null","208","null","131","99","null","null","88","76","null","null","160","null","67","null","156","null","93","null","91","null","64","null",
"1400000US17031829301","Census Tract 8293.01, Cook County, Illinois","1509","null","210","null","89","null","79","null","160","75","null","null","195","82","null","null","139","81","null","null","324","null","124","null","40","null","34","null","172","null","95","null","55","48","null","null","94","74","null","null","85","null","74","null","149","null","100","null","7","null","13","null",
"1400000US17031829302","Census Tract 8293.02, Cook County, Illinois","1101","null","203","null","27","null","33","null","240","180","null","null","125","84","null","null","119","73","null","null","89","null","85","null","73","null","66","null","151","null","94","null","38","44","null","null","5","10","null","null","201","null","91","null","23","null","39","null","10","null","15","null",
"1400000US17031829401","Census Tract 8294.01, Cook County, Illinois","402","null","125","null","0","null","11","null","9","14","null","null","152","58","null","null","34","39","null","null","64","null","47","null","0","null","11","null","80","null","64","null","0","11","null","null","19","23","null","null","31","null","40","null","0","null","11","null","13","null","19","null",
"1400000US17031829402","Census Tract 8294.02, Cook County, Illinois","1365","null","180","null","20","null","22","null","18","27","null","null","326","118","null","null","161","76","null","null","174","null","103","null","150","null","93","null","195","null","103","null","59","50","null","null","62","43","null","null","40","null","32","null","109","null","77","null","51","null","33","null",
"1400000US17031829500","Census Tract 8295, Cook County, Illinois","1472","null","282","null","0","null","11","null","143","87","null","null","312","177","null","null","224","101","null","null","178","null","88","null","71","null","45","null","177","null","94","null","71","47","null","null","29","26","null","null","215","null","116","null","28","null","32","null","24","null","21","null",
"1400000US17031829600","Census Tract 8296, Cook County, Illinois","1308","null","175","null","94","null","74","null","155","75","null","null","152","80","null","null","169","79","null","null","136","null","66","null","153","null","78","null","253","null","96","null","8","13","null","null","24","29","null","null","109","null","66","null","55","null","43","null","0","null","11","null",
"1400000US17031829700","Census Tract 8297, Cook County, Illinois","1132","null","211","null","53","null","51","null","51","35","null","null","133","64","null","null","190","78","null","null","197","null","92","null","86","null","52","null","97","null","57","null","5","8","null","null","63","43","null","null","104","null","66","null","98","null","65","null","55","null","35","null",
"1400000US17031829800","Census Tract 8298, Cook County, Illinois","3143","null","320","null","169","null","112","null","162","96","null","null","195","88","null","null","196","119","null","null","355","null","153","null","179","null","100","null","476","null","175","null","156","123","null","null","157","92","null","null","315","null","128","null","556","null","192","null","227","null","138","null",
"1400000US17031829901","Census Tract 8299.01, Cook County, Illinois","4284","null","412","null","34","null","37","null","49","53","null","null","307","153","null","null","326","134","null","null","500","null","188","null","279","null","234","null","235","null","125","null","187","146","null","null","657","481","null","null","573","null","213","null","883","null","293","null","254","null","124","null",
"1400000US17031829902","Census Tract 8299.02, Cook County, Illinois","2810","null","381","null","63","null","77","null","286","163","null","null","292","144","null","null","213","125","null","null","414","null","172","null","87","null","73","null","393","null","113","null","98","103","null","null","78","60","null","null","373","null","161","null","424","null","162","null","89","null","91","null",
"1400000US17031830001","Census Tract 8300.01, Cook County, Illinois","817","null","145","null","0","null","11","null","18","19","null","null","89","55","null","null","67","35","null","null","116","null","64","null","87","null","63","null","190","null","105","null","101","67","null","null","13","15","null","null","103","null","56","null","25","null","24","null","8","null","13","null",
"1400000US17031830003","Census Tract 8300.03, Cook County, Illinois","3408","null","429","null","104","null","72","null","210","128","null","null","205","113","null","null","483","204","null","null","349","null","171","null","244","null","136","null","373","null","172","null","46","42","null","null","338","185","null","null","562","null","210","null","303","null","135","null","191","null","94","null",
"1400000US17031830004","Census Tract 8300.04, Cook County, Illinois","3033","null","471","null","60","null","72","null","263","199","null","null","138","84","null","null","231","135","null","null","219","null","104","null","195","null","127","null","649","null","223","null","161","123","null","null","312","130","null","null","546","null","201","null","190","null","107","null","69","null","66","null",
"1400000US17031830005","Census Tract 8300.05, Cook County, Illinois","1880","null","260","null","0","null","11","null","127","85","null","null","191","86","null","null","129","76","null","null","151","null","94","null","57","null","49","null","268","null","185","null","55","35","null","null","21","24","null","null","408","null","136","null","404","null","139","null","69","null","60","null",
"1400000US17031830006","Census Tract 8300.06, Cook County, Illinois","1049","null","162","null","0","null","11","null","129","58","null","null","77","49","null","null","134","74","null","null","237","null","95","null","66","null","49","null","86","null","60","null","2","6","null","null","26","31","null","null","144","null","71","null","140","null","70","null","8","null","15","null",
"1400000US17031830007","Census Tract 8300.07, Cook County, Illinois","1842","null","297","null","0","null","11","null","95","71","null","null","101","73","null","null","204","93","null","null","478","null","185","null","128","null","88","null","244","null","92","null","71","58","null","null","91","51","null","null","227","null","111","null","173","null","87","null","30","null","29","null",
"1400000US17031830008","Census Tract 8300.08, Cook County, Illinois","2234","null","281","null","40","null","50","null","137","123","null","null","159","93","null","null","182","98","null","null","350","null","151","null","136","null","81","null","348","null","179","null","94","76","null","null","230","118","null","null","176","null","89","null","256","null","115","null","126","null","74","null",
"1400000US17031830100","Census Tract 8301, Cook County, Illinois","1461","null","218","null","33","null","43","null","91","64","null","null","208","94","null","null","207","103","null","null","202","null","80","null","103","null","75","null","140","null","72","null","45","30","null","null","98","65","null","null","143","null","67","null","120","null","52","null","71","null","58","null",
"1400000US17031830201","Census Tract 8302.01, Cook County, Illinois","2873","null","400","null","177","null","137","null","343","241","null","null","262","141","null","null","296","148","null","null","199","null","112","null","83","null","98","null","573","null","242","null","39","41","null","null","228","169","null","null","99","null","82","null","422","null","211","null","152","null","86","null",
"1400000US17031830202","Census Tract 8302.02, Cook County, Illinois","1350","null","240","null","0","null","11","null","48","37","null","null","180","94","null","null","200","111","null","null","52","null","40","null","33","null","35","null","227","null","140","null","16","20","null","null","145","67","null","null","240","null","93","null","169","null","86","null","40","null","36","null",
"1400000US17031830300","Census Tract 8303, Cook County, Illinois","2038","null","342","null","88","null","79","null","94","68","null","null","160","85","null","null","225","107","null","null","439","null","223","null","118","null","81","null","95","null","64","null","137","131","null","null","86","67","null","null","403","null","210","null","165","null","118","null","28","null","27","null",
"1400000US17031830400","Census Tract 8304, Cook County, Illinois","1586","null","236","null","10","null","17","null","57","40","null","null","380","154","null","null","78","47","null","null","293","null","110","null","136","null","105","null","176","null","87","null","65","53","null","null","77","48","null","null","108","null","52","null","144","null","75","null","62","null","39","null",
"1400000US17031830500","Census Tract 8305, Cook County, Illinois","1642","null","303","null","8","null","12","null","53","40","null","null","102","62","null","null","154","97","null","null","290","null","159","null","106","null","75","null","372","null","126","null","37","34","null","null","96","67","null","null","161","null","79","null","174","null","83","null","89","null","57","null",
"1400000US17031830600","Census Tract 8306, Cook County, Illinois","2769","null","341","null","21","null","34","null","100","44","null","null","268","127","null","null","169","80","null","null","263","null","88","null","93","null","50","null","441","null","148","null","104","65","null","null","139","91","null","null","678","null","186","null","390","null","126","null","103","null","63","null",
"1400000US17031830700","Census Tract 8307, Cook County, Illinois","1902","null","246","null","0","null","11","null","0","11","null","null","80","54","null","null","28","25","null","null","194","null","86","null","98","null","52","null","486","null","139","null","74","49","null","null","250","92","null","null","410","null","124","null","255","null","99","null","27","null","27","null",
"1400000US17031830800","Census Tract 8308, Cook County, Illinois","1702","null","167","null","25","null","33","null","51","41","null","null","88","58","null","null","104","60","null","null","148","null","58","null","113","null","47","null","249","null","92","null","96","42","null","null","149","67","null","null","454","null","134","null","112","null","67","null","113","null","88","null",
"1400000US17031830900","Census Tract 8309, Cook County, Illinois","1712","null","177","null","46","null","34","null","79","46","null","null","145","69","null","null","145","66","null","null","308","null","100","null","100","null","55","null","340","null","94","null","92","51","null","null","113","63","null","null","202","null","78","null","126","null","59","null","16","null","17","null",
"1400000US17031831000","Census Tract 8310, Cook County, Illinois","1504","null","195","null","17","null","19","null","25","28","null","null","74","39","null","null","312","106","null","null","271","null","106","null","77","null","42","null","250","null","94","null","73","37","null","null","112","56","null","null","131","null","64","null","143","null","72","null","19","null","20","null",
"1400000US17031831100","Census Tract 8311, Cook County, Illinois","3706","null","414","null","54","null","63","null","63","49","null","null","322","144","null","null","307","147","null","null","497","null","179","null","326","null","174","null","633","null","225","null","302","149","null","null","464","202","null","null","361","null","127","null","296","null","162","null","81","null","51","null",
"1400000US17031831200","Census Tract 8312, Cook County, Illinois","2076","null","341","null","0","null","16","null","110","83","null","null","176","77","null","null","142","76","null","null","312","null","99","null","48","null","46","null","392","null","142","null","96","66","null","null","109","77","null","null","292","null","109","null","252","null","124","null","147","null","112","null",
"1400000US17031831300","Census Tract 8313, Cook County, Illinois","383","null","85","null","0","null","11","null","17","27","null","null","58","24","null","null","21","34","null","null","33","null","35","null","0","null","11","null","45","null","35","null","34","37","null","null","31","28","null","null","67","null","29","null","45","null","42","null","32","null","39","null",
"1400000US17031831400","Census Tract 8314, Cook County, Illinois","788","null","122","null","0","null","11","null","19","31","null","null","51","34","null","null","84","57","null","null","121","null","75","null","25","null","21","null","166","null","88","null","0","11","null","null","32","27","null","null","132","null","69","null","100","null","48","null","58","null","46","null",
"1400000US17031831500","Census Tract 8315, Cook County, Illinois","1838","null","303","null","3","null","8","null","87","71","null","null","44","46","null","null","167","85","null","null","229","null","91","null","85","null","54","null","405","null","99","null","76","60","null","null","114","109","null","null","338","null","148","null","277","null","148","null","13","null","14","null",
"1400000US17031831600","Census Tract 8316, Cook County, Illinois","2887","null","348","null","36","null","35","null","144","58","null","null","137","70","null","null","231","109","null","null","323","null","151","null","178","null","140","null","637","null","170","null","176","101","null","null","176","101","null","null","495","null","132","null","333","null","121","null","21","null","26","null",
"1400000US17031831700","Census Tract 8317, Cook County, Illinois","983","null","192","null","0","null","11","null","22","21","null","null","33","36","null","null","19","24","null","null","157","null","108","null","30","null","26","null","254","null","120","null","34","26","null","null","115","80","null","null","80","null","43","null","178","null","84","null","61","null","53","null",
"1400000US17031831800","Census Tract 8318, Cook County, Illinois","3038","null","440","null","36","null","34","null","323","140","null","null","237","131","null","null","387","192","null","null","202","null","125","null","98","null","60","null","462","null","210","null","272","136","null","null","176","108","null","null","485","null","165","null","304","null","144","null","56","null","70","null",
"1400000US17031831900","Census Tract 8319, Cook County, Illinois","1846","null","330","null","10","null","15","null","28","25","null","null","48","35","null","null","149","85","null","null","156","null","78","null","97","null","44","null","668","null","245","null","131","59","null","null","200","63","null","null","225","null","84","null","111","null","67","null","23","null","23","null",
"1400000US17031832000","Census Tract 8320, Cook County, Illinois","1419","null","142","null","7","null","8","null","34","34","null","null","73","51","null","null","63","44","null","null","210","null","116","null","106","null","46","null","287","null","87","null","84","51","null","null","133","81","null","null","266","null","76","null","148","null","60","null","8","null","12","null",
"1400000US17031832100","Census Tract 8321, Cook County, Illinois","2040","null","206","null","0","null","11","null","66","44","null","null","134","99","null","null","84","58","null","null","256","null","104","null","130","null","51","null","496","null","150","null","105","55","null","null","208","89","null","null","357","null","121","null","186","null","81","null","18","null","17","null",
"1400000US17031832200","Census Tract 8322, Cook County, Illinois","1806","null","265","null","10","null","16","null","28","26","null","null","207","89","null","null","247","113","null","null","295","null","127","null","57","null","46","null","270","null","81","null","45","34","null","null","166","59","null","null","331","null","116","null","109","null","54","null","41","null","35","null",
"1400000US17031832300","Census Tract 8323, Cook County, Illinois","1291","null","197","null","10","null","15","null","24","21","null","null","113","65","null","null","155","52","null","null","214","null","101","null","27","null","34","null","326","null","113","null","91","59","null","null","122","55","null","null","147","null","59","null","30","null","24","null","32","null","24","null",
"1400000US17031832400","Census Tract 8324, Cook County, Illinois","1892","null","266","null","8","null","13","null","0","11","null","null","289","90","null","null","220","102","null","null","379","null","185","null","52","null","46","null","445","null","112","null","106","59","null","null","42","22","null","null","221","null","78","null","120","null","64","null","10","null","15","null",
"1400000US17031832500","Census Tract 8325, Cook County, Illinois","1659","null","190","null","10","null","21","null","71","41","null","null","190","87","null","null","279","119","null","null","231","null","101","null","80","null","44","null","302","null","91","null","88","64","null","null","88","45","null","null","181","null","75","null","113","null","54","null","26","null","23","null",
"1400000US17031832600","Census Tract 8326, Cook County, Illinois","2679","null","197","null","8","null","14","null","161","94","null","null","183","74","null","null","468","140","null","null","566","null","188","null","201","null","68","null","549","null","155","null","81","42","null","null","73","53","null","null","187","null","76","null","139","null","72","null","63","null","57","null",
"1400000US17031832900","Census Tract 8329, Cook County, Illinois","1327","null","240","null","12","null","16","null","53","34","null","null","167","109","null","null","261","93","null","null","258","null","125","null","44","null","26","null","275","null","170","null","14","15","null","null","66","36","null","null","62","null","39","null","32","null","34","null","83","null","56","null",
"1400000US17031833000","Census Tract 8330, Cook County, Illinois","1735","null","213","null","60","null","43","null","131","64","null","null","163","68","null","null","144","64","null","null","318","null","111","null","233","null","76","null","271","null","81","null","62","38","null","null","53","54","null","null","82","null","47","null","154","null","74","null","64","null","39","null",
"1400000US17031833100","Census Tract 8331, Cook County, Illinois","4609","null","372","null","29","null","26","null","309","136","null","null","704","180","null","null","759","178","null","null","915","null","226","null","210","null","107","null","534","null","158","null","134","78","null","null","188","95","null","null","364","null","143","null","366","null","149","null","97","null","73","null",
"1400000US17031833300","Census Tract 8333, Cook County, Illinois","1168","null","227","null","29","null","33","null","107","59","null","null","305","144","null","null","103","55","null","null","126","null","57","null","134","null","65","null","113","null","78","null","49","43","null","null","51","31","null","null","25","null","23","null","77","null","56","null","49","null","63","null",
"1400000US17031833900","Census Tract 8339, Cook County, Illinois","780","null","187","null","65","null","52","null","43","36","null","null","9","14","null","null","88","74","null","null","61","null","45","null","39","null","36","null","112","null","49","null","13","20","null","null","30","40","null","null","162","null","87","null","111","null","54","null","47","null","40","null",
"1400000US17031834000","Census Tract 8340, Cook County, Illinois","1188","null","221","null","27","null","44","null","55","51","null","null","47","49","null","null","112","78","null","null","124","null","86","null","31","null","48","null","175","null","100","null","34","25","null","null","113","85","null","null","193","null","85","null","246","null","104","null","31","null","38","null",
"1400000US17031834200","Census Tract 8342, Cook County, Illinois","1716","null","299","null","0","null","11","null","94","80","null","null","135","78","null","null","261","144","null","null","114","null","98","null","58","null","63","null","285","null","124","null","61","78","null","null","99","97","null","null","280","null","123","null","147","null","92","null","182","null","109","null",
"1400000US17031834300","Census Tract 8343, Cook County, Illinois","2564","null","361","null","38","null","60","null","68","74","null","null","207","103","null","null","161","80","null","null","226","null","101","null","53","null","52","null","504","null","187","null","57","78","null","null","71","52","null","null","518","null","198","null","596","null","253","null","65","null","59","null",
"1400000US17031834400","Census Tract 8344, Cook County, Illinois","1379","null","234","null","4","null","9","null","49","45","null","null","74","59","null","null","184","91","null","null","143","null","66","null","50","null","34","null","264","null","104","null","51","44","null","null","128","87","null","null","248","null","110","null","125","null","74","null","59","null","53","null",
"1400000US17031834500","Census Tract 8345, Cook County, Illinois","346","null","93","null","0","null","11","null","12","18","null","null","0","11","null","null","8","11","null","null","97","null","51","null","3","null","7","null","74","null","55","null","14","18","null","null","11","18","null","null","80","null","45","null","31","null","30","null","16","null","23","null",
"1400000US17031834600","Census Tract 8346, Cook County, Illinois","528","null","129","null","0","null","11","null","21","24","null","null","0","11","null","null","88","57","null","null","63","null","49","null","53","null","54","null","77","null","51","null","27","32","null","null","64","49","null","null","51","null","41","null","65","null","57","null","19","null","21","null",
"1400000US17031834700","Census Tract 8347, Cook County, Illinois","451","null","118","null","1","null","2","null","0","11","null","null","82","55","null","null","31","31","null","null","30","null","20","null","16","null","17","null","119","null","63","null","0","11","null","null","11","19","null","null","65","null","51","null","39","null","33","null","57","null","42","null",
"1400000US17031834800","Census Tract 8348, Cook County, Illinois","389","null","124","null","0","null","11","null","19","30","null","null","32","32","null","null","47","40","null","null","14","null","15","null","10","null","15","null","40","null","39","null","14","20","null","null","4","8","null","null","93","null","40","null","92","null","61","null","24","null","27","null",
"1400000US17031834900","Census Tract 8349, Cook County, Illinois","419","null","121","null","0","null","11","null","15","18","null","null","46","43","null","null","40","40","null","null","22","null","23","null","11","null","18","null","107","null","66","null","0","11","null","null","57","44","null","null","82","null","40","null","21","null","20","null","18","null","21","null",
"1400000US17031835000","Census Tract 8350, Cook County, Illinois","1597","null","256","null","1","null","2","null","51","67","null","null","86","49","null","null","115","60","null","null","201","null","93","null","34","null","28","null","331","null","111","null","90","62","null","null","180","88","null","null","205","null","83","null","206","null","118","null","97","null","64","null",
"1400000US17031835100","Census Tract 8351, Cook County, Illinois","2003","null","318","null","13","null","24","null","52","46","null","null","103","59","null","null","129","76","null","null","326","null","127","null","44","null","42","null","357","null","144","null","31","39","null","null","112","79","null","null","506","null","182","null","213","null","110","null","117","null","81","null",
"1400000US17031835200","Census Tract 8352, Cook County, Illinois","656","null","135","null","0","null","11","null","39","28","null","null","73","53","null","null","29","19","null","null","70","null","38","null","18","null","18","null","130","null","83","null","4","7","null","null","0","11","null","null","97","null","48","null","161","null","63","null","35","null","27","null",
"1400000US17031835500","Census Tract 8355, Cook County, Illinois","374","null","97","null","0","null","11","null","14","18","null","null","33","28","null","null","64","35","null","null","26","null","27","null","6","null","11","null","88","null","45","null","20","23","null","null","9","13","null","null","6","null","11","null","51","null","35","null","57","null","42","null",
"1400000US17031835600","Census Tract 8356, Cook County, Illinois","249","null","84","null","8","null","7","null","28","41","null","null","7","9","null","null","46","51","null","null","17","null","17","null","45","null","33","null","56","null","36","null","12","13","null","null","13","17","null","null","17","null","14","null","0","null","11","null","0","null","11","null",
"1400000US17031835700","Census Tract 8357, Cook County, Illinois","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null",
"1400000US17031835800","Census Tract 8358, Cook County, Illinois","583","null","120","null","0","null","11","null","20","26","null","null","49","35","null","null","43","41","null","null","89","null","57","null","44","null","33","null","167","null","80","null","0","11","null","null","16","20","null","null","48","null","35","null","51","null","42","null","56","null","53","null",
"1400000US17031835900","Census Tract 8359, Cook County, Illinois","1141","null","205","null","8","null","14","null","78","53","null","null","70","42","null","null","89","60","null","null","199","null","100","null","50","null","34","null","204","null","85","null","70","54","null","null","11","17","null","null","164","null","77","null","154","null","88","null","44","null","58","null",
"1400000US17031836000","Census Tract 8360, Cook County, Illinois","1075","null","202","null","0","null","11","null","15","17","null","null","97","76","null","null","163","101","null","null","228","null","124","null","19","null","23","null","213","null","96","null","23","27","null","null","100","58","null","null","91","null","48","null","116","null","61","null","10","null","11","null",
"1400000US17031836100","Census Tract 8361, Cook County, Illinois","623","null","120","null","0","null","11","null","20","22","null","null","37","25","null","null","21","16","null","null","99","null","47","null","21","null","25","null","93","null","49","null","39","37","null","null","9","14","null","null","35","null","32","null","191","null","87","null","58","null","45","null",
"1400000US17031836200","Census Tract 8362, Cook County, Illinois","338","null","108","null","44","null","32","null","137","101","null","null","51","22","null","null","21","22","null","null","20","null","18","null","0","null","11","null","40","null","21","null","8","9","null","null","4","6","null","null","8","null","9","null","5","null","10","null","0","null","11","null",
"1400000US17031836300","Census Tract 8363, Cook County, Illinois","807","null","98","null","16","null","20","null","77","54","null","null","62","43","null","null","73","45","null","null","143","null","68","null","0","null","11","null","96","null","53","null","5","7","null","null","11","12","null","null","136","null","43","null","89","null","53","null","99","null","48","null",
"1400000US17031836400","Census Tract 8364, Cook County, Illinois","1056","null","167","null","30","null","34","null","12","17","null","null","71","50","null","null","117","59","null","null","142","null","71","null","31","null","37","null","271","null","89","null","25","25","null","null","21","18","null","null","158","null","69","null","129","null","67","null","49","null","40","null",
"1400000US17031836500","Census Tract 8365, Cook County, Illinois","521","null","92","null","0","null","11","null","10","14","null","null","65","47","null","null","99","50","null","null","24","null","28","null","9","null","15","null","186","null","74","null","0","11","null","null","50","41","null","null","50","null","47","null","8","null","9","null","20","null","29","null",
"1400000US17031836600","Census Tract 8366, Cook County, Illinois","942","null","196","null","0","null","11","null","73","53","null","null","96","65","null","null","63","54","null","null","182","null","149","null","36","null","26","null","89","null","46","null","57","57","null","null","48","32","null","null","187","null","104","null","107","null","68","null","4","null","7","null",
"1400000US17031836700","Census Tract 8367, Cook County, Illinois","626","null","120","null","28","null","32","null","10","16","null","null","130","66","null","null","82","50","null","null","96","null","51","null","6","null","9","null","33","null","29","null","6","10","null","null","32","24","null","null","71","null","43","null","97","null","64","null","35","null","32","null",
"1400000US17031836800","Census Tract 8368, Cook County, Illinois","606","null","161","null","0","null","11","null","53","58","null","null","82","62","null","null","67","50","null","null","49","null","39","null","0","null","11","null","135","null","74","null","20","24","null","null","67","50","null","null","15","null","17","null","98","null","57","null","20","null","29","null",
"1400000US17031836900","Census Tract 8369, Cook County, Illinois","587","null","144","null","0","null","11","null","20","31","null","null","36","26","null","null","121","75","null","null","128","null","67","null","8","null","12","null","85","null","49","null","6","8","null","null","13","17","null","null","123","null","65","null","47","null","40","null","0","null","11","null",
"1400000US17031837000","Census Tract 8370, Cook County, Illinois","756","null","145","null","10","null","15","null","20","15","null","null","84","65","null","null","50","42","null","null","152","null","70","null","5","null","7","null","121","null","61","null","19","24","null","null","41","47","null","null","45","null","29","null","126","null","60","null","83","null","49","null",
"1400000US17031837100","Census Tract 8371, Cook County, Illinois","616","null","116","null","0","null","11","null","13","14","null","null","106","62","null","null","71","51","null","null","23","null","22","null","43","null","31","null","105","null","52","null","26","24","null","null","69","53","null","null","41","null","35","null","100","null","71","null","19","null","13","null",
"1400000US17031837300","Census Tract 8373, Cook County, Illinois","477","null","105","null","20","null","32","null","44","35","null","null","49","41","null","null","49","37","null","null","40","null","32","null","4","null","8","null","179","null","57","null","0","11","null","null","8","12","null","null","23","null","21","null","47","null","64","null","14","null","15","null",
"1400000US17031837400","Census Tract 8374, Cook County, Illinois","520","null","152","null","25","null","39","null","14","28","null","null","77","40","null","null","96","63","null","null","81","null","59","null","0","null","11","null","137","null","72","null","10","16","null","null","0","11","null","null","15","null","23","null","65","null","46","null","0","null","11","null",
"1400000US17031837800","Census Tract 8378, Cook County, Illinois","1370","null","222","null","0","null","11","null","73","51","null","null","258","114","null","null","177","72","null","null","246","null","127","null","54","null","41","null","254","null","84","null","9","14","null","null","72","49","null","null","71","null","43","null","156","null","66","null","0","null","11","null",
"1400000US17031838000","Census Tract 8380, Cook County, Illinois","1006","null","194","null","55","null","54","null","108","60","null","null","101","69","null","null","208","110","null","null","94","null","48","null","72","null","55","null","169","null","76","null","22","22","null","null","28","44","null","null","95","null","68","null","19","null","21","null","35","null","42","null",
"1400000US17031838100","Census Tract 8381, Cook County, Illinois","947","null","165","null","12","null","18","null","144","120","null","null","136","75","null","null","113","62","null","null","93","null","44","null","71","null","45","null","67","null","53","null","55","42","null","null","25","30","null","null","66","null","41","null","94","null","57","null","71","null","58","null",
"1400000US17031838200","Census Tract 8382, Cook County, Illinois","651","null","183","null","71","null","57","null","98","49","null","null","114","71","null","null","83","71","null","null","74","null","53","null","27","null","28","null","89","null","61","null","0","11","null","null","8","11","null","null","76","null","69","null","3","null","6","null","8","null","12","null",
"1400000US17031838300","Census Tract 8383, Cook County, Illinois","626","null","240","null","13","null","14","null","15","14","null","null","185","235","null","null","65","35","null","null","94","null","53","null","49","null","49","null","57","null","36","null","4","7","null","null","34","42","null","null","35","null","27","null","75","null","61","null","0","null","11","null",
