"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_001MA","B08303_001EA","B08303_002E","B08303_002M","B08303_002MA","B08303_002EA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004EA","B08303_004M","B08303_004MA","B08303_005E","B08303_005EA","B08303_005M","B08303_005MA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007M","B08303_007MA","B08303_007EA","B08303_008E","B08303_008EA","B08303_008M","B08303_008MA","B08303_009E","B08303_009EA","B08303_009M","B08303_009MA","B08303_010E","B08303_010EA","B08303_010M","B08303_010MA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012M","B08303_012MA","B08303_012EA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031827400","Census Tract 8274, Cook County, Illinois","1420","356","null","null","11","17","null","null","91","69","null","null","196","null","142","null","207","null","125","null","274","null","127","null","27","49","null","null","246","null","161","null","27","null","33","null","44","null","43","null","83","null","67","null","187","122","null","null","27","null","31","null",
"1400000US17031827500","Census Tract 8275, Cook County, Illinois","1577","278","null","null","14","22","null","null","209","115","null","null","195","null","106","null","271","null","144","null","424","null","165","null","145","126","null","null","77","null","58","null","25","null","31","null","30","null","47","null","108","null","66","null","74","55","null","null","5","null","11","null",
"1400000US17031827600","Census Tract 8276, Cook County, Illinois","943","180","null","null","0","11","null","null","25","28","null","null","8","null","15","null","203","null","106","null","133","null","90","null","43","42","null","null","164","null","113","null","63","null","54","null","96","null","71","null","92","null","65","null","80","62","null","null","36","null","38","null",
"1400000US17031827700","Census Tract 8277, Cook County, Illinois","994","136","null","null","0","11","null","null","4","7","null","null","73","null","53","null","238","null","94","null","132","null","63","null","81","46","null","null","171","null","74","null","27","null","30","null","93","null","52","null","85","null","49","null","52","45","null","null","38","null","30","null",
"1400000US17031827801","Census Tract 8278.01, Cook County, Illinois","2063","260","null","null","87","67","null","null","127","70","null","null","74","null","38","null","232","null","138","null","238","null","96","null","77","54","null","null","245","null","115","null","98","null","71","null","78","null","43","null","324","null","116","null","387","154","null","null","96","null","73","null",
"1400000US17031827802","Census Tract 8278.02, Cook County, Illinois","1523","218","null","null","0","11","null","null","132","66","null","null","196","null","99","null","242","null","102","null","119","null","68","null","85","69","null","null","262","null","99","null","63","null","85","null","36","null","40","null","192","null","110","null","163","86","null","null","33","null","35","null",
"1400000US17031827804","Census Tract 8278.04, Cook County, Illinois","1461","208","null","null","6","10","null","null","183","73","null","null","86","null","60","null","126","null","77","null","105","null","75","null","111","66","null","null","247","null","137","null","136","null","80","null","70","null","46","null","226","null","102","null","118","59","null","null","47","null","29","null",
"1400000US17031827805","Census Tract 8278.05, Cook County, Illinois","1143","166","null","null","10","15","null","null","46","33","null","null","75","null","41","null","170","null","72","null","56","null","37","null","29","30","null","null","230","null","86","null","45","null","45","null","78","null","75","null","208","null","82","null","102","47","null","null","94","null","56","null",
"1400000US17031827901","Census Tract 8279.01, Cook County, Illinois","1153","249","null","null","57","67","null","null","23","20","null","null","37","null","38","null","162","null","113","null","185","null","80","null","8","10","null","null","228","null","55","null","7","null","9","null","36","null","34","null","261","null","178","null","142","78","null","null","7","null","10","null",
"1400000US17031827902","Census Tract 8279.02, Cook County, Illinois","2122","300","null","null","0","11","null","null","216","109","null","null","345","null","116","null","425","null","199","null","182","null","87","null","180","105","null","null","208","null","87","null","29","null","28","null","153","null","76","null","103","null","81","null","167","74","null","null","114","null","77","null",
"1400000US17031828000","Census Tract 8280, Cook County, Illinois","2256","256","null","null","41","31","null","null","210","86","null","null","291","null","127","null","247","null","80","null","388","null","126","null","210","129","null","null","358","null","121","null","75","null","56","null","43","null","33","null","111","null","80","null","247","106","null","null","35","null","28","null",
"1400000US17031828100","Census Tract 8281, Cook County, Illinois","2049","295","null","null","33","38","null","null","136","116","null","null","293","null","94","null","240","null","177","null","291","null","135","null","104","72","null","null","211","null","102","null","41","null","55","null","82","null","70","null","167","null","98","null","388","151","null","null","63","null","78","null",
"1400000US17031828201","Census Tract 8282.01, Cook County, Illinois","1922","259","null","null","70","44","null","null","129","65","null","null","328","null","133","null","159","null","65","null","157","null","72","null","138","84","null","null","274","null","97","null","91","null","56","null","114","null","58","null","249","null","101","null","177","98","null","null","36","null","29","null",
"1400000US17031828202","Census Tract 8282.02, Cook County, Illinois","2372","289","null","null","85","74","null","null","165","93","null","null","427","null","197","null","171","null","73","null","284","null","120","null","116","57","null","null","350","null","138","null","126","null","76","null","48","null","56","null","226","null","116","null","289","129","null","null","85","null","53","null",
"1400000US17031828300","Census Tract 8283, Cook County, Illinois","1396","175","null","null","140","52","null","null","172","60","null","null","164","null","64","null","226","null","75","null","148","null","50","null","84","43","null","null","131","null","52","null","33","null","22","null","11","null","12","null","103","null","46","null","155","69","null","null","29","null","24","null",
"1400000US17031828401","Census Tract 8284.01, Cook County, Illinois","1804","184","null","null","36","27","null","null","171","76","null","null","320","null","102","null","221","null","88","null","104","null","51","null","76","40","null","null","119","null","63","null","49","null","48","null","56","null","36","null","321","null","101","null","286","102","null","null","45","null","31","null",
"1400000US17031828402","Census Tract 8284.02, Cook County, Illinois","1603","203","null","null","21","17","null","null","185","93","null","null","119","null","54","null","140","null","55","null","175","null","68","null","141","94","null","null","196","null","87","null","8","null","13","null","116","null","52","null","227","null","85","null","218","105","null","null","57","null","46","null",
"1400000US17031828503","Census Tract 8285.03, Cook County, Illinois","1456","201","null","null","71","67","null","null","50","47","null","null","82","null","67","null","237","null","93","null","297","null","121","null","159","111","null","null","140","null","75","null","63","null","60","null","35","null","32","null","197","null","107","null","84","61","null","null","41","null","34","null",
"1400000US17031828504","Census Tract 8285.04, Cook County, Illinois","2342","380","null","null","0","15","null","null","68","81","null","null","139","null","97","null","225","null","124","null","438","null","145","null","115","71","null","null","369","null","151","null","318","null","167","null","69","null","62","null","296","null","114","null","118","71","null","null","187","null","114","null",
"1400000US17031828505","Census Tract 8285.05, Cook County, Illinois","2531","424","null","null","0","15","null","null","189","107","null","null","229","null","89","null","388","null","156","null","340","null","167","null","251","150","null","null","429","null","168","null","114","null","84","null","163","null","102","null","260","null","125","null","150","95","null","null","18","null","30","null",
"1400000US17031828506","Census Tract 8285.06, Cook County, Illinois","3989","452","null","null","0","15","null","null","98","75","null","null","540","null","331","null","639","null","282","null","516","null","185","null","266","164","null","null","480","null","169","null","63","null","60","null","132","null","123","null","536","null","210","null","487","296","null","null","232","null","187","null",
"1400000US17031828601","Census Tract 8286.01, Cook County, Illinois","1968","239","null","null","61","41","null","null","104","46","null","null","167","null","62","null","346","null","128","null","175","null","70","null","124","64","null","null","147","null","123","null","156","null","91","null","153","null","57","null","304","null","83","null","199","74","null","null","32","null","25","null",
"1400000US17031828602","Census Tract 8286.02, Cook County, Illinois","1977","222","null","null","28","25","null","null","264","96","null","null","257","null","114","null","202","null","99","null","166","null","69","null","91","58","null","null","149","null","64","null","107","null","75","null","119","null","63","null","324","null","94","null","229","70","null","null","41","null","34","null",
"1400000US17031828701","Census Tract 8287.01, Cook County, Illinois","1611","272","null","null","0","11","null","null","169","121","null","null","165","null","84","null","224","null","104","null","234","null","107","null","102","73","null","null","279","null","116","null","92","null","61","null","55","null","38","null","140","null","68","null","100","60","null","null","51","null","43","null",
"1400000US17031828702","Census Tract 8287.02, Cook County, Illinois","1833","277","null","null","28","43","null","null","0","15","null","null","174","null","83","null","139","null","61","null","193","null","83","null","240","99","null","null","364","null","140","null","81","null","118","null","95","null","63","null","298","null","123","null","135","70","null","null","86","null","53","null",
"1400000US17031828801","Census Tract 8288.01, Cook County, Illinois","2365","195","null","null","7","11","null","null","388","120","null","null","194","null","74","null","355","null","110","null","174","null","73","null","170","89","null","null","293","null","101","null","57","null","42","null","80","null","63","null","266","null","102","null","309","90","null","null","72","null","55","null",
"1400000US17031828802","Census Tract 8288.02, Cook County, Illinois","1458","210","null","null","52","34","null","null","205","79","null","null","200","null","81","null","155","null","79","null","183","null","107","null","82","56","null","null","131","null","97","null","18","null","19","null","62","null","53","null","180","null","98","null","92","58","null","null","98","null","68","null",
"1400000US17031828900","Census Tract 8289, Cook County, Illinois","1250","214","null","null","39","35","null","null","99","61","null","null","330","null","127","null","157","null","80","null","160","null","65","null","26","30","null","null","134","null","74","null","41","null","52","null","60","null","46","null","136","null","68","null","53","47","null","null","15","null","20","null",
"1400000US17031829000","Census Tract 8290, Cook County, Illinois","276","84","null","null","39","47","null","null","0","11","null","null","60","null","42","null","31","null","30","null","40","null","39","null","0","11","null","null","31","null","31","null","0","null","11","null","0","null","11","null","33","null","32","null","9","14","null","null","33","null","34","null",
"1400000US17031829100","Census Tract 8291, Cook County, Illinois","1213","211","null","null","29","32","null","null","102","61","null","null","199","null","110","null","100","null","61","null","324","null","155","null","94","56","null","null","223","null","90","null","8","null","12","null","30","null","41","null","15","null","22","null","31","32","null","null","58","null","51","null",
"1400000US17031829200","Census Tract 8292, Cook County, Illinois","2247","302","null","null","86","84","null","null","251","132","null","null","345","null","134","null","226","null","117","null","463","null","170","null","72","76","null","null","226","null","111","null","104","null","90","null","72","null","63","null","192","null","91","null","185","103","null","null","25","null","23","null",
"1400000US17031829301","Census Tract 8293.01, Cook County, Illinois","1799","272","null","null","84","70","null","null","257","85","null","null","141","null","99","null","212","null","101","null","278","null","97","null","198","135","null","null","164","null","87","null","7","null","11","null","30","null","50","null","241","null","111","null","181","85","null","null","6","null","11","null",
"1400000US17031829302","Census Tract 8293.02, Cook County, Illinois","1117","232","null","null","0","11","null","null","62","58","null","null","123","null","79","null","138","null","67","null","174","null","97","null","96","74","null","null","120","null","87","null","81","null","89","null","23","null","35","null","203","null","115","null","77","62","null","null","20","null","23","null",
"1400000US17031829401","Census Tract 8294.01, Cook County, Illinois","295","105","null","null","0","11","null","null","5","7","null","null","88","null","46","null","32","null","32","null","47","null","46","null","0","11","null","null","37","null","37","null","0","null","11","null","34","null","29","null","0","null","11","null","42","30","null","null","10","null","16","null",
"1400000US17031829402","Census Tract 8294.02, Cook County, Illinois","1438","202","null","null","17","19","null","null","36","44","null","null","221","null","97","null","108","null","62","null","239","null","88","null","214","134","null","null","287","null","116","null","47","null","51","null","12","null","16","null","133","null","90","null","90","60","null","null","34","null","35","null",
"1400000US17031829500","Census Tract 8295, Cook County, Illinois","1562","209","null","null","18","29","null","null","211","108","null","null","128","null","71","null","226","null","121","null","411","null","173","null","101","74","null","null","112","null","78","null","53","null","39","null","18","null","22","null","203","null","109","null","75","47","null","null","6","null","11","null",
"1400000US17031829600","Census Tract 8296, Cook County, Illinois","1359","261","null","null","102","83","null","null","160","127","null","null","131","null","66","null","178","null","111","null","188","null","90","null","148","102","null","null","144","null","91","null","62","null","69","null","9","null","13","null","154","null","58","null","83","47","null","null","0","null","11","null",
"1400000US17031829700","Census Tract 8297, Cook County, Illinois","1205","171","null","null","54","44","null","null","24","17","null","null","122","null","55","null","177","null","80","null","121","null","65","null","62","47","null","null","169","null","72","null","62","null","48","null","61","null","48","null","130","null","71","null","176","67","null","null","47","null","32","null",
"1400000US17031829800","Census Tract 8298, Cook County, Illinois","2853","393","null","null","170","96","null","null","115","66","null","null","190","null","97","null","209","null","103","null","434","null","167","null","255","132","null","null","162","null","97","null","139","null","100","null","164","null","90","null","420","null","152","null","486","162","null","null","109","null","87","null",
"1400000US17031829901","Census Tract 8299.01, Cook County, Illinois","3676","399","null","null","0","15","null","null","20","26","null","null","302","null","179","null","365","null","164","null","518","null","219","null","226","237","null","null","370","null","165","null","139","null","111","null","301","null","151","null","505","null","206","null","739","255","null","null","191","null","123","null",
"1400000US17031829902","Census Tract 8299.02, Cook County, Illinois","2310","353","null","null","39","44","null","null","137","103","null","null","99","null","76","null","145","null","118","null","626","null","242","null","26","43","null","null","336","null","156","null","93","null","110","null","45","null","41","null","424","null","173","null","279","156","null","null","61","null","79","null",
"1400000US17031830001","Census Tract 8300.01, Cook County, Illinois","985","193","null","null","0","11","null","null","7","10","null","null","136","null","92","null","52","null","43","null","153","null","60","null","117","71","null","null","277","null","126","null","59","null","58","null","23","null","26","null","67","null","61","null","94","61","null","null","0","null","11","null",
"1400000US17031830003","Census Tract 8300.03, Cook County, Illinois","3313","432","null","null","59","50","null","null","153","86","null","null","346","null","183","null","268","null","150","null","232","null","156","null","168","100","null","null","587","null","177","null","162","null","118","null","240","null","119","null","466","null","150","null","456","199","null","null","176","null","99","null",
"1400000US17031830004","Census Tract 8300.04, Cook County, Illinois","3589","552","null","null","13","22","null","null","236","177","null","null","426","null","192","null","414","null","214","null","262","null","132","null","161","101","null","null","466","null","293","null","248","null","187","null","278","null","204","null","734","null","273","null","217","96","null","null","134","null","104","null",
"1400000US17031830005","Census Tract 8300.05, Cook County, Illinois","1823","219","null","null","0","11","null","null","170","89","null","null","159","null","82","null","135","null","80","null","211","null","108","null","31","48","null","null","188","null","108","null","0","null","11","null","46","null","35","null","406","null","134","null","402","120","null","null","75","null","57","null",
"1400000US17031830006","Census Tract 8300.06, Cook County, Illinois","950","190","null","null","12","19","null","null","71","61","null","null","101","null","55","null","84","null","48","null","66","null","49","null","59","54","null","null","83","null","47","null","116","null","82","null","33","null","34","null","174","null","94","null","127","69","null","null","24","null","36","null",
"1400000US17031830007","Census Tract 8300.07, Cook County, Illinois","1961","249","null","null","9","14","null","null","164","109","null","null","122","null","70","null","203","null","93","null","309","null","125","null","122","86","null","null","294","null","109","null","165","null","90","null","29","null","28","null","218","null","85","null","275","125","null","null","51","null","37","null",
"1400000US17031830008","Census Tract 8300.08, Cook County, Illinois","2077","246","null","null","44","45","null","null","54","54","null","null","197","null","104","null","133","null","58","null","283","null","102","null","211","106","null","null","215","null","124","null","164","null","82","null","77","null","54","null","339","null","115","null","254","97","null","null","106","null","73","null",
"1400000US17031830100","Census Tract 8301, Cook County, Illinois","1236","181","null","null","9","16","null","null","12","15","null","null","137","null","82","null","92","null","62","null","130","null","78","null","172","131","null","null","209","null","98","null","10","null","15","null","117","null","78","null","129","null","60","null","153","68","null","null","66","null","45","null",
"1400000US17031830201","Census Tract 8302.01, Cook County, Illinois","2465","398","null","null","69","77","null","null","189","113","null","null","215","null","126","null","383","null","262","null","345","null","152","null","107","95","null","null","411","null","221","null","57","null","55","null","134","null","109","null","107","null","75","null","350","159","null","null","98","null","84","null",
"1400000US17031830202","Census Tract 8302.02, Cook County, Illinois","1378","197","null","null","0","11","null","null","64","50","null","null","166","null","97","null","52","null","37","null","99","null","74","null","6","9","null","null","250","null","140","null","24","null","30","null","34","null","28","null","298","null","118","null","301","140","null","null","84","null","81","null",
"1400000US17031830300","Census Tract 8303, Cook County, Illinois","1652","339","null","null","41","48","null","null","37","47","null","null","134","null","83","null","202","null","118","null","275","null","138","null","39","40","null","null","60","null","60","null","162","null","173","null","150","null","92","null","367","null","182","null","140","102","null","null","45","null","48","null",
"1400000US17031830400","Census Tract 8304, Cook County, Illinois","1923","282","null","null","8","11","null","null","69","52","null","null","259","null","102","null","111","null","75","null","337","null","116","null","196","114","null","null","260","null","117","null","167","null","91","null","64","null","44","null","180","null","78","null","225","99","null","null","47","null","35","null",
"1400000US17031830500","Census Tract 8305, Cook County, Illinois","1731","280","null","null","8","12","null","null","90","70","null","null","123","null","72","null","245","null","207","null","130","null","71","null","129","84","null","null","448","null","143","null","12","null","19","null","79","null","60","null","173","null","99","null","217","113","null","null","77","null","66","null",
"1400000US17031830600","Census Tract 8306, Cook County, Illinois","2659","323","null","null","75","64","null","null","120","71","null","null","128","null","61","null","169","null","66","null","338","null","117","null","102","58","null","null","510","null","170","null","144","null","94","null","200","null","93","null","433","null","111","null","380","110","null","null","60","null","42","null",
"1400000US17031830700","Census Tract 8307, Cook County, Illinois","1913","235","null","null","28","35","null","null","40","34","null","null","160","null","83","null","136","null","66","null","174","null","73","null","107","49","null","null","337","null","113","null","101","null","64","null","229","null","80","null","388","null","105","null","159","56","null","null","54","null","49","null",
"1400000US17031830800","Census Tract 8308, Cook County, Illinois","1659","192","null","null","13","20","null","null","48","41","null","null","19","null","18","null","97","null","87","null","102","null","58","null","137","67","null","null","225","null","81","null","125","null","61","null","171","null","75","null","330","null","109","null","270","90","null","null","122","null","77","null",
"1400000US17031830900","Census Tract 8309, Cook County, Illinois","1846","153","null","null","35","34","null","null","44","29","null","null","116","null","60","null","237","null","91","null","278","null","104","null","75","38","null","null","361","null","142","null","114","null","58","null","114","null","57","null","302","null","103","null","86","47","null","null","84","null","57","null",
"1400000US17031831000","Census Tract 8310, Cook County, Illinois","1404","159","null","null","24","22","null","null","7","11","null","null","60","null","50","null","290","null","97","null","328","null","123","null","80","53","null","null","198","null","63","null","121","null","48","null","67","null","50","null","93","null","54","null","126","58","null","null","10","null","17","null",
"1400000US17031831100","Census Tract 8311, Cook County, Illinois","3926","478","null","null","0","15","null","null","73","74","null","null","219","null","117","null","460","null","212","null","514","null","155","null","152","96","null","null","867","null","271","null","149","null","96","null","273","null","176","null","580","null","201","null","625","194","null","null","14","null","19","null",
"1400000US17031831200","Census Tract 8312, Cook County, Illinois","2248","333","null","null","5","12","null","null","130","90","null","null","294","null","116","null","83","null","61","null","323","null","130","null","40","31","null","null","330","null","137","null","68","null","64","null","117","null","76","null","411","null","151","null","284","153","null","null","163","null","109","null",
"1400000US17031831300","Census Tract 8313, Cook County, Illinois","326","99","null","null","0","11","null","null","0","11","null","null","24","null","30","null","62","null","42","null","33","null","44","null","0","11","null","null","74","null","47","null","15","null","18","null","46","null","34","null","34","null","23","null","38","32","null","null","0","null","11","null",
"1400000US17031831400","Census Tract 8314, Cook County, Illinois","1056","171","null","null","0","11","null","null","34","38","null","null","29","null","29","null","154","null","104","null","106","null","51","null","31","31","null","null","261","null","87","null","12","null","19","null","40","null","38","null","150","null","81","null","216","97","null","null","23","null","36","null",
"1400000US17031831500","Census Tract 8315, Cook County, Illinois","1864","294","null","null","4","8","null","null","47","37","null","null","30","null","30","null","122","null","73","null","250","null","94","null","90","52","null","null","290","null","134","null","134","null","76","null","47","null","32","null","461","null","165","null","306","128","null","null","83","null","49","null",
"1400000US17031831600","Census Tract 8316, Cook County, Illinois","2975","291","null","null","12","21","null","null","137","90","null","null","71","null","65","null","186","null","121","null","180","null","101","null","130","100","null","null","835","null","273","null","107","null","74","null","241","null","147","null","457","null","202","null","609","230","null","null","10","null","16","null",
"1400000US17031831700","Census Tract 8317, Cook County, Illinois","1111","134","null","null","0","11","null","null","18","15","null","null","37","null","29","null","91","null","49","null","125","null","65","null","74","40","null","null","227","null","80","null","65","null","37","null","140","null","52","null","133","null","60","null","147","54","null","null","54","null","53","null",
"1400000US17031831800","Census Tract 8318, Cook County, Illinois","2853","412","null","null","17","24","null","null","238","108","null","null","325","null","142","null","288","null","182","null","350","null","134","null","15","24","null","null","510","null","178","null","207","null","131","null","183","null","98","null","312","null","172","null","360","170","null","null","48","null","60","null",
"1400000US17031831900","Census Tract 8319, Cook County, Illinois","1916","225","null","null","21","24","null","null","52","44","null","null","66","null","52","null","126","null","76","null","140","null","64","null","107","55","null","null","558","null","208","null","100","null","48","null","284","null","97","null","332","null","99","null","94","47","null","null","36","null","28","null",
"1400000US17031832000","Census Tract 8320, Cook County, Illinois","1344","152","null","null","10","10","null","null","89","60","null","null","59","null","41","null","69","null","39","null","205","null","77","null","73","32","null","null","269","null","78","null","99","null","45","null","77","null","43","null","260","null","76","null","90","40","null","null","44","null","34","null",
"1400000US17031832100","Census Tract 8321, Cook County, Illinois","2243","263","null","null","0","11","null","null","126","77","null","null","172","null","85","null","42","null","39","null","309","null","140","null","148","79","null","null","405","null","117","null","140","null","55","null","281","null","111","null","370","null","100","null","224","95","null","null","26","null","25","null",
"1400000US17031832200","Census Tract 8322, Cook County, Illinois","2037","248","null","null","0","11","null","null","140","123","null","null","167","null","89","null","301","null","143","null","253","null","99","null","121","70","null","null","325","null","99","null","99","null","60","null","146","null","81","null","247","null","92","null","182","89","null","null","56","null","47","null",
"1400000US17031832300","Census Tract 8323, Cook County, Illinois","1205","144","null","null","1","3","null","null","44","22","null","null","42","null","28","null","166","null","56","null","179","null","80","null","66","32","null","null","242","null","71","null","58","null","34","null","73","null","40","null","215","null","67","null","88","42","null","null","31","null","26","null",
"1400000US17031832400","Census Tract 8324, Cook County, Illinois","1860","238","null","null","0","11","null","null","53","76","null","null","185","null","96","null","165","null","62","null","293","null","96","null","26","23","null","null","449","null","118","null","85","null","50","null","103","null","50","null","258","null","87","null","190","135","null","null","53","null","40","null",
"1400000US17031832500","Census Tract 8325, Cook County, Illinois","1796","241","null","null","17","20","null","null","60","51","null","null","118","null","68","null","233","null","119","null","344","null","116","null","88","49","null","null","361","null","109","null","163","null","80","null","68","null","44","null","243","null","109","null","66","43","null","null","35","null","28","null",
"1400000US17031832600","Census Tract 8326, Cook County, Illinois","2528","259","null","null","7","11","null","null","114","67","null","null","140","null","66","null","524","null","164","null","525","null","131","null","209","81","null","null","485","null","109","null","54","null","42","null","123","null","59","null","192","null","76","null","100","62","null","null","55","null","48","null",
"1400000US17031832900","Census Tract 8329, Cook County, Illinois","1569","278","null","null","38","48","null","null","68","32","null","null","180","null","81","null","307","null","104","null","224","null","127","null","63","42","null","null","362","null","173","null","0","null","11","null","27","null","26","null","75","null","45","null","122","84","null","null","103","null","89","null",
"1400000US17031833000","Census Tract 8330, Cook County, Illinois","2170","217","null","null","16","20","null","null","158","86","null","null","331","null","115","null","225","null","82","null","562","null","136","null","220","99","null","null","198","null","79","null","82","null","51","null","56","null","66","null","134","null","83","null","127","89","null","null","61","null","44","null",
"1400000US17031833100","Census Tract 8331, Cook County, Illinois","4529","343","null","null","34","45","null","null","239","126","null","null","570","null","159","null","795","null","197","null","1126","null","211","null","246","92","null","null","499","null","184","null","209","null","107","null","174","null","121","null","326","null","129","null","224","92","null","null","87","null","64","null",
"1400000US17031833300","Census Tract 8333, Cook County, Illinois","1380","226","null","null","36","40","null","null","147","59","null","null","208","null","79","null","150","null","48","null","205","null","69","null","77","48","null","null","283","null","130","null","9","null","10","null","63","null","36","null","64","null","33","null","77","40","null","null","61","null","65","null",
"1400000US17031833900","Census Tract 8339, Cook County, Illinois","825","149","null","null","24","20","null","null","37","25","null","null","29","null","24","null","109","null","53","null","108","null","56","null","32","41","null","null","131","null","53","null","5","null","7","null","56","null","45","null","107","null","46","null","136","62","null","null","51","null","36","null",
"1400000US17031834000","Census Tract 8340, Cook County, Illinois","1154","183","null","null","0","11","null","null","24","19","null","null","58","null","46","null","115","null","81","null","104","null","75","null","82","60","null","null","170","null","76","null","0","null","11","null","85","null","64","null","144","null","68","null","335","128","null","null","37","null","33","null",
"1400000US17031834200","Census Tract 8342, Cook County, Illinois","1642","303","null","null","0","11","null","null","36","58","null","null","92","null","73","null","195","null","109","null","64","null","75","null","59","78","null","null","445","null","209","null","0","null","11","null","91","null","88","null","337","null","178","null","138","111","null","null","185","null","122","null",
"1400000US17031834300","Census Tract 8343, Cook County, Illinois","1725","334","null","null","0","15","null","null","53","63","null","null","77","null","81","null","161","null","96","null","272","null","144","null","35","37","null","null","369","null","135","null","0","null","15","null","66","null","63","null","383","null","197","null","239","142","null","null","70","null","76","null",
"1400000US17031834400","Census Tract 8344, Cook County, Illinois","1598","255","null","null","6","11","null","null","41","40","null","null","97","null","74","null","184","null","75","null","205","null","124","null","82","63","null","null","187","null","118","null","70","null","64","null","158","null","87","null","225","null","106","null","191","92","null","null","152","null","105","null",
"1400000US17031834500","Census Tract 8345, Cook County, Illinois","325","88","null","null","0","11","null","null","25","27","null","null","13","null","14","null","9","null","12","null","38","null","40","null","20","16","null","null","45","null","31","null","23","null","24","null","35","null","33","null","60","null","38","null","36","30","null","null","21","null","23","null",
"1400000US17031834600","Census Tract 8346, Cook County, Illinois","544","124","null","null","20","33","null","null","60","36","null","null","36","null","33","null","28","null","29","null","125","null","70","null","0","11","null","null","123","null","68","null","0","null","11","null","36","null","42","null","22","null","26","null","84","61","null","null","10","null","16","null",
"1400000US17031834700","Census Tract 8347, Cook County, Illinois","455","107","null","null","21","23","null","null","22","23","null","null","62","null","40","null","30","null","24","null","18","null","14","null","21","23","null","null","113","null","58","null","0","null","11","null","0","null","11","null","39","null","28","null","60","41","null","null","69","null","48","null",
"1400000US17031834800","Census Tract 8348, Cook County, Illinois","353","85","null","null","0","11","null","null","27","28","null","null","17","null","22","null","47","null","31","null","36","null","27","null","20","22","null","null","40","null","31","null","0","null","11","null","21","null","19","null","53","null","43","null","49","28","null","null","43","null","38","null",
"1400000US17031834900","Census Tract 8349, Cook County, Illinois","467","95","null","null","15","23","null","null","15","15","null","null","24","null","26","null","66","null","39","null","45","null","33","null","21","21","null","null","84","null","50","null","0","null","11","null","0","null","11","null","102","null","43","null","72","41","null","null","23","null","22","null",
"1400000US17031835000","Census Tract 8350, Cook County, Illinois","1838","323","null","null","0","15","null","null","8","13","null","null","90","null","55","null","95","null","63","null","264","null","149","null","75","51","null","null","497","null","146","null","85","null","75","null","105","null","68","null","321","null","101","null","208","108","null","null","90","null","54","null",
"1400000US17031835100","Census Tract 8351, Cook County, Illinois","2091","303","null","null","33","41","null","null","7","16","null","null","134","null","107","null","107","null","81","null","525","null","179","null","73","64","null","null","316","null","156","null","105","null","64","null","215","null","117","null","389","null","192","null","175","91","null","null","12","null","23","null",
