"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_001MA","B08303_001EA","B08303_002E","B08303_002M","B08303_002MA","B08303_002EA","B08303_003E","B08303_003EA","B08303_003M","B08303_003MA","B08303_004E","B08303_004EA","B08303_004M","B08303_004MA","B08303_005E","B08303_005EA","B08303_005M","B08303_005MA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007EA","B08303_007M","B08303_007MA","B08303_008E","B08303_008M","B08303_008MA","B08303_008EA","B08303_009E","B08303_009M","B08303_009MA","B08303_009EA","B08303_010E","B08303_010EA","B08303_010M","B08303_010MA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!Less than 5 minutes","Margin of Error!!Total:!!Less than 5 minutes","Annotation of Margin of Error!!Total:!!Less than 5 minutes","Annotation of Estimate!!Total:!!Less than 5 minutes","Estimate!!Total:!!5 to 9 minutes","Annotation of Estimate!!Total:!!5 to 9 minutes","Margin of Error!!Total:!!5 to 9 minutes","Annotation of Margin of Error!!Total:!!5 to 9 minutes","Estimate!!Total:!!10 to 14 minutes","Annotation of Estimate!!Total:!!10 to 14 minutes","Margin of Error!!Total:!!10 to 14 minutes","Annotation of Margin of Error!!Total:!!10 to 14 minutes","Estimate!!Total:!!15 to 19 minutes","Annotation of Estimate!!Total:!!15 to 19 minutes","Margin of Error!!Total:!!15 to 19 minutes","Annotation of Margin of Error!!Total:!!15 to 19 minutes","Estimate!!Total:!!20 to 24 minutes","Annotation of Estimate!!Total:!!20 to 24 minutes","Margin of Error!!Total:!!20 to 24 minutes","Annotation of Margin of Error!!Total:!!20 to 24 minutes","Estimate!!Total:!!25 to 29 minutes","Annotation of Estimate!!Total:!!25 to 29 minutes","Margin of Error!!Total:!!25 to 29 minutes","Annotation of Margin of Error!!Total:!!25 to 29 minutes","Estimate!!Total:!!30 to 34 minutes","Margin of Error!!Total:!!30 to 34 minutes","Annotation of Margin of Error!!Total:!!30 to 34 minutes","Annotation of Estimate!!Total:!!30 to 34 minutes","Estimate!!Total:!!35 to 39 minutes","Margin of Error!!Total:!!35 to 39 minutes","Annotation of Margin of Error!!Total:!!35 to 39 minutes","Annotation of Estimate!!Total:!!35 to 39 minutes","Estimate!!Total:!!40 to 44 minutes","Annotation of Estimate!!Total:!!40 to 44 minutes","Margin of Error!!Total:!!40 to 44 minutes","Annotation of Margin of Error!!Total:!!40 to 44 minutes","Estimate!!Total:!!45 to 59 minutes","Annotation of Estimate!!Total:!!45 to 59 minutes","Margin of Error!!Total:!!45 to 59 minutes","Annotation of Margin of Error!!Total:!!45 to 59 minutes","Estimate!!Total:!!60 to 89 minutes","Annotation of Estimate!!Total:!!60 to 89 minutes","Margin of Error!!Total:!!60 to 89 minutes","Annotation of Margin of Error!!Total:!!60 to 89 minutes","Estimate!!Total:!!90 or more minutes","Annotation of Estimate!!Total:!!90 or more minutes","Margin of Error!!Total:!!90 or more minutes","Annotation of Margin of Error!!Total:!!90 or more minutes",
"1400000US17031062100","Census Tract 621, Cook County, Illinois","1935","330","null","null","8","15","null","null","22","null","26","null","0","null","12","null","139","null","91","null","212","null","104","null","188","null","83","null","591","179","null","null","117","60","null","null","115","null","91","null","393","null","159","null","103","null","63","null","47","null","38","null",
"1400000US17031062200","Census Tract 622, Cook County, Illinois","1692","333","null","null","0","12","null","null","21","null","25","null","78","null","59","null","67","null","63","null","353","null","292","null","120","null","54","null","399","126","null","null","177","79","null","null","134","null","63","null","224","null","92","null","119","null","64","null","0","null","12","null",
"1400000US17031062300","Census Tract 623, Cook County, Illinois","701","116","null","null","0","12","null","null","14","null","19","null","11","null","11","null","43","null","28","null","51","null","30","null","48","null","31","null","186","55","null","null","77","47","null","null","106","null","59","null","102","null","47","null","63","null","33","null","0","null","12","null",
"1400000US17031062400","Census Tract 624, Cook County, Illinois","728","103","null","null","25","36","null","null","0","null","12","null","25","null","26","null","51","null","39","null","80","null","35","null","52","null","35","null","116","38","null","null","113","54","null","null","122","null","51","null","89","null","47","null","55","null","46","null","0","null","12","null",
"1400000US17031062500","Census Tract 625, Cook County, Illinois","901","150","null","null","0","12","null","null","42","null","29","null","54","null","45","null","33","null","30","null","37","null","20","null","76","null","53","null","173","61","null","null","114","45","null","null","106","null","44","null","215","null","78","null","45","null","24","null","6","null","9","null",
"1400000US17031062600","Census Tract 626, Cook County, Illinois","1127","139","null","null","5","9","null","null","33","null","31","null","56","null","35","null","118","null","57","null","108","null","50","null","91","null","46","null","268","81","null","null","58","29","null","null","101","null","53","null","168","null","61","null","108","null","45","null","13","null","14","null",
"1400000US17031062700","Census Tract 627, Cook County, Illinois","1489","238","null","null","38","50","null","null","41","null","28","null","26","null","30","null","95","null","57","null","180","null","116","null","134","null","98","null","260","105","null","null","142","64","null","null","183","null","78","null","300","null","106","null","81","null","55","null","9","null","14","null",
"1400000US17031062800","Census Tract 628, Cook County, Illinois","1900","301","null","null","16","16","null","null","17","null","18","null","60","null","38","null","215","null","104","null","300","null","123","null","189","null","79","null","409","122","null","null","207","88","null","null","166","null","72","null","225","null","81","null","88","null","43","null","8","null","12","null",
"1400000US17031062900","Census Tract 629, Cook County, Illinois","2220","331","null","null","0","12","null","null","54","null","62","null","96","null","71","null","216","null","153","null","264","null","115","null","214","null","80","null","575","203","null","null","135","84","null","null","133","null","58","null","378","null","155","null","140","null","71","null","15","null","18","null",
"1400000US17031063000","Census Tract 630, Cook County, Illinois","1972","268","null","null","36","35","null","null","46","null","38","null","188","null","189","null","136","null","56","null","255","null","83","null","268","null","99","null","441","121","null","null","116","57","null","null","163","null","72","null","216","null","109","null","73","null","48","null","34","null","33","null",
"1400000US17031063100","Census Tract 631, Cook County, Illinois","1304","160","null","null","19","26","null","null","35","null","52","null","14","null","15","null","79","null","36","null","140","null","59","null","94","null","47","null","278","87","null","null","165","72","null","null","197","null","109","null","178","null","77","null","78","null","42","null","27","null","30","null",
"1400000US17031063200","Census Tract 632, Cook County, Illinois","3929","678","null","null","0","17","null","null","244","null","204","null","15","null","31","null","233","null","141","null","184","null","111","null","844","null","590","null","857","249","null","null","369","212","null","null","459","null","185","null","443","null","210","null","182","null","141","null","99","null","95","null",
"1400000US17031063301","Census Tract 633.01, Cook County, Illinois","1678","267","null","null","17","25","null","null","127","null","164","null","18","null","19","null","150","null","92","null","177","null","97","null","135","null","65","null","353","101","null","null","113","63","null","null","148","null","84","null","267","null","88","null","155","null","88","null","18","null","19","null",
"1400000US17031063302","Census Tract 633.02, Cook County, Illinois","2228","276","null","null","0","12","null","null","175","null","103","null","51","null","48","null","293","null","134","null","166","null","90","null","41","null","39","null","494","173","null","null","225","105","null","null","266","null","136","null","367","null","163","null","133","null","94","null","17","null","27","null",
"1400000US17031063303","Census Tract 633.03, Cook County, Illinois","382","72","null","null","8","10","null","null","20","null","18","null","35","null","30","null","54","null","27","null","39","null","16","null","26","null","18","null","76","39","null","null","5","8","null","null","36","null","23","null","48","null","31","null","35","null","19","null","0","null","12","null",
"1400000US17031063400","Census Tract 634, Cook County, Illinois","1713","280","null","null","10","16","null","null","65","null","58","null","93","null","113","null","30","null","28","null","102","null","61","null","177","null","97","null","387","117","null","null","116","57","null","null","347","null","150","null","243","null","104","null","92","null","72","null","51","null","43","null",
