"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_001MA","B08303_001EA","B08303_002E","B08303_002M","B08303_002MA","B08303_002EA","B08303_003E","B08303_003EA","B08303_003M","B08303_003MA","B08303_004E","B08303_004EA","B08303_004M","B08303_004MA","B08303_005E","B08303_005EA","B08303_005M","B08303_005MA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007EA","B08303_007M","B08303_007MA","B08303_008E","B08303_008M","B08303_008MA","B08303_008EA","B08303_009E","B08303_009M","B08303_009MA","B08303_009EA","B08303_010E","B08303_010EA","B08303_010M","B08303_010MA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!Less than 5 minutes","Margin of Error!!Total:!!Less than 5 minutes","Annotation of Margin of Error!!Total:!!Less than 5 minutes","Annotation of Estimate!!Total:!!Less than 5 minutes","Estimate!!Total:!!5 to 9 minutes","Annotation of Estimate!!Total:!!5 to 9 minutes","Margin of Error!!Total:!!5 to 9 minutes","Annotation of Margin of Error!!Total:!!5 to 9 minutes","Estimate!!Total:!!10 to 14 minutes","Annotation of Estimate!!Total:!!10 to 14 minutes","Margin of Error!!Total:!!10 to 14 minutes","Annotation of Margin of Error!!Total:!!10 to 14 minutes","Estimate!!Total:!!15 to 19 minutes","Annotation of Estimate!!Total:!!15 to 19 minutes","Margin of Error!!Total:!!15 to 19 minutes","Annotation of Margin of Error!!Total:!!15 to 19 minutes","Estimate!!Total:!!20 to 24 minutes","Annotation of Estimate!!Total:!!20 to 24 minutes","Margin of Error!!Total:!!20 to 24 minutes","Annotation of Margin of Error!!Total:!!20 to 24 minutes","Estimate!!Total:!!25 to 29 minutes","Annotation of Estimate!!Total:!!25 to 29 minutes","Margin of Error!!Total:!!25 to 29 minutes","Annotation of Margin of Error!!Total:!!25 to 29 minutes","Estimate!!Total:!!30 to 34 minutes","Margin of Error!!Total:!!30 to 34 minutes","Annotation of Margin of Error!!Total:!!30 to 34 minutes","Annotation of Estimate!!Total:!!30 to 34 minutes","Estimate!!Total:!!35 to 39 minutes","Margin of Error!!Total:!!35 to 39 minutes","Annotation of Margin of Error!!Total:!!35 to 39 minutes","Annotation of Estimate!!Total:!!35 to 39 minutes","Estimate!!Total:!!40 to 44 minutes","Annotation of Estimate!!Total:!!40 to 44 minutes","Margin of Error!!Total:!!40 to 44 minutes","Annotation of Margin of Error!!Total:!!40 to 44 minutes","Estimate!!Total:!!45 to 59 minutes","Annotation of Estimate!!Total:!!45 to 59 minutes","Margin of Error!!Total:!!45 to 59 minutes","Annotation of Margin of Error!!Total:!!45 to 59 minutes","Estimate!!Total:!!60 to 89 minutes","Annotation of Estimate!!Total:!!60 to 89 minutes","Margin of Error!!Total:!!60 to 89 minutes","Annotation of Margin of Error!!Total:!!60 to 89 minutes","Estimate!!Total:!!90 or more minutes","Annotation of Estimate!!Total:!!90 or more minutes","Margin of Error!!Total:!!90 or more minutes","Annotation of Margin of Error!!Total:!!90 or more minutes",
"1400000US17031630600","Census Tract 6306, Cook County, Illinois","1146","257","null","null","0","12","null","null","8","null","14","null","166","null","141","null","53","null","36","null","123","null","69","null","35","null","31","null","224","116","null","null","32","49","null","null","126","null","90","null","164","null","87","null","174","null","76","null","41","null","35","null",
"1400000US17031630800","Census Tract 6308, Cook County, Illinois","2433","670","null","null","63","98","null","null","224","null","157","null","81","null","90","null","75","null","72","null","146","null","86","null","44","null","69","null","801","287","null","null","43","40","null","null","147","null","103","null","488","null","441","null","242","null","178","null","79","null","74","null",
"1400000US17031630900","Census Tract 6309, Cook County, Illinois","1285","360","null","null","0","12","null","null","31","null","52","null","166","null","107","null","112","null","109","null","146","null","89","null","19","null","36","null","324","176","null","null","69","78","null","null","53","null","62","null","301","null","133","null","64","null","69","null","0","null","12","null",
"1400000US17031640100","Census Tract 6401, Cook County, Illinois","613","242","null","null","0","12","null","null","56","null","64","null","109","null","87","null","50","null","48","null","25","null","33","null","0","null","12","null","149","97","null","null","57","51","null","null","57","null","81","null","17","null","23","null","67","null","54","null","26","null","25","null",
"1400000US17031640300","Census Tract 6403, Cook County, Illinois","3161","469","null","null","113","105","null","null","232","null","132","null","190","null","123","null","48","null","75","null","328","null","148","null","237","null","212","null","738","400","null","null","271","171","null","null","75","null","71","null","349","null","162","null","517","null","211","null","63","null","79","null",
"1400000US17031640400","Census Tract 6404, Cook County, Illinois","1648","654","null","null","20","29","null","null","44","null","42","null","181","null","149","null","70","null","66","null","150","null","76","null","118","null","106","null","339","343","null","null","8","13","null","null","244","null","188","null","144","null","90","null","330","null","151","null","0","null","12","null",
"1400000US17031640500","Census Tract 6405, Cook County, Illinois","1845","382","null","null","87","53","null","null","43","null","41","null","130","null","89","null","221","null","144","null","259","null","108","null","146","null","112","null","280","109","null","null","186","158","null","null","89","null","53","null","158","null","77","null","198","null","80","null","48","null","53","null",
"1400000US17031640600","Census Tract 6406, Cook County, Illinois","1862","324","null","null","62","75","null","null","46","null","50","null","138","null","108","null","361","null","189","null","195","null","115","null","115","null","84","null","325","132","null","null","29","31","null","null","209","null","135","null","135","null","71","null","225","null","96","null","22","null","34","null",
"1400000US17031640700","Census Tract 6407, Cook County, Illinois","1361","303","null","null","139","79","null","null","35","null","42","null","174","null","114","null","61","null","47","null","220","null","233","null","14","null","19","null","122","85","null","null","90","62","null","null","90","null","82","null","259","null","111","null","150","null","82","null","7","null","15","null",
"1400000US17031640800","Census Tract 6408, Cook County, Illinois","612","144","null","null","0","12","null","null","7","null","11","null","15","null","18","null","67","null","37","null","76","null","44","null","48","null","39","null","176","75","null","null","17","15","null","null","82","null","39","null","67","null","63","null","31","null","33","null","26","null","38","null",
"1400000US17031650100","Census Tract 6501, Cook County, Illinois","1938","252","null","null","0","12","null","null","111","null","71","null","84","null","71","null","341","null","155","null","148","null","85","null","94","null","85","null","322","130","null","null","36","48","null","null","64","null","57","null","341","null","117","null","339","null","140","null","58","null","62","null",
"1400000US17031650200","Census Tract 6502, Cook County, Illinois","3118","671","null","null","23","40","null","null","41","null","47","null","332","null","259","null","284","null","200","null","558","null","213","null","101","null","115","null","850","435","null","null","50","77","null","null","57","null","67","null","684","null","212","null","92","null","84","null","46","null","61","null",
"1400000US17031650301","Census Tract 6503.01, Cook County, Illinois","2108","369","null","null","0","12","null","null","66","null","51","null","146","null","82","null","91","null","66","null","262","null","105","null","103","null","78","null","438","161","null","null","31","39","null","null","132","null","108","null","254","null","116","null","410","null","129","null","175","null","147","null",
"1400000US17031650302","Census Tract 6503.02, Cook County, Illinois","1669","490","null","null","0","12","null","null","15","null","27","null","21","null","32","null","157","null","88","null","412","null","204","null","183","null","112","null","263","135","null","null","68","108","null","null","41","null","45","null","376","null","200","null","63","null","52","null","70","null","88","null",
"1400000US17031650400","Census Tract 6504, Cook County, Illinois","2286","342","null","null","0","17","null","null","52","null","67","null","114","null","85","null","98","null","72","null","371","null","162","null","86","null","67","null","455","177","null","null","82","72","null","null","126","null","90","null","377","null","168","null","423","null","194","null","102","null","64","null",
"1400000US17031650500","Census Tract 6505, Cook County, Illinois","2226","421","null","null","13","21","null","null","63","null","61","null","100","null","72","null","318","null","159","null","306","null","158","null","63","null","59","null","285","118","null","null","30","46","null","null","60","null","51","null","477","null","173","null","495","null","219","null","16","null","23","null",
"1400000US17031660301","Census Tract 6603.01, Cook County, Illinois","384","145","null","null","0","12","null","null","0","null","12","null","31","null","29","null","59","null","37","null","66","null","65","null","10","null","15","null","100","72","null","null","7","12","null","null","0","null","12","null","30","null","27","null","61","null","40","null","20","null","16","null",
"1400000US17031660302","Census Tract 6603.02, Cook County, Illinois","1696","406","null","null","40","42","null","null","38","null","59","null","148","null","128","null","123","null","120","null","446","null","292","null","94","null","80","null","388","193","null","null","13","19","null","null","49","null","49","null","120","null","72","null","138","null","113","null","99","null","110","null",
"1400000US17031660400","Census Tract 6604, Cook County, Illinois","1891","394","null","null","21","32","null","null","0","null","12","null","217","null","221","null","203","null","118","null","268","null","149","null","163","null","116","null","327","147","null","null","63","65","null","null","115","null","87","null","198","null","119","null","287","null","151","null","29","null","45","null",
"1400000US17031660500","Census Tract 6605, Cook County, Illinois","1596","360","null","null","0","12","null","null","65","null","76","null","51","null","46","null","155","null","100","null","343","null","167","null","109","null","71","null","299","124","null","null","58","52","null","null","41","null","41","null","267","null","173","null","198","null","113","null","10","null","16","null",
"1400000US17031660600","Census Tract 6606, Cook County, Illinois","1403","366","null","null","0","17","null","null","19","null","27","null","47","null","75","null","105","null","84","null","426","null","187","null","29","null","36","null","172","105","null","null","0","17","null","null","200","null","133","null","177","null","120","null","203","null","137","null","25","null","28","null",
"1400000US17031660700","Census Tract 6607, Cook County, Illinois","427","125","null","null","0","12","null","null","5","null","9","null","14","null","16","null","87","null","68","null","24","null","27","null","21","null","24","null","124","45","null","null","0","12","null","null","19","null","29","null","28","null","26","null","35","null","21","null","70","null","48","null",
"1400000US17031660800","Census Tract 6608, Cook County, Illinois","2210","605","null","null","0","17","null","null","17","null","28","null","56","null","56","null","327","null","156","null","486","null","422","null","63","null","62","null","306","161","null","null","63","73","null","null","89","null","95","null","356","null","214","null","289","null","154","null","158","null","110","null",
"1400000US17031660900","Census Tract 6609, Cook County, Illinois","1845","437","null","null","0","17","null","null","82","null","70","null","39","null","49","null","230","null","210","null","143","null","137","null","98","null","88","null","484","224","null","null","26","40","null","null","113","null","87","null","240","null","135","null","195","null","118","null","195","null","122","null",
"1400000US17031661000","Census Tract 6610, Cook County, Illinois","1991","542","null","null","21","34","null","null","14","null","22","null","30","null","37","null","53","null","52","null","214","null","152","null","120","null","87","null","438","247","null","null","28","44","null","null","85","null","72","null","420","null","198","null","263","null","156","null","305","null","185","null",
"1400000US17031661100","Census Tract 6611, Cook County, Illinois","3211","648","null","null","0","17","null","null","81","null","69","null","135","null","105","null","381","null","144","null","232","null","123","null","10","null","18","null","894","373","null","null","133","84","null","null","190","null","116","null","403","null","132","null","478","null","153","null","274","null","242","null",
"1400000US17031670100","Census Tract 6701, Cook County, Illinois","337","83","null","null","0","12","null","null","0","null","12","null","25","null","30","null","11","null","16","null","0","null","12","null","0","null","12","null","138","51","null","null","19","29","null","null","47","null","26","null","42","null","51","null","55","null","33","null","0","null","12","null",
"1400000US17031670200","Census Tract 6702, Cook County, Illinois","263","131","null","null","0","12","null","null","12","null","18","null","0","null","12","null","69","null","96","null","0","null","12","null","0","null","12","null","37","44","null","null","9","13","null","null","0","null","12","null","64","null","55","null","24","null","27","null","48","null","61","null",
"1400000US17031670300","Census Tract 6703, Cook County, Illinois","405","151","null","null","0","12","null","null","0","null","12","null","0","null","12","null","43","null","45","null","34","null","36","null","29","null","38","null","77","31","null","null","13","25","null","null","28","null","25","null","101","null","82","null","56","null","31","null","24","null","27","null",
"1400000US17031670400","Census Tract 6704, Cook County, Illinois","455","206","null","null","0","12","null","null","23","null","39","null","8","null","13","null","38","null","30","null","27","null","34","null","30","null","46","null","173","146","null","null","12","19","null","null","0","null","12","null","108","null","76","null","8","null","12","null","28","null","34","null",
"1400000US17031670500","Census Tract 6705, Cook County, Illinois","186","63","null","null","0","12","null","null","6","null","9","null","0","null","12","null","15","null","18","null","44","null","29","null","22","null","26","null","37","28","null","null","6","8","null","null","18","null","28","null","16","null","17","null","7","null","10","null","15","null","21","null",
"1400000US17031670600","Census Tract 6706, Cook County, Illinois","329","187","null","null","24","38","null","null","0","null","12","null","6","null","9","null","69","null","73","null","0","null","12","null","0","null","12","null","31","34","null","null","26","30","null","null","34","null","43","null","36","null","31","null","53","null","49","null","50","null","36","null",
"1400000US17031670700","Census Tract 6707, Cook County, Illinois","277","87","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","46","null","37","null","14","null","25","null","96","69","null","null","28","32","null","null","22","null","29","null","10","null","15","null","49","null","47","null","12","null","19","null",
"1400000US17031670800","Census Tract 6708, Cook County, Illinois","340","100","null","null","12","18","null","null","23","null","28","null","14","null","23","null","39","null","35","null","19","null","20","null","0","null","12","null","37","40","null","null","12","19","null","null","12","null","15","null","70","null","46","null","77","null","42","null","25","null","27","null",
"1400000US17031670900","Census Tract 6709, Cook County, Illinois","413","205","null","null","0","12","null","null","0","null","12","null","0","null","12","null","23","null","30","null","40","null","50","null","0","null","12","null","135","109","null","null","0","12","null","null","0","null","12","null","145","null","146","null","19","null","29","null","51","null","54","null",
"1400000US17031671100","Census Tract 6711, Cook County, Illinois","152","75","null","null","0","12","null","null","0","null","12","null","15","null","14","null","18","null","27","null","9","null","13","null","20","null","19","null","38","36","null","null","0","12","null","null","22","null","34","null","21","null","20","null","9","null","13","null","0","null","12","null",
"1400000US17031671200","Census Tract 6712, Cook County, Illinois","241","88","null","null","0","12","null","null","0","null","12","null","34","null","31","null","0","null","12","null","32","null","36","null","0","null","12","null","76","51","null","null","7","10","null","null","14","null","19","null","34","null","30","null","30","null","26","null","14","null","23","null",
"1400000US17031671300","Census Tract 6713, Cook County, Illinois","299","112","null","null","0","12","null","null","0","null","12","null","0","null","12","null","29","null","50","null","53","null","44","null","0","null","12","null","54","56","null","null","0","12","null","null","0","null","12","null","78","null","44","null","37","null","58","null","48","null","47","null",
"1400000US17031671400","Census Tract 6714, Cook County, Illinois","250","136","null","null","0","12","null","null","0","null","12","null","0","null","12","null","2","null","5","null","12","null","16","null","3","null","6","null","25","26","null","null","0","12","null","null","53","null","45","null","30","null","30","null","125","null","111","null","0","null","12","null",
"1400000US17031671500","Census Tract 6715, Cook County, Illinois","758","273","null","null","35","42","null","null","41","null","31","null","14","null","22","null","120","null","82","null","49","null","47","null","15","null","22","null","123","92","null","null","21","31","null","null","91","null","110","null","172","null","157","null","67","null","59","null","10","null","15","null",
"1400000US17031671600","Census Tract 6716, Cook County, Illinois","439","203","null","null","0","12","null","null","0","null","12","null","15","null","25","null","4","null","13","null","68","null","55","null","0","null","12","null","141","139","null","null","0","12","null","null","53","null","49","null","36","null","44","null","118","null","111","null","4","null","7","null",
"1400000US17031671800","Census Tract 6718, Cook County, Illinois","225","95","null","null","0","12","null","null","0","null","12","null","13","null","15","null","23","null","36","null","9","null","14","null","0","null","12","null","76","44","null","null","9","13","null","null","4","null","6","null","23","null","26","null","55","null","41","null","13","null","16","null",
"1400000US17031671900","Census Tract 6719, Cook County, Illinois","569","175","null","null","0","12","null","null","0","null","12","null","29","null","34","null","74","null","57","null","41","null","37","null","42","null","58","null","139","54","null","null","0","12","null","null","9","null","12","null","159","null","98","null","63","null","49","null","13","null","13","null",
"1400000US17031672000","Census Tract 6720, Cook County, Illinois","1003","274","null","null","19","32","null","null","76","null","62","null","25","null","28","null","38","null","39","null","54","null","63","null","96","null","133","null","206","131","null","null","68","97","null","null","141","null","110","null","86","null","85","null","180","null","127","null","14","null","22","null",
"1400000US17031680500","Census Tract 6805, Cook County, Illinois","481","188","null","null","20","30","null","null","0","null","12","null","20","null","32","null","27","null","38","null","57","null","49","null","58","null","67","null","79","48","null","null","0","12","null","null","103","null","100","null","59","null","52","null","54","null","53","null","4","null","8","null",
"1400000US17031680600","Census Tract 6806, Cook County, Illinois","235","127","null","null","0","12","null","null","0","null","12","null","19","null","29","null","14","null","26","null","40","null","38","null","28","null","46","null","34","35","null","null","19","31","null","null","0","null","12","null","43","null","30","null","38","null","41","null","0","null","12","null",
"1400000US17031680900","Census Tract 6809, Cook County, Illinois","715","199","null","null","27","25","null","null","18","null","23","null","59","null","42","null","88","null","62","null","42","null","50","null","0","null","12","null","173","114","null","null","76","83","null","null","0","null","12","null","95","null","90","null","137","null","96","null","0","null","12","null",
"1400000US17031681000","Census Tract 6810, Cook County, Illinois","481","187","null","null","25","38","null","null","0","null","12","null","13","null","21","null","0","null","12","null","69","null","84","null","0","null","12","null","54","48","null","null","12","19","null","null","22","null","24","null","46","null","46","null","197","null","126","null","43","null","44","null",
"1400000US17031681100","Census Tract 6811, Cook County, Illinois","487","165","null","null","43","68","null","null","0","null","12","null","22","null","24","null","20","null","30","null","40","null","42","null","0","null","12","null","141","79","null","null","0","12","null","null","0","null","12","null","135","null","98","null","67","null","51","null","19","null","28","null",
"1400000US17031681200","Census Tract 6812, Cook County, Illinois","583","195","null","null","0","12","null","null","0","null","12","null","147","null","126","null","13","null","20","null","87","null","43","null","0","null","12","null","56","35","null","null","0","12","null","null","40","null","52","null","41","null","46","null","146","null","107","null","53","null","43","null",
"1400000US17031681300","Census Tract 6813, Cook County, Illinois","473","184","null","null","0","12","null","null","0","null","12","null","0","null","12","null","17","null","26","null","0","null","12","null","0","null","12","null","100","67","null","null","0","12","null","null","128","null","120","null","24","null","31","null","113","null","69","null","91","null","75","null",
"1400000US17031681400","Census Tract 6814, Cook County, Illinois","741","265","null","null","0","12","null","null","0","null","12","null","0","null","12","null","125","null","88","null","109","null","93","null","80","null","106","null","137","120","null","null","49","78","null","null","20","null","31","null","159","null","57","null","26","null","56","null","36","null","50","null",
"1400000US17031690300","Census Tract 6903, Cook County, Illinois","862","240","null","null","0","12","null","null","0","null","12","null","26","null","30","null","147","null","115","null","158","null","114","null","0","null","12","null","113","111","null","null","0","12","null","null","11","null","18","null","161","null","80","null","189","null","138","null","57","null","54","null",
"1400000US17031690400","Census Tract 6904, Cook County, Illinois","1034","321","null","null","6","11","null","null","29","null","48","null","39","null","53","null","58","null","71","null","80","null","69","null","29","null","28","null","84","81","null","null","22","26","null","null","157","null","133","null","198","null","133","null","295","null","146","null","37","null","45","null",
"1400000US17031690500","Census Tract 6905, Cook County, Illinois","272","117","null","null","0","12","null","null","0","null","12","null","52","null","83","null","46","null","39","null","16","null","19","null","22","null","28","null","36","38","null","null","0","12","null","null","0","null","12","null","45","null","51","null","50","null","50","null","5","null","7","null",
"1400000US17031690900","Census Tract 6909, Cook County, Illinois","1309","345","null","null","0","12","null","null","33","null","53","null","116","null","87","null","72","null","71","null","321","null","159","null","78","null","72","null","261","144","null","null","45","60","null","null","90","null","77","null","45","null","40","null","205","null","123","null","43","null","39","null",
"1400000US17031691000","Census Tract 6910, Cook County, Illinois","620","237","null","null","0","12","null","null","0","null","12","null","68","null","58","null","22","null","34","null","142","null","113","null","0","null","12","null","78","70","null","null","0","12","null","null","45","null","59","null","13","null","20","null","213","null","151","null","39","null","46","null",
"1400000US17031691100","Census Tract 6911, Cook County, Illinois","725","310","null","null","87","108","null","null","13","null","18","null","10","null","16","null","25","null","27","null","23","null","50","null","38","null","44","null","241","172","null","null","63","69","null","null","0","null","12","null","130","null","125","null","66","null","79","null","29","null","46","null",
"1400000US17031691200","Census Tract 6912, Cook County, Illinois","780","150","null","null","0","12","null","null","40","null","51","null","21","null","32","null","20","null","31","null","0","null","12","null","19","null","31","null","177","101","null","null","61","68","null","null","39","null","43","null","132","null","88","null","229","null","114","null","42","null","67","null",
"1400000US17031691300","Census Tract 6913, Cook County, Illinois","814","262","null","null","4","8","null","null","0","null","12","null","52","null","65","null","89","null","57","null","51","null","48","null","27","null","33","null","146","134","null","null","73","67","null","null","25","null","39","null","15","null","25","null","310","null","175","null","22","null","24","null",
"1400000US17031691400","Census Tract 6914, Cook County, Illinois","1186","252","null","null","40","64","null","null","0","null","12","null","35","null","50","null","156","null","97","null","191","null","101","null","146","null","98","null","78","60","null","null","10","18","null","null","56","null","60","null","126","null","58","null","289","null","156","null","59","null","48","null",
"1400000US17031691500","Census Tract 6915, Cook County, Illinois","497","204","null","null","0","12","null","null","0","null","12","null","27","null","30","null","37","null","26","null","49","null","46","null","25","null","21","null","194","178","null","null","7","10","null","null","0","null","12","null","80","null","46","null","48","null","37","null","30","null","27","null",
"1400000US17031700100","Census Tract 7001, Cook County, Illinois","1653","467","null","null","0","12","null","null","88","null","68","null","60","null","63","null","42","null","34","null","205","null","132","null","29","null","27","null","236","207","null","null","134","92","null","null","90","null","75","null","248","null","193","null","353","null","122","null","168","null","177","null",
"1400000US17031700200","Census Tract 7002, Cook County, Illinois","2618","386","null","null","0","17","null","null","155","null","96","null","226","null","120","null","241","null","237","null","259","null","144","null","121","null","76","null","167","74","null","null","237","177","null","null","265","null","152","null","528","null","200","null","340","null","128","null","79","null","60","null",
"1400000US17031700301","Census Tract 7003.01, Cook County, Illinois","2548","375","null","null","0","17","null","null","72","null","61","null","143","null","98","null","356","null","149","null","283","null","275","null","128","null","93","null","423","166","null","null","145","97","null","null","198","null","141","null","501","null","171","null","233","null","121","null","66","null","46","null",
"1400000US17031700302","Census Tract 7003.02, Cook County, Illinois","2325","357","null","null","0","17","null","null","29","null","29","null","115","null","74","null","361","null","131","null","136","null","88","null","131","null","83","null","210","84","null","null","47","45","null","null","226","null","132","null","450","null","186","null","497","null","234","null","123","null","89","null",
"1400000US17031700401","Census Tract 7004.01, Cook County, Illinois","2846","504","null","null","24","36","null","null","42","null","40","null","172","null","123","null","245","null","157","null","287","null","142","null","179","null","121","null","382","144","null","null","102","73","null","null","235","null","114","null","487","null","179","null","643","null","242","null","48","null","43","null",
"1400000US17031700402","Census Tract 7004.02, Cook County, Illinois","1239","264","null","null","0","12","null","null","0","null","12","null","75","null","46","null","98","null","83","null","62","null","59","null","26","null","30","null","247","122","null","null","35","42","null","null","32","null","29","null","395","null","162","null","186","null","68","null","83","null","104","null",
"1400000US17031700501","Census Tract 7005.01, Cook County, Illinois","2691","533","null","null","0","17","null","null","79","null","125","null","45","null","44","null","393","null","223","null","247","null","200","null","25","null","43","null","682","223","null","null","101","93","null","null","281","null","147","null","326","null","179","null","338","null","218","null","174","null","151","null",
"1400000US17031700502","Census Tract 7005.02, Cook County, Illinois","1318","244","null","null","0","12","null","null","0","null","12","null","125","null","110","null","180","null","97","null","76","null","58","null","98","null","69","null","294","156","null","null","26","40","null","null","94","null","70","null","123","null","75","null","280","null","88","null","22","null","26","null",
"1400000US17031710100","Census Tract 7101, Cook County, Illinois","332","134","null","null","9","15","null","null","0","null","12","null","9","null","15","null","71","null","60","null","39","null","33","null","0","null","12","null","132","90","null","null","0","12","null","null","11","null","21","null","0","null","12","null","43","null","41","null","18","null","22","null",
"1400000US17031710200","Census Tract 7102, Cook County, Illinois","1575","346","null","null","28","43","null","null","0","null","12","null","85","null","121","null","125","null","96","null","106","null","94","null","245","null","168","null","109","70","null","null","208","149","null","null","110","null","95","null","230","null","126","null","304","null","184","null","25","null","42","null",
"1400000US17031710300","Census Tract 7103, Cook County, Illinois","605","171","null","null","9","13","null","null","0","null","12","null","35","null","23","null","93","null","57","null","61","null","67","null","36","null","43","null","55","44","null","null","24","27","null","null","91","null","54","null","39","null","24","null","110","null","78","null","52","null","34","null",
"1400000US17031710400","Census Tract 7104, Cook County, Illinois","1639","306","null","null","26","40","null","null","0","null","17","null","82","null","70","null","100","null","87","null","204","null","119","null","11","null","17","null","376","166","null","null","17","27","null","null","120","null","93","null","344","null","128","null","228","null","102","null","131","null","79","null",
"1400000US17031710500","Census Tract 7105, Cook County, Illinois","1282","277","null","null","0","12","null","null","15","null","24","null","15","null","22","null","75","null","51","null","73","null","67","null","100","null","77","null","339","143","null","null","0","12","null","null","74","null","68","null","243","null","149","null","246","null","123","null","102","null","89","null",
"1400000US17031710600","Census Tract 7106, Cook County, Illinois","713","244","null","null","20","22","null","null","15","null","23","null","0","null","12","null","7","null","14","null","76","null","59","null","15","null","24","null","100","56","null","null","54","46","null","null","13","null","17","null","93","null","91","null","276","null","150","null","44","null","72","null",
"1400000US17031710700","Census Tract 7107, Cook County, Illinois","1249","364","null","null","30","48","null","null","6","null","11","null","152","null","89","null","144","null","149","null","84","null","60","null","55","null","69","null","92","52","null","null","68","64","null","null","90","null","71","null","122","null","71","null","357","null","173","null","49","null","60","null",
"1400000US17031710800","Census Tract 7108, Cook County, Illinois","1012","354","null","null","72","101","null","null","0","null","12","null","99","null","116","null","67","null","86","null","84","null","106","null","21","null","41","null","109","131","null","null","0","12","null","null","80","null","92","null","104","null","119","null","318","null","227","null","58","null","75","null",
"1400000US17031710900","Census Tract 7109, Cook County, Illinois","805","134","null","null","7","10","null","null","0","null","12","null","11","null","16","null","34","null","29","null","55","null","46","null","89","null","49","null","251","97","null","null","17","24","null","null","29","null","33","null","92","null","61","null","126","null","72","null","94","null","61","null",
"1400000US17031711000","Census Tract 7110, Cook County, Illinois","1230","244","null","null","0","12","null","null","38","null","44","null","84","null","67","null","183","null","88","null","102","null","108","null","79","null","85","null","173","116","null","null","34","37","null","null","17","null","26","null","131","null","97","null","265","null","138","null","124","null","101","null",
"1400000US17031711100","Census Tract 7111, Cook County, Illinois","682","218","null","null","0","12","null","null","0","null","12","null","49","null","46","null","33","null","34","null","129","null","94","null","20","null","27","null","141","94","null","null","0","12","null","null","50","null","62","null","107","null","86","null","133","null","109","null","20","null","30","null",
"1400000US17031711200","Census Tract 7112, Cook County, Illinois","1906","455","null","null","0","17","null","null","17","null","26","null","55","null","56","null","64","null","49","null","218","null","90","null","108","null","76","null","456","216","null","null","43","36","null","null","96","null","80","null","305","null","190","null","421","null","345","null","123","null","79","null",
"1400000US17031711300","Census Tract 7113, Cook County, Illinois","507","100","null","null","0","12","null","null","5","null","9","null","0","null","12","null","20","null","24","null","50","null","49","null","49","null","37","null","122","51","null","null","27","28","null","null","65","null","43","null","88","null","50","null","76","null","56","null","5","null","9","null",
"1400000US17031711400","Census Tract 7114, Cook County, Illinois","824","221","null","null","15","16","null","null","35","null","37","null","94","null","62","null","69","null","55","null","76","null","51","null","88","null","57","null","164","67","null","null","42","42","null","null","12","null","13","null","79","null","43","null","110","null","72","null","40","null","28","null",
"1400000US17031711500","Census Tract 7115, Cook County, Illinois","872","237","null","null","0","12","null","null","16","null","23","null","18","null","19","null","48","null","39","null","171","null","124","null","26","null","25","null","136","103","null","null","24","34","null","null","43","null","30","null","116","null","78","null","143","null","80","null","131","null","82","null",
"1400000US17031720100","Census Tract 7201, Cook County, Illinois","1191","167","null","null","17","22","null","null","67","null","52","null","107","null","49","null","154","null","98","null","22","null","23","null","151","null","60","null","166","66","null","null","49","34","null","null","26","null","25","null","276","null","87","null","133","null","68","null","23","null","25","null",
"1400000US17031720200","Census Tract 7202, Cook County, Illinois","1582","262","null","null","46","43","null","null","34","null","29","null","160","null","78","null","102","null","58","null","200","null","121","null","71","null","79","null","262","125","null","null","127","104","null","null","134","null","84","null","219","null","106","null","169","null","77","null","58","null","58","null",
"1400000US17031720300","Census Tract 7203, Cook County, Illinois","1769","412","null","null","152","193","null","null","82","null","55","null","327","null","221","null","43","null","47","null","106","null","58","null","69","null","40","null","306","129","null","null","94","67","null","null","35","null","27","null","296","null","112","null","204","null","93","null","55","null","73","null",
"1400000US17031720400","Census Tract 7204, Cook County, Illinois","919","157","null","null","103","68","null","null","106","null","56","null","65","null","43","null","53","null","24","null","110","null","59","null","36","null","24","null","134","48","null","null","35","28","null","null","65","null","37","null","140","null","77","null","55","null","32","null","17","null","16","null",
"1400000US17031720500","Census Tract 7205, Cook County, Illinois","1066","206","null","null","17","16","null","null","138","null","82","null","45","null","29","null","78","null","47","null","117","null","77","null","53","null","39","null","207","74","null","null","29","21","null","null","67","null","36","null","209","null","84","null","84","null","37","null","22","null","18","null",
"1400000US17031720600","Census Tract 7206, Cook County, Illinois","702","116","null","null","11","20","null","null","37","null","39","null","125","null","61","null","31","null","31","null","40","null","37","null","51","null","39","null","48","29","null","null","39","29","null","null","54","null","38","null","77","null","42","null","189","null","68","null","0","null","12","null",
