"GEO_ID","NAME","B08301_001E","B08301_001EA","B08301_001M","B08301_001MA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005EA","B08301_005M","B08301_005MA","B08301_006E","B08301_006EA","B08301_006M","B08301_006MA","B08301_007E","B08301_007EA","B08301_007M","B08301_007MA","B08301_008E","B08301_008EA","B08301_008M","B08301_008MA","B08301_009E","B08301_009EA","B08301_009M","B08301_009MA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013EA","B08301_013M","B08301_013MA","B08301_014E","B08301_014EA","B08301_014M","B08301_014MA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016EA","B08301_016M","B08301_016MA","B08301_017E","B08301_017EA","B08301_017M","B08301_017MA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019EA","B08301_019M","B08301_019MA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"1400000US17031810100","Census Tract 8101, Cook County, Illinois","2955","null","572","null","1597","487","null","null","1408","null","470","null","189","null","110","null","136","null","89","null","14","null","22","null","0","null","12","null","0","null","12","null","39","null","57","null","522","null","168","null","90","78","null","null","269","136","null","null","146","null","101","null","17","null","27","null","0","null","12","null","0","null","12","null","31","null","51","null","82","81","null","null","120","null","87","null","16","27","null","null","587","null","229","null",
"1400000US17031810200","Census Tract 8102, Cook County, Illinois","3706","null","714","null","1791","506","null","null","1468","null","464","null","323","null","230","null","300","null","238","null","0","null","17","null","0","null","17","null","6","null","16","null","17","null","28","null","944","null","339","null","402","252","null","null","488","274","null","null","33","null","36","null","21","null","38","null","0","null","17","null","24","null","31","null","0","null","17","null","35","43","null","null","278","null","176","null","13","24","null","null","621","null","267","null",
"1400000US17031810301","Census Tract 8103.01, Cook County, Illinois","2181","null","525","null","1658","328","null","null","1427","null","311","null","231","null","141","null","186","null","128","null","15","null","20","null","0","null","12","null","30","null","59","null","0","null","12","null","255","null","236","null","198","231","null","null","27","29","null","null","30","null","27","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","94","54","null","null","21","null","22","null","8","11","null","null","145","null","66","null",
"1400000US17031810302","Census Tract 8103.02, Cook County, Illinois","1824","null","296","null","1174","237","null","null","1012","null","211","null","162","null","119","null","137","null","116","null","0","null","12","null","25","null","31","null","0","null","12","null","0","null","12","null","191","null","81","null","61","48","null","null","53","34","null","null","77","null","52","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","108","88","null","null","71","null","43","null","32","45","null","null","248","null","134","null",
"1400000US17031810400","Census Tract 8104, Cook County, Illinois","3013","null","320","null","2374","340","null","null","2149","null","345","null","225","null","106","null","62","null","39","null","68","null","50","null","95","null","88","null","0","null","17","null","0","null","17","null","284","null","76","null","48","68","null","null","131","57","null","null","105","null","61","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","50","null","43","null","0","17","null","null","305","null","115","null",
"1400000US17031810501","Census Tract 8105.01, Cook County, Illinois","2096","null","271","null","1918","255","null","null","1774","null","238","null","144","null","90","null","88","null","73","null","20","null","34","null","36","null","49","null","0","null","17","null","0","null","17","null","32","null","30","null","0","17","null","null","32","30","null","null","0","null","17","null","0","null","17","null","0","null","17","null","7","null","12","null","0","null","17","null","0","17","null","null","34","null","32","null","8","21","null","null","97","null","53","null",
"1400000US17031810502","Census Tract 8105.02, Cook County, Illinois","3135","null","537","null","2687","505","null","null","2543","null","496","null","144","null","88","null","126","null","77","null","2","null","7","null","16","null","25","null","0","null","17","null","0","null","17","null","235","null","124","null","108","78","null","null","64","68","null","null","63","null","66","null","0","null","17","null","0","null","17","null","27","null","39","null","0","null","17","null","0","17","null","null","72","null","57","null","35","54","null","null","79","null","62","null",
"1400000US17031810600","Census Tract 8106, Cook County, Illinois","2131","null","273","null","1657","231","null","null","1510","null","220","null","147","null","88","null","147","null","88","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","168","null","73","null","80","54","null","null","27","25","null","null","61","null","50","null","0","null","12","null","0","null","12","null","12","null","15","null","0","null","12","null","21","31","null","null","49","null","32","null","47","31","null","null","177","null","96","null",
"1400000US17031810701","Census Tract 8107.01, Cook County, Illinois","2369","null","379","null","1962","318","null","null","1828","null","312","null","134","null","94","null","63","null","49","null","0","null","12","null","71","null","82","null","0","null","12","null","0","null","12","null","197","null","99","null","128","86","null","null","15","25","null","null","54","null","43","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","21","35","null","null","29","null","32","null","9","14","null","null","151","null","87","null",
"1400000US17031810702","Census Tract 8107.02, Cook County, Illinois","2129","null","507","null","1680","516","null","null","1641","null","519","null","39","null","25","null","39","null","25","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","334","null","148","null","186","133","null","null","16","28","null","null","132","null","73","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","29","null","31","null","7","10","null","null","79","null","58","null",
"1400000US17031810800","Census Tract 8108, Cook County, Illinois","2550","null","352","null","2228","347","null","null","1875","null","303","null","353","null","168","null","353","null","168","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","167","null","89","null","92","54","null","null","29","34","null","null","46","null","36","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","15","null","19","null","6","9","null","null","134","null","82","null",
"1400000US17031810900","Census Tract 8109, Cook County, Illinois","3122","null","529","null","2614","531","null","null","2472","null","504","null","142","null","98","null","133","null","92","null","9","null","28","null","0","null","17","null","0","null","17","null","0","null","17","null","253","null","171","null","96","79","null","null","99","141","null","null","58","null","42","null","0","null","17","null","0","null","17","null","11","null","18","null","0","null","17","null","0","17","null","null","53","null","59","null","0","17","null","null","191","null","205","null",
"1400000US17031811000","Census Tract 8110, Cook County, Illinois","1984","null","262","null","1586","263","null","null","1284","null","235","null","302","null","153","null","247","null","135","null","55","null","60","null","0","null","12","null","0","null","12","null","0","null","12","null","114","null","82","null","30","33","null","null","40","45","null","null","44","null","44","null","0","null","12","null","0","null","12","null","17","null","27","null","0","null","12","null","0","12","null","null","0","null","12","null","18","26","null","null","249","null","110","null",
"1400000US17031811100","Census Tract 8111, Cook County, Illinois","2986","null","394","null","2575","364","null","null","2418","null","365","null","157","null","119","null","112","null","94","null","41","null","62","null","4","null","12","null","0","null","17","null","0","null","17","null","189","null","121","null","88","73","null","null","12","21","null","null","79","null","84","null","10","null","15","null","0","null","17","null","0","null","17","null","0","null","17","null","54","67","null","null","0","null","17","null","35","55","null","null","133","null","122","null",
"1400000US17031811200","Census Tract 8112, Cook County, Illinois","2576","null","399","null","2236","373","null","null","2072","null","380","null","164","null","105","null","102","null","62","null","62","null","87","null","0","null","17","null","0","null","17","null","0","null","17","null","70","null","52","null","0","17","null","null","10","16","null","null","60","null","51","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","23","26","null","null","0","null","17","null","72","58","null","null","175","null","122","null",
"1400000US17031811301","Census Tract 8113.01, Cook County, Illinois","2068","null","301","null","1854","287","null","null","1607","null","251","null","247","null","133","null","213","null","132","null","34","null","38","null","0","null","12","null","0","null","12","null","0","null","12","null","1","null","2","null","1","2","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","20","null","30","null","0","null","12","null","23","35","null","null","77","null","66","null","0","12","null","null","93","null","58","null",
"1400000US17031811302","Census Tract 8113.02, Cook County, Illinois","1773","null","389","null","1599","364","null","null","1452","null","367","null","147","null","98","null","122","null","91","null","25","null","40","null","0","null","12","null","0","null","12","null","0","null","12","null","47","null","52","null","30","46","null","null","0","12","null","null","17","null","22","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","56","null","64","null","0","12","null","null","71","null","62","null",
"1400000US17031811401","Census Tract 8114.01, Cook County, Illinois","2993","null","859","null","2711","876","null","null","2484","null","800","null","227","null","113","null","152","null","74","null","59","null","82","null","16","null","20","null","0","null","17","null","0","null","17","null","80","null","53","null","14","23","null","null","17","19","null","null","49","null","37","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","134","null","91","null","0","17","null","null","68","null","66","null",
"1400000US17031811402","Census Tract 8114.02, Cook County, Illinois","1950","null","377","null","1819","380","null","null","1481","null","278","null","338","null","292","null","318","null","294","null","20","null","34","null","0","null","12","null","0","null","12","null","0","null","12","null","71","null","58","null","9","15","null","null","8","12","null","null","46","null","47","null","0","null","12","null","8","null","13","null","0","null","12","null","0","null","12","null","0","12","null","null","29","null","46","null","0","12","null","null","31","null","23","null",
"1400000US17031811500","Census Tract 8115, Cook County, Illinois","3047","null","391","null","2521","392","null","null","2359","null","405","null","162","null","68","null","88","null","56","null","50","null","59","null","24","null","37","null","0","null","17","null","0","null","17","null","123","null","64","null","24","29","null","null","38","32","null","null","61","null","47","null","0","null","17","null","0","null","17","null","6","null","10","null","0","null","17","null","0","17","null","null","114","null","86","null","55","56","null","null","228","null","182","null",
"1400000US17031811600","Census Tract 8116, Cook County, Illinois","3301","null","538","null","2985","522","null","null","2853","null","528","null","132","null","120","null","81","null","92","null","0","null","17","null","51","null","77","null","0","null","17","null","0","null","17","null","136","null","96","null","31","51","null","null","46","49","null","null","59","null","52","null","0","null","17","null","0","null","17","null","12","null","19","null","0","null","17","null","22","39","null","null","11","null","17","null","7","12","null","null","128","null","96","null",
"1400000US17031811701","Census Tract 8117.01, Cook County, Illinois","1862","null","222","null","1582","181","null","null","1483","null","184","null","99","null","76","null","91","null","74","null","8","null","13","null","0","null","12","null","0","null","12","null","0","null","12","null","77","null","61","null","18","26","null","null","28","38","null","null","31","null","39","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","10","16","null","null","57","null","50","null","0","12","null","null","136","null","126","null",
"1400000US17031811702","Census Tract 8117.02, Cook County, Illinois","2487","null","325","null","2346","320","null","null","1999","null","318","null","347","null","138","null","252","null","123","null","70","null","61","null","0","null","17","null","21","null","31","null","4","null","11","null","34","null","35","null","14","22","null","null","0","17","null","null","20","null","26","null","0","null","17","null","0","null","17","null","7","null","11","null","0","null","17","null","0","17","null","null","0","null","17","null","12","18","null","null","88","null","63","null",
"1400000US17031811800","Census Tract 8118, Cook County, Illinois","2555","null","392","null","2219","376","null","null","2036","null","393","null","183","null","113","null","132","null","91","null","0","null","17","null","51","null","63","null","0","null","17","null","0","null","17","null","78","null","74","null","78","74","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","9","null","16","null","8","13","null","null","32","null","35","null","24","41","null","null","185","null","104","null",
"1400000US17031811900","Census Tract 8119, Cook County, Illinois","2838","null","323","null","1310","223","null","null","1217","null","211","null","93","null","52","null","61","null","47","null","16","null","19","null","12","null","20","null","4","null","8","null","0","null","17","null","650","null","173","null","16","24","null","null","293","117","null","null","341","null","131","null","0","null","17","null","0","null","17","null","39","null","56","null","31","null","33","null","7","11","null","null","280","null","315","null","0","17","null","null","521","null","172","null",
"1400000US17031812000","Census Tract 8120, Cook County, Illinois","2642","null","530","null","1520","414","null","null","1447","null","413","null","73","null","74","null","73","null","74","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","384","null","172","null","0","17","null","null","171","98","null","null","160","null","99","null","53","null","75","null","0","null","17","null","0","null","17","null","0","null","17","null","110","93","null","null","92","null","95","null","0","17","null","null","536","null","223","null",
"1400000US17031812100","Census Tract 8121, Cook County, Illinois","2313","null","373","null","1162","173","null","null","1093","null","168","null","69","null","51","null","54","null","49","null","0","null","12","null","0","null","12","null","0","null","12","null","15","null","23","null","285","null","85","null","42","38","null","null","209","81","null","null","34","null","29","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","18","24","null","null","24","null","28","null","0","12","null","null","824","null","361","null",
"1400000US17031812200","Census Tract 8122, Cook County, Illinois","1909","null","259","null","1026","191","null","null","926","null","182","null","100","null","73","null","100","null","73","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","485","null","142","null","48","45","null","null","307","107","null","null","130","null","52","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","37","35","null","null","361","null","153","null",
"1400000US17031812301","Census Tract 8123.01, Cook County, Illinois","2713","null","453","null","1490","348","null","null","1408","null","350","null","82","null","88","null","79","null","85","null","0","null","12","null","0","null","12","null","2","null","4","null","1","null","5","null","696","null","190","null","24","41","null","null","566","180","null","null","106","null","65","null","0","null","12","null","0","null","12","null","14","null","22","null","0","null","12","null","50","55","null","null","58","null","57","null","0","12","null","null","405","null","190","null",
"1400000US17031812302","Census Tract 8123.02, Cook County, Illinois","1465","null","195","null","886","163","null","null","730","null","136","null","156","null","86","null","142","null","82","null","5","null","9","null","9","null","14","null","0","null","12","null","0","null","12","null","300","null","94","null","98","112","null","null","64","51","null","null","138","null","62","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","41","null","32","null","0","12","null","null","238","null","124","null",
"1400000US17031812400","Census Tract 8124, Cook County, Illinois","1516","null","179","null","691","146","null","null","659","null","138","null","32","null","35","null","32","null","35","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","355","null","95","null","11","18","null","null","272","83","null","null","65","null","37","null","7","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","24","28","null","null","19","null","21","null","0","12","null","null","427","null","140","null",
"1400000US17031812500","Census Tract 8125, Cook County, Illinois","1796","null","326","null","818","179","null","null","742","null","172","null","76","null","53","null","76","null","53","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","468","null","200","null","56","49","null","null","395","197","null","null","17","null","26","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","29","33","null","null","103","null","86","null","0","12","null","null","378","null","109","null",
"1400000US17031812600","Census Tract 8126, Cook County, Illinois","1932","null","193","null","1174","205","null","null","1085","null","194","null","89","null","61","null","81","null","59","null","8","null","13","null","0","null","12","null","0","null","12","null","0","null","12","null","384","null","122","null","88","91","null","null","286","77","null","null","10","null","14","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","18","22","null","null","104","null","58","null","11","16","null","null","241","null","96","null",
"1400000US17031812700","Census Tract 8127, Cook County, Illinois","1820","null","308","null","1167","270","null","null","1073","null","230","null","94","null","86","null","94","null","86","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","333","null","101","null","109","83","null","null","214","85","null","null","10","null","14","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","12","18","null","null","60","null","52","null","11","17","null","null","237","null","114","null",
"1400000US17031812801","Census Tract 8128.01, Cook County, Illinois","1831","null","218","null","803","202","null","null","778","null","195","null","25","null","29","null","25","null","29","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","540","null","159","null","61","48","null","null","335","140","null","null","144","null","66","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","5","9","null","null","186","null","111","null","12","18","null","null","285","null","140","null",
"1400000US17031812802","Census Tract 8128.02, Cook County, Illinois","1648","null","231","null","925","208","null","null","850","null","207","null","75","null","59","null","75","null","59","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","345","null","127","null","58","58","null","null","278","115","null","null","9","null","14","null","0","null","12","null","0","null","12","null","13","null","20","null","0","null","12","null","0","12","null","null","141","null","85","null","0","12","null","null","224","null","98","null",
"1400000US17031812900","Census Tract 8129, Cook County, Illinois","2472","null","356","null","1338","320","null","null","1235","null","311","null","103","null","54","null","103","null","54","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","523","null","123","null","16","18","null","null","500","114","null","null","7","null","11","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","29","25","null","null","108","null","58","null","20","20","null","null","454","null","131","null",
"1400000US17031813000","Census Tract 8130, Cook County, Illinois","2302","null","373","null","1290","283","null","null","1200","null","281","null","90","null","63","null","81","null","60","null","9","null","17","null","0","null","12","null","0","null","12","null","0","null","12","null","293","null","102","null","15","16","null","null","278","103","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","28","26","null","null","277","null","289","null","0","12","null","null","414","null","132","null",
"1400000US17031813100","Census Tract 8131, Cook County, Illinois","2457","null","247","null","1692","277","null","null","1481","null","281","null","211","null","112","null","173","null","99","null","28","null","32","null","0","null","12","null","10","null","16","null","0","null","12","null","420","null","117","null","42","39","null","null","378","110","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","5","9","null","null","7","null","11","null","11","17","null","null","322","null","115","null",
"1400000US17031813200","Census Tract 8132, Cook County, Illinois","2184","null","375","null","1061","316","null","null","817","null","129","null","244","null","281","null","236","null","281","null","0","null","12","null","8","null","13","null","0","null","12","null","0","null","12","null","657","null","180","null","54","55","null","null","571","160","null","null","32","null","42","null","0","null","12","null","0","null","12","null","35","null","43","null","0","null","12","null","37","28","null","null","26","null","22","null","19","21","null","null","349","null","115","null",
"1400000US17031813301","Census Tract 8133.01, Cook County, Illinois","1674","null","361","null","1514","365","null","null","1142","null","322","null","372","null","158","null","250","null","112","null","50","null","35","null","0","null","12","null","59","null","72","null","13","null","20","null","110","null","87","null","53","63","null","null","57","60","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","10","15","null","null","13","null","20","null","0","12","null","null","27","null","32","null",
"1400000US17031813302","Census Tract 8133.02, Cook County, Illinois","1440","null","209","null","1129","188","null","null","780","null","148","null","349","null","150","null","204","null","121","null","79","null","84","null","13","null","21","null","42","null","67","null","11","null","17","null","120","null","74","null","38","41","null","null","82","60","null","null","0","null","12","null","0","null","12","null","0","null","12","null","16","null","18","null","0","null","12","null","18","26","null","null","84","null","73","null","0","12","null","null","73","null","63","null",
"1400000US17031813400","Census Tract 8134, Cook County, Illinois","3507","null","621","null","3099","580","null","null","2514","null","417","null","585","null","336","null","241","null","158","null","235","null","295","null","0","null","17","null","109","null","144","null","0","null","17","null","212","null","102","null","17","18","null","null","166","97","null","null","0","null","17","null","29","null","45","null","0","null","17","null","0","null","17","null","0","null","17","null","19","22","null","null","85","null","85","null","19","21","null","null","73","null","84","null",
"1400000US17031813500","Census Tract 8135, Cook County, Illinois","3368","null","512","null","3039","511","null","null","2557","null","513","null","482","null","210","null","432","null","204","null","50","null","52","null","0","null","17","null","0","null","17","null","0","null","17","null","193","null","93","null","21","34","null","null","162","86","null","null","10","null","16","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","33","null","33","null","9","14","null","null","94","null","87","null",
"1400000US17031813600","Census Tract 8136, Cook County, Illinois","2788","null","669","null","2545","687","null","null","2021","null","497","null","524","null","258","null","317","null","138","null","172","null","193","null","0","null","17","null","35","null","56","null","0","null","17","null","106","null","64","null","58","50","null","null","48","46","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","69","null","51","null","35","34","null","null","33","null","30","null",
"1400000US17031813701","Census Tract 8137.01, Cook County, Illinois","1698","null","372","null","1343","307","null","null","1156","null","294","null","187","null","116","null","138","null","115","null","21","null","32","null","0","null","12","null","19","null","29","null","9","null","19","null","167","null","104","null","83","78","null","null","84","65","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","35","null","45","null","42","53","null","null","111","null","120","null",
"1400000US17031813702","Census Tract 8137.02, Cook County, Illinois","2440","null","665","null","1918","545","null","null","1536","null","459","null","382","null","201","null","301","null","161","null","0","null","12","null","0","null","12","null","81","null","105","null","0","null","12","null","446","null","220","null","204","184","null","null","136","75","null","null","106","null","101","null","0","null","12","null","0","null","12","null","20","null","32","null","0","null","12","null","0","12","null","null","56","null","50","null","0","12","null","null","0","null","12","null",
"1400000US17031813801","Census Tract 8138.01, Cook County, Illinois","1540","null","341","null","1107","244","null","null","1053","null","235","null","54","null","33","null","54","null","33","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","194","null","97","null","117","69","null","null","58","74","null","null","19","null","30","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","144","null","147","null","18","25","null","null","77","null","66","null",
"1400000US17031813802","Census Tract 8138.02, Cook County, Illinois","2002","null","299","null","1479","252","null","null","1205","null","209","null","274","null","140","null","82","null","77","null","90","null","94","null","25","null","41","null","43","null","67","null","34","null","39","null","325","null","146","null","116","101","null","null","159","97","null","null","24","null","35","null","26","null","43","null","0","null","12","null","27","null","40","null","0","null","12","null","0","12","null","null","137","null","85","null","17","26","null","null","17","null","26","null",
"1400000US17031813900","Census Tract 8139, Cook County, Illinois","2752","null","474","null","2248","446","null","null","1765","null","373","null","483","null","215","null","366","null","201","null","0","null","17","null","0","null","17","null","75","null","115","null","42","null","47","null","309","null","151","null","225","146","null","null","84","55","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","48","68","null","null","112","null","81","null","19","31","null","null","16","null","19","null",
"1400000US17031814000","Census Tract 8140, Cook County, Illinois","2246","null","382","null","1939","373","null","null","1623","null","369","null","316","null","167","null","236","null","161","null","54","null","56","null","15","null","17","null","11","null","17","null","0","null","12","null","140","null","82","null","81","66","null","null","41","47","null","null","18","null","29","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","9","15","null","null","92","null","71","null","21","34","null","null","45","null","33","null",
"1400000US17031814100","Census Tract 8141, Cook County, Illinois","2124","null","401","null","1676","336","null","null","1435","null","327","null","241","null","125","null","218","null","120","null","23","null","37","null","0","null","12","null","0","null","12","null","0","null","12","null","355","null","174","null","160","83","null","null","149","140","null","null","46","null","51","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","42","null","46","null","0","12","null","null","51","null","82","null",
"1400000US17031814200","Census Tract 8142, Cook County, Illinois","3898","null","604","null","3598","582","null","null","3058","null","565","null","540","null","225","null","234","null","116","null","177","null","144","null","129","null","142","null","0","null","17","null","0","null","17","null","143","null","79","null","45","52","null","null","25","40","null","null","73","null","63","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","113","null","78","null","23","34","null","null","21","null","32","null",
"1400000US17031814300","Census Tract 8143, Cook County, Illinois","2105","null","379","null","1906","370","null","null","1561","null","345","null","345","null","137","null","233","null","104","null","30","null","34","null","61","null","90","null","0","null","12","null","21","null","29","null","103","null","86","null","55","59","null","null","48","55","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","48","null","57","null","0","12","null","null","48","null","49","null",
"1400000US17031814400","Census Tract 8144, Cook County, Illinois","3041","null","428","null","2838","416","null","null","2323","null","401","null","515","null","241","null","352","null","184","null","163","null","128","null","0","null","17","null","0","null","17","null","0","null","17","null","98","null","80","null","20","35","null","null","67","68","null","null","11","null","26","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","23","null","40","null","14","25","null","null","68","null","60","null",
"1400000US17031814500","Census Tract 8145, Cook County, Illinois","2436","null","362","null","2230","369","null","null","1755","null","347","null","475","null","171","null","262","null","139","null","121","null","86","null","68","null","73","null","0","null","17","null","24","null","39","null","79","null","54","null","30","34","null","null","49","44","null","null","0","null","17","null","0","null","17","null","0","null","17","null","41","null","64","null","0","null","17","null","6","12","null","null","0","null","17","null","22","35","null","null","58","null","51","null",
"1400000US17031814600","Census Tract 8146, Cook County, Illinois","2929","null","521","null","2271","495","null","null","1925","null","492","null","346","null","140","null","323","null","139","null","16","null","24","null","0","null","17","null","0","null","17","null","7","null","11","null","361","null","165","null","0","17","null","null","320","156","null","null","41","null","49","null","0","null","17","null","0","null","17","null","9","null","15","null","0","null","17","null","62","59","null","null","74","null","60","null","35","42","null","null","117","null","68","null",
"1400000US17031814700","Census Tract 8147, Cook County, Illinois","2344","null","447","null","1934","403","null","null","1443","null","312","null","491","null","189","null","462","null","187","null","21","null","31","null","8","null","12","null","0","null","17","null","0","null","17","null","239","null","110","null","18","27","null","null","84","52","null","null","137","null","105","null","0","null","17","null","0","null","17","null","18","null","32","null","0","null","17","null","0","17","null","null","34","null","37","null","22","25","null","null","97","null","60","null",
"1400000US17031814800","Census Tract 8148, Cook County, Illinois","2967","null","600","null","2368","565","null","null","2053","null","557","null","315","null","143","null","194","null","118","null","121","null","79","null","0","null","17","null","0","null","17","null","0","null","17","null","233","null","164","null","85","96","null","null","112","110","null","null","13","null","22","null","23","null","35","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","114","null","88","null","98","95","null","null","154","null","96","null",
"1400000US17031814900","Census Tract 8149, Cook County, Illinois","3320","null","761","null","2501","696","null","null","2391","null","686","null","110","null","100","null","73","null","86","null","0","null","17","null","37","null","53","null","0","null","17","null","0","null","17","null","423","null","185","null","276","140","null","null","147","111","null","null","0","null","17","null","0","null","17","null","0","null","17","null","24","null","41","null","0","null","17","null","0","17","null","null","123","null","111","null","0","17","null","null","249","null","165","null",
"1400000US17031815000","Census Tract 8150, Cook County, Illinois","2208","null","353","null","1684","307","null","null","1325","null","316","null","359","null","185","null","203","null","138","null","120","null","99","null","8","null","41","null","28","null","43","null","0","null","12","null","320","null","157","null","233","144","null","null","52","65","null","null","22","null","24","null","13","null","20","null","0","null","12","null","26","null","41","null","0","null","12","null","0","12","null","null","9","null","16","null","90","86","null","null","79","null","58","null",
"1400000US17031815100","Census Tract 8151, Cook County, Illinois","2335","null","405","null","1984","405","null","null","1585","null","397","null","399","null","150","null","320","null","142","null","70","null","64","null","9","null","25","null","0","null","12","null","0","null","12","null","189","null","99","null","162","100","null","null","27","24","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","37","null","37","null","4","7","null","null","121","null","108","null",
"1400000US17031815200","Census Tract 8152, Cook County, Illinois","3901","null","668","null","3209","568","null","null","2978","null","573","null","231","null","162","null","92","null","78","null","18","null","31","null","93","null","114","null","0","null","17","null","28","null","37","null","385","null","209","null","240","159","null","null","96","85","null","null","49","null","48","null","0","null","17","null","0","null","17","null","21","null","33","null","0","null","17","null","15","26","null","null","92","null","137","null","106","91","null","null","73","null","77","null",
"1400000US17031815300","Census Tract 8153, Cook County, Illinois","1811","null","283","null","1359","231","null","null","1111","null","218","null","248","null","120","null","215","null","114","null","11","null","18","null","0","null","12","null","8","null","13","null","14","null","23","null","221","null","114","null","0","12","null","null","53","45","null","null","168","null","106","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","14","24","null","null","101","null","64","null","15","22","null","null","101","null","62","null",
"1400000US17031815400","Census Tract 8154, Cook County, Illinois","2704","null","505","null","1710","382","null","null","1594","null","371","null","116","null","110","null","116","null","110","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","560","null","183","null","152","117","null","null","142","120","null","null","266","null","147","null","0","null","17","null","0","null","17","null","121","null","133","null","0","null","17","null","0","17","null","null","68","null","85","null","0","17","null","null","245","null","153","null",
"1400000US17031815500","Census Tract 8155, Cook County, Illinois","3606","null","491","null","2928","466","null","null","2564","null","425","null","364","null","179","null","324","null","175","null","40","null","35","null","0","null","17","null","0","null","17","null","0","null","17","null","271","null","177","null","114","130","null","null","39","42","null","null","118","null","94","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","68","null","55","null","25","39","null","null","314","null","263","null",
