"GEO_ID","NAME","B08301_001E","B08301_001EA","B08301_001M","B08301_001MA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005M","B08301_005MA","B08301_005EA","B08301_006E","B08301_006EA","B08301_006M","B08301_006MA","B08301_007E","B08301_007EA","B08301_007M","B08301_007MA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009EA","B08301_009M","B08301_009MA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013EA","B08301_013M","B08301_013MA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015M","B08301_015MA","B08301_015EA","B08301_016E","B08301_016EA","B08301_016M","B08301_016MA","B08301_017E","B08301_017EA","B08301_017M","B08301_017MA","B08301_018E","B08301_018EA","B08301_018M","B08301_018MA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","2039","null","199","null","1347","197","null","null","1221","null","198","null","126","null","73","null","126","73","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","498","null","119","null","130","76","null","null","0","11","null","null","255","null","84","null","113","61","null","null","0","11","null","null","8","null","13","null","0","null","11","null","17","null","19","null","84","49","null","null","15","17","null","null","70","null","40","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","3528","null","314","null","1715","333","null","null","1524","null","324","null","191","null","96","null","191","96","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","null","15","null","1230","null","280","null","210","152","null","null","0","15","null","null","919","null","226","null","101","98","null","null","0","15","null","null","0","null","15","null","0","null","15","null","66","null","66","null","266","129","null","null","33","36","null","null","218","null","109","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","3382","null","537","null","2449","497","null","null","2033","null","387","null","416","null","249","null","416","249","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","null","15","null","654","null","221","null","373","196","null","null","0","15","null","null","281","null","136","null","0","15","null","null","0","15","null","null","33","null","40","null","0","null","15","null","31","null","35","null","76","75","null","null","13","20","null","null","126","null","84","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","1468","null","209","null","1065","205","null","null","931","null","189","null","134","null","111","null","127","111","null","null","0","null","11","null","0","null","11","null","0","11","null","null","7","null","11","null","301","null","87","null","173","71","null","null","0","11","null","null","103","null","57","null","25","25","null","null","0","11","null","null","0","null","11","null","0","null","11","null","15","null","21","null","54","38","null","null","0","11","null","null","33","null","28","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","1668","null","204","null","878","159","null","null","851","null","163","null","27","null","24","null","22","20","null","null","5","null","9","null","0","null","11","null","0","11","null","null","0","null","11","null","678","null","175","null","206","121","null","null","0","11","null","null","422","null","110","null","50","55","null","null","0","11","null","null","0","null","11","null","0","null","11","null","9","null","15","null","49","49","null","null","0","11","null","null","54","null","49","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","3158","null","271","null","1419","218","null","null","1207","null","212","null","212","null","119","null","178","110","null","null","34","null","33","null","0","null","11","null","0","11","null","null","0","null","11","null","1428","null","269","null","228","148","null","null","37","58","null","null","626","null","192","null","537","168","null","null","0","11","null","null","0","null","11","null","0","null","11","null","91","null","57","null","36","32","null","null","46","62","null","null","138","null","92","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","1729","null","235","null","764","167","null","null","726","null","165","null","38","null","29","null","20","22","null","null","18","null","20","null","0","null","11","null","0","11","null","null","0","null","11","null","649","null","152","null","68","59","null","null","0","11","null","null","507","null","136","null","74","71","null","null","0","11","null","null","0","null","11","null","0","null","11","null","45","null","37","null","177","73","null","null","0","11","null","null","94","null","45","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","2209","null","226","null","898","148","null","null","849","null","137","null","49","null","40","null","49","40","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","989","null","182","null","120","86","null","null","28","45","null","null","773","null","195","null","68","54","null","null","0","11","null","null","0","null","11","null","0","null","11","null","32","null","25","null","78","45","null","null","7","10","null","null","205","null","76","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","1056","null","94","null","481","107","null","null","416","null","102","null","65","null","39","null","29","22","null","null","28","null","30","null","8","null","9","null","0","11","null","null","0","null","11","null","394","null","84","null","28","19","null","null","0","11","null","null","358","null","83","null","8","8","null","null","0","11","null","null","0","null","11","null","0","null","11","null","2","null","6","null","46","23","null","null","25","23","null","null","108","null","43","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","1411","null","157","null","544","120","null","null","466","null","120","null","78","null","58","null","52","50","null","null","16","null","26","null","0","null","11","null","0","11","null","null","10","null","16","null","570","null","139","null","16","22","null","null","0","11","null","null","515","null","131","null","39","37","null","null","0","11","null","null","0","null","11","null","0","null","11","null","46","null","31","null","152","74","null","null","0","11","null","null","99","null","67","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","1535","null","196","null","758","201","null","null","728","null","205","null","30","null","35","null","30","35","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","634","null","134","null","27","24","null","null","12","18","null","null","555","null","125","null","40","29","null","null","0","11","null","null","0","null","11","null","0","null","11","null","9","null","14","null","0","11","null","null","0","11","null","null","134","null","81","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","2828","null","336","null","1437","220","null","null","1312","null","204","null","125","null","83","null","71","63","null","null","28","null","28","null","0","null","15","null","0","15","null","null","26","null","41","null","886","null","259","null","164","117","null","null","0","15","null","null","670","null","260","null","52","40","null","null","0","15","null","null","13","null","21","null","0","null","15","null","161","null","84","null","39","38","null","null","12","19","null","null","280","null","130","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","1485","null","156","null","912","148","null","null","811","null","139","null","101","null","61","null","87","59","null","null","0","null","11","null","0","null","11","null","14","22","null","null","0","null","11","null","356","null","113","null","69","49","null","null","0","11","null","null","287","null","110","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","52","null","40","null","121","77","null","null","0","11","null","null","44","null","34","null",
