"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004M","B08301_004MA","B08301_004EA","B08301_005E","B08301_005M","B08301_005MA","B08301_005EA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009M","B08301_009MA","B08301_009EA","B08301_010E","B08301_010M","B08301_010MA","B08301_010EA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013M","B08301_013MA","B08301_013EA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016M","B08301_016MA","B08301_016EA","B08301_017E","B08301_017M","B08301_017MA","B08301_017EA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021M","B08301_021MA","B08301_021EA",
"1400000US17031804804","Census Tract 8048.04, Cook County, Illinois","3554","329","null","null","3067","321","null","null","2888","null","328","null","179","98","null","null","148","88","null","null","31","38","null","null","0","15","null","null","0","15","null","null","0","15","null","null","260","134","null","null","55","54","null","null","0","15","null","null","0","15","null","null","205","117","null","null","0","null","15","null","0","15","null","null","0","15","null","null","0","15","null","null","68","71","null","null","0","15","null","null","159","108","null","null",
"1400000US17031804805","Census Tract 8048.05, Cook County, Illinois","3381","265","null","null","2861","295","null","null","2636","null","313","null","225","138","null","null","189","118","null","null","36","57","null","null","0","15","null","null","0","15","null","null","0","15","null","null","134","77","null","null","0","15","null","null","0","15","null","null","15","25","null","null","119","73","null","null","0","null","15","null","0","15","null","null","0","15","null","null","0","15","null","null","164","108","null","null","15","23","null","null","207","102","null","null",
"1400000US17031804806","Census Tract 8048.06, Cook County, Illinois","2051","216","null","null","1787","219","null","null","1554","null","230","null","233","114","null","null","165","68","null","null","0","11","null","null","39","58","null","null","29","42","null","null","0","11","null","null","49","51","null","null","43","50","null","null","0","11","null","null","0","11","null","null","6","9","null","null","0","null","11","null","0","11","null","null","0","11","null","null","31","48","null","null","87","65","null","null","18","19","null","null","79","50","null","null",
"1400000US17031804807","Census Tract 8048.07, Cook County, Illinois","2689","235","null","null","2278","231","null","null","2178","null","233","null","100","65","null","null","100","65","null","null","0","15","null","null","0","15","null","null","0","15","null","null","0","15","null","null","159","70","null","null","13","21","null","null","0","15","null","null","0","15","null","null","146","68","null","null","0","null","15","null","22","27","null","null","0","15","null","null","20","27","null","null","29","28","null","null","55","55","null","null","126","75","null","null",
"1400000US17031804808","Census Tract 8048.08, Cook County, Illinois","1396","157","null","null","1295","150","null","null","1125","null","124","null","170","66","null","null","148","64","null","null","21","27","null","null","1","4","null","null","0","11","null","null","0","11","null","null","45","24","null","null","0","11","null","null","0","11","null","null","0","11","null","null","45","24","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","25","25","null","null","0","11","null","null","31","26","null","null",
"1400000US17031804809","Census Tract 8048.09, Cook County, Illinois","2256","181","null","null","2040","181","null","null","1909","null","162","null","131","79","null","null","94","71","null","null","28","25","null","null","0","11","null","null","0","11","null","null","9","15","null","null","156","68","null","null","31","36","null","null","0","11","null","null","0","11","null","null","125","64","null","null","0","null","11","null","0","11","null","null","0","11","null","null","12","19","null","null","0","11","null","null","0","11","null","null","48","32","null","null",
"1400000US17031804810","Census Tract 8048.10, Cook County, Illinois","3444","288","null","null","3217","308","null","null","3083","null","320","null","134","113","null","null","134","113","null","null","0","15","null","null","0","15","null","null","0","15","null","null","0","15","null","null","115","66","null","null","40","38","null","null","0","15","null","null","0","15","null","null","75","56","null","null","0","null","15","null","0","15","null","null","0","15","null","null","0","15","null","null","36","40","null","null","0","15","null","null","76","63","null","null",
"1400000US17031804901","Census Tract 8049.01, Cook County, Illinois","3379","287","null","null","2547","285","null","null","2384","null","278","null","163","134","null","null","81","56","null","null","6","14","null","null","76","119","null","null","0","15","null","null","0","15","null","null","475","126","null","null","0","15","null","null","0","15","null","null","22","28","null","null","453","122","null","null","0","null","15","null","0","15","null","null","0","15","null","null","19","30","null","null","45","38","null","null","60","55","null","null","233","104","null","null",
"1400000US17031804902","Census Tract 8049.02, Cook County, Illinois","2501","245","null","null","2144","263","null","null","2050","null","273","null","94","75","null","null","83","74","null","null","11","18","null","null","0","15","null","null","0","15","null","null","0","15","null","null","160","93","null","null","31","46","null","null","0","15","null","null","17","28","null","null","112","76","null","null","0","null","15","null","0","15","null","null","0","15","null","null","0","15","null","null","49","49","null","null","51","43","null","null","97","83","null","null",
"1400000US17031805001","Census Tract 8050.01, Cook County, Illinois","2477","193","null","null","2051","189","null","null","1928","null","190","null","123","69","null","null","87","61","null","null","18","20","null","null","0","11","null","null","0","11","null","null","18","19","null","null","196","75","null","null","9","13","null","null","0","11","null","null","9","14","null","null","178","71","null","null","0","null","11","null","0","11","null","null","0","11","null","null","8","13","null","null","23","21","null","null","19","23","null","null","180","120","null","null",
"1400000US17031805002","Census Tract 8050.02, Cook County, Illinois","3391","361","null","null","2992","352","null","null","2794","null","357","null","198","110","null","null","148","82","null","null","38","46","null","null","12","21","null","null","0","15","null","null","0","15","null","null","208","105","null","null","11","14","null","null","23","28","null","null","0","15","null","null","174","104","null","null","0","null","15","null","19","25","null","null","0","15","null","null","42","46","null","null","7","12","null","null","66","75","null","null","57","45","null","null",
"1400000US17031805105","Census Tract 8051.05, Cook County, Illinois","3656","389","null","null","3238","403","null","null","2803","null","333","null","435","279","null","null","246","158","null","null","183","183","null","null","0","15","null","null","6","17","null","null","0","15","null","null","150","105","null","null","52","61","null","null","0","15","null","null","0","15","null","null","98","71","null","null","0","null","15","null","62","97","null","null","0","15","null","null","0","15","null","null","107","95","null","null","13","22","null","null","86","69","null","null",
"1400000US17031805106","Census Tract 8051.06, Cook County, Illinois","1338","148","null","null","1203","147","null","null","1162","null","147","null","41","36","null","null","35","34","null","null","6","12","null","null","0","11","null","null","0","11","null","null","0","11","null","null","63","34","null","null","0","11","null","null","0","11","null","null","0","11","null","null","63","34","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","20","21","null","null","9","15","null","null","43","32","null","null",
"1400000US17031805107","Census Tract 8051.07, Cook County, Illinois","3630","371","null","null","3230","342","null","null","2865","null","321","null","365","155","null","null","280","164","null","null","0","15","null","null","0","15","null","null","0","15","null","null","85","74","null","null","81","58","null","null","0","15","null","null","0","15","null","null","7","23","null","null","74","50","null","null","0","null","15","null","0","15","null","null","0","15","null","null","70","101","null","null","106","94","null","null","27","29","null","null","116","84","null","null",
"1400000US17031805108","Census Tract 8051.08, Cook County, Illinois","3705","447","null","null","3098","412","null","null","2621","null","363","null","477","240","null","null","348","180","null","null","86","139","null","null","43","54","null","null","0","15","null","null","0","15","null","null","232","125","null","null","86","99","null","null","0","15","null","null","13","21","null","null","133","64","null","null","0","null","15","null","12","19","null","null","0","15","null","null","50","70","null","null","92","104","null","null","54","66","null","null","167","107","null","null",
"1400000US17031805109","Census Tract 8051.09, Cook County, Illinois","2025","185","null","null","1813","180","null","null","1699","null","187","null","114","56","null","null","114","56","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","103","58","null","null","25","41","null","null","0","11","null","null","10","15","null","null","68","42","null","null","0","null","11","null","0","11","null","null","0","11","null","null","9","12","null","null","9","13","null","null","6","10","null","null","85","48","null","null",
"1400000US17031805110","Census Tract 8051.10, Cook County, Illinois","2019","209","null","null","1733","223","null","null","1648","null","221","null","85","62","null","null","85","62","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","154","76","null","null","10","17","null","null","0","11","null","null","0","11","null","null","144","73","null","null","0","null","11","null","35","57","null","null","0","11","null","null","0","11","null","null","9","14","null","null","8","12","null","null","80","46","null","null",
"1400000US17031805111","Census Tract 8051.11, Cook County, Illinois","3785","310","null","null","3294","336","null","null","2917","null","336","null","377","178","null","null","263","147","null","null","86","96","null","null","0","15","null","null","19","29","null","null","9","15","null","null","256","152","null","null","84","79","null","null","0","15","null","null","69","69","null","null","103","114","null","null","0","null","15","null","0","15","null","null","0","15","null","null","0","15","null","null","45","56","null","null","0","15","null","null","190","118","null","null",
"1400000US17031805112","Census Tract 8051.12, Cook County, Illinois","1530","130","null","null","1376","143","null","null","1224","null","142","null","152","71","null","null","104","69","null","null","34","22","null","null","2","7","null","null","12","15","null","null","0","11","null","null","52","34","null","null","23","19","null","null","0","11","null","null","4","10","null","null","25","27","null","null","0","null","11","null","0","11","null","null","7","12","null","null","0","11","null","null","25","27","null","null","0","11","null","null","70","41","null","null",
"1400000US17031805201","Census Tract 8052.01, Cook County, Illinois","1724","202","null","null","1613","207","null","null","1512","null","207","null","101","66","null","null","63","60","null","null","38","32","null","null","0","11","null","null","0","11","null","null","0","11","null","null","70","45","null","null","25","26","null","null","0","11","null","null","21","24","null","null","24","23","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","41","29","null","null",
"1400000US17031805202","Census Tract 8052.02, Cook County, Illinois","2212","222","null","null","1965","235","null","null","1786","null","232","null","179","83","null","null","146","73","null","null","18","29","null","null","15","25","null","null","0","11","null","null","0","11","null","null","139","65","null","null","8","12","null","null","0","11","null","null","24","22","null","null","107","61","null","null","0","null","11","null","0","11","null","null","0","11","null","null","7","12","null","null","31","40","null","null","0","11","null","null","70","51","null","null",
"1400000US17031805301","Census Tract 8053.01, Cook County, Illinois","1535","182","null","null","1384","192","null","null","1224","null","185","null","160","76","null","null","146","71","null","null","7","12","null","null","7","12","null","null","0","11","null","null","0","11","null","null","81","51","null","null","29","26","null","null","0","11","null","null","11","18","null","null","41","42","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","20","22","null","null","0","11","null","null","50","43","null","null",
"1400000US17031805302","Census Tract 8053.02, Cook County, Illinois","1865","210","null","null","1664","208","null","null","1406","null","201","null","258","110","null","null","184","91","null","null","74","77","null","null","0","11","null","null","0","11","null","null","0","11","null","null","156","75","null","null","15","21","null","null","0","11","null","null","47","37","null","null","94","59","null","null","0","null","11","null","17","26","null","null","13","19","null","null","0","11","null","null","0","11","null","null","8","11","null","null","7","11","null","null",
"1400000US17031805401","Census Tract 8054.01, Cook County, Illinois","1835","238","null","null","1651","248","null","null","1423","null","233","null","228","98","null","null","165","76","null","null","47","55","null","null","0","11","null","null","0","11","null","null","16","18","null","null","160","65","null","null","97","62","null","null","0","11","null","null","26","26","null","null","37","29","null","null","0","null","11","null","0","11","null","null","0","11","null","null","7","12","null","null","0","11","null","null","8","13","null","null","9","14","null","null",
"1400000US17031805402","Census Tract 8054.02, Cook County, Illinois","2306","258","null","null","2052","272","null","null","1858","null","267","null","194","136","null","null","117","74","null","null","77","74","null","null","0","11","null","null","0","11","null","null","0","11","null","null","77","62","null","null","27","32","null","null","0","11","null","null","28","40","null","null","22","34","null","null","0","null","11","null","0","11","null","null","0","11","null","null","14","21","null","null","0","11","null","null","0","11","null","null","163","90","null","null",
"1400000US17031805501","Census Tract 8055.01, Cook County, Illinois","1726","203","null","null","1278","220","null","null","1168","null","209","null","110","89","null","null","60","43","null","null","0","11","null","null","50","79","null","null","0","11","null","null","0","11","null","null","183","65","null","null","22","24","null","null","0","11","null","null","25","23","null","null","136","60","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","31","39","null","null","19","21","null","null","215","128","null","null",
"1400000US17031805502","Census Tract 8055.02, Cook County, Illinois","1740","172","null","null","1299","158","null","null","1245","null","154","null","54","44","null","null","34","37","null","null","11","18","null","null","0","11","null","null","9","15","null","null","0","11","null","null","219","84","null","null","0","11","null","null","0","11","null","null","33","28","null","null","186","82","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","32","27","null","null","15","23","null","null","175","77","null","null",
"1400000US17031805600","Census Tract 8056, Cook County, Illinois","2097","172","null","null","1306","155","null","null","1211","null","155","null","95","58","null","null","60","43","null","null","10","15","null","null","13","19","null","null","0","11","null","null","12","18","null","null","414","70","null","null","14","22","null","null","0","11","null","null","166","54","null","null","234","63","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","143","70","null","null","0","11","null","null","234","122","null","null",
"1400000US17031805701","Census Tract 8057.01, Cook County, Illinois","2440","191","null","null","1933","180","null","null","1791","null","168","null","142","94","null","null","123","92","null","null","12","19","null","null","0","11","null","null","0","11","null","null","7","11","null","null","386","108","null","null","0","11","null","null","0","11","null","null","141","79","null","null","245","89","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","10","15","null","null","0","11","null","null","111","46","null","null",
"1400000US17031805702","Census Tract 8057.02, Cook County, Illinois","1042","106","null","null","868","102","null","null","747","null","97","null","121","52","null","null","93","48","null","null","1","3","null","null","12","13","null","null","0","11","null","null","15","23","null","null","100","35","null","null","0","11","null","null","0","11","null","null","66","30","null","null","34","22","null","null","0","null","11","null","0","11","null","null","0","11","null","null","8","12","null","null","5","8","null","null","13","15","null","null","48","27","null","null",
"1400000US17031805801","Census Tract 8058.01, Cook County, Illinois","1198","118","null","null","934","118","null","null","796","null","127","null","138","54","null","null","117","52","null","null","21","31","null","null","0","11","null","null","0","11","null","null","0","11","null","null","179","65","null","null","15","22","null","null","0","11","null","null","25","22","null","null","139","58","null","null","0","null","11","null","8","14","null","null","0","11","null","null","11","13","null","null","0","11","null","null","0","11","null","null","66","39","null","null",
"1400000US17031805802","Census Tract 8058.02, Cook County, Illinois","2360","155","null","null","1858","179","null","null","1802","null","173","null","56","37","null","null","39","32","null","null","17","20","null","null","0","11","null","null","0","11","null","null","0","11","null","null","355","139","null","null","36","36","null","null","0","11","null","null","65","46","null","null","254","127","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","61","48","null","null","7","11","null","null","79","45","null","null",
"1400000US17031805901","Census Tract 8059.01, Cook County, Illinois","2351","230","null","null","1930","243","null","null","1650","null","204","null","280","124","null","null","225","116","null","null","55","63","null","null","0","11","null","null","0","11","null","null","0","11","null","null","202","77","null","null","23","32","null","null","0","11","null","null","49","46","null","null","130","57","null","null","0","null","11","null","7","11","null","null","0","11","null","null","0","11","null","null","45","33","null","null","59","50","null","null","108","79","null","null",
"1400000US17031805902","Census Tract 8059.02, Cook County, Illinois","2938","287","null","null","2255","346","null","null","2014","null","334","null","241","112","null","null","179","101","null","null","10","17","null","null","43","80","null","null","0","15","null","null","9","16","null","null","268","146","null","null","21","33","null","null","0","15","null","null","53","36","null","null","194","140","null","null","0","null","15","null","0","15","null","null","0","15","null","null","29","32","null","null","167","137","null","null","89","124","null","null","130","77","null","null",
"1400000US17031806001","Census Tract 8060.01, Cook County, Illinois","3200","379","null","null","2762","355","null","null","2499","null","342","null","263","138","null","null","253","137","null","null","10","16","null","null","0","15","null","null","0","15","null","null","0","15","null","null","224","214","null","null","168","206","null","null","0","15","null","null","16","25","null","null","40","36","null","null","0","null","15","null","15","25","null","null","0","15","null","null","0","15","null","null","11","19","null","null","42","44","null","null","146","122","null","null",
"1400000US17031806002","Census Tract 8060.02, Cook County, Illinois","3586","418","null","null","3173","372","null","null","2816","null","353","null","357","176","null","null","249","142","null","null","94","95","null","null","14","23","null","null","0","15","null","null","0","15","null","null","87","57","null","null","17","26","null","null","0","15","null","null","27","33","null","null","43","41","null","null","0","null","15","null","9","17","null","null","0","15","null","null","0","15","null","null","140","113","null","null","0","15","null","null","177","126","null","null",
"1400000US17031806003","Census Tract 8060.03, Cook County, Illinois","3988","541","null","null","3673","531","null","null","3023","null","395","null","650","280","null","null","603","273","null","null","12","28","null","null","19","31","null","null","16","27","null","null","0","15","null","null","96","70","null","null","34","40","null","null","0","15","null","null","0","15","null","null","62","47","null","null","0","null","15","null","0","15","null","null","0","15","null","null","0","15","null","null","18","41","null","null","36","37","null","null","165","128","null","null",
"1400000US17031806004","Census Tract 8060.04, Cook County, Illinois","3334","393","null","null","3138","369","null","null","2738","null","311","null","400","221","null","null","340","202","null","null","31","37","null","null","0","15","null","null","0","15","null","null","29","53","null","null","107","86","null","null","34","44","null","null","0","15","null","null","52","53","null","null","21","35","null","null","0","null","15","null","0","15","null","null","0","15","null","null","0","15","null","null","54","53","null","null","0","15","null","null","35","37","null","null",
"1400000US17031806102","Census Tract 8061.02, Cook County, Illinois","1995","199","null","null","1689","189","null","null","1589","null","191","null","100","67","null","null","71","43","null","null","21","28","null","null","8","12","null","null","0","11","null","null","0","11","null","null","203","81","null","null","35","26","null","null","7","12","null","null","24","38","null","null","137","58","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","18","29","null","null","85","51","null","null",
"1400000US17031806103","Census Tract 8061.03, Cook County, Illinois","2638","261","null","null","2274","230","null","null","2024","null","227","null","250","77","null","null","212","68","null","null","38","29","null","null","0","11","null","null","0","11","null","null","0","11","null","null","188","75","null","null","0","11","null","null","0","11","null","null","36","28","null","null","152","65","null","null","0","null","11","null","0","11","null","null","0","11","null","null","10","16","null","null","37","46","null","null","8","12","null","null","121","63","null","null",
"1400000US17031806104","Census Tract 8061.04, Cook County, Illinois","2369","284","null","null","1969","252","null","null","1726","null","245","null","243","133","null","null","189","101","null","null","32","41","null","null","9","13","null","null","0","11","null","null","13","19","null","null","180","108","null","null","57","74","null","null","0","11","null","null","19","21","null","null","104","85","null","null","0","null","11","null","35","43","null","null","0","11","null","null","0","11","null","null","44","43","null","null","37","45","null","null","104","73","null","null",
"1400000US17031806201","Census Tract 8062.01, Cook County, Illinois","2441","257","null","null","1998","298","null","null","1880","null","315","null","118","103","null","null","55","62","null","null","58","80","null","null","0","11","null","null","0","11","null","null","5","10","null","null","288","144","null","null","46","42","null","null","0","11","null","null","21","26","null","null","221","124","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","47","57","null","null","23","31","null","null","85","66","null","null",
"1400000US17031806202","Census Tract 8062.02, Cook County, Illinois","2074","266","null","null","1713","234","null","null","1567","null","231","null","146","118","null","null","77","70","null","null","0","11","null","null","0","11","null","null","55","82","null","null","14","29","null","null","119","73","null","null","40","36","null","null","0","11","null","null","0","11","null","null","79","60","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","21","35","null","null","0","11","null","null","221","132","null","null",
"1400000US17031806300","Census Tract 8063, Cook County, Illinois","2508","254","null","null","2203","248","null","null","2021","null","232","null","182","75","null","null","111","53","null","null","51","50","null","null","7","10","null","null","13","19","null","null","0","11","null","null","172","64","null","null","0","11","null","null","0","11","null","null","15","17","null","null","157","61","null","null","0","null","11","null","7","11","null","null","0","11","null","null","0","11","null","null","39","28","null","null","0","11","null","null","87","48","null","null",
"1400000US17031806400","Census Tract 8064, Cook County, Illinois","1240","163","null","null","1110","176","null","null","1023","null","180","null","87","46","null","null","50","32","null","null","19","24","null","null","0","11","null","null","18","22","null","null","0","11","null","null","74","40","null","null","4","6","null","null","17","25","null","null","33","22","null","null","20","21","null","null","0","null","11","null","0","11","null","null","8","12","null","null","7","11","null","null","20","19","null","null","0","11","null","null","21","16","null","null",
"1400000US17031806501","Census Tract 8065.01, Cook County, Illinois","1253","146","null","null","1182","143","null","null","1142","null","147","null","40","29","null","null","40","29","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","17","17","null","null","8","13","null","null","0","11","null","null","5","8","null","null","4","9","null","null","0","null","11","null","0","11","null","null","0","11","null","null","25","33","null","null","3","7","null","null","5","8","null","null","21","18","null","null",
"1400000US17031806502","Census Tract 8065.02, Cook County, Illinois","2512","271","null","null","2211","244","null","null","1902","null","185","null","309","135","null","null","253","115","null","null","56","57","null","null","0","11","null","null","0","11","null","null","0","11","null","null","29","24","null","null","0","11","null","null","0","11","null","null","0","11","null","null","29","24","null","null","0","null","11","null","26","40","null","null","0","11","null","null","0","11","null","null","67","79","null","null","0","11","null","null","179","67","null","null",
"1400000US17031806600","Census Tract 8066, Cook County, Illinois","1984","215","null","null","1720","221","null","null","1472","null","180","null","248","146","null","null","205","148","null","null","29","35","null","null","8","13","null","null","0","11","null","null","6","9","null","null","154","87","null","null","124","81","null","null","0","11","null","null","20","23","null","null","10","15","null","null","0","null","11","null","0","11","null","null","0","11","null","null","19","21","null","null","0","11","null","null","39","31","null","null","52","40","null","null",
"1400000US17031806700","Census Tract 8067, Cook County, Illinois","2049","177","null","null","1525","164","null","null","1446","null","154","null","79","46","null","null","63","37","null","null","0","11","null","null","16","19","null","null","0","11","null","null","0","11","null","null","176","66","null","null","57","45","null","null","0","11","null","null","17","15","null","null","102","45","null","null","0","null","11","null","0","11","null","null","9","16","null","null","27","27","null","null","22","19","null","null","35","27","null","null","255","90","null","null",
"1400000US17031806801","Census Tract 8068.01, Cook County, Illinois","1584","223","null","null","1231","214","null","null","1119","null","209","null","112","69","null","null","80","64","null","null","32","37","null","null","0","11","null","null","0","11","null","null","0","11","null","null","135","78","null","null","35","28","null","null","0","11","null","null","51","51","null","null","49","51","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","108","76","null","null","10","13","null","null","100","54","null","null",
"1400000US17031806802","Census Tract 8068.02, Cook County, Illinois","1518","214","null","null","1106","159","null","null","932","null","165","null","174","93","null","null","165","93","null","null","9","14","null","null","0","11","null","null","0","11","null","null","0","11","null","null","269","96","null","null","130","84","null","null","0","11","null","null","45","33","null","null","94","58","null","null","0","null","11","null","9","15","null","null","0","11","null","null","7","10","null","null","42","34","null","null","0","11","null","null","85","54","null","null",
"1400000US17031806900","Census Tract 8069, Cook County, Illinois","2265","369","null","null","1875","288","null","null","1610","null","252","null","265","234","null","null","133","98","null","null","118","201","null","null","0","11","null","null","14","21","null","null","0","11","null","null","133","82","null","null","0","11","null","null","0","11","null","null","27","36","null","null","106","78","null","null","0","null","11","null","0","11","null","null","0","11","null","null","51","85","null","null","81","71","null","null","0","11","null","null","125","99","null","null",
"1400000US17031807000","Census Tract 8070, Cook County, Illinois","2986","332","null","null","2436","321","null","null","1879","null","267","null","557","192","null","null","417","155","null","null","89","104","null","null","51","73","null","null","0","15","null","null","0","15","null","null","258","147","null","null","151","99","null","null","0","15","null","null","107","92","null","null","0","15","null","null","0","null","15","null","39","41","null","null","0","15","null","null","16","24","null","null","109","92","null","null","34","41","null","null","94","82","null","null",
"1400000US17031807100","Census Tract 8071, Cook County, Illinois","1741","197","null","null","1474","176","null","null","1332","null","180","null","142","84","null","null","129","79","null","null","4","8","null","null","0","11","null","null","9","13","null","null","0","11","null","null","139","49","null","null","27","24","null","null","0","11","null","null","46","29","null","null","66","34","null","null","0","null","11","null","0","11","null","null","0","11","null","null","12","15","null","null","0","11","null","null","17","17","null","null","99","46","null","null",
"1400000US17031807200","Census Tract 8072, Cook County, Illinois","2649","359","null","null","2138","296","null","null","1826","null","248","null","312","145","null","null","227","117","null","null","59","65","null","null","19","22","null","null","5","9","null","null","2","4","null","null","288","124","null","null","154","100","null","null","0","15","null","null","59","36","null","null","75","61","null","null","0","null","15","null","0","15","null","null","0","15","null","null","30","38","null","null","49","39","null","null","49","39","null","null","95","55","null","null",
"1400000US17031807300","Census Tract 8073, Cook County, Illinois","3980","479","null","null","3273","463","null","null","2785","null","438","null","488","277","null","null","453","265","null","null","35","54","null","null","0","15","null","null","0","15","null","null","0","15","null","null","425","156","null","null","143","113","null","null","0","15","null","null","205","100","null","null","77","74","null","null","0","null","15","null","24","31","null","null","0","15","null","null","77","59","null","null","51","53","null","null","31","28","null","null","99","59","null","null",
"1400000US17031807400","Census Tract 8074, Cook County, Illinois","3041","348","null","null","2533","332","null","null","2326","null","326","null","207","124","null","null","195","121","null","null","0","15","null","null","8","13","null","null","0","15","null","null","4","9","null","null","318","143","null","null","125","103","null","null","0","15","null","null","112","72","null","null","81","69","null","null","0","null","15","null","14","22","null","null","25","30","null","null","20","31","null","null","80","73","null","null","27","57","null","null","24","27","null","null",
"1400000US17031807500","Census Tract 8075, Cook County, Illinois","1691","178","null","null","1395","176","null","null","1180","null","172","null","215","107","null","null","190","106","null","null","25","24","null","null","0","11","null","null","0","11","null","null","0","11","null","null","178","71","null","null","23","24","null","null","0","11","null","null","81","44","null","null","74","47","null","null","0","null","11","null","0","11","null","null","0","11","null","null","16","19","null","null","38","43","null","null","0","11","null","null","64","44","null","null",
"1400000US17031807600","Census Tract 8076, Cook County, Illinois","2983","440","null","null","2490","367","null","null","2155","null","364","null","335","146","null","null","269","130","null","null","17","26","null","null","35","40","null","null","14","23","null","null","0","15","null","null","266","144","null","null","64","64","null","null","22","37","null","null","104","102","null","null","76","85","null","null","0","null","15","null","15","25","null","null","0","15","null","null","0","15","null","null","13","23","null","null","0","15","null","null","199","132","null","null",
"1400000US17031807700","Census Tract 8077, Cook County, Illinois","2370","311","null","null","1914","273","null","null","1721","null","289","null","193","101","null","null","165","93","null","null","13","21","null","null","15","23","null","null","0","15","null","null","0","15","null","null","140","88","null","null","19","26","null","null","0","15","null","null","43","45","null","null","78","60","null","null","0","null","15","null","18","30","null","null","0","15","null","null","40","64","null","null","50","63","null","null","0","15","null","null","208","99","null","null",
"1400000US17031807800","Census Tract 8078, Cook County, Illinois","1341","121","null","null","1143","116","null","null","1006","null","120","null","137","71","null","null","91","44","null","null","0","11","null","null","46","59","null","null","0","11","null","null","0","11","null","null","106","45","null","null","29","24","null","null","0","11","null","null","17","15","null","null","60","35","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","26","21","null","null","0","11","null","null","66","58","null","null",
"1400000US17031807900","Census Tract 8079, Cook County, Illinois","1762","269","null","null","1540","248","null","null","1389","null","229","null","151","79","null","null","133","73","null","null","18","26","null","null","0","11","null","null","0","11","null","null","0","11","null","null","58","41","null","null","10","14","null","null","0","11","null","null","11","17","null","null","37","31","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","10","16","null","null","10","16","null","null","144","78","null","null",
"1400000US17031808001","Census Tract 8080.01, Cook County, Illinois","1501","197","null","null","1170","219","null","null","1081","null","208","null","89","58","null","null","89","58","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","104","76","null","null","48","51","null","null","0","11","null","null","7","11","null","null","49","57","null","null","0","null","11","null","8","14","null","null","0","11","null","null","0","11","null","null","12","20","null","null","7","11","null","null","200","99","null","null",
"1400000US17031808002","Census Tract 8080.02, Cook County, Illinois","1940","188","null","null","1706","207","null","null","1482","null","178","null","224","102","null","null","156","69","null","null","68","64","null","null","0","11","null","null","0","11","null","null","0","11","null","null","58","51","null","null","12","19","null","null","0","11","null","null","9","14","null","null","37","45","null","null","0","null","11","null","10","15","null","null","0","11","null","null","14","22","null","null","16","25","null","null","19","34","null","null","117","67","null","null",
"1400000US17031808100","Census Tract 8081, Cook County, Illinois","1168","148","null","null","1005","148","null","null","986","null","148","null","19","28","null","null","19","28","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","63","52","null","null","28","34","null","null","0","11","null","null","13","21","null","null","22","26","null","null","0","null","11","null","19","26","null","null","0","11","null","null","0","11","null","null","38","33","null","null","0","11","null","null","43","36","null","null",
"1400000US17031808200","Census Tract 8082, Cook County, Illinois","2720","177","null","null","2437","189","null","null","2144","null","213","null","293","123","null","null","238","131","null","null","32","31","null","null","23","34","null","null","0","15","null","null","0","15","null","null","91","56","null","null","51","42","null","null","0","15","null","null","10","12","null","null","30","28","null","null","0","null","15","null","37","30","null","null","0","15","null","null","0","15","null","null","52","35","null","null","0","15","null","null","103","51","null","null",
