"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004M","B08301_004MA","B08301_004EA","B08301_005E","B08301_005M","B08301_005MA","B08301_005EA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009M","B08301_009MA","B08301_009EA","B08301_010E","B08301_010M","B08301_010MA","B08301_010EA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013M","B08301_013MA","B08301_013EA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016M","B08301_016MA","B08301_016EA","B08301_017E","B08301_017M","B08301_017MA","B08301_017EA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021M","B08301_021MA","B08301_021EA",
"1400000US17031831000","Census Tract 8310, Cook County, Illinois","1606","175","null","null","639","137","null","null","591","null","130","null","48","47","null","null","48","47","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","644","182","null","null","76","53","null","null","0","11","null","null","499","158","null","null","69","37","null","null","0","null","11","null","24","21","null","null","0","11","null","null","47","33","null","null","51","46","null","null","39","33","null","null","162","65","null","null",
"1400000US17031831100","Census Tract 8311, Cook County, Illinois","3981","518","null","null","2299","447","null","null","1852","null","333","null","447","248","null","null","311","189","null","null","83","132","null","null","53","64","null","null","0","15","null","null","0","15","null","null","1293","258","null","null","480","189","null","null","0","15","null","null","753","180","null","null","60","53","null","null","0","null","15","null","15","22","null","null","0","15","null","null","66","47","null","null","186","136","null","null","34","56","null","null","88","77","null","null",
"1400000US17031831200","Census Tract 8312, Cook County, Illinois","2316","342","null","null","1703","295","null","null","1286","null","241","null","417","175","null","null","204","121","null","null","176","126","null","null","21","34","null","null","16","26","null","null","0","15","null","null","323","129","null","null","215","103","null","null","0","15","null","null","46","49","null","null","62","51","null","null","0","null","15","null","0","15","null","null","0","15","null","null","95","72","null","null","104","64","null","null","30","49","null","null","61","58","null","null",
"1400000US17031831300","Census Tract 8313, Cook County, Illinois","409","127","null","null","232","97","null","null","190","null","84","null","42","49","null","null","30","47","null","null","12","16","null","null","0","11","null","null","0","11","null","null","0","11","null","null","90","40","null","null","69","38","null","null","0","11","null","null","21","24","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","87","42","null","null",
"1400000US17031831400","Census Tract 8314, Cook County, Illinois","1083","199","null","null","579","121","null","null","504","null","125","null","75","59","null","null","51","48","null","null","24","28","null","null","0","11","null","null","0","11","null","null","0","11","null","null","423","165","null","null","324","149","null","null","0","11","null","null","74","53","null","null","25","29","null","null","0","null","11","null","0","11","null","null","0","11","null","null","24","38","null","null","0","11","null","null","57","92","null","null","0","11","null","null",
"1400000US17031831500","Census Tract 8315, Cook County, Illinois","1854","275","null","null","1574","274","null","null","1353","null","196","null","221","158","null","null","52","38","null","null","76","66","null","null","90","105","null","null","3","8","null","null","0","11","null","null","162","73","null","null","78","58","null","null","0","11","null","null","47","33","null","null","37","33","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","17","33","null","null","52","58","null","null","49","51","null","null",
"1400000US17031831600","Census Tract 8316, Cook County, Illinois","3018","457","null","null","2315","395","null","null","1976","null","389","null","339","205","null","null","127","72","null","null","122","90","null","null","90","127","null","null","0","15","null","null","0","15","null","null","387","145","null","null","217","123","null","null","0","15","null","null","32","45","null","null","138","94","null","null","0","null","15","null","91","106","null","null","0","15","null","null","23","38","null","null","62","63","null","null","79","60","null","null","61","52","null","null",
"1400000US17031831700","Census Tract 8317, Cook County, Illinois","1154","145","null","null","825","143","null","null","690","null","130","null","135","61","null","null","81","43","null","null","22","25","null","null","32","28","null","null","0","11","null","null","0","11","null","null","240","79","null","null","52","36","null","null","0","11","null","null","163","64","null","null","22","17","null","null","3","null","5","null","0","11","null","null","6","9","null","null","4","6","null","null","11","9","null","null","23","17","null","null","45","32","null","null",
"1400000US17031831800","Census Tract 8318, Cook County, Illinois","3228","425","null","null","1992","343","null","null","1598","null","321","null","394","236","null","null","346","231","null","null","30","46","null","null","18","24","null","null","0","15","null","null","0","15","null","null","650","181","null","null","288","126","null","null","0","15","null","null","308","158","null","null","40","49","null","null","14","null","23","null","41","68","null","null","0","15","null","null","43","42","null","null","378","145","null","null","6","11","null","null","118","102","null","null",
"1400000US17031831900","Census Tract 8319, Cook County, Illinois","2147","257","null","null","792","180","null","null","679","null","176","null","113","73","null","null","51","39","null","null","52","62","null","null","0","11","null","null","10","15","null","null","0","11","null","null","1147","180","null","null","59","41","null","null","21","22","null","null","1045","163","null","null","22","21","null","null","0","null","11","null","35","37","null","null","0","11","null","null","12","16","null","null","82","52","null","null","0","11","null","null","79","45","null","null",
"1400000US17031832000","Census Tract 8320, Cook County, Illinois","1429","142","null","null","497","101","null","null","424","null","85","null","73","47","null","null","46","35","null","null","20","21","null","null","0","11","null","null","7","11","null","null","0","11","null","null","744","126","null","null","76","47","null","null","25","31","null","null","633","128","null","null","10","10","null","null","0","null","11","null","0","11","null","null","0","11","null","null","10","11","null","null","100","60","null","null","19","18","null","null","59","31","null","null",
"1400000US17031832100","Census Tract 8321, Cook County, Illinois","2436","269","null","null","700","161","null","null","645","null","166","null","55","88","null","null","28","45","null","null","27","44","null","null","0","11","null","null","0","11","null","null","0","11","null","null","1336","206","null","null","175","84","null","null","0","11","null","null","1161","190","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","45","29","null","null","166","82","null","null","104","74","null","null","85","48","null","null",
"1400000US17031832200","Census Tract 8322, Cook County, Illinois","2274","243","null","null","1080","213","null","null","969","null","185","null","111","98","null","null","107","97","null","null","4","8","null","null","0","11","null","null","0","11","null","null","0","11","null","null","743","135","null","null","192","90","null","null","0","11","null","null","502","118","null","null","49","27","null","null","0","null","11","null","0","11","null","null","0","11","null","null","75","73","null","null","97","60","null","null","19","22","null","null","260","104","null","null",
"1400000US17031832300","Census Tract 8323, Cook County, Illinois","1413","111","null","null","801","122","null","null","747","null","120","null","54","32","null","null","49","31","null","null","5","7","null","null","0","11","null","null","0","11","null","null","0","11","null","null","401","90","null","null","169","86","null","null","5","7","null","null","161","54","null","null","66","30","null","null","0","null","11","null","9","10","null","null","0","11","null","null","50","32","null","null","13","11","null","null","4","7","null","null","135","57","null","null",
"1400000US17031832400","Census Tract 8324, Cook County, Illinois","1853","225","null","null","855","171","null","null","699","null","149","null","156","94","null","null","121","90","null","null","20","22","null","null","0","11","null","null","15","17","null","null","0","11","null","null","725","142","null","null","104","56","null","null","0","11","null","null","568","122","null","null","53","31","null","null","0","null","11","null","11","17","null","null","0","11","null","null","63","48","null","null","76","75","null","null","19","22","null","null","104","51","null","null",
"1400000US17031832500","Census Tract 8325, Cook County, Illinois","1935","196","null","null","831","144","null","null","663","null","119","null","168","109","null","null","157","107","null","null","0","11","null","null","0","11","null","null","0","11","null","null","11","21","null","null","748","167","null","null","68","82","null","null","0","11","null","null","607","139","null","null","73","50","null","null","0","null","11","null","11","23","null","null","0","11","null","null","29","34","null","null","90","47","null","null","7","12","null","null","219","89","null","null",
"1400000US17031832600","Census Tract 8326, Cook County, Illinois","2608","251","null","null","893","166","null","null","800","null","155","null","93","70","null","null","93","70","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","1224","196","null","null","87","58","null","null","0","11","null","null","1107","196","null","null","30","34","null","null","0","null","11","null","48","41","null","null","9","14","null","null","87","62","null","null","101","68","null","null","49","40","null","null","197","80","null","null",
"1400000US17031832900","Census Tract 8329, Cook County, Illinois","1393","208","null","null","413","115","null","null","356","null","118","null","57","39","null","null","51","36","null","null","0","11","null","null","0","11","null","null","0","11","null","null","6","11","null","null","408","132","null","null","58","40","null","null","0","11","null","null","270","135","null","null","80","110","null","null","0","null","11","null","0","11","null","null","0","11","null","null","64","52","null","null","418","140","null","null","29","46","null","null","61","37","null","null",
"1400000US17031833000","Census Tract 8330, Cook County, Illinois","2715","288","null","null","943","233","null","null","909","null","228","null","34","42","null","null","34","42","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","710","158","null","null","332","126","null","null","0","11","null","null","351","103","null","null","27","26","null","null","0","null","11","null","28","31","null","null","0","11","null","null","120","78","null","null","683","155","null","null","0","11","null","null","231","117","null","null",
"1400000US17031833100","Census Tract 8331, Cook County, Illinois","4582","299","null","null","1977","280","null","null","1823","null","280","null","154","125","null","null","137","114","null","null","0","15","null","null","0","15","null","null","0","15","null","null","17","26","null","null","1064","221","null","null","580","151","null","null","0","15","null","null","315","123","null","null","169","91","null","null","0","null","15","null","99","83","null","null","0","15","null","null","92","62","null","null","1018","205","null","null","36","40","null","null","296","139","null","null",
"1400000US17031833300","Census Tract 8333, Cook County, Illinois","1370","208","null","null","425","108","null","null","369","null","108","null","56","31","null","null","37","25","null","null","14","12","null","null","0","11","null","null","0","11","null","null","5","8","null","null","506","121","null","null","284","88","null","null","0","11","null","null","165","67","null","null","57","43","null","null","0","null","11","null","19","24","null","null","0","11","null","null","54","44","null","null","331","100","null","null","0","11","null","null","35","26","null","null",
"1400000US17031833900","Census Tract 8339, Cook County, Illinois","888","166","null","null","519","136","null","null","423","null","122","null","96","42","null","null","33","31","null","null","43","35","null","null","14","14","null","null","0","11","null","null","6","8","null","null","336","120","null","null","324","119","null","null","0","11","null","null","6","9","null","null","6","7","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","14","19","null","null","0","11","null","null","19","18","null","null",
"1400000US17031834000","Census Tract 8340, Cook County, Illinois","1140","212","null","null","679","170","null","null","606","null","151","null","73","58","null","null","49","45","null","null","24","37","null","null","0","11","null","null","0","11","null","null","0","11","null","null","384","143","null","null","280","130","null","null","0","11","null","null","76","75","null","null","28","43","null","null","0","null","11","null","0","11","null","null","20","24","null","null","0","11","null","null","47","46","null","null","0","11","null","null","10","18","null","null",
"1400000US17031834200","Census Tract 8342, Cook County, Illinois","1693","336","null","null","1074","273","null","null","946","null","248","null","128","96","null","null","37","38","null","null","91","87","null","null","0","11","null","null","0","11","null","null","0","11","null","null","537","203","null","null","469","197","null","null","0","11","null","null","19","31","null","null","49","66","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","20","45","null","null","0","11","null","null","62","67","null","null",
"1400000US17031834300","Census Tract 8343, Cook County, Illinois","1991","416","null","null","1538","382","null","null","1259","null","295","null","279","202","null","null","158","113","null","null","35","62","null","null","86","116","null","null","0","15","null","null","0","15","null","null","309","158","null","null","248","147","null","null","0","15","null","null","43","50","null","null","18","31","null","null","0","null","15","null","0","15","null","null","0","15","null","null","0","15","null","null","0","15","null","null","12","20","null","null","132","88","null","null",
"1400000US17031834400","Census Tract 8344, Cook County, Illinois","1725","273","null","null","1031","215","null","null","866","null","193","null","165","115","null","null","114","100","null","null","13","19","null","null","0","11","null","null","0","11","null","null","38","60","null","null","496","175","null","null","283","154","null","null","0","11","null","null","127","93","null","null","86","61","null","null","0","null","11","null","10","15","null","null","0","11","null","null","0","11","null","null","119","67","null","null","0","11","null","null","69","52","null","null",
"1400000US17031834500","Census Tract 8345, Cook County, Illinois","330","102","null","null","180","90","null","null","176","null","87","null","4","10","null","null","4","10","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","132","55","null","null","111","55","null","null","0","11","null","null","10","14","null","null","11","17","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","5","9","null","null","13","21","null","null",
"1400000US17031834600","Census Tract 8346, Cook County, Illinois","683","177","null","null","329","132","null","null","320","null","131","null","9","19","null","null","0","11","null","null","0","11","null","null","0","11","null","null","9","19","null","null","0","11","null","null","206","87","null","null","146","74","null","null","0","11","null","null","52","47","null","null","8","12","null","null","0","null","11","null","9","14","null","null","0","11","null","null","0","11","null","null","20","25","null","null","46","41","null","null","73","65","null","null",
"1400000US17031834700","Census Tract 8347, Cook County, Illinois","439","118","null","null","218","82","null","null","204","null","79","null","14","21","null","null","4","11","null","null","10","16","null","null","0","11","null","null","0","11","null","null","0","11","null","null","182","85","null","null","92","52","null","null","0","11","null","null","90","59","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","20","22","null","null","0","11","null","null","19","23","null","null",
"1400000US17031834800","Census Tract 8348, Cook County, Illinois","372","93","null","null","196","75","null","null","155","null","65","null","41","39","null","null","23","22","null","null","0","11","null","null","0","11","null","null","18","30","null","null","0","11","null","null","142","60","null","null","112","56","null","null","13","14","null","null","17","19","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","6","8","null","null","0","11","null","null","17","19","null","null","11","13","null","null",
"1400000US17031834900","Census Tract 8349, Cook County, Illinois","416","95","null","null","249","80","null","null","231","null","77","null","18","18","null","null","0","11","null","null","18","18","null","null","0","11","null","null","0","11","null","null","0","11","null","null","154","72","null","null","115","68","null","null","0","11","null","null","39","24","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","13","20","null","null",
"1400000US17031835000","Census Tract 8350, Cook County, Illinois","1807","294","null","null","1357","245","null","null","1057","null","231","null","300","114","null","null","249","109","null","null","41","42","null","null","0","15","null","null","10","17","null","null","0","15","null","null","399","121","null","null","262","100","null","null","0","15","null","null","137","79","null","null","0","15","null","null","0","null","15","null","0","15","null","null","0","15","null","null","0","15","null","null","35","41","null","null","0","15","null","null","16","24","null","null",
"1400000US17031835100","Census Tract 8351, Cook County, Illinois","2225","325","null","null","1644","229","null","null","1181","null","208","null","463","180","null","null","341","164","null","null","97","79","null","null","0","15","null","null","25","29","null","null","0","15","null","null","401","183","null","null","152","87","null","null","0","15","null","null","248","175","null","null","1","2","null","null","0","null","15","null","0","15","null","null","0","15","null","null","18","27","null","null","67","60","null","null","10","16","null","null","85","86","null","null",
"1400000US17031835200","Census Tract 8352, Cook County, Illinois","788","112","null","null","580","108","null","null","507","null","88","null","73","44","null","null","53","42","null","null","4","7","null","null","10","14","null","null","6","9","null","null","0","11","null","null","158","57","null","null","60","35","null","null","0","11","null","null","98","48","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","13","21","null","null","29","30","null","null","0","11","null","null","8","9","null","null",
"1400000US17031835500","Census Tract 8355, Cook County, Illinois","404","94","null","null","217","74","null","null","191","null","70","null","26","27","null","null","26","27","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","170","81","null","null","143","75","null","null","0","11","null","null","27","32","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","15","18","null","null","0","11","null","null","2","4","null","null",
"1400000US17031835600","Census Tract 8356, Cook County, Illinois","190","74","null","null","96","54","null","null","96","null","54","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","94","50","null","null","29","27","null","null","0","11","null","null","65","47","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null",
"1400000US17031835700","Census Tract 8357, Cook County, Illinois","15","24","null","null","15","24","null","null","15","null","24","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null",
"1400000US17031835800","Census Tract 8358, Cook County, Illinois","663","124","null","null","396","92","null","null","334","null","92","null","62","51","null","null","62","51","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","150","66","null","null","87","50","null","null","0","11","null","null","63","43","null","null","0","11","null","null","0","null","11","null","24","28","null","null","0","11","null","null","0","11","null","null","34","31","null","null","0","11","null","null","59","47","null","null",
"1400000US17031835900","Census Tract 8359, Cook County, Illinois","1039","241","null","null","677","210","null","null","549","null","170","null","128","91","null","null","105","85","null","null","23","27","null","null","0","11","null","null","0","11","null","null","0","11","null","null","263","137","null","null","187","120","null","null","0","11","null","null","75","57","null","null","1","4","null","null","0","null","11","null","0","11","null","null","0","11","null","null","21","29","null","null","41","48","null","null","0","11","null","null","37","32","null","null",
"1400000US17031836000","Census Tract 8360, Cook County, Illinois","1109","141","null","null","714","167","null","null","656","null","161","null","58","42","null","null","41","35","null","null","17","19","null","null","0","11","null","null","0","11","null","null","0","11","null","null","325","128","null","null","250","120","null","null","0","11","null","null","75","47","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","5","9","null","null","0","11","null","null","57","48","null","null","8","11","null","null",
"1400000US17031836100","Census Tract 8361, Cook County, Illinois","709","166","null","null","477","122","null","null","403","null","106","null","74","49","null","null","68","48","null","null","0","11","null","null","0","11","null","null","0","11","null","null","6","9","null","null","92","64","null","null","56","51","null","null","0","11","null","null","36","39","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","20","18","null","null","65","63","null","null","0","11","null","null","55","44","null","null",
"1400000US17031836200","Census Tract 8362, Cook County, Illinois","503","228","null","null","30","19","null","null","18","null","11","null","12","15","null","null","0","11","null","null","6","10","null","null","6","11","null","null","0","11","null","null","0","11","null","null","101","81","null","null","83","76","null","null","0","11","null","null","18","15","null","null","0","11","null","null","0","null","11","null","13","23","null","null","0","11","null","null","5","6","null","null","331","156","null","null","0","11","null","null","23","19","null","null",
"1400000US17031836300","Census Tract 8363, Cook County, Illinois","684","148","null","null","300","125","null","null","269","null","111","null","31","43","null","null","31","43","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","155","57","null","null","110","53","null","null","0","11","null","null","14","16","null","null","31","19","null","null","0","null","11","null","9","13","null","null","0","11","null","null","8","12","null","null","161","90","null","null","0","11","null","null","51","33","null","null",
"1400000US17031836400","Census Tract 8364, Cook County, Illinois","1401","186","null","null","871","162","null","null","748","null","146","null","123","72","null","null","123","72","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","342","111","null","null","144","83","null","null","0","11","null","null","152","81","null","null","46","44","null","null","0","null","11","null","0","11","null","null","0","11","null","null","8","12","null","null","70","48","null","null","0","11","null","null","110","57","null","null",
"1400000US17031836500","Census Tract 8365, Cook County, Illinois","535","142","null","null","238","96","null","null","212","null","90","null","26","36","null","null","26","36","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","233","82","null","null","201","75","null","null","0","11","null","null","32","29","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","58","41","null","null","6","9","null","null","0","11","null","null",
"1400000US17031836600","Census Tract 8366, Cook County, Illinois","1022","266","null","null","722","189","null","null","667","null","186","null","55","48","null","null","46","44","null","null","0","11","null","null","0","11","null","null","0","11","null","null","9","16","null","null","134","96","null","null","125","95","null","null","0","11","null","null","9","15","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","92","116","null","null","0","11","null","null","49","66","null","null","25","27","null","null",
"1400000US17031836700","Census Tract 8367, Cook County, Illinois","886","182","null","null","609","143","null","null","501","null","133","null","108","57","null","null","84","48","null","null","24","31","null","null","0","11","null","null","0","11","null","null","0","11","null","null","249","99","null","null","165","81","null","null","0","11","null","null","84","61","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","15","16","null","null","0","11","null","null","13","21","null","null","0","11","null","null",
"1400000US17031836800","Census Tract 8368, Cook County, Illinois","500","139","null","null","300","119","null","null","226","null","99","null","74","76","null","null","39","52","null","null","35","56","null","null","0","11","null","null","0","11","null","null","0","11","null","null","176","85","null","null","165","81","null","null","0","11","null","null","11","19","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","24","32","null","null",
"1400000US17031836900","Census Tract 8369, Cook County, Illinois","385","98","null","null","179","79","null","null","130","null","64","null","49","49","null","null","49","49","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","128","55","null","null","114","55","null","null","0","11","null","null","14","14","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","16","18","null","null","7","10","null","null","37","32","null","null","18","26","null","null",
"1400000US17031837000","Census Tract 8370, Cook County, Illinois","580","101","null","null","268","65","null","null","256","null","62","null","12","18","null","null","12","18","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","251","76","null","null","210","76","null","null","0","11","null","null","41","30","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","43","23","null","null","1","4","null","null","0","11","null","null","17","15","null","null",
"1400000US17031837100","Census Tract 8371, Cook County, Illinois","594","140","null","null","195","77","null","null","183","null","72","null","12","15","null","null","7","12","null","null","0","11","null","null","0","11","null","null","0","11","null","null","5","8","null","null","274","80","null","null","92","69","null","null","0","11","null","null","175","68","null","null","7","12","null","null","0","null","11","null","0","11","null","null","0","11","null","null","36","36","null","null","11","18","null","null","0","11","null","null","78","51","null","null",
"1400000US17031837300","Census Tract 8373, Cook County, Illinois","708","125","null","null","400","126","null","null","375","null","116","null","25","30","null","null","25","30","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","259","94","null","null","199","94","null","null","0","11","null","null","60","40","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","27","27","null","null","0","11","null","null","22","23","null","null",
"1400000US17031837400","Census Tract 8374, Cook County, Illinois","841","165","null","null","330","96","null","null","323","null","96","null","7","15","null","null","0","11","null","null","7","15","null","null","0","11","null","null","0","11","null","null","0","11","null","null","407","107","null","null","311","116","null","null","24","40","null","null","72","77","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","13","21","null","null","16","23","null","null","19","29","null","null","56","42","null","null",
"1400000US17031837800","Census Tract 8378, Cook County, Illinois","1281","262","null","null","593","178","null","null","531","null","165","null","62","62","null","null","62","62","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","505","194","null","null","323","157","null","null","0","11","null","null","164","87","null","null","18","20","null","null","0","null","11","null","0","11","null","null","0","11","null","null","36","42","null","null","9","14","null","null","9","15","null","null","129","84","null","null",
"1400000US17031838000","Census Tract 8380, Cook County, Illinois","1180","236","null","null","429","143","null","null","423","null","142","null","6","12","null","null","6","12","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","489","203","null","null","387","213","null","null","0","11","null","null","102","96","null","null","0","11","null","null","0","null","11","null","70","63","null","null","0","11","null","null","25","23","null","null","64","56","null","null","9","15","null","null","94","69","null","null",
"1400000US17031838100","Census Tract 8381, Cook County, Illinois","799","193","null","null","304","110","null","null","275","null","100","null","29","27","null","null","29","27","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","370","152","null","null","171","83","null","null","0","11","null","null","195","143","null","null","4","9","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","102","70","null","null","0","11","null","null","23","24","null","null",
"1400000US17031838200","Census Tract 8382, Cook County, Illinois","800","158","null","null","195","92","null","null","183","null","92","null","12","13","null","null","6","8","null","null","6","9","null","null","0","11","null","null","0","11","null","null","0","11","null","null","312","84","null","null","177","64","null","null","0","11","null","null","135","64","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","24","30","null","null","233","66","null","null","7","11","null","null","29","32","null","null",
"1400000US17031838300","Census Tract 8383, Cook County, Illinois","808","97","null","null","297","70","null","null","268","null","68","null","29","22","null","null","11","15","null","null","18","17","null","null","0","11","null","null","0","11","null","null","0","11","null","null","229","76","null","null","169","72","null","null","0","11","null","null","60","29","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","32","25","null","null","171","61","null","null","5","8","null","null","74","38","null","null",
"1400000US17031838600","Census Tract 8386, Cook County, Illinois","264","77","null","null","127","57","null","null","122","null","56","null","5","10","null","null","0","11","null","null","5","10","null","null","0","11","null","null","0","11","null","null","0","11","null","null","125","61","null","null","125","61","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","12","19","null","null",
"1400000US17031838700","Census Tract 8387, Cook County, Illinois","1261","270","null","null","693","213","null","null","509","null","194","null","184","101","null","null","163","89","null","null","0","11","null","null","0","11","null","null","21","33","null","null","0","11","null","null","520","179","null","null","423","163","null","null","0","11","null","null","51","47","null","null","46","49","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","1","3","null","null","8","13","null","null","39","42","null","null",
"1400000US17031838800","Census Tract 8388, Cook County, Illinois","904","171","null","null","646","171","null","null","560","null","169","null","86","53","null","null","75","49","null","null","0","11","null","null","0","11","null","null","11","17","null","null","0","11","null","null","187","87","null","null","187","87","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","6","9","null","null","17","20","null","null","0","11","null","null","48","44","null","null",
"1400000US17031839000","Census Tract 8390, Cook County, Illinois","5882","675","null","null","1813","433","null","null","1626","null","384","null","187","136","null","null","83","83","null","null","48","55","null","null","0","15","null","null","56","80","null","null","0","15","null","null","1681","606","null","null","862","592","null","null","0","15","null","null","727","308","null","null","92","93","null","null","0","null","15","null","74","71","null","null","0","15","null","null","136","95","null","null","1797","376","null","null","31","52","null","null","350","212","null","null",
"1400000US17031839100","Census Tract 8391, Cook County, Illinois","4170","415","null","null","812","265","null","null","665","null","219","null","147","139","null","null","39","62","null","null","108","124","null","null","0","15","null","null","0","15","null","null","0","15","null","null","1265","321","null","null","281","138","null","null","0","15","null","null","841","294","null","null","143","75","null","null","0","null","15","null","86","71","null","null","0","15","null","null","17","28","null","null","1603","324","null","null","45","50","null","null","342","184","null","null",
"1400000US17031839200","Census Tract 8392, Cook County, Illinois","1097","205","null","null","608","145","null","null","544","null","147","null","64","50","null","null","55","47","null","null","0","11","null","null","0","11","null","null","0","11","null","null","9","14","null","null","294","114","null","null","243","102","null","null","0","11","null","null","9","14","null","null","42","56","null","null","0","null","11","null","35","45","null","null","0","11","null","null","9","14","null","null","89","81","null","null","0","11","null","null","62","67","null","null",
"1400000US17031839500","Census Tract 8395, Cook County, Illinois","517","124","null","null","372","98","null","null","310","null","93","null","62","51","null","null","46","50","null","null","16","17","null","null","0","11","null","null","0","11","null","null","0","11","null","null","39","22","null","null","10","15","null","null","0","11","null","null","29","28","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","8","14","null","null","69","39","null","null","0","11","null","null","29","40","null","null",
"1400000US17031839600","Census Tract 8396, Cook County, Illinois","611","136","null","null","367","140","null","null","298","null","127","null","69","53","null","null","38","43","null","null","0","11","null","null","31","37","null","null","0","11","null","null","0","11","null","null","158","122","null","null","88","62","null","null","0","11","null","null","70","101","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","14","24","null","null","0","11","null","null","72","32","null","null",
"1400000US17031839700","Census Tract 8397, Cook County, Illinois","2371","235","null","null","1382","236","null","null","1121","null","197","null","261","136","null","null","148","78","null","null","103","111","null","null","10","16","null","null","0","11","null","null","0","11","null","null","609","142","null","null","230","85","null","null","9","15","null","null","327","110","null","null","43","50","null","null","0","null","11","null","0","11","null","null","0","11","null","null","68","56","null","null","194","100","null","null","52","50","null","null","66","52","null","null",
