"GEO_ID","NAME","B08301_001E","B08301_001EA","B08301_001M","B08301_001MA","B08301_002E","B08301_002EA","B08301_002M","B08301_002MA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005EA","B08301_005M","B08301_005MA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007EA","B08301_007M","B08301_007MA","B08301_008E","B08301_008EA","B08301_008M","B08301_008MA","B08301_009E","B08301_009EA","B08301_009M","B08301_009MA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012EA","B08301_012M","B08301_012MA","B08301_013E","B08301_013EA","B08301_013M","B08301_013MA","B08301_014E","B08301_014EA","B08301_014M","B08301_014MA","B08301_015E","B08301_015M","B08301_015MA","B08301_015EA","B08301_016E","B08301_016M","B08301_016MA","B08301_016EA","B08301_017E","B08301_017EA","B08301_017M","B08301_017MA","B08301_018E","B08301_018EA","B08301_018M","B08301_018MA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020EA","B08301_020M","B08301_020MA","B08301_021E","B08301_021M","B08301_021MA","B08301_021EA",
"1400000US17031140200","Census Tract 1402, Cook County, Illinois","3277","null","512","null","1474","null","371","null","1252","null","365","null","222","null","135","null","188","null","119","null","26","29","null","null","6","null","12","null","0","null","15","null","2","null","4","null","1316","null","473","null","295","139","null","null","8","null","13","null","935","null","473","null","78","null","60","null","0","15","null","null","0","15","null","null","0","null","15","null","21","null","21","null","323","116","null","null","19","null","32","null","124","93","null","null",
"1400000US17031140301","Census Tract 1403.01, Cook County, Illinois","1279","null","264","null","675","null","186","null","605","null","166","null","70","null","56","null","70","null","56","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","504","null","194","null","319","120","null","null","0","null","11","null","143","null","61","null","42","null","55","null","0","11","null","null","11","12","null","null","0","null","11","null","28","null","34","null","26","21","null","null","0","null","11","null","35","27","null","null",
"1400000US17031140302","Census Tract 1403.02, Cook County, Illinois","1979","null","240","null","1368","null","185","null","1104","null","193","null","264","null","110","null","208","null","96","null","52","52","null","null","0","null","11","null","4","null","9","null","0","null","11","null","431","null","145","null","226","90","null","null","0","null","11","null","192","null","107","null","13","null","19","null","0","11","null","null","0","11","null","null","0","null","11","null","10","null","15","null","118","77","null","null","16","null","25","null","36","41","null","null",
"1400000US17031140400","Census Tract 1404, Cook County, Illinois","3605","null","381","null","2596","null","329","null","2194","null","317","null","402","null","165","null","308","null","119","null","94","101","null","null","0","null","15","null","0","null","15","null","0","null","15","null","807","null","248","null","363","156","null","null","0","null","15","null","349","null","152","null","95","null","85","null","0","15","null","null","0","15","null","null","0","null","15","null","0","null","15","null","47","51","null","null","0","null","15","null","155","93","null","null",
"1400000US17031140500","Census Tract 1405, Cook County, Illinois","2024","null","206","null","1485","null","195","null","1178","null","179","null","307","null","201","null","240","null","196","null","0","11","null","null","48","null","51","null","9","null","14","null","10","null","17","null","370","null","136","null","137","104","null","null","0","null","11","null","220","null","100","null","13","null","18","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","52","39","null","null","0","null","11","null","117","66","null","null",
"1400000US17031140601","Census Tract 1406.01, Cook County, Illinois","1368","null","181","null","945","null","148","null","746","null","130","null","199","null","79","null","152","null","75","null","32","28","null","null","15","null","16","null","0","null","11","null","0","null","11","null","306","null","97","null","130","57","null","null","0","null","11","null","173","null","59","null","3","null","6","null","0","11","null","null","0","11","null","null","0","null","11","null","12","null","12","null","52","37","null","null","19","null","20","null","34","32","null","null",
"1400000US17031140602","Census Tract 1406.02, Cook County, Illinois","2819","null","483","null","1516","null","245","null","1199","null","216","null","317","null","164","null","281","null","151","null","11","18","null","null","25","null","37","null","0","null","15","null","0","null","15","null","993","null","402","null","619","347","null","null","0","null","15","null","365","null","142","null","9","null","15","null","0","15","null","null","0","15","null","null","0","null","15","null","10","null","15","null","176","112","null","null","0","null","15","null","124","69","null","null",
"1400000US17031140701","Census Tract 1407.01, Cook County, Illinois","1514","null","197","null","752","null","131","null","636","null","119","null","116","null","61","null","101","null","55","null","15","13","null","null","0","null","11","null","0","null","11","null","0","null","11","null","615","null","115","null","141","59","null","null","0","null","11","null","458","null","96","null","16","null","14","null","0","11","null","null","6","9","null","null","0","null","11","null","25","null","26","null","18","21","null","null","34","null","46","null","64","33","null","null",
"1400000US17031140702","Census Tract 1407.02, Cook County, Illinois","3299","null","305","null","1989","null","307","null","1737","null","300","null","252","null","96","null","169","null","79","null","42","40","null","null","19","null","30","null","22","null","35","null","0","null","15","null","906","null","194","null","307","117","null","null","0","null","15","null","514","null","132","null","85","null","67","null","0","15","null","null","27","35","null","null","15","null","24","null","83","null","56","null","188","73","null","null","39","null","43","null","52","41","null","null",
"1400000US17031140800","Census Tract 1408, Cook County, Illinois","3903","null","532","null","1687","null","354","null","1431","null","301","null","256","null","117","null","144","null","64","null","23","33","null","null","42","null","67","null","47","null","75","null","0","null","15","null","1693","null","389","null","302","201","null","null","84","null","96","null","1218","null","330","null","89","null","77","null","0","15","null","null","0","15","null","null","0","null","15","null","108","null","80","null","186","114","null","null","0","null","15","null","229","99","null","null",
"1400000US17031150200","Census Tract 1502, Cook County, Illinois","4693","null","525","null","3318","null","418","null","2791","null","405","null","527","null","224","null","525","null","229","null","2","26","null","null","0","null","15","null","0","null","15","null","0","null","15","null","930","null","270","null","301","200","null","null","0","null","15","null","545","null","190","null","84","null","65","null","0","15","null","null","0","15","null","null","0","null","15","null","50","null","48","null","81","77","null","null","138","null","139","null","176","142","null","null",
"1400000US17031150300","Census Tract 1503, Cook County, Illinois","4375","null","454","null","3160","null","408","null","2661","null","406","null","499","null","304","null","470","null","299","null","29","47","null","null","0","null","15","null","0","null","15","null","0","null","15","null","892","null","301","null","285","211","null","null","0","null","15","null","543","null","205","null","64","null","46","null","0","15","null","null","0","15","null","null","32","null","51","null","73","null","67","null","70","79","null","null","11","null","18","null","137","71","null","null",
"1400000US17031150401","Census Tract 1504.01, Cook County, Illinois","2368","null","229","null","2035","null","236","null","1810","null","221","null","225","null","123","null","184","null","112","null","41","44","null","null","0","null","11","null","0","null","11","null","0","null","11","null","269","null","102","null","111","72","null","null","0","null","11","null","117","null","72","null","41","null","30","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","32","29","null","null","0","null","11","null","32","25","null","null",
"1400000US17031150402","Census Tract 1504.02, Cook County, Illinois","1842","null","275","null","1423","null","198","null","1298","null","178","null","125","null","79","null","102","null","70","null","0","11","null","null","23","null","38","null","0","null","11","null","0","null","11","null","320","null","129","null","128","77","null","null","0","null","11","null","173","null","101","null","19","null","30","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","58","56","null","null","0","null","11","null","41","29","null","null",
"1400000US17031150501","Census Tract 1505.01, Cook County, Illinois","2094","null","270","null","1662","null","217","null","1520","null","231","null","142","null","60","null","126","null","60","null","5","9","null","null","11","null","17","null","0","null","11","null","0","null","11","null","383","null","144","null","192","94","null","null","0","null","11","null","177","null","90","null","14","null","16","null","0","11","null","null","0","11","null","null","0","null","11","null","16","null","19","null","23","24","null","null","0","null","11","null","10","16","null","null",
"1400000US17031150502","Census Tract 1505.02, Cook County, Illinois","1870","null","345","null","1514","null","304","null","1339","null","248","null","175","null","99","null","137","null","92","null","38","38","null","null","0","null","11","null","0","null","11","null","0","null","11","null","286","null","117","null","215","114","null","null","0","null","11","null","64","null","53","null","7","null","11","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","10","16","null","null","0","null","11","null","60","41","null","null",
"1400000US17031150600","Census Tract 1506, Cook County, Illinois","1952","null","274","null","1431","null","201","null","1276","null","180","null","155","null","79","null","155","null","79","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","356","null","156","null","192","105","null","null","0","null","11","null","128","null","72","null","36","null","36","null","0","11","null","null","0","11","null","null","0","null","11","null","7","null","13","null","27","28","null","null","13","null","21","null","118","100","null","null",
"1400000US17031150700","Census Tract 1507, Cook County, Illinois","2287","null","277","null","1681","null","272","null","1381","null","255","null","300","null","131","null","262","null","108","null","0","11","null","null","38","null","67","null","0","null","11","null","0","null","11","null","497","null","138","null","247","108","null","null","0","null","11","null","208","null","92","null","42","null","34","null","0","11","null","null","0","11","null","null","0","null","11","null","13","null","20","null","6","10","null","null","11","null","18","null","79","62","null","null",
"1400000US17031150800","Census Tract 1508, Cook County, Illinois","2862","null","344","null","2059","null","349","null","1681","null","324","null","378","null","149","null","304","null","127","null","22","25","null","null","0","null","15","null","52","null","83","null","0","null","15","null","654","null","247","null","534","223","null","null","0","null","15","null","91","null","68","null","29","null","27","null","0","15","null","null","15","23","null","null","9","null","15","null","0","null","15","null","25","24","null","null","0","null","15","null","100","77","null","null",
"1400000US17031151001","Census Tract 1510.01, Cook County, Illinois","1157","null","178","null","994","null","168","null","827","null","153","null","167","null","73","null","144","null","59","null","0","11","null","null","5","null","9","null","0","null","11","null","18","null","25","null","116","null","52","null","65","40","null","null","6","null","9","null","25","null","21","null","20","null","25","null","0","11","null","null","0","11","null","null","0","null","11","null","15","null","18","null","19","19","null","null","9","null","13","null","4","7","null","null",
"1400000US17031151002","Census Tract 1510.02, Cook County, Illinois","2370","null","337","null","1807","null","308","null","1497","null","271","null","310","null","140","null","281","null","139","null","0","11","null","null","0","null","11","null","0","null","11","null","29","null","34","null","437","null","126","null","332","121","null","null","0","null","11","null","85","null","69","null","20","null","30","null","0","11","null","null","0","11","null","null","0","null","11","null","63","null","55","null","50","52","null","null","0","null","11","null","13","19","null","null",
"1400000US17031151100","Census Tract 1511, Cook County, Illinois","2797","null","346","null","2129","null","308","null","1879","null","262","null","250","null","131","null","185","null","96","null","0","15","null","null","38","null","37","null","27","null","41","null","0","null","15","null","439","null","130","null","332","103","null","null","0","null","15","null","89","null","68","null","18","null","30","null","0","15","null","null","0","15","null","null","0","null","15","null","32","null","53","null","86","94","null","null","39","null","51","null","72","45","null","null",
"1400000US17031151200","Census Tract 1512, Cook County, Illinois","1843","null","234","null","1511","null","199","null","1305","null","180","null","206","null","81","null","164","null","79","null","27","30","null","null","15","null","26","null","0","null","11","null","0","null","11","null","210","null","81","null","165","76","null","null","0","null","11","null","34","null","33","null","11","null","18","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","37","28","null","null","64","null","53","null","21","31","null","null",
"1400000US17031160100","Census Tract 1601, Cook County, Illinois","1164","null","173","null","820","null","137","null","743","null","130","null","77","null","43","null","73","null","43","null","4","7","null","null","0","null","11","null","0","null","11","null","0","null","11","null","270","null","88","null","112","69","null","null","0","null","11","null","151","null","56","null","7","null","12","null","0","11","null","null","0","11","null","null","0","null","11","null","6","null","10","null","3","6","null","null","21","null","24","null","44","25","null","null",
"1400000US17031160200","Census Tract 1602, Cook County, Illinois","1722","null","207","null","1077","null","194","null","1038","null","195","null","39","null","37","null","39","null","37","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","436","null","126","null","53","57","null","null","0","null","11","null","321","null","106","null","62","null","59","null","0","11","null","null","11","20","null","null","0","null","11","null","15","null","18","null","97","80","null","null","10","null","16","null","76","38","null","null",
"1400000US17031160300","Census Tract 1603, Cook County, Illinois","2225","null","237","null","1225","null","207","null","1136","null","189","null","89","null","66","null","79","null","65","null","0","11","null","null","0","null","11","null","10","null","16","null","0","null","11","null","866","null","186","null","237","119","null","null","0","null","11","null","573","null","139","null","56","null","38","null","0","11","null","null","15","18","null","null","0","null","11","null","0","null","11","null","55","44","null","null","0","null","11","null","64","36","null","null",
"1400000US17031160400","Census Tract 1604, Cook County, Illinois","2293","null","216","null","1436","null","212","null","1186","null","198","null","250","null","114","null","206","null","107","null","36","42","null","null","0","null","11","null","8","null","12","null","0","null","11","null","464","null","131","null","100","62","null","null","0","null","11","null","324","null","107","null","40","null","29","null","0","11","null","null","11","18","null","null","0","null","11","null","60","null","41","null","87","50","null","null","8","null","13","null","227","103","null","null",
"1400000US17031160501","Census Tract 1605.01, Cook County, Illinois","2114","null","345","null","1257","null","224","null","999","null","192","null","258","null","148","null","177","null","103","null","9","15","null","null","0","null","11","null","72","null","115","null","0","null","11","null","772","null","248","null","398","204","null","null","0","null","11","null","356","null","164","null","18","null","29","null","0","11","null","null","8","13","null","null","0","null","11","null","8","null","13","null","28","34","null","null","24","null","38","null","17","19","null","null",
"1400000US17031160502","Census Tract 1605.02, Cook County, Illinois","1995","null","261","null","1428","null","200","null","1241","null","167","null","187","null","91","null","171","null","87","null","0","11","null","null","16","null","27","null","0","null","11","null","0","null","11","null","354","null","118","null","212","91","null","null","0","null","11","null","136","null","64","null","6","null","11","null","0","11","null","null","0","11","null","null","0","null","11","null","39","null","41","null","27","33","null","null","0","null","11","null","147","77","null","null",
"1400000US17031160601","Census Tract 1606.01, Cook County, Illinois","2425","null","426","null","1480","null","345","null","1241","null","273","null","239","null","154","null","198","null","156","null","15","19","null","null","26","null","31","null","0","null","11","null","0","null","11","null","669","null","256","null","165","166","null","null","16","null","24","null","477","null","159","null","11","null","14","null","0","11","null","null","7","11","null","null","0","null","11","null","25","null","24","null","44","43","null","null","112","null","115","null","88","61","null","null",
"1400000US17031160602","Census Tract 1606.02, Cook County, Illinois","2211","null","237","null","1478","null","178","null","1340","null","171","null","138","null","61","null","93","null","45","null","38","33","null","null","7","null","11","null","0","null","11","null","0","null","11","null","518","null","151","null","262","116","null","null","0","null","11","null","235","null","82","null","21","null","23","null","0","11","null","null","0","11","null","null","0","null","11","null","82","null","71","null","70","47","null","null","19","null","26","null","44","35","null","null",
"1400000US17031160700","Census Tract 1607, Cook County, Illinois","3150","null","453","null","1936","null","470","null","1540","null","380","null","396","null","196","null","238","null","172","null","68","78","null","null","44","null","66","null","46","null","54","null","0","null","15","null","799","null","223","null","238","147","null","null","0","null","15","null","542","null","180","null","19","null","30","null","0","15","null","null","0","15","null","null","0","null","15","null","68","null","66","null","149","95","null","null","0","null","15","null","198","210","null","null",
"1400000US17031160800","Census Tract 1608, Cook County, Illinois","3105","null","374","null","1921","null","308","null","1554","null","260","null","367","null","175","null","240","null","96","null","111","158","null","null","10","null","16","null","6","null","11","null","0","null","15","null","754","null","220","null","151","87","null","null","0","null","15","null","583","null","197","null","20","null","22","null","0","15","null","null","0","15","null","null","0","null","15","null","23","null","21","null","52","32","null","null","23","null","37","null","332","145","null","null",
"1400000US17031160900","Census Tract 1609, Cook County, Illinois","1457","null","167","null","771","null","137","null","695","null","133","null","76","null","47","null","76","null","47","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","414","null","110","null","113","68","null","null","0","null","11","null","277","null","84","null","24","null","23","null","0","11","null","null","8","12","null","null","9","null","14","null","8","null","12","null","95","73","null","null","8","null","11","null","144","77","null","null",
"1400000US17031161000","Census Tract 1610, Cook County, Illinois","1084","null","120","null","587","null","100","null","522","null","108","null","65","null","30","null","32","null","25","null","23","26","null","null","4","null","5","null","6","null","9","null","0","null","11","null","274","null","64","null","37","22","null","null","0","null","11","null","179","null","61","null","58","null","30","null","0","11","null","null","9","13","null","null","0","null","11","null","0","null","11","null","66","54","null","null","3","null","5","null","145","80","null","null",
"1400000US17031161100","Census Tract 1611, Cook County, Illinois","991","null","88","null","575","null","78","null","505","null","78","null","70","null","41","null","51","null","37","null","8","10","null","null","0","null","11","null","11","null","17","null","0","null","11","null","260","null","72","null","26","20","null","null","5","null","7","null","139","null","67","null","90","null","44","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","27","22","null","null","12","null","12","null","117","43","null","null",
"1400000US17031161200","Census Tract 1612, Cook County, Illinois","1399","null","132","null","889","null","88","null","675","null","80","null","214","null","69","null","168","null","63","null","25","18","null","null","10","null","17","null","11","null","18","null","0","null","11","null","353","null","110","null","185","96","null","null","0","null","11","null","106","null","48","null","62","null","45","null","0","11","null","null","0","11","null","null","0","null","11","null","11","null","12","null","61","46","null","null","20","null","22","null","65","36","null","null",
"1400000US17031161300","Census Tract 1613, Cook County, Illinois","1810","null","226","null","1169","null","162","null","958","null","163","null","211","null","85","null","149","null","84","null","7","11","null","null","45","null","36","null","0","null","11","null","10","null","15","null","467","null","135","null","212","98","null","null","0","null","11","null","206","null","79","null","49","null","36","null","0","11","null","null","0","11","null","null","0","null","11","null","9","null","14","null","116","70","null","null","5","null","8","null","44","41","null","null",
"1400000US17031170100","Census Tract 1701, Cook County, Illinois","818","null","174","null","704","null","160","null","585","null","159","null","119","null","80","null","70","null","49","null","40","63","null","null","0","null","11","null","0","null","11","null","9","null","13","null","68","null","42","null","51","39","null","null","0","null","11","null","9","null","14","null","8","null","13","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","46","51","null","null","0","null","11","null","0","11","null","null",
"1400000US17031170200","Census Tract 1702, Cook County, Illinois","2045","null","221","null","1703","null","199","null","1571","null","181","null","132","null","108","null","68","null","57","null","64","87","null","null","0","null","11","null","0","null","11","null","0","null","11","null","245","null","104","null","184","95","null","null","0","null","11","null","39","null","31","null","22","null","35","null","0","11","null","null","0","11","null","null","8","null","14","null","0","null","11","null","30","38","null","null","0","null","11","null","59","43","null","null",
"1400000US17031170300","Census Tract 1703, Cook County, Illinois","2551","null","327","null","2229","null","314","null","1993","null","294","null","236","null","98","null","167","null","83","null","69","53","null","null","0","null","15","null","0","null","15","null","0","null","15","null","138","null","77","null","60","53","null","null","0","null","15","null","67","null","59","null","11","null","18","null","0","15","null","null","0","15","null","null","18","null","27","null","10","null","16","null","98","74","null","null","0","null","15","null","58","58","null","null",
"1400000US17031170400","Census Tract 1704, Cook County, Illinois","1837","null","227","null","1628","null","211","null","1433","null","191","null","195","null","122","null","147","null","118","null","29","23","null","null","19","null","31","null","0","null","11","null","0","null","11","null","169","null","101","null","154","99","null","null","0","null","11","null","15","null","16","null","0","null","11","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","34","39","null","null","0","null","11","null","6","9","null","null",
"1400000US17031170500","Census Tract 1705, Cook County, Illinois","2992","null","266","null","2463","null","294","null","2314","null","294","null","149","null","80","null","149","null","80","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","376","null","133","null","275","133","null","null","0","null","15","null","47","null","37","null","54","null","52","null","0","15","null","null","0","15","null","null","0","null","15","null","11","null","17","null","43","49","null","null","88","null","79","null","11","19","null","null",
"1400000US17031170600","Census Tract 1706, Cook County, Illinois","1170","null","105","null","1030","null","105","null","865","null","105","null","165","null","66","null","130","null","56","null","0","11","null","null","23","null","27","null","12","null","17","null","0","null","11","null","112","null","43","null","36","23","null","null","0","null","11","null","53","null","33","null","23","null","19","null","0","11","null","null","0","11","null","null","0","null","11","null","5","null","9","null","11","11","null","null","0","null","11","null","12","13","null","null",
"1400000US17031170700","Census Tract 1707, Cook County, Illinois","1434","null","209","null","1174","null","212","null","1092","null","204","null","82","null","52","null","53","null","40","null","29","26","null","null","0","null","11","null","0","null","11","null","0","null","11","null","195","null","88","null","85","56","null","null","0","null","11","null","37","null","34","null","73","null","47","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","51","38","null","null","5","null","17","null","9","14","null","null",
"1400000US17031170800","Census Tract 1708, Cook County, Illinois","1978","null","203","null","1760","null","215","null","1554","null","200","null","206","null","96","null","198","null","95","null","0","11","null","null","8","null","12","null","0","null","11","null","0","null","11","null","133","null","68","null","84","48","null","null","0","null","11","null","14","null","17","null","35","null","34","null","0","11","null","null","0","11","null","null","0","null","11","null","7","null","12","null","10","15","null","null","50","null","39","null","18","20","null","null",
"1400000US17031170900","Census Tract 1709, Cook County, Illinois","954","null","125","null","741","null","108","null","656","null","100","null","85","null","36","null","68","null","38","null","0","11","null","null","7","null","10","null","0","null","11","null","10","null","14","null","178","null","91","null","127","81","null","null","0","null","11","null","39","null","30","null","12","null","13","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","6","13","null","null","29","null","25","null","0","11","null","null",
"1400000US17031171000","Census Tract 1710, Cook County, Illinois","3992","null","414","null","3305","null","367","null","3002","null","343","null","303","null","132","null","222","null","106","null","11","19","null","null","0","null","15","null","36","null","59","null","34","null","30","null","419","null","226","null","255","137","null","null","0","null","15","null","16","null","25","null","148","null","180","null","0","15","null","null","0","15","null","null","11","null","20","null","13","null","20","null","156","141","null","null","22","null","34","null","66","51","null","null",
"1400000US17031171100","Census Tract 1711, Cook County, Illinois","2127","null","266","null","1740","null","278","null","1572","null","271","null","168","null","82","null","125","null","77","null","9","16","null","null","0","null","11","null","0","null","11","null","34","null","49","null","279","null","132","null","154","105","null","null","0","null","11","null","55","null","66","null","70","null","69","null","0","11","null","null","0","11","null","null","0","null","11","null","24","null","36","null","0","11","null","null","42","null","61","null","42","35","null","null",
"1400000US17031180100","Census Tract 1801, Cook County, Illinois","2718","null","327","null","2237","null","330","null","2015","null","322","null","222","null","159","null","209","null","158","null","13","24","null","null","0","null","15","null","0","null","15","null","0","null","15","null","357","null","114","null","265","112","null","null","0","null","15","null","52","null","46","null","40","null","40","null","0","15","null","null","0","15","null","null","0","null","15","null","19","null","30","null","31","34","null","null","16","null","26","null","58","45","null","null",
"1400000US17031190100","Census Tract 1901, Cook County, Illinois","1155","null","169","null","783","null","154","null","649","null","137","null","134","null","51","null","124","null","51","null","0","11","null","null","10","null","17","null","0","null","11","null","0","null","11","null","302","null","86","null","245","83","null","null","0","null","11","null","57","null","40","null","0","null","11","null","0","11","null","null","0","11","null","null","0","null","11","null","22","null","26","null","25","24","null","null","0","null","11","null","23","21","null","null",
"1400000US17031190200","Census Tract 1902, Cook County, Illinois","2473","null","236","null","1776","null","190","null","1486","null","173","null","290","null","127","null","204","null","102","null","80","68","null","null","3","null","11","null","3","null","16","null","0","null","15","null","483","null","141","null","317","112","null","null","0","null","15","null","166","null","113","null","0","null","15","null","0","15","null","null","0","15","null","null","37","null","58","null","8","null","13","null","56","52","null","null","56","null","60","null","57","40","null","null",
"1400000US17031190300","Census Tract 1903, Cook County, Illinois","2661","null","316","null","1919","null","277","null","1743","null","273","null","176","null","74","null","154","null","77","null","14","19","null","null","8","null","13","null","0","null","15","null","0","null","15","null","507","null","198","null","373","192","null","null","0","null","15","null","134","null","85","null","0","null","15","null","0","15","null","null","0","15","null","null","0","null","15","null","15","null","17","null","102","64","null","null","97","null","51","null","21","23","null","null",
"1400000US17031190401","Census Tract 1904.01, Cook County, Illinois","1729","null","238","null","1436","null","220","null","1335","null","214","null","101","null","58","null","82","null","52","null","13","21","null","null","6","null","10","null","0","null","11","null","0","null","11","null","151","null","76","null","132","73","null","null","0","null","11","null","4","null","7","null","15","null","25","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","36","42","null","null","46","null","45","null","60","59","null","null",
"1400000US17031190402","Census Tract 1904.02, Cook County, Illinois","2465","null","288","null","2127","null","282","null","1829","null","235","null","298","null","164","null","184","null","84","null","49","49","null","null","52","null","81","null","13","null","20","null","0","null","15","null","225","null","92","null","187","96","null","null","0","null","15","null","29","null","26","null","9","null","14","null","0","15","null","null","0","15","null","null","0","null","15","null","25","null","29","null","28","33","null","null","20","null","31","null","40","28","null","null",
"1400000US17031190601","Census Tract 1906.01, Cook County, Illinois","2253","null","352","null","1491","null","269","null","1294","null","277","null","197","null","102","null","115","null","79","null","24","39","null","null","25","null","38","null","0","null","11","null","33","null","32","null","478","null","173","null","478","173","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","null","11","null","27","null","50","null","154","117","null","null","81","null","81","null","22","26","null","null",
"1400000US17031190602","Census Tract 1906.02, Cook County, Illinois","2995","null","414","null","2378","null","397","null","1667","null","297","null","711","null","333","null","464","null","184","null","89","76","null","null","0","null","15","null","158","null","185","null","0","null","15","null","331","null","147","null","183","108","null","null","0","null","15","null","101","null","77","null","47","null","30","null","0","15","null","null","0","15","null","null","0","null","15","null","35","null","44","null","133","85","null","null","84","null","113","null","34","37","null","null",
"1400000US17031190701","Census Tract 1907.01, Cook County, Illinois","1259","null","142","null","976","null","132","null","753","null","133","null","223","null","73","null","176","null","61","null","7","10","null","null","40","null","33","null","0","null","11","null","0","null","11","null","182","null","63","null","162","58","null","null","0","null","11","null","20","null","29","null","0","null","11","null","0","11","null","null","0","11","null","null","0","null","11","null","5","null","8","null","39","31","null","null","57","null","46","null","0","11","null","null",
"1400000US17031190702","Census Tract 1907.02, Cook County, Illinois","2137","null","296","null","1490","null","273","null","1059","null","189","null","431","null","197","null","357","null","168","null","74","57","null","null","0","null","15","null","0","null","15","null","0","null","15","null","529","null","175","null","359","157","null","null","0","null","15","null","153","null","101","null","17","null","28","null","0","15","null","null","0","15","null","null","0","null","15","null","19","null","28","null","30","35","null","null","35","null","40","null","34","52","null","null",
"1400000US17031190800","Census Tract 1908, Cook County, Illinois","2699","null","268","null","2132","null","266","null","1782","null","247","null","350","null","120","null","209","null","90","null","118","86","null","null","23","null","26","null","0","null","15","null","0","null","15","null","434","null","130","null","361","119","null","null","0","null","15","null","65","null","64","null","8","null","11","null","0","15","null","null","0","15","null","null","0","null","15","null","9","null","14","null","37","38","null","null","44","null","57","null","43","49","null","null",
"1400000US17031190900","Census Tract 1909, Cook County, Illinois","871","null","171","null","742","null","142","null","687","null","139","null","55","null","34","null","27","null","20","null","22","26","null","null","0","null","11","null","6","null","8","null","0","null","11","null","80","null","58","null","60","51","null","null","0","null","11","null","20","null","23","null","0","null","11","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","42","54","null","null","7","null","11","null","0","11","null","null",
"1400000US17031191000","Census Tract 1910, Cook County, Illinois","1126","null","153","null","875","null","138","null","740","null","129","null","135","null","68","null","66","null","41","null","43","36","null","null","11","null","18","null","15","null","21","null","0","null","11","null","175","null","81","null","103","57","null","null","32","null","50","null","15","null","16","null","25","null","23","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","9","13","null","null","19","null","30","null","48","32","null","null",
"1400000US17031191100","Census Tract 1911, Cook County, Illinois","3250","null","399","null","2632","null","377","null","2001","null","325","null","631","null","223","null","553","null","193","null","50","63","null","null","10","null","15","null","0","null","15","null","18","null","28","null","570","null","165","null","461","148","null","null","0","null","15","null","61","null","52","null","48","null","55","null","0","15","null","null","0","15","null","null","0","null","15","null","0","null","15","null","35","35","null","null","7","null","10","null","6","10","null","null",
"1400000US17031191200","Census Tract 1912, Cook County, Illinois","1648","null","198","null","1182","null","183","null","902","null","146","null","280","null","135","null","165","null","83","null","80","104","null","null","35","null","43","null","0","null","11","null","0","null","11","null","260","null","100","null","204","88","null","null","5","null","8","null","45","null","29","null","6","null","10","null","0","11","null","null","0","11","null","null","0","null","11","null","52","null","35","null","30","43","null","null","99","null","68","null","25","22","null","null",
"1400000US17031191301","Census Tract 1913.01, Cook County, Illinois","2670","null","373","null","1962","null","321","null","1664","null","336","null","298","null","150","null","178","null","110","null","72","61","null","null","28","null","36","null","0","null","15","null","20","null","34","null","334","null","119","null","259","134","null","null","0","null","15","null","41","null","39","null","34","null","43","null","0","15","null","null","0","15","null","null","23","null","26","null","31","null","49","null","211","145","null","null","52","null","64","null","57","63","null","null",
"1400000US17031191302","Census Tract 1913.02, Cook County, Illinois","2187","null","266","null","1719","null","263","null","1332","null","252","null","387","null","160","null","250","null","145","null","118","70","null","null","19","null","20","null","0","null","15","null","0","null","15","null","308","null","114","null","194","102","null","null","0","null","15","null","95","null","70","null","19","null","24","null","0","15","null","null","0","15","null","null","0","null","15","null","17","null","23","null","82","65","null","null","51","null","57","null","10","17","null","null",
