"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003M","B08301_003MA","B08301_003EA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005EA","B08301_005M","B08301_005MA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009M","B08301_009MA","B08301_009EA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011EA","B08301_011M","B08301_011MA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013M","B08301_013MA","B08301_013EA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016EA","B08301_016M","B08301_016MA","B08301_017E","B08301_017M","B08301_017MA","B08301_017EA","B08301_018E","B08301_018EA","B08301_018M","B08301_018MA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","2087","228","null","null","1350","229","null","null","1249","229","null","null","101","null","62","null","101","null","62","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","550","null","136","null","189","null","89","null","0","11","null","null","274","91","null","null","87","48","null","null","0","null","11","null","6","null","10","null","0","11","null","null","19","null","20","null","65","47","null","null","5","8","null","null","92","null","51","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","3403","287","null","null","1790","324","null","null","1582","291","null","null","208","null","122","null","208","null","122","null","0","16","null","null","0","16","null","null","0","16","null","null","0","16","null","null","1128","null","266","null","209","null","138","null","0","16","null","null","791","208","null","null","128","102","null","null","0","null","16","null","0","null","16","null","0","16","null","null","53","null","55","null","190","123","null","null","31","37","null","null","211","null","107","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","3459","543","null","null","2539","506","null","null","2060","348","null","null","479","null","274","null","479","null","274","null","0","16","null","null","0","16","null","null","0","16","null","null","0","16","null","null","517","null","186","null","240","null","149","null","0","16","null","null","277","132","null","null","0","16","null","null","0","null","16","null","32","null","34","null","0","16","null","null","44","null","42","null","114","100","null","null","58","48","null","null","155","null","94","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","1282","200","null","null","928","206","null","null","788","189","null","null","140","null","117","null","131","null","117","null","0","11","null","null","0","11","null","null","0","11","null","null","9","14","null","null","212","null","74","null","109","null","56","null","0","11","null","null","71","49","null","null","32","28","null","null","0","null","11","null","0","null","11","null","0","11","null","null","20","null","22","null","36","31","null","null","0","11","null","null","86","null","62","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","1783","232","null","null","939","176","null","null","888","185","null","null","51","null","47","null","28","null","31","null","4","8","null","null","19","33","null","null","0","11","null","null","0","11","null","null","734","null","190","null","186","null","119","null","0","11","null","null","484","147","null","null","64","55","null","null","0","null","11","null","0","null","11","null","0","11","null","null","20","null","32","null","22","28","null","null","0","11","null","null","68","null","55","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","3051","273","null","null","1480","206","null","null","1261","216","null","null","219","null","86","null","156","null","82","null","41","38","null","null","0","11","null","null","0","11","null","null","22","35","null","null","1280","null","229","null","270","null","140","null","0","11","null","null","504","156","null","null","506","163","null","null","0","null","11","null","0","null","11","null","0","11","null","null","81","null","43","null","75","69","null","null","40","64","null","null","95","null","56","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","1702","226","null","null","813","185","null","null","761","190","null","null","52","null","45","null","33","null","39","null","19","24","null","null","0","11","null","null","0","11","null","null","0","11","null","null","581","null","156","null","99","null","71","null","0","11","null","null","417","126","null","null","65","66","null","null","0","null","11","null","0","null","11","null","0","11","null","null","43","null","32","null","159","72","null","null","0","11","null","null","106","null","63","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","2090","231","null","null","908","138","null","null","839","126","null","null","69","null","42","null","69","null","42","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","890","null","166","null","127","null","71","null","25","40","null","null","700","151","null","null","38","27","null","null","0","null","11","null","0","null","11","null","0","11","null","null","20","null","19","null","90","47","null","null","6","9","null","null","176","null","85","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","946","97","null","null","434","111","null","null","390","106","null","null","44","null","38","null","17","null","18","null","24","33","null","null","3","7","null","null","0","11","null","null","0","11","null","null","380","null","87","null","48","null","31","null","0","11","null","null","292","80","null","null","40","44","null","null","0","null","11","null","0","null","11","null","0","11","null","null","8","null","13","null","50","25","null","null","11","12","null","null","63","null","38","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","1437","151","null","null","672","132","null","null","593","132","null","null","79","null","52","null","32","null","31","null","37","40","null","null","0","11","null","null","0","11","null","null","10","14","null","null","457","null","121","null","23","null","26","null","0","11","null","null","412","121","null","null","22","20","null","null","0","null","11","null","0","null","11","null","0","11","null","null","79","null","51","null","130","55","null","null","0","11","null","null","99","null","63","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","1725","186","null","null","830","196","null","null","796","189","null","null","34","null","38","null","34","null","38","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","753","null","177","null","40","null","30","null","39","45","null","null","619","154","null","null","55","36","null","null","0","null","11","null","0","null","11","null","0","11","null","null","16","null","18","null","11","19","null","null","0","11","null","null","115","null","69","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","2791","304","null","null","1498","287","null","null","1249","264","null","null","249","null","130","null","199","null","119","null","22","25","null","null","0","16","null","null","0","16","null","null","28","43","null","null","910","null","253","null","94","null","97","null","0","16","null","null","718","240","null","null","98","57","null","null","0","null","16","null","14","null","22","null","0","16","null","null","85","null","56","null","34","37","null","null","12","20","null","null","238","null","132","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","1536","156","null","null","904","144","null","null","813","127","null","null","91","null","63","null","80","null","60","null","0","11","null","null","0","11","null","null","11","16","null","null","0","11","null","null","390","null","117","null","68","null","49","null","0","11","null","null","291","104","null","null","31","27","null","null","0","null","11","null","0","null","11","null","0","11","null","null","54","null","46","null","121","60","null","null","0","11","null","null","67","null","40","null",
