"GEO_ID","NAME","B25077_001E","B25077_001M","B25077_001MA","B25077_001EA",
"Geography","Geographic Area Name","Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","Annotation of Margin of Error!!Median value (dollars)","Annotation of Estimate!!Median value (dollars)",
"1400000US17031250500","Census Tract 2505, Cook County, Illinois","295000","26443","null","null",
"1400000US17031250600","Census Tract 2506, Cook County, Illinois","219500","16283","null","null",
"1400000US17031250700","Census Tract 2507, Cook County, Illinois","229500","14660","null","null",
"1400000US17031250800","Census Tract 2508, Cook County, Illinois","217300","28796","null","null",
"1400000US17031251000","Census Tract 2510, Cook County, Illinois","188800","30164","null","null",
"1400000US17031251100","Census Tract 2511, Cook County, Illinois","202100","47550","null","null",
"1400000US17031251200","Census Tract 2512, Cook County, Illinois","199400","46711","null","null",
"1400000US17031251300","Census Tract 2513, Cook County, Illinois","219400","44404","null","null",
"1400000US17031251400","Census Tract 2514, Cook County, Illinois","276400","35411","null","null",
"1400000US17031251500","Census Tract 2515, Cook County, Illinois","198000","36504","null","null",
"1400000US17031251600","Census Tract 2516, Cook County, Illinois","171500","16495","null","null",
"1400000US17031251700","Census Tract 2517, Cook County, Illinois","141300","19117","null","null",
"1400000US17031251800","Census Tract 2518, Cook County, Illinois","217500","41088","null","null",
"1400000US17031251900","Census Tract 2519, Cook County, Illinois","191000","45671","null","null",
"1400000US17031252000","Census Tract 2520, Cook County, Illinois","260600","67412","null","null",
