"GEO_ID","NAME","B25031_001E","B25031_001EA","B25031_001M","B25031_001MA","B25031_002E","B25031_002M","B25031_002MA","B25031_002EA","B25031_003E","B25031_003M","B25031_003MA","B25031_003EA","B25031_004E","B25031_004M","B25031_004MA","B25031_004EA","B25031_005E","B25031_005EA","B25031_005M","B25031_005MA","B25031_006E","B25031_006EA","B25031_006M","B25031_006MA","B25031_007E","B25031_007EA","B25031_007M","B25031_007MA",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Annotation of Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Annotation of Margin of Error!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms",
"1400000US17031670600","Census Tract 6706, Cook County, Illinois","986","null","665","null","-","**","**","-","-","**","**","-","-","**","**","-","1125","null","102","null","-","-","**","**","-","-","**","**",
"1400000US17031670700","Census Tract 6707, Cook County, Illinois","894","null","314","null","-","**","**","-","-","**","**","-","714","273","null","null","1084","null","336","null","-","-","**","**","-","-","**","**",
"1400000US17031670800","Census Tract 6708, Cook County, Illinois","904","null","268","null","-","**","**","-","-","**","**","-","-","**","**","-","967","null","74","null","1142","null","315","null","-","-","**","**",
"1400000US17031670900","Census Tract 6709, Cook County, Illinois","883","null","256","null","-","**","**","-","825","121","null","null","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031671100","Census Tract 6711, Cook County, Illinois","988","null","155","null","-","**","**","-","-","**","**","-","971","130","null","null","1003","null","308","null","-","-","**","**","-","-","**","**",
"1400000US17031671200","Census Tract 6712, Cook County, Illinois","1067","null","208","null","-","**","**","-","-","**","**","-","857","523","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031671300","Census Tract 6713, Cook County, Illinois","735","null","347","null","-","**","**","-","-","**","**","-","596","109","null","null","1158","null","593","null","1400","null","48","null","-","-","**","**",
"1400000US17031671400","Census Tract 6714, Cook County, Illinois","1117","null","146","null","-","**","**","-","-","**","**","-","1026","650","null","null","1205","null","206","null","-","-","**","**","-","-","**","**",
"1400000US17031671500","Census Tract 6715, Cook County, Illinois","992","null","97","null","-","**","**","-","-","**","**","-","905","139","null","null","1157","null","158","null","-","-","**","**","-","-","**","**",
"1400000US17031671600","Census Tract 6716, Cook County, Illinois","939","null","149","null","-","**","**","-","1010","404","null","null","894","146","null","null","1135","null","81","null","-","-","**","**","-","-","**","**",
"1400000US17031671800","Census Tract 6718, Cook County, Illinois","1307","null","168","null","-","**","**","-","-","**","**","-","1300","736","null","null","1045","null","701","null","1320","null","84","null","1761","null","270","null",
"1400000US17031671900","Census Tract 6719, Cook County, Illinois","1209","null","173","null","-","**","**","-","-","**","**","-","1146","112","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031672000","Census Tract 6720, Cook County, Illinois","1490","null","319","null","-","**","**","-","-","**","**","-","-","**","**","-","1451","null","347","null","-","-","**","**","-","-","**","**",
"1400000US17031680500","Census Tract 6805, Cook County, Illinois","1065","null","156","null","-","**","**","-","-","**","**","-","893","111","null","null","1202","null","229","null","-","-","**","**","-","-","**","**",
"1400000US17031680600","Census Tract 6806, Cook County, Illinois","1083","null","74","null","-","**","**","-","-","**","**","-","1098","50","null","null","991","null","197","null","-","-","**","**","-","-","**","**",
"1400000US17031680900","Census Tract 6809, Cook County, Illinois","859","null","94","null","-","**","**","-","323","71","null","null","915","59","null","null","1131","null","99","null","-","-","**","**","-","-","**","**",
"1400000US17031681000","Census Tract 6810, Cook County, Illinois","815","null","201","null","222","72","null","null","256","117","null","null","924","38","null","null","1533","null","793","null","1108","null","457","null","-","-","**","**",
"1400000US17031681100","Census Tract 6811, Cook County, Illinois","1001","null","140","null","-","**","**","-","-","**","**","-","890","84","null","null","1031","null","245","null","1726","null","314","null","-","-","**","**",
"1400000US17031681200","Census Tract 6812, Cook County, Illinois","888","null","244","null","-","**","**","-","-","**","**","-","873","330","null","null","860","null","723","null","1104","null","810","null","-","-","**","**",
"1400000US17031681300","Census Tract 6813, Cook County, Illinois","1071","null","92","null","-","**","**","-","1007","622","null","null","865","321","null","null","1074","null","255","null","1137","null","88","null","-","-","**","**",
"1400000US17031681400","Census Tract 6814, Cook County, Illinois","974","null","490","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","1613","null","586","null","1350","null","69","null",
"1400000US17031690300","Census Tract 6903, Cook County, Illinois","847","null","77","null","-","**","**","-","691","166","null","null","876","131","null","null","852","null","786","null","-","-","**","**","-","-","**","**",
"1400000US17031690400","Census Tract 6904, Cook County, Illinois","925","null","103","null","-","**","**","-","893","113","null","null","922","176","null","null","1282","null","134","null","-","-","**","**","-","-","**","**",
"1400000US17031690500","Census Tract 6905, Cook County, Illinois","966","null","76","null","-","**","**","-","902","484","null","null","-","**","**","-","-","-","**","**","1950","null","1235","null","-","-","**","**",
"1400000US17031690900","Census Tract 6909, Cook County, Illinois","962","null","85","null","-","**","**","-","759","95","null","null","953","94","null","null","1197","null","163","null","-","-","**","**","-","-","**","**",
"1400000US17031691000","Census Tract 6910, Cook County, Illinois","1200","null","211","null","-","**","**","-","896","285","null","null","1138","392","null","null","1312","null","87","null","-","-","**","**","-","-","**","**",
"1400000US17031691100","Census Tract 6911, Cook County, Illinois","706","null","308","null","-","**","**","-","-","**","**","-","544","193","null","null","884","null","511","null","-","-","**","**","-","-","**","**",
"1400000US17031691200","Census Tract 6912, Cook County, Illinois","1062","null","145","null","-","**","**","-","-","**","**","-","949","113","null","null","1327","null","279","null","-","-","**","**","-","-","**","**",
"1400000US17031691300","Census Tract 6913, Cook County, Illinois","1063","null","82","null","-","**","**","-","1001","329","null","null","1078","95","null","null","1440","null","357","null","-","-","**","**","-","-","**","**",
"1400000US17031691400","Census Tract 6914, Cook County, Illinois","1091","null","183","null","-","**","**","-","794","253","null","null","1298","91","null","null","1005","null","821","null","-","-","**","**","-","-","**","**",
"1400000US17031691500","Census Tract 6915, Cook County, Illinois","864","null","126","null","-","**","**","-","775","250","null","null","793","244","null","null","1150","null","214","null","1381","null","601","null","-","-","**","**",
"1400000US17031700100","Census Tract 7001, Cook County, Illinois","1601","null","232","null","-","**","**","-","-","**","**","-","-","**","**","-","1638","null","224","null","-","-","**","**","-","-","**","**",
"1400000US17031700200","Census Tract 7002, Cook County, Illinois","1333","null","352","null","-","**","**","-","-","**","**","-","938","882","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031700301","Census Tract 7003.01, Cook County, Illinois","1521","null","536","null","-","**","**","-","-","**","**","-","-","**","**","-","1569","null","429","null","-","-","**","**","-","-","**","**",
"1400000US17031700302","Census Tract 7003.02, Cook County, Illinois","1239","null","268","null","-","**","**","-","-","**","**","-","-","**","**","-","1620","null","160","null","-","-","**","**","-","-","**","**",
"1400000US17031700401","Census Tract 7004.01, Cook County, Illinois","1327","null","256","null","-","**","**","-","-","**","**","-","894","129","null","null","1466","null","215","null","-","-","**","**","-","-","**","**",
"1400000US17031700402","Census Tract 7004.02, Cook County, Illinois","2036","null","969","null","-","**","**","-","-","**","**","-","-","**","**","-","1903","null","1357","null","-","-","**","**","-","-","**","**",
"1400000US17031700501","Census Tract 7005.01, Cook County, Illinois","871","null","255","null","-","**","**","-","823","398","null","null","1185","185","null","null","1734","null","1476","null","-","-","**","**","-","-","**","**",
"1400000US17031700502","Census Tract 7005.02, Cook County, Illinois","1670","null","828","null","-","**","**","-","-","**","**","-","-","**","**","-","1890","null","392","null","-","-","**","**","-","-","**","**",
"1400000US17031710100","Census Tract 7101, Cook County, Illinois","703","null","181","null","361","125","null","null","547","470","null","null","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031710200","Census Tract 7102, Cook County, Illinois","953","null","266","null","276","135","null","null","605","525","null","null","1001","246","null","null","1265","null","178","null","2149","null","169","null","-","-","**","**",
"1400000US17031710300","Census Tract 7103, Cook County, Illinois","891","null","73","null","-","**","**","-","798","92","null","null","944","201","null","null","1145","null","155","null","-","-","**","**","-","-","**","**",
"1400000US17031710400","Census Tract 7104, Cook County, Illinois","1040","null","127","null","-","**","**","-","905","146","null","null","958","468","null","null","1146","null","65","null","1335","null","154","null","-","-","**","**",
"1400000US17031710500","Census Tract 7105, Cook County, Illinois","944","null","57","null","-","**","**","-","855","279","null","null","960","78","null","null","1254","null","1102","null","-","-","**","**","1519","null","298","null",
"1400000US17031710600","Census Tract 7106, Cook County, Illinois","984","null","68","null","-","**","**","-","821","139","null","null","977","94","null","null","1134","null","37","null","-","-","**","**","-","-","**","**",
"1400000US17031710700","Census Tract 7107, Cook County, Illinois","851","null","209","null","610","339","null","null","462","142","null","null","910","227","null","null","1496","null","416","null","-","-","**","**","-","-","**","**",
"1400000US17031710800","Census Tract 7108, Cook County, Illinois","920","null","170","null","-","**","**","-","-","**","**","-","867","85","null","null","1113","null","203","null","1679","null","397","null","-","-","**","**",
"1400000US17031710900","Census Tract 7109, Cook County, Illinois","921","null","99","null","-","**","**","-","-","**","**","-","804","436","null","null","968","null","320","null","-","-","**","**","-","-","**","**",
"1400000US17031711000","Census Tract 7110, Cook County, Illinois","1005","null","122","null","-","**","**","-","1029","659","null","null","1090","136","null","null","966","null","371","null","-","-","**","**","-","-","**","**",
"1400000US17031711100","Census Tract 7111, Cook County, Illinois","779","null","14","null","-","**","**","-","779","18","null","null","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031711200","Census Tract 7112, Cook County, Illinois","1222","null","300","null","-","**","**","-","771","218","null","null","-","**","**","-","1577","null","231","null","-","-","**","**","-","-","**","**",
"1400000US17031711300","Census Tract 7113, Cook County, Illinois","1013","null","108","null","-","**","**","-","967","57","null","null","891","124","null","null","1218","null","552","null","-","-","**","**","-","-","**","**",
"1400000US17031711400","Census Tract 7114, Cook County, Illinois","991","null","284","null","-","**","**","-","-","**","**","-","993","353","null","null","1338","null","733","null","-","-","**","**","-","-","**","**",
"1400000US17031711500","Census Tract 7115, Cook County, Illinois","1460","null","613","null","-","**","**","-","-","**","**","-","-","**","**","-","1409","null","603","null","1855","null","235","null","-","-","**","**",
"1400000US17031720100","Census Tract 7201, Cook County, Illinois","-","-","**","**","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031720200","Census Tract 7202, Cook County, Illinois","894","null","88","null","-","**","**","-","850","94","null","null","877","232","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031720300","Census Tract 7203, Cook County, Illinois","972","null","960","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031720400","Census Tract 7204, Cook County, Illinois","1833","null","489","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031720500","Census Tract 7205, Cook County, Illinois","1022","null","140","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031720600","Census Tract 7206, Cook County, Illinois","1403","null","49","null","-","**","**","-","-","**","**","-","1403","49","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031720700","Census Tract 7207, Cook County, Illinois","941","null","74","null","-","**","**","-","859","88","null","null","1079","193","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031730100","Census Tract 7301, Cook County, Illinois","1518","null","333","null","-","**","**","-","-","**","**","-","-","**","**","-","1530","null","268","null","-","-","**","**","-","-","**","**",
"1400000US17031730201","Census Tract 7302.01, Cook County, Illinois","944","null","109","null","757","34","null","null","883","385","null","null","972","69","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031730202","Census Tract 7302.02, Cook County, Illinois","1375","null","284","null","-","**","**","-","-","**","**","-","1296","209","null","null","1625","null","215","null","1375","null","667","null","-","-","**","**",
"1400000US17031730300","Census Tract 7303, Cook County, Illinois","1111","null","279","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031730400","Census Tract 7304, Cook County, Illinois","1320","null","304","null","-","**","**","-","-","**","**","-","1149","94","null","null","1297","null","746","null","2201","null","174","null","-","-","**","**",
"1400000US17031730500","Census Tract 7305, Cook County, Illinois","1041","null","255","null","-","**","**","-","-","**","**","-","1072","713","null","null","1154","null","528","null","-","-","**","**","-","-","**","**",
"1400000US17031730600","Census Tract 7306, Cook County, Illinois","1241","null","220","null","-","**","**","-","542","533","null","null","1286","173","null","null","1590","null","830","null","-","-","**","**","-","-","**","**",
"1400000US17031730700","Census Tract 7307, Cook County, Illinois","-","-","**","**","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031740100","Census Tract 7401, Cook County, Illinois","981","null","242","null","-","**","**","-","622","381","null","null","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031740200","Census Tract 7402, Cook County, Illinois","1762","null","1093","null","-","**","**","-","-","**","**","-","-","**","**","-","2183","null","230","null","-","-","**","**","-","-","**","**",
"1400000US17031740300","Census Tract 7403, Cook County, Illinois","1443","null","142","null","-","**","**","-","-","**","**","-","1397","184","null","null","1505","null","309","null","-","-","**","**","-","-","**","**",
"1400000US17031740400","Census Tract 7404, Cook County, Illinois","1106","null","120","null","-","**","**","-","1091","153","null","null","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031750100","Census Tract 7501, Cook County, Illinois","1375","null","848","null","-","**","**","-","511","389","null","null","-","**","**","-","1658","null","150","null","1503","null","713","null","-","-","**","**",
"1400000US17031750200","Census Tract 7502, Cook County, Illinois","1205","null","563","null","-","**","**","-","804","54","null","null","937","314","null","null","-","-","**","**","1765","null","72","null","-","-","**","**",
"1400000US17031750300","Census Tract 7503, Cook County, Illinois","1133","null","67","null","-","**","**","-","1077","212","null","null","1101","76","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031750400","Census Tract 7504, Cook County, Illinois","1158","null","71","null","-","**","**","-","1183","637","null","null","1154","67","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031750500","Census Tract 7505, Cook County, Illinois","1451","null","180","null","-","**","**","-","-","**","**","-","1121","159","null","null","1551","null","200","null","-","-","**","**","-","-","**","**",
"1400000US17031750600","Census Tract 7506, Cook County, Illinois","1367","null","381","null","-","**","**","-","-","**","**","-","1081","386","null","null","1689","null","138","null","-","-","**","**","-","-","**","**",
"1400000US17031760801","Census Tract 7608.01, Cook County, Illinois","1358","null","52","null","1125","71","null","null","1349","64","null","null","1439","99","null","null","1978","null","1448","null","-","-","**","**","-","-","**","**",
"1400000US17031760802","Census Tract 7608.02, Cook County, Illinois","1122","null","96","null","1102","95","null","null","998","114","null","null","-","**","**","-","1909","null","754","null","-","-","**","**","-","-","**","**",
"1400000US17031760803","Census Tract 7608.03, Cook County, Illinois","1212","null","74","null","-","**","**","-","1107","41","null","null","1303","120","null","null","1434","null","97","null","-","-","**","**","-","-","**","**",
"1400000US17031770201","Census Tract 7702.01, Cook County, Illinois","1351","null","106","null","940","116","null","null","1180","58","null","null","1637","137","null","null","2122","null","356","null","-","-","**","**","-","-","**","**",
"1400000US17031770202","Census Tract 7702.02, Cook County, Illinois","1750","null","468","null","-","**","**","-","-","**","**","-","-","**","**","-","1870","null","299","null","-","-","**","**","-","-","**","**",
"1400000US17031770300","Census Tract 7703, Cook County, Illinois","1601","null","112","null","-","**","**","-","1363","197","null","null","1699","73","null","null","1771","null","46","null","-","-","**","**","-","-","**","**",
"1400000US17031770400","Census Tract 7704, Cook County, Illinois","1305","null","129","null","-","**","**","-","892","135","null","null","1327","91","null","null","2118","null","250","null","-","-","**","**","-","-","**","**",
"1400000US17031770500","Census Tract 7705, Cook County, Illinois","970","null","374","null","-","**","**","-","-","**","**","-","1314","265","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031770601","Census Tract 7706.01, Cook County, Illinois","1168","null","789","null","-","**","**","-","-","**","**","-","-","**","**","-","1151","null","705","null","-","-","**","**","-","-","**","**",
"1400000US17031770602","Census Tract 7706.02, Cook County, Illinois","1000","null","86","null","-","**","**","-","977","73","null","null","972","33","null","null","1814","null","330","null","1265","null","264","null","-","-","**","**",
"1400000US17031770700","Census Tract 7707, Cook County, Illinois","1019","null","108","null","615","369","null","null","805","446","null","null","1108","38","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031770800","Census Tract 7708, Cook County, Illinois","1222","null","115","null","-","**","**","-","1000","120","null","null","1204","94","null","null","1764","null","313","null","-","-","**","**","-","-","**","**",
"1400000US17031770901","Census Tract 7709.01, Cook County, Illinois","1222","null","234","null","-","**","**","-","-","**","**","-","1157","163","null","null","1567","null","230","null","-","-","**","**","-","-","**","**",
"1400000US17031770902","Census Tract 7709.02, Cook County, Illinois","1201","null","176","null","1004","332","null","null","1027","262","null","null","1629","299","null","null","1364","null","63","null","-","-","**","**","-","-","**","**",
"1400000US17031800100","Census Tract 8001, Cook County, Illinois","-","-","**","**","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031800200","Census Tract 8002, Cook County, Illinois","1565","null","908","null","-","**","**","-","-","**","**","-","-","**","**","-","1375","null","711","null","3,500+","3,500+","***","***","-","-","**","**",
"1400000US17031800300","Census Tract 8003, Cook County, Illinois","1178","null","342","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031800400","Census Tract 8004, Cook County, Illinois","3,500+","3,500+","***","***","-","**","**","-","1344","175","null","null","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031800500","Census Tract 8005, Cook County, Illinois","1654","null","418","null","-","**","**","-","1181","238","null","null","1837","257","null","null","2788","null","161","null","-","-","**","**","-","-","**","**",
"1400000US17031800600","Census Tract 8006, Cook County, Illinois","3,500+","3,500+","***","***","-","**","**","-","-","**","**","-","-","**","**","-","3,500+","3,500+","***","***","-","-","**","**","-","-","**","**",
"1400000US17031800700","Census Tract 8007, Cook County, Illinois","2771","null","126","null","-","**","**","-","-","**","**","-","-","**","**","-","2768","null","65","null","-","-","**","**","-","-","**","**",
"1400000US17031800800","Census Tract 8008, Cook County, Illinois","2435","null","494","null","-","**","**","-","-","**","**","-","1958","421","null","null","2725","null","1052","null","-","-","**","**","-","-","**","**",
"1400000US17031800900","Census Tract 8009, Cook County, Illinois","2806","null","661","null","-","**","**","-","-","**","**","-","-","**","**","-","2944","null","499","null","-","-","**","**","-","-","**","**",
"1400000US17031801000","Census Tract 8010, Cook County, Illinois","1445","null","144","null","-","**","**","-","1239","169","null","null","1446","209","null","null","2786","null","1043","null","-","-","**","**","-","-","**","**",
"1400000US17031801100","Census Tract 8011, Cook County, Illinois","1435","null","236","null","-","**","**","-","1399","39","null","null","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031801200","Census Tract 8012, Cook County, Illinois","-","-","**","**","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031801300","Census Tract 8013, Cook County, Illinois","1160","null","164","null","-","**","**","-","-","**","**","-","1580","246","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031801400","Census Tract 8014, Cook County, Illinois","2295","null","291","null","-","**","**","-","-","**","**","-","-","**","**","-","2295","null","291","null","-","-","**","**","-","-","**","**",
"1400000US17031801500","Census Tract 8015, Cook County, Illinois","1815","null","231","null","-","**","**","-","1585","1144","null","null","1983","350","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031801601","Census Tract 8016.01, Cook County, Illinois","1885","null","157","null","-","**","**","-","1987","203","null","null","1685","277","null","null","2333","null","876","null","-","-","**","**","-","-","**","**",
"1400000US17031801603","Census Tract 8016.03, Cook County, Illinois","1402","null","129","null","1007","299","null","null","1857","1158","null","null","1340","77","null","null","2506","null","433","null","-","-","**","**","-","-","**","**",
"1400000US17031801605","Census Tract 8016.05, Cook County, Illinois","-","-","**","**","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031801606","Census Tract 8016.06, Cook County, Illinois","2133","null","154","null","-","**","**","-","2070","287","null","null","2244","118","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031801607","Census Tract 8016.07, Cook County, Illinois","1460","null","143","null","-","**","**","-","1310","132","null","null","1436","229","null","null","2178","null","179","null","-","-","**","**","-","-","**","**",
"1400000US17031801608","Census Tract 8016.08, Cook County, Illinois","2166","null","295","null","-","**","**","-","1750","1267","null","null","2166","223","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031801701","Census Tract 8017.01, Cook County, Illinois","-","-","**","**","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031801702","Census Tract 8017.02, Cook County, Illinois","2184","null","535","null","-","**","**","-","1611","274","null","null","-","**","**","-","2221","null","270","null","-","-","**","**","-","-","**","**",
"1400000US17031801800","Census Tract 8018, Cook County, Illinois","1456","null","762","null","-","**","**","-","1268","1194","null","null","-","**","**","-","2089","null","1904","null","-","-","**","**","-","-","**","**",
"1400000US17031801901","Census Tract 8019.01, Cook County, Illinois","1946","null","182","null","-","**","**","-","2015","505","null","null","2236","505","null","null","1898","null","364","null","-","-","**","**","-","-","**","**",
"1400000US17031801902","Census Tract 8019.02, Cook County, Illinois","3,500+","3,500+","***","***","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031802002","Census Tract 8020.02, Cook County, Illinois","1342","null","254","null","-","**","**","-","-","**","**","-","1210","1007","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031802003","Census Tract 8020.03, Cook County, Illinois","1396","null","384","null","-","**","**","-","-","**","**","-","1306","267","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031802004","Census Tract 8020.04, Cook County, Illinois","1180","null","135","null","-","**","**","-","895","66","null","null","1261","115","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031802100","Census Tract 8021, Cook County, Illinois","1129","null","464","null","-","**","**","-","885","353","null","null","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031802200","Census Tract 8022, Cook County, Illinois","2287","null","257","null","-","**","**","-","2186","91","null","null","2300","780","null","null","2688","null","1045","null","-","-","**","**","-","-","**","**",
"1400000US17031802300","Census Tract 8023, Cook County, Illinois","1831","null","131","null","-","**","**","-","1192","704","null","null","1828","94","null","null","3,500+","3,500+","***","***","-","-","**","**","-","-","**","**",
"1400000US17031802402","Census Tract 8024.02, Cook County, Illinois","1232","null","118","null","-","**","**","-","1250","502","null","null","1196","57","null","null","2069","null","1454","null","-","-","**","**","-","-","**","**",
"1400000US17031802403","Census Tract 8024.03, Cook County, Illinois","1640","null","72","null","-","**","**","-","1454","105","null","null","1710","47","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031802404","Census Tract 8024.04, Cook County, Illinois","1408","null","209","null","-","**","**","-","1466","396","null","null","1400","215","null","null","1552","null","557","null","-","-","**","**","-","-","**","**",
"1400000US17031802503","Census Tract 8025.03, Cook County, Illinois","1601","null","144","null","-","**","**","-","1324","85","null","null","1736","20","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031802504","Census Tract 8025.04, Cook County, Illinois","1689","null","257","null","-","**","**","-","-","**","**","-","-","**","**","-","1691","null","387","null","-","-","**","**","-","-","**","**",
"1400000US17031802505","Census Tract 8025.05, Cook County, Illinois","1176","null","41","null","-","**","**","-","1124","42","null","null","1217","94","null","null","1860","null","329","null","-","-","**","**","-","-","**","**",
"1400000US17031802506","Census Tract 8025.06, Cook County, Illinois","1348","null","67","null","-","**","**","-","1142","87","null","null","1397","66","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031802605","Census Tract 8026.05, Cook County, Illinois","1683","null","74","null","-","**","**","-","1567","137","null","null","1740","18","null","null","2109","null","885","null","-","-","**","**","-","-","**","**",
"1400000US17031802607","Census Tract 8026.07, Cook County, Illinois","1618","null","723","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031802608","Census Tract 8026.08, Cook County, Illinois","1522","null","483","null","-","**","**","-","1154","53","null","null","1450","248","null","null","2331","null","723","null","-","-","**","**","-","-","**","**",
"1400000US17031802609","Census Tract 8026.09, Cook County, Illinois","1274","null","100","null","-","**","**","-","1107","312","null","null","1371","177","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031802610","Census Tract 8026.10, Cook County, Illinois","1677","null","172","null","-","**","**","-","-","**","**","-","1656","135","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031802701","Census Tract 8027.01, Cook County, Illinois","1156","null","47","null","-","**","**","-","-","**","**","-","1163","72","null","null","1190","null","160","null","-","-","**","**","-","-","**","**",
"1400000US17031802702","Census Tract 8027.02, Cook County, Illinois","382","null","237","null","-","**","**","-","313","51","null","null","1347","121","null","null","2250","null","1469","null","-","-","**","**","-","-","**","**",
"1400000US17031802801","Census Tract 8028.01, Cook County, Illinois","1222","null","277","null","-","**","**","-","927","297","null","null","1199","146","null","null","2538","null","545","null","-","-","**","**","-","-","**","**",
"1400000US17031802802","Census Tract 8028.02, Cook County, Illinois","1895","null","298","null","-","**","**","-","-","**","**","-","1682","972","null","null","1932","null","547","null","-","-","**","**","-","-","**","**",
"1400000US17031802900","Census Tract 8029, Cook County, Illinois","2232","null","49","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031803005","Census Tract 8030.05, Cook County, Illinois","1334","null","214","null","-","**","**","-","1308","185","null","null","1614","491","null","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031803007","Census Tract 8030.07, Cook County, Illinois","1463","null","126","null","-","**","**","-","1337","79","null","null","1548","202","null","null","2086","null","1537","null","-","-","**","**","-","-","**","**",
