"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_001MA","B25031_001EA","B25031_002E","B25031_002M","B25031_002MA","B25031_002EA","B25031_003E","B25031_003M","B25031_003MA","B25031_003EA","B25031_004E","B25031_004M","B25031_004MA","B25031_004EA","B25031_005E","B25031_005EA","B25031_005M","B25031_005MA","B25031_006E","B25031_006EA","B25031_006M","B25031_006MA","B25031_007E","B25031_007M","B25031_007MA","B25031_007EA",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Annotation of Margin of Error!!Median gross rent --!!Total:","Annotation of Estimate!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!5 or more bedrooms",
"1400000US17031671500","Census Tract 6715, Cook County, Illinois","894","244","null","null","-","**","**","-","752","182","null","null","859","83","null","null","1287","null","683","null","1355","null","280","null","-","**","**","-",
"1400000US17031671600","Census Tract 6716, Cook County, Illinois","836","69","null","null","764","176","null","null","781","79","null","null","715","153","null","null","949","null","50","null","-","-","**","**","-","**","**","-",
"1400000US17031671800","Census Tract 6718, Cook County, Illinois","1282","376","null","null","-","**","**","-","-","**","**","-","1383","523","null","null","933","null","156","null","1333","null","457","null","1719","1006","null","null",
"1400000US17031671900","Census Tract 6719, Cook County, Illinois","1203","366","null","null","-","**","**","-","-","**","**","-","883","828","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031672000","Census Tract 6720, Cook County, Illinois","1141","133","null","null","-","**","**","-","-","**","**","-","1185","157","null","null","1145","null","149","null","828","null","382","null","-","**","**","-",
"1400000US17031680500","Census Tract 6805, Cook County, Illinois","1000","173","null","null","-","**","**","-","-","**","**","-","833","81","null","null","1299","null","312","null","1113","null","809","null","-","**","**","-",
"1400000US17031680600","Census Tract 6806, Cook County, Illinois","922","91","null","null","-","**","**","-","-","**","**","-","929","82","null","null","907","null","278","null","-","-","**","**","-","**","**","-",
"1400000US17031680900","Census Tract 6809, Cook County, Illinois","611","123","null","null","100-","***","***","100-","309","92","null","null","837","73","null","null","986","null","111","null","-","-","**","**","-","**","**","-",
"1400000US17031681000","Census Tract 6810, Cook County, Illinois","802","136","null","null","254","72","null","null","223","208","null","null","852","243","null","null","1023","null","392","null","1019","null","192","null","-","**","**","-",
"1400000US17031681100","Census Tract 6811, Cook County, Illinois","994","95","null","null","-","**","**","-","893","324","null","null","882","195","null","null","997","null","80","null","1317","null","644","null","-","**","**","-",
"1400000US17031681200","Census Tract 6812, Cook County, Illinois","828","94","null","null","-","**","**","-","634","104","null","null","825","96","null","null","1031","null","340","null","1219","null","1015","null","-","**","**","-",
"1400000US17031681300","Census Tract 6813, Cook County, Illinois","836","84","null","null","-","**","**","-","875","343","null","null","711","397","null","null","814","null","183","null","-","-","**","**","-","**","**","-",
"1400000US17031681400","Census Tract 6814, Cook County, Illinois","875","212","null","null","-","**","**","-","-","**","**","-","767","240","null","null","1658","null","422","null","1635","null","371","null","-","**","**","-",
"1400000US17031690300","Census Tract 6903, Cook County, Illinois","824","139","null","null","521","80","null","null","648","321","null","null","829","176","null","null","925","null","128","null","1638","null","863","null","-","**","**","-",
"1400000US17031690400","Census Tract 6904, Cook County, Illinois","879","55","null","null","-","**","**","-","817","69","null","null","900","79","null","null","1068","null","208","null","-","-","**","**","-","**","**","-",
"1400000US17031690500","Census Tract 6905, Cook County, Illinois","818","166","null","null","-","**","**","-","514","475","null","null","1035","424","null","null","867","null","357","null","1548","null","1129","null","-","**","**","-",
"1400000US17031690900","Census Tract 6909, Cook County, Illinois","952","82","null","null","906","767","null","null","777","54","null","null","954","142","null","null","1318","null","156","null","1738","null","305","null","-","**","**","-",
"1400000US17031691000","Census Tract 6910, Cook County, Illinois","1024","97","null","null","-","**","**","-","861","87","null","null","984","131","null","null","1169","null","77","null","-","-","**","**","-","**","**","-",
"1400000US17031691100","Census Tract 6911, Cook County, Illinois","927","123","null","null","-","**","**","-","650","513","null","null","674","365","null","null","1239","null","349","null","1424","null","112","null","1250","550","null","null",
"1400000US17031691200","Census Tract 6912, Cook County, Illinois","996","137","null","null","-","**","**","-","895","671","null","null","961","137","null","null","1407","null","297","null","-","-","**","**","-","**","**","-",
"1400000US17031691300","Census Tract 6913, Cook County, Illinois","918","63","null","null","-","**","**","-","816","134","null","null","911","111","null","null","1153","null","452","null","-","-","**","**","-","**","**","-",
"1400000US17031691400","Census Tract 6914, Cook County, Illinois","1038","175","null","null","632","189","null","null","734","152","null","null","1134","117","null","null","1110","null","28","null","1644","null","1142","null","-","**","**","-",
"1400000US17031691500","Census Tract 6915, Cook County, Illinois","894","61","null","null","644","247","null","null","742","284","null","null","885","81","null","null","982","null","526","null","1450","null","612","null","-","**","**","-",
"1400000US17031700100","Census Tract 7001, Cook County, Illinois","1217","197","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1262","null","240","null","-","-","**","**","-","**","**","-",
"1400000US17031700200","Census Tract 7002, Cook County, Illinois","1069","331","null","null","-","**","**","-","-","**","**","-","926","811","null","null","1609","null","547","null","-","-","**","**","-","**","**","-",
"1400000US17031700301","Census Tract 7003.01, Cook County, Illinois","1195","380","null","null","-","**","**","-","-","**","**","-","954","589","null","null","1160","null","251","null","-","-","**","**","-","**","**","-",
"1400000US17031700302","Census Tract 7003.02, Cook County, Illinois","1178","104","null","null","-","**","**","-","-","**","**","-","1063","98","null","null","1458","null","367","null","-","-","**","**","-","**","**","-",
"1400000US17031700401","Census Tract 7004.01, Cook County, Illinois","1203","268","null","null","-","**","**","-","-","**","**","-","935","73","null","null","1326","null","153","null","-","-","**","**","-","**","**","-",
"1400000US17031700402","Census Tract 7004.02, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","1688","null","482","null","-","-","**","**","-","**","**","-",
"1400000US17031700501","Census Tract 7005.01, Cook County, Illinois","1058","524","null","null","-","**","**","-","736","728","null","null","1191","151","null","null","1800","null","400","null","-","-","**","**","-","**","**","-",
"1400000US17031700502","Census Tract 7005.02, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031710100","Census Tract 7101, Cook County, Illinois","800","237","null","null","325","65","null","null","471","227","null","null","933","171","null","null","1064","null","204","null","-","-","**","**","1600","531","null","null",
"1400000US17031710200","Census Tract 7102, Cook County, Illinois","878","88","null","null","562","356","null","null","729","292","null","null","911","63","null","null","989","null","157","null","-","-","**","**","-","**","**","-",
"1400000US17031710300","Census Tract 7103, Cook County, Illinois","997","137","null","null","773","518","null","null","737","99","null","null","1052","163","null","null","1158","null","232","null","1615","null","762","null","-","**","**","-",
"1400000US17031710400","Census Tract 7104, Cook County, Illinois","939","105","null","null","-","**","**","-","742","84","null","null","920","131","null","null","1074","null","151","null","1231","null","762","null","-","**","**","-",
"1400000US17031710500","Census Tract 7105, Cook County, Illinois","899","63","null","null","-","**","**","-","686","107","null","null","928","31","null","null","907","null","471","null","-","-","**","**","1512","334","null","null",
"1400000US17031710600","Census Tract 7106, Cook County, Illinois","916","87","null","null","-","**","**","-","750","48","null","null","891","96","null","null","1128","null","32","null","-","-","**","**","-","**","**","-",
"1400000US17031710700","Census Tract 7107, Cook County, Illinois","665","128","null","null","587","183","null","null","480","127","null","null","749","209","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031710800","Census Tract 7108, Cook County, Illinois","871","98","null","null","-","**","**","-","638","393","null","null","908","92","null","null","907","null","343","null","1643","null","328","null","-","**","**","-",
"1400000US17031710900","Census Tract 7109, Cook County, Illinois","763","142","null","null","-","**","**","-","770","286","null","null","721","428","null","null","791","null","505","null","-","-","**","**","-","**","**","-",
"1400000US17031711000","Census Tract 7110, Cook County, Illinois","912","166","null","null","-","**","**","-","868","397","null","null","903","96","null","null","1326","null","355","null","1030","null","478","null","-","**","**","-",
"1400000US17031711100","Census Tract 7111, Cook County, Illinois","741","68","null","null","-","**","**","-","738","74","null","null","-","**","**","-","1518","null","1128","null","-","-","**","**","-","**","**","-",
"1400000US17031711200","Census Tract 7112, Cook County, Illinois","1070","373","null","null","-","**","**","-","767","323","null","null","1297","201","null","null","1549","null","510","null","-","-","**","**","-","**","**","-",
"1400000US17031711300","Census Tract 7113, Cook County, Illinois","1072","113","null","null","638","193","null","null","863","37","null","null","997","97","null","null","1273","null","374","null","-","-","**","**","-","**","**","-",
"1400000US17031711400","Census Tract 7114, Cook County, Illinois","958","195","null","null","-","**","**","-","732","263","null","null","934","159","null","null","1284","null","399","null","-","-","**","**","-","**","**","-",
"1400000US17031711500","Census Tract 7115, Cook County, Illinois","1413","211","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1444","null","254","null","-","-","**","**","-","**","**","-",
"1400000US17031720100","Census Tract 7201, Cook County, Illinois","1293","250","null","null","-","**","**","-","-","**","**","-","1293","250","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031720200","Census Tract 7202, Cook County, Illinois","861","43","null","null","-","**","**","-","825","38","null","null","933","70","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031720300","Census Tract 7203, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031720400","Census Tract 7204, Cook County, Illinois","1661","628","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1438","null","468","null","-","-","**","**","-","**","**","-",
"1400000US17031720500","Census Tract 7205, Cook County, Illinois","1136","231","null","null","-","**","**","-","-","**","**","-","1205","172","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031720600","Census Tract 7206, Cook County, Illinois","1042","846","null","null","-","**","**","-","-","**","**","-","1280","675","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031720700","Census Tract 7207, Cook County, Illinois","929","127","null","null","-","**","**","-","797","49","null","null","1083","99","null","null","1155","null","231","null","-","-","**","**","-","**","**","-",
"1400000US17031730100","Census Tract 7301, Cook County, Illinois","1114","590","null","null","-","**","**","-","-","**","**","-","1633","1058","null","null","1225","null","986","null","1147","null","588","null","-","**","**","-",
"1400000US17031730201","Census Tract 7302.01, Cook County, Illinois","839","97","null","null","740","37","null","null","792","270","null","null","932","117","null","null","797","null","674","null","-","-","**","**","-","**","**","-",
"1400000US17031730202","Census Tract 7302.02, Cook County, Illinois","1258","507","null","null","-","**","**","-","-","**","**","-","1149","505","null","null","1609","null","285","null","-","-","**","**","-","**","**","-",
"1400000US17031730300","Census Tract 7303, Cook County, Illinois","1085","133","null","null","-","**","**","-","917","290","null","null","989","93","null","null","1929","null","529","null","1331","null","97","null","-","**","**","-",
"1400000US17031730400","Census Tract 7304, Cook County, Illinois","1138","84","null","null","-","**","**","-","-","**","**","-","1079","129","null","null","1099","null","330","null","-","-","**","**","-","**","**","-",
"1400000US17031730500","Census Tract 7305, Cook County, Illinois","911","442","null","null","-","**","**","-","-","**","**","-","-","**","**","-","934","null","571","null","-","-","**","**","-","**","**","-",
"1400000US17031730600","Census Tract 7306, Cook County, Illinois","911","174","null","null","-","**","**","-","705","378","null","null","1061","224","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031730700","Census Tract 7307, Cook County, Illinois","1193","642","null","null","-","**","**","-","-","**","**","-","-","**","**","-","678","null","605","null","-","-","**","**","-","**","**","-",
"1400000US17031740100","Census Tract 7401, Cook County, Illinois","1042","148","null","null","-","**","**","-","636","123","null","null","991","367","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031740200","Census Tract 7402, Cook County, Illinois","1076","674","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031740300","Census Tract 7403, Cook County, Illinois","1192","127","null","null","-","**","**","-","-","**","**","-","1308","142","null","null","1164","null","335","null","-","-","**","**","-","**","**","-",
"1400000US17031740400","Census Tract 7404, Cook County, Illinois","1043","144","null","null","874","222","null","null","976","51","null","null","1377","47","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031750100","Census Tract 7501, Cook County, Illinois","808","154","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1275","null","1217","null","854","null","227","null","-","**","**","-",
"1400000US17031750200","Census Tract 7502, Cook County, Illinois","931","145","null","null","-","**","**","-","780","92","null","null","975","241","null","null","-","-","**","**","2231","null","410","null","-","**","**","-",
"1400000US17031750300","Census Tract 7503, Cook County, Illinois","1111","55","null","null","-","**","**","-","1032","111","null","null","1085","50","null","null","1319","null","146","null","-","-","**","**","-","**","**","-",
"1400000US17031750400","Census Tract 7504, Cook County, Illinois","1014","168","null","null","-","**","**","-","773","322","null","null","1181","223","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031750500","Census Tract 7505, Cook County, Illinois","1213","106","null","null","-","**","**","-","1147","137","null","null","1100","102","null","null","1379","null","80","null","-","-","**","**","-","**","**","-",
"1400000US17031750600","Census Tract 7506, Cook County, Illinois","1354","280","null","null","-","**","**","-","-","**","**","-","624","466","null","null","1411","null","145","null","-","-","**","**","-","**","**","-",
"1400000US17031760801","Census Tract 7608.01, Cook County, Illinois","1275","80","null","null","969","136","null","null","1260","96","null","null","1404","98","null","null","1250","null","1145","null","-","-","**","**","-","**","**","-",
"1400000US17031760802","Census Tract 7608.02, Cook County, Illinois","1043","177","null","null","-","**","**","-","961","165","null","null","-","**","**","-","1650","null","963","null","-","-","**","**","-","**","**","-",
"1400000US17031760803","Census Tract 7608.03, Cook County, Illinois","1105","50","null","null","-","**","**","-","1005","80","null","null","1166","56","null","null","1330","null","101","null","-","-","**","**","-","**","**","-",
"1400000US17031770201","Census Tract 7702.01, Cook County, Illinois","1187","62","null","null","967","58","null","null","1106","54","null","null","1417","87","null","null","1912","null","284","null","-","-","**","**","-","**","**","-",
"1400000US17031770202","Census Tract 7702.02, Cook County, Illinois","1628","757","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031770300","Census Tract 7703, Cook County, Illinois","1360","83","null","null","-","**","**","-","1124","103","null","null","1481","160","null","null","1481","null","308","null","-","-","**","**","-","**","**","-",
"1400000US17031770400","Census Tract 7704, Cook County, Illinois","1136","76","null","null","-","**","**","-","878","75","null","null","1191","82","null","null","2066","null","289","null","-","-","**","**","-","**","**","-",
"1400000US17031770500","Census Tract 7705, Cook County, Illinois","1054","168","null","null","-","**","**","-","-","**","**","-","1162","158","null","null","791","null","337","null","-","-","**","**","-","**","**","-",
"1400000US17031770601","Census Tract 7706.01, Cook County, Illinois","1387","1061","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031770602","Census Tract 7706.02, Cook County, Illinois","970","45","null","null","-","**","**","-","880","35","null","null","964","58","null","null","1731","null","142","null","-","-","**","**","-","**","**","-",
"1400000US17031770700","Census Tract 7707, Cook County, Illinois","1023","70","null","null","665","92","null","null","753","557","null","null","1099","51","null","null","1509","null","255","null","-","-","**","**","-","**","**","-",
"1400000US17031770800","Census Tract 7708, Cook County, Illinois","1142","118","null","null","-","**","**","-","908","117","null","null","1108","101","null","null","1640","null","258","null","-","-","**","**","-","**","**","-",
"1400000US17031770901","Census Tract 7709.01, Cook County, Illinois","1010","443","null","null","-","**","**","-","-","**","**","-","982","194","null","null","1680","null","562","null","-","-","**","**","-","**","**","-",
"1400000US17031770902","Census Tract 7709.02, Cook County, Illinois","951","81","null","null","876","102","null","null","890","72","null","null","1072","201","null","null","1469","null","671","null","-","-","**","**","-","**","**","-",
"1400000US17031800100","Census Tract 8001, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031800200","Census Tract 8002, Cook County, Illinois","1596","859","null","null","-","**","**","-","-","**","**","-","1607","1071","null","null","-","-","**","**","3148","null","1121","null","-","**","**","-",
"1400000US17031800300","Census Tract 8003, Cook County, Illinois","1617","701","null","null","-","**","**","-","1333","494","null","null","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031800400","Census Tract 8004, Cook County, Illinois","1750","1542","null","null","-","**","**","-","1293","132","null","null","-","**","**","-","2778","null","492","null","-","-","**","**","-","**","**","-",
"1400000US17031800500","Census Tract 8005, Cook County, Illinois","1750","798","null","null","-","**","**","-","1154","49","null","null","1921","377","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031800600","Census Tract 8006, Cook County, Illinois","3179","1710","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031800700","Census Tract 8007, Cook County, Illinois","1950","460","null","null","-","**","**","-","-","**","**","-","1797","361","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031800800","Census Tract 8008, Cook County, Illinois","2367","783","null","null","-","**","**","-","-","**","**","-","1781","71","null","null","2889","null","799","null","-","-","**","**","-","**","**","-",
"1400000US17031800900","Census Tract 8009, Cook County, Illinois","2506","891","null","null","-","**","**","-","-","**","**","-","1228","179","null","null","2701","null","333","null","-","-","**","**","-","**","**","-",
"1400000US17031801000","Census Tract 8010, Cook County, Illinois","1493","411","null","null","-","**","**","-","1190","265","null","null","1472","318","null","null","2905","null","757","null","-","-","**","**","-","**","**","-",
"1400000US17031801100","Census Tract 8011, Cook County, Illinois","1881","502","null","null","-","**","**","-","1367","96","null","null","1852","246","null","null","2192","null","417","null","-","-","**","**","-","**","**","-",
"1400000US17031801200","Census Tract 8012, Cook County, Illinois","1750","1221","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031801300","Census Tract 8013, Cook County, Illinois","1071","156","null","null","910","684","null","null","922","342","null","null","1405","157","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031801400","Census Tract 8014, Cook County, Illinois","2662","119","null","null","-","**","**","-","-","**","**","-","-","**","**","-","2692","null","75","null","-","-","**","**","-","**","**","-",
"1400000US17031801500","Census Tract 8015, Cook County, Illinois","1591","1064","null","null","-","**","**","-","685","142","null","null","1576","1023","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031801601","Census Tract 8016.01, Cook County, Illinois","1820","113","null","null","-","**","**","-","1736","82","null","null","1815","478","null","null","3034","null","1826","null","-","-","**","**","-","**","**","-",
"1400000US17031801603","Census Tract 8016.03, Cook County, Illinois","1223","66","null","null","998","488","null","null","1236","199","null","null","1195","47","null","null","1633","null","696","null","-","-","**","**","-","**","**","-",
"1400000US17031801605","Census Tract 8016.05, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031801606","Census Tract 8016.06, Cook County, Illinois","2137","163","null","null","-","**","**","-","1817","143","null","null","2310","176","null","null","1352","null","473","null","-","-","**","**","-","**","**","-",
"1400000US17031801607","Census Tract 8016.07, Cook County, Illinois","1442","149","null","null","-","**","**","-","1162","75","null","null","1599","135","null","null","1925","null","1691","null","-","-","**","**","-","**","**","-",
"1400000US17031801608","Census Tract 8016.08, Cook County, Illinois","2127","166","null","null","-","**","**","-","1358","1235","null","null","2164","163","null","null","-","-","**","**","2149","null","641","null","-","**","**","-",
"1400000US17031801701","Census Tract 8017.01, Cook County, Illinois","3000","2358","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031801702","Census Tract 8017.02, Cook County, Illinois","2074","150","null","null","-","**","**","-","-","**","**","-","2052","378","null","null","2140","null","151","null","-","-","**","**","-","**","**","-",
"1400000US17031801800","Census Tract 8018, Cook County, Illinois","1418","848","null","null","-","**","**","-","1188","130","null","null","2025","1465","null","null","-","-","**","**","2261","null","1403","null","-","**","**","-",
"1400000US17031801901","Census Tract 8019.01, Cook County, Illinois","1837","286","null","null","-","**","**","-","1833","419","null","null","2278","863","null","null","1789","null","274","null","-","-","**","**","-","**","**","-",
"1400000US17031801902","Census Tract 8019.02, Cook County, Illinois","3013","1661","null","null","-","**","**","-","-","**","**","-","-","**","**","-","3191","null","743","null","-","-","**","**","-","**","**","-",
"1400000US17031802002","Census Tract 8020.02, Cook County, Illinois","1410","352","null","null","-","**","**","-","-","**","**","-","1324","273","null","null","-","-","**","**","2286","null","1429","null","-","**","**","-",
"1400000US17031802003","Census Tract 8020.03, Cook County, Illinois","1418","305","null","null","-","**","**","-","-","**","**","-","1189","134","null","null","1692","null","126","null","-","-","**","**","-","**","**","-",
"1400000US17031802004","Census Tract 8020.04, Cook County, Illinois","1068","75","null","null","-","**","**","-","869","93","null","null","1110","53","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802100","Census Tract 8021, Cook County, Illinois","649","612","null","null","459","382","null","null","637","449","null","null","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802200","Census Tract 8022, Cook County, Illinois","1791","185","null","null","-","**","**","-","1520","458","null","null","1871","409","null","null","1964","null","346","null","-","-","**","**","-","**","**","-",
"1400000US17031802300","Census Tract 8023, Cook County, Illinois","2076","284","null","null","-","**","**","-","1894","654","null","null","1986","422","null","null","3500","null","316","null","-","-","**","**","-","**","**","-",
"1400000US17031802402","Census Tract 8024.02, Cook County, Illinois","1098","60","null","null","-","**","**","-","901","78","null","null","1155","36","null","null","1466","null","301","null","-","-","**","**","-","**","**","-",
"1400000US17031802403","Census Tract 8024.03, Cook County, Illinois","1438","145","null","null","-","**","**","-","1254","234","null","null","1722","45","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802404","Census Tract 8024.04, Cook County, Illinois","1275","83","null","null","-","**","**","-","1308","267","null","null","1223","93","null","null","1360","null","137","null","-","-","**","**","-","**","**","-",
"1400000US17031802503","Census Tract 8025.03, Cook County, Illinois","1451","68","null","null","-","**","**","-","1341","50","null","null","1541","139","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802504","Census Tract 8025.04, Cook County, Illinois","1469","194","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1401","null","126","null","1699","null","274","null","-","**","**","-",
"1400000US17031802505","Census Tract 8025.05, Cook County, Illinois","1076","37","null","null","-","**","**","-","1001","68","null","null","1143","46","null","null","1733","null","1172","null","-","-","**","**","-","**","**","-",
"1400000US17031802506","Census Tract 8025.06, Cook County, Illinois","1245","89","null","null","-","**","**","-","1092","57","null","null","1263","111","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802605","Census Tract 8026.05, Cook County, Illinois","1628","109","null","null","-","**","**","-","1494","170","null","null","1683","121","null","null","1931","null","323","null","-","-","**","**","-","**","**","-",
"1400000US17031802607","Census Tract 8026.07, Cook County, Illinois","1700","921","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802608","Census Tract 8026.08, Cook County, Illinois","1177","201","null","null","-","**","**","-","998","157","null","null","1247","464","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802609","Census Tract 8026.09, Cook County, Illinois","1193","136","null","null","-","**","**","-","969","89","null","null","1355","162","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802610","Census Tract 8026.10, Cook County, Illinois","1625","558","null","null","-","**","**","-","-","**","**","-","1429","103","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802701","Census Tract 8027.01, Cook County, Illinois","1100","60","null","null","-","**","**","-","874","95","null","null","1152","39","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802702","Census Tract 8027.02, Cook County, Illinois","434","138","null","null","-","**","**","-","331","92","null","null","1058","773","null","null","1721","null","522","null","-","-","**","**","-","**","**","-",
"1400000US17031802801","Census Tract 8028.01, Cook County, Illinois","1093","87","null","null","-","**","**","-","933","132","null","null","1146","45","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802802","Census Tract 8028.02, Cook County, Illinois","1670","458","null","null","-","**","**","-","-","**","**","-","1185","689","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031802900","Census Tract 8029, Cook County, Illinois","2094","465","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803005","Census Tract 8030.05, Cook County, Illinois","1111","171","null","null","-","**","**","-","1064","140","null","null","1417","146","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803007","Census Tract 8030.07, Cook County, Illinois","1468","292","null","null","-","**","**","-","1166","101","null","null","1649","113","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803008","Census Tract 8030.08, Cook County, Illinois","1223","107","null","null","-","**","**","-","1141","34","null","null","1321","84","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803010","Census Tract 8030.10, Cook County, Illinois","1343","138","null","null","-","**","**","-","1191","136","null","null","1419","139","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803012","Census Tract 8030.12, Cook County, Illinois","1305","127","null","null","-","**","**","-","1175","95","null","null","1418","234","null","null","1679","null","513","null","-","-","**","**","-","**","**","-",
"1400000US17031803013","Census Tract 8030.13, Cook County, Illinois","1325","145","null","null","-","**","**","-","964","33","null","null","1388","207","null","null","1405","null","110","null","-","-","**","**","-","**","**","-",
"1400000US17031803014","Census Tract 8030.14, Cook County, Illinois","1247","99","null","null","-","**","**","-","1270","474","null","null","1226","110","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803015","Census Tract 8030.15, Cook County, Illinois","1010","84","null","null","-","**","**","-","985","67","null","null","1316","240","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803016","Census Tract 8030.16, Cook County, Illinois","1663","40","null","null","-","**","**","-","1474","139","null","null","1708","26","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803017","Census Tract 8030.17, Cook County, Illinois","1362","67","null","null","1100","319","null","null","1383","63","null","null","1346","98","null","null","1662","null","854","null","-","-","**","**","-","**","**","-",
