"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_001MA","B25031_001EA","B25031_002E","B25031_002M","B25031_002MA","B25031_002EA","B25031_003E","B25031_003M","B25031_003MA","B25031_003EA","B25031_004E","B25031_004M","B25031_004MA","B25031_004EA","B25031_005E","B25031_005EA","B25031_005M","B25031_005MA","B25031_006E","B25031_006EA","B25031_006M","B25031_006MA","B25031_007E","B25031_007M","B25031_007MA","B25031_007EA",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Annotation of Margin of Error!!Median gross rent --!!Total:","Annotation of Estimate!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!5 or more bedrooms",
"1400000US17031823604","Census Tract 8236.04, Cook County, Illinois","1311","227","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031823605","Census Tract 8236.05, Cook County, Illinois","911","346","null","null","-","**","**","-","771","149","null","null","783","685","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031823702","Census Tract 8237.02, Cook County, Illinois","1038","51","null","null","-","**","**","-","925","49","null","null","1104","32","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031823703","Census Tract 8237.03, Cook County, Illinois","986","101","null","null","-","**","**","-","836","93","null","null","985","85","null","null","1426","null","94","null","-","-","**","**","-","**","**","-",
"1400000US17031823704","Census Tract 8237.04, Cook County, Illinois","1979","840","null","null","-","**","**","-","-","**","**","-","-","**","**","-","2063","null","920","null","-","-","**","**","-","**","**","-",
"1400000US17031823705","Census Tract 8237.05, Cook County, Illinois","928","48","null","null","-","**","**","-","793","80","null","null","972","32","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031823801","Census Tract 8238.01, Cook County, Illinois","1736","577","null","null","-","**","**","-","1861","342","null","null","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031823803","Census Tract 8238.03, Cook County, Illinois","1261","909","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031823805","Census Tract 8238.05, Cook County, Illinois","1241","169","null","null","-","**","**","-","-","**","**","-","1319","202","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031823806","Census Tract 8238.06, Cook County, Illinois","974","142","null","null","-","**","**","-","823","68","null","null","1075","69","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031823901","Census Tract 8239.01, Cook County, Illinois","1821","227","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031823903","Census Tract 8239.03, Cook County, Illinois","2200","441","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031823904","Census Tract 8239.04, Cook County, Illinois","1236","1186","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031824003","Census Tract 8240.03, Cook County, Illinois","1641","267","null","null","-","**","**","-","-","**","**","-","1221","496","null","null","1824","null","741","null","-","-","**","**","-","**","**","-",
"1400000US17031824004","Census Tract 8240.04, Cook County, Illinois","1019","332","null","null","-","**","**","-","820","115","null","null","1086","508","null","null","1598","null","738","null","-","-","**","**","-","**","**","-",
"1400000US17031824005","Census Tract 8240.05, Cook County, Illinois","878","121","null","null","-","**","**","-","736","40","null","null","864","89","null","null","1875","null","271","null","-","-","**","**","-","**","**","-",
"1400000US17031824006","Census Tract 8240.06, Cook County, Illinois","1336","226","null","null","-","**","**","-","-","**","**","-","1194","492","null","null","-","-","**","**","1336","null","194","null","-","**","**","-",
"1400000US17031824105","Census Tract 8241.05, Cook County, Illinois","1750","583","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031824106","Census Tract 8241.06, Cook County, Illinois","1122","104","null","null","-","**","**","-","-","**","**","-","1075","172","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031824107","Census Tract 8241.07, Cook County, Illinois","1339","47","null","null","-","**","**","-","-","**","**","-","1365","37","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031824108","Census Tract 8241.08, Cook County, Illinois","1058","60","null","null","-","**","**","-","1064","157","null","null","1093","67","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031824113","Census Tract 8241.13, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031824114","Census Tract 8241.14, Cook County, Illinois","2170","668","null","null","-","**","**","-","-","**","**","-","-","**","**","-","2188","null","659","null","-","-","**","**","-","**","**","-",
"1400000US17031824115","Census Tract 8241.15, Cook County, Illinois","1158","38","null","null","-","**","**","-","-","**","**","-","1176","64","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031824116","Census Tract 8241.16, Cook County, Illinois","1302","129","null","null","-","**","**","-","1572","196","null","null","1206","95","null","null","1442","null","247","null","-","-","**","**","-","**","**","-",
"1400000US17031824117","Census Tract 8241.17, Cook County, Illinois","1152","76","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031824119","Census Tract 8241.19, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031824120","Census Tract 8241.20, Cook County, Illinois","1708","80","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031824121","Census Tract 8241.21, Cook County, Illinois","1739","126","null","null","-","**","**","-","-","**","**","-","1704","130","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031824122","Census Tract 8241.22, Cook County, Illinois","1620","339","null","null","-","**","**","-","-","**","**","-","1567","281","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031824123","Census Tract 8241.23, Cook County, Illinois","1332","112","null","null","-","**","**","-","-","**","**","-","1354","50","null","null","1581","null","588","null","-","-","**","**","-","**","**","-",
"1400000US17031824300","Census Tract 8243, Cook County, Illinois","797","212","null","null","668","241","null","null","413","274","null","null","769","448","null","null","1214","null","180","null","930","null","212","null","-","**","**","-",
"1400000US17031824400","Census Tract 8244, Cook County, Illinois","855","46","null","null","706","64","null","null","846","40","null","null","870","125","null","null","941","null","164","null","-","-","**","**","-","**","**","-",
"1400000US17031824503","Census Tract 8245.03, Cook County, Illinois","1042","151","null","null","-","**","**","-","-","**","**","-","1004","114","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031824505","Census Tract 8245.05, Cook County, Illinois","1105","22","null","null","-","**","**","-","1106","45","null","null","1100","29","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031824506","Census Tract 8245.06, Cook County, Illinois","1148","70","null","null","-","**","**","-","1033","106","null","null","1148","87","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031824507","Census Tract 8245.07, Cook County, Illinois","1438","458","null","null","2127","303","null","null","356","124","null","null","1309","185","null","null","2183","null","927","null","-","-","**","**","-","**","**","-",
"1400000US17031824601","Census Tract 8246.01, Cook County, Illinois","1147","83","null","null","-","**","**","-","-","**","**","-","1091","88","null","null","1340","null","134","null","-","-","**","**","-","**","**","-",
"1400000US17031824602","Census Tract 8246.02, Cook County, Illinois","1085","112","null","null","-","**","**","-","822","61","null","null","1029","124","null","null","2129","null","525","null","-","-","**","**","-","**","**","-",
"1400000US17031824701","Census Tract 8247.01, Cook County, Illinois","948","116","null","null","-","**","**","-","830","50","null","null","991","132","null","null","1223","null","239","null","-","-","**","**","-","**","**","-",
"1400000US17031824702","Census Tract 8247.02, Cook County, Illinois","1008","284","null","null","-","**","**","-","856","43","null","null","1016","403","null","null","-","-","**","**","1420","null","75","null","-","**","**","-",
"1400000US17031824800","Census Tract 8248, Cook County, Illinois","1099","154","null","null","-","**","**","-","-","**","**","-","991","695","null","null","1384","null","193","null","-","-","**","**","-","**","**","-",
"1400000US17031824900","Census Tract 8249, Cook County, Illinois","1194","99","null","null","-","**","**","-","1099","73","null","null","-","**","**","-","1379","null","96","null","-","-","**","**","-","**","**","-",
"1400000US17031825000","Census Tract 8250, Cook County, Illinois","892","167","null","null","645","40","null","null","847","107","null","null","1157","78","null","null","1880","null","698","null","-","-","**","**","-","**","**","-",
"1400000US17031825200","Census Tract 8252, Cook County, Illinois","1780","143","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1900","null","654","null","-","-","**","**","-","**","**","-",
"1400000US17031825302","Census Tract 8253.02, Cook County, Illinois","1120","185","null","null","-","**","**","-","877","97","null","null","1179","254","null","null","1349","null","599","null","-","-","**","**","-","**","**","-",
"1400000US17031825303","Census Tract 8253.03, Cook County, Illinois","1201","125","null","null","-","**","**","-","1253","188","null","null","1026","107","null","null","1777","null","388","null","-","-","**","**","-","**","**","-",
"1400000US17031825304","Census Tract 8253.04, Cook County, Illinois","1141","31","null","null","-","**","**","-","980","114","null","null","1136","14","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031825400","Census Tract 8254, Cook County, Illinois","976","87","null","null","-","**","**","-","929","40","null","null","1396","143","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031825501","Census Tract 8255.01, Cook County, Illinois","1472","408","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1464","null","353","null","1557","null","560","null","-","**","**","-",
"1400000US17031825503","Census Tract 8255.03, Cook County, Illinois","1759","183","null","null","-","**","**","-","-","**","**","-","1051","298","null","null","1731","null","145","null","2176","null","348","null","-","**","**","-",
"1400000US17031825504","Census Tract 8255.04, Cook County, Illinois","1297","164","null","null","-","**","**","-","790","56","null","null","1006","229","null","null","1511","null","176","null","1379","null","661","null","-","**","**","-",
"1400000US17031825505","Census Tract 8255.05, Cook County, Illinois","1394","374","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1670","null","497","null","-","-","**","**","-","**","**","-",
"1400000US17031825600","Census Tract 8256, Cook County, Illinois","1291","114","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1243","null","138","null","-","-","**","**","-","**","**","-",
"1400000US17031825700","Census Tract 8257, Cook County, Illinois","930","88","null","null","-","**","**","-","731","72","null","null","907","118","null","null","1234","null","316","null","-","-","**","**","-","**","**","-",
"1400000US17031825801","Census Tract 8258.01, Cook County, Illinois","968","78","null","null","-","**","**","-","772","140","null","null","1013","116","null","null","1164","null","85","null","-","-","**","**","-","**","**","-",
"1400000US17031825802","Census Tract 8258.02, Cook County, Illinois","1177","326","null","null","-","**","**","-","808","86","null","null","957","159","null","null","1482","null","207","null","-","-","**","**","-","**","**","-",
"1400000US17031825803","Census Tract 8258.03, Cook County, Illinois","837","252","null","null","-","**","**","-","558","163","null","null","1088","356","null","null","1483","null","258","null","-","-","**","**","-","**","**","-",
"1400000US17031825900","Census Tract 8259, Cook County, Illinois","901","168","null","null","-","**","**","-","696","128","null","null","776","78","null","null","1136","null","154","null","-","-","**","**","-","**","**","-",
"1400000US17031826000","Census Tract 8260, Cook County, Illinois","942","143","null","null","-","**","**","-","726","211","null","null","699","494","null","null","1335","null","519","null","-","-","**","**","-","**","**","-",
"1400000US17031826100","Census Tract 8261, Cook County, Illinois","1408","215","null","null","-","**","**","-","-","**","**","-","1022","505","null","null","1383","null","382","null","1706","null","78","null","-","**","**","-",
"1400000US17031826201","Census Tract 8262.01, Cook County, Illinois","859","98","null","null","758","643","null","null","706","300","null","null","1064","131","null","null","1085","null","127","null","-","-","**","**","-","**","**","-",
"1400000US17031826202","Census Tract 8262.02, Cook County, Illinois","941","51","null","null","-","**","**","-","826","49","null","null","-","**","**","-","970","null","248","null","1261","null","624","null","-","**","**","-",
"1400000US17031826301","Census Tract 8263.01, Cook County, Illinois","1170","114","null","null","-","**","**","-","900","184","null","null","1080","241","null","null","1548","null","594","null","-","-","**","**","-","**","**","-",
"1400000US17031826303","Census Tract 8263.03, Cook County, Illinois","1519","328","null","null","-","**","**","-","-","**","**","-","1136","784","null","null","1458","null","389","null","-","-","**","**","-","**","**","-",
"1400000US17031826304","Census Tract 8263.04, Cook County, Illinois","1073","107","null","null","-","**","**","-","992","145","null","null","934","66","null","null","1253","null","142","null","-","-","**","**","-","**","**","-",
"1400000US17031826401","Census Tract 8264.01, Cook County, Illinois","1304","171","null","null","-","**","**","-","1150","250","null","null","1070","750","null","null","1324","null","300","null","1497","null","353","null","-","**","**","-",
"1400000US17031826402","Census Tract 8264.02, Cook County, Illinois","1488","165","null","null","-","**","**","-","-","**","**","-","1009","168","null","null","1453","null","145","null","1705","null","82","null","-","**","**","-",
"1400000US17031826500","Census Tract 8265, Cook County, Illinois","1347","191","null","null","-","**","**","-","-","**","**","-","972","326","null","null","1297","null","456","null","1768","null","42","null","-","**","**","-",
"1400000US17031826600","Census Tract 8266, Cook County, Illinois","1095","243","null","null","-","**","**","-","742","96","null","null","982","317","null","null","1381","null","126","null","-","-","**","**","-","**","**","-",
"1400000US17031826700","Census Tract 8267, Cook County, Illinois","967","44","null","null","728","449","null","null","791","83","null","null","960","35","null","null","1385","null","144","null","-","-","**","**","-","**","**","-",
"1400000US17031826800","Census Tract 8268, Cook County, Illinois","1006","89","null","null","-","**","**","-","845","11","null","null","1132","109","null","null","955","null","32","null","1103","null","48","null","-","**","**","-",
"1400000US17031826901","Census Tract 8269.01, Cook County, Illinois","1070","150","null","null","-","**","**","-","880","219","null","null","1022","312","null","null","1047","null","289","null","-","-","**","**","-","**","**","-",
"1400000US17031826902","Census Tract 8269.02, Cook County, Illinois","1011","353","null","null","-","**","**","-","-","**","**","-","963","453","null","null","854","null","512","null","-","-","**","**","-","**","**","-",
"1400000US17031827000","Census Tract 8270, Cook County, Illinois","976","68","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1059","null","146","null","1147","null","337","null","-","**","**","-",
"1400000US17031827100","Census Tract 8271, Cook County, Illinois","848","40","null","null","-","**","**","-","712","79","null","null","880","64","null","null","888","null","519","null","-","-","**","**","-","**","**","-",
"1400000US17031827200","Census Tract 8272, Cook County, Illinois","1001","345","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1221","null","233","null","-","-","**","**","-","**","**","-",
"1400000US17031827300","Census Tract 8273, Cook County, Illinois","771","121","null","null","-","**","**","-","429","97","null","null","834","181","null","null","1716","null","170","null","1103","null","422","null","1329","444","null","null",
"1400000US17031827400","Census Tract 8274, Cook County, Illinois","968","230","null","null","-","**","**","-","425","252","null","null","928","654","null","null","1343","null","125","null","1089","null","95","null","-","**","**","-",
"1400000US17031827500","Census Tract 8275, Cook County, Illinois","1063","105","null","null","-","**","**","-","588","305","null","null","-","**","**","-","1167","null","73","null","-","-","**","**","-","**","**","-",
"1400000US17031827600","Census Tract 8276, Cook County, Illinois","1278","200","null","null","-","**","**","-","-","**","**","-","977","110","null","null","1375","null","239","null","-","-","**","**","-","**","**","-",
"1400000US17031827700","Census Tract 8277, Cook County, Illinois","1391","253","null","null","-","**","**","-","-","**","**","-","1298","1179","null","null","1486","null","276","null","1368","null","93","null","-","**","**","-",
"1400000US17031827801","Census Tract 8278.01, Cook County, Illinois","1691","135","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1651","null","132","null","-","-","**","**","-","**","**","-",
"1400000US17031827802","Census Tract 8278.02, Cook County, Illinois","1195","314","null","null","-","**","**","-","-","**","**","-","-","**","**","-","783","null","719","null","1385","null","137","null","-","**","**","-",
"1400000US17031827804","Census Tract 8278.04, Cook County, Illinois","2012","1593","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1446","null","1279","null","-","-","**","**","-","**","**","-",
"1400000US17031827805","Census Tract 8278.05, Cook County, Illinois","1530","780","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031827901","Census Tract 8279.01, Cook County, Illinois","2296","106","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031827902","Census Tract 8279.02, Cook County, Illinois","1175","75","null","null","-","**","**","-","1100","52","null","null","1091","184","null","null","1316","null","204","null","-","-","**","**","-","**","**","-",
"1400000US17031828000","Census Tract 8280, Cook County, Illinois","975","110","null","null","-","**","**","-","766","494","null","null","1008","145","null","null","1336","null","135","null","-","-","**","**","-","**","**","-",
"1400000US17031828100","Census Tract 8281, Cook County, Illinois","1002","260","null","null","-","**","**","-","726","120","null","null","963","89","null","null","1663","null","217","null","-","-","**","**","-","**","**","-",
"1400000US17031828201","Census Tract 8282.01, Cook County, Illinois","971","120","null","null","540","344","null","null","876","297","null","null","1006","142","null","null","1597","null","256","null","-","-","**","**","-","**","**","-",
"1400000US17031828202","Census Tract 8282.02, Cook County, Illinois","924","39","null","null","-","**","**","-","815","60","null","null","967","32","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031828300","Census Tract 8283, Cook County, Illinois","960","68","null","null","-","**","**","-","841","79","null","null","960","29","null","null","1619","null","261","null","-","-","**","**","-","**","**","-",
"1400000US17031828401","Census Tract 8284.01, Cook County, Illinois","1182","109","null","null","-","**","**","-","782","467","null","null","1119","58","null","null","1753","null","101","null","-","-","**","**","-","**","**","-",
"1400000US17031828402","Census Tract 8284.02, Cook County, Illinois","1047","63","null","null","-","**","**","-","894","237","null","null","1068","63","null","null","1368","null","268","null","-","-","**","**","-","**","**","-",
"1400000US17031828503","Census Tract 8285.03, Cook County, Illinois","1043","118","null","null","-","**","**","-","-","**","**","-","979","88","null","null","1022","null","162","null","-","-","**","**","-","**","**","-",
"1400000US17031828504","Census Tract 8285.04, Cook County, Illinois","1234","144","null","null","-","**","**","-","819","70","null","null","1102","58","null","null","1323","null","112","null","1283","null","178","null","-","**","**","-",
"1400000US17031828505","Census Tract 8285.05, Cook County, Illinois","1052","210","null","null","-","**","**","-","866","40","null","null","971","106","null","null","-","-","**","**","1467","null","349","null","-","**","**","-",
"1400000US17031828506","Census Tract 8285.06, Cook County, Illinois","916","92","null","null","-","**","**","-","698","38","null","null","1002","647","null","null","997","null","186","null","-","-","**","**","-","**","**","-",
"1400000US17031828601","Census Tract 8286.01, Cook County, Illinois","1102","230","null","null","-","**","**","-","1051","131","null","null","1152","235","null","null","1692","null","123","null","-","-","**","**","-","**","**","-",
"1400000US17031828602","Census Tract 8286.02, Cook County, Illinois","1607","289","null","null","-","**","**","-","-","**","**","-","1693","717","null","null","1703","null","561","null","1457","null","510","null","-","**","**","-",
"1400000US17031828701","Census Tract 8287.01, Cook County, Illinois","778","418","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031828702","Census Tract 8287.02, Cook County, Illinois","1500","316","null","null","-","**","**","-","-","**","**","-","954","92","null","null","1928","null","368","null","1776","null","57","null","-","**","**","-",
"1400000US17031828801","Census Tract 8288.01, Cook County, Illinois","1489","536","null","null","-","**","**","-","803","164","null","null","-","**","**","-","-","-","**","**","1826","null","558","null","-","**","**","-",
"1400000US17031828802","Census Tract 8288.02, Cook County, Illinois","1542","740","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1660","null","468","null","-","-","**","**","-","**","**","-",
"1400000US17031828900","Census Tract 8289, Cook County, Illinois","981","151","null","null","697","531","null","null","577","475","null","null","958","51","null","null","1108","null","143","null","-","-","**","**","-","**","**","-",
"1400000US17031829000","Census Tract 8290, Cook County, Illinois","837","123","null","null","-","**","**","-","856","407","null","null","-","**","**","-","850","null","205","null","-","-","**","**","-","**","**","-",
"1400000US17031829100","Census Tract 8291, Cook County, Illinois","867","137","null","null","212","134","null","null","-","**","**","-","860","199","null","null","1053","null","101","null","1151","null","72","null","-","**","**","-",
"1400000US17031829200","Census Tract 8292, Cook County, Illinois","998","131","null","null","2045","1920","null","null","543","338","null","null","922","563","null","null","1112","null","87","null","-","-","**","**","-","**","**","-",
"1400000US17031829301","Census Tract 8293.01, Cook County, Illinois","1446","413","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1653","null","198","null","-","-","**","**","-","**","**","-",
"1400000US17031829302","Census Tract 8293.02, Cook County, Illinois","924","52","null","null","-","**","**","-","835","47","null","null","933","48","null","null","938","null","233","null","-","-","**","**","-","**","**","-",
"1400000US17031829401","Census Tract 8294.01, Cook County, Illinois","1125","219","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1101","null","284","null","-","-","**","**","-","**","**","-",
"1400000US17031829402","Census Tract 8294.02, Cook County, Illinois","841","67","null","null","-","**","**","-","-","**","**","-","807","127","null","null","803","null","66","null","1209","null","559","null","-","**","**","-",
"1400000US17031829500","Census Tract 8295, Cook County, Illinois","1046","269","null","null","617","105","null","null","763","491","null","null","1096","209","null","null","1243","null","182","null","-","-","**","**","-","**","**","-",
"1400000US17031829600","Census Tract 8296, Cook County, Illinois","860","116","null","null","-","**","**","-","745","61","null","null","845","109","null","null","1279","null","177","null","-","-","**","**","-","**","**","-",
"1400000US17031829700","Census Tract 8297, Cook County, Illinois","802","196","null","null","-","**","**","-","658","538","null","null","1257","437","null","null","804","null","321","null","1406","null","912","null","-","**","**","-",
"1400000US17031829800","Census Tract 8298, Cook County, Illinois","1355","235","null","null","-","**","**","-","978","351","null","null","1257","176","null","null","1219","null","814","null","-","-","**","**","-","**","**","-",
"1400000US17031829901","Census Tract 8299.01, Cook County, Illinois","1503","578","null","null","-","**","**","-","-","**","**","-","1801","256","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031829902","Census Tract 8299.02, Cook County, Illinois","1753","474","null","null","-","**","**","-","-","**","**","-","1137","185","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031830001","Census Tract 8300.01, Cook County, Illinois","832","65","null","null","-","**","**","-","-","**","**","-","743","199","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031830003","Census Tract 8300.03, Cook County, Illinois","1656","145","null","null","-","**","**","-","-","**","**","-","1586","407","null","null","1548","null","279","null","-","-","**","**","-","**","**","-",
"1400000US17031830004","Census Tract 8300.04, Cook County, Illinois","1199","535","null","null","-","**","**","-","-","**","**","-","981","137","null","null","1943","null","724","null","-","-","**","**","-","**","**","-",
"1400000US17031830005","Census Tract 8300.05, Cook County, Illinois","1810","704","null","null","-","**","**","-","3,500+","***","***","3,500+","-","**","**","-","1971","null","377","null","-","-","**","**","-","**","**","-",
"1400000US17031830006","Census Tract 8300.06, Cook County, Illinois","628","421","null","null","-","**","**","-","318","87","null","null","1121","67","null","null","1113","null","162","null","-","-","**","**","-","**","**","-",
"1400000US17031830007","Census Tract 8300.07, Cook County, Illinois","968","128","null","null","-","**","**","-","777","21","null","null","949","135","null","null","1539","null","196","null","2063","null","1787","null","-","**","**","-",
"1400000US17031830008","Census Tract 8300.08, Cook County, Illinois","1672","580","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1848","null","620","null","1694","null","703","null","-","**","**","-",
"1400000US17031830100","Census Tract 8301, Cook County, Illinois","1836","242","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1787","null","688","null","1858","null","247","null","-","**","**","-",
"1400000US17031830201","Census Tract 8302.01, Cook County, Illinois","1099","154","null","null","-","**","**","-","809","443","null","null","1174","114","null","null","1703","null","302","null","-","-","**","**","-","**","**","-",
"1400000US17031830202","Census Tract 8302.02, Cook County, Illinois","1529","184","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1642","null","175","null","1383","null","236","null","-","**","**","-",
"1400000US17031830300","Census Tract 8303, Cook County, Illinois","1086","148","null","null","-","**","**","-","779","271","null","null","1197","128","null","null","1572","null","1051","null","-","-","**","**","-","**","**","-",
"1400000US17031830400","Census Tract 8304, Cook County, Illinois","1298","101","null","null","-","**","**","-","-","**","**","-","1198","120","null","null","1350","null","83","null","1621","null","533","null","-","**","**","-",
"1400000US17031830500","Census Tract 8305, Cook County, Illinois","1004","264","null","null","-","**","**","-","-","**","**","-","1025","460","null","null","918","null","460","null","-","-","**","**","-","**","**","-",
"1400000US17031830600","Census Tract 8306, Cook County, Illinois","1023","60","null","null","784","50","null","null","955","58","null","null","1180","74","null","null","1172","null","533","null","-","-","**","**","-","**","**","-",
"1400000US17031830700","Census Tract 8307, Cook County, Illinois","811","94","null","null","736","47","null","null","735","43","null","null","1575","302","null","null","1456","null","398","null","-","-","**","**","-","**","**","-",
"1400000US17031830800","Census Tract 8308, Cook County, Illinois","1267","83","null","null","882","41","null","null","1137","35","null","null","1678","105","null","null","1949","null","285","null","-","-","**","**","-","**","**","-",
"1400000US17031830900","Census Tract 8309, Cook County, Illinois","1553","328","null","null","-","**","**","-","1104","87","null","null","2059","314","null","null","1413","null","345","null","-","-","**","**","-","**","**","-",
"1400000US17031831000","Census Tract 8310, Cook County, Illinois","2127","276","null","null","-","**","**","-","1861","552","null","null","2171","380","null","null","3,500+","3,500+","***","***","-","-","**","**","-","**","**","-",
"1400000US17031831100","Census Tract 8311, Cook County, Illinois","1147","69","null","null","-","**","**","-","1072","103","null","null","1062","106","null","null","1378","null","213","null","-","-","**","**","-","**","**","-",
"1400000US17031831200","Census Tract 8312, Cook County, Illinois","881","106","null","null","751","60","null","null","792","306","null","null","858","62","null","null","1098","null","78","null","-","-","**","**","-","**","**","-",
"1400000US17031831300","Census Tract 8313, Cook County, Illinois","1035","160","null","null","-","**","**","-","-","**","**","-","1060","167","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031831400","Census Tract 8314, Cook County, Illinois","1048","78","null","null","787","217","null","null","933","220","null","null","1064","88","null","null","1126","null","122","null","-","-","**","**","-","**","**","-",
"1400000US17031831500","Census Tract 8315, Cook County, Illinois","968","345","null","null","-","**","**","-","838","136","null","null","1278","657","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031831600","Census Tract 8316, Cook County, Illinois","1056","99","null","null","777","118","null","null","843","48","null","null","1148","57","null","null","1464","null","321","null","-","-","**","**","-","**","**","-",
"1400000US17031831700","Census Tract 8317, Cook County, Illinois","1032","81","null","null","737","141","null","null","944","36","null","null","1111","70","null","null","1371","null","126","null","-","-","**","**","-","**","**","-",
