"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_001MA","B25031_001EA","B25031_002E","B25031_002M","B25031_002MA","B25031_002EA","B25031_003E","B25031_003M","B25031_003MA","B25031_003EA","B25031_004E","B25031_004M","B25031_004MA","B25031_004EA","B25031_005E","B25031_005M","B25031_005MA","B25031_005EA","B25031_006E","B25031_006M","B25031_006MA","B25031_006EA","B25031_007E","B25031_007M","B25031_007MA","B25031_007EA",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Annotation of Margin of Error!!Median gross rent --!!Total:","Annotation of Estimate!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!5 or more bedrooms",
"1400000US17031630800","Census Tract 6308, Cook County, Illinois","757","153","null","null","606","37","null","null","574","174","null","null","760","157","null","null","1335","311","null","null","-","**","**","-","-","**","**","-",
"1400000US17031630900","Census Tract 6309, Cook County, Illinois","827","136","null","null","847","34","null","null","100-","***","***","100-","736","363","null","null","937","175","null","null","-","**","**","-","-","**","**","-",
"1400000US17031640100","Census Tract 6401, Cook County, Illinois","995","84","null","null","-","**","**","-","-","**","**","-","997","101","null","null","1085","267","null","null","-","**","**","-","-","**","**","-",
"1400000US17031640300","Census Tract 6403, Cook County, Illinois","1175","449","null","null","-","**","**","-","944","23","null","null","1125","369","null","null","2012","1334","null","null","2069","1870","null","null","-","**","**","-",
"1400000US17031640400","Census Tract 6404, Cook County, Illinois","988","121","null","null","-","**","**","-","-","**","**","-","962","50","null","null","1131","110","null","null","-","**","**","-","-","**","**","-",
"1400000US17031640500","Census Tract 6405, Cook County, Illinois","992","83","null","null","-","**","**","-","854","83","null","null","1154","94","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031640600","Census Tract 6406, Cook County, Illinois","1035","80","null","null","-","**","**","-","853","154","null","null","1078","53","null","null","1190","364","null","null","-","**","**","-","-","**","**","-",
"1400000US17031640700","Census Tract 6407, Cook County, Illinois","1320","55","null","null","-","**","**","-","-","**","**","-","1313","68","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031640800","Census Tract 6408, Cook County, Illinois","873","106","null","null","-","**","**","-","698","266","null","null","969","168","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031650100","Census Tract 6501, Cook County, Illinois","886","81","null","null","-","**","**","-","869","330","null","null","868","53","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031650200","Census Tract 6502, Cook County, Illinois","1036","124","null","null","-","**","**","-","-","**","**","-","927","99","null","null","1113","164","null","null","-","**","**","-","-","**","**","-",
"1400000US17031650301","Census Tract 6503.01, Cook County, Illinois","953","56","null","null","-","**","**","-","-","**","**","-","946","58","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031650302","Census Tract 6503.02, Cook County, Illinois","1103","285","null","null","-","**","**","-","-","**","**","-","1195","138","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031650400","Census Tract 6504, Cook County, Illinois","1210","150","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1238","158","null","null","-","**","**","-","-","**","**","-",
"1400000US17031650500","Census Tract 6505, Cook County, Illinois","1045","112","null","null","-","**","**","-","982","102","null","null","1207","205","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031660301","Census Tract 6603.01, Cook County, Illinois","836","75","null","null","-","**","**","-","637","63","null","null","838","46","null","null","1337","207","null","null","-","**","**","-","-","**","**","-",
"1400000US17031660302","Census Tract 6603.02, Cook County, Illinois","886","68","null","null","-","**","**","-","737","137","null","null","874","78","null","null","1575","717","null","null","-","**","**","-","-","**","**","-",
"1400000US17031660400","Census Tract 6604, Cook County, Illinois","756","215","null","null","676","269","null","null","486","175","null","null","825","121","null","null","1242","392","null","null","-","**","**","-","-","**","**","-",
"1400000US17031660500","Census Tract 6605, Cook County, Illinois","862","71","null","null","-","**","**","-","578","108","null","null","855","57","null","null","1084","124","null","null","-","**","**","-","-","**","**","-",
"1400000US17031660600","Census Tract 6606, Cook County, Illinois","816","49","null","null","-","**","**","-","687","87","null","null","821","52","null","null","1100","35","null","null","-","**","**","-","-","**","**","-",
"1400000US17031660700","Census Tract 6607, Cook County, Illinois","828","126","null","null","-","**","**","-","813","74","null","null","820","476","null","null","1028","950","null","null","-","**","**","-","-","**","**","-",
"1400000US17031660800","Census Tract 6608, Cook County, Illinois","784","114","null","null","-","**","**","-","762","63","null","null","747","179","null","null","869","268","null","null","-","**","**","-","-","**","**","-",
"1400000US17031660900","Census Tract 6609, Cook County, Illinois","1059","62","null","null","-","**","**","-","-","**","**","-","1080","46","null","null","954","333","null","null","-","**","**","-","-","**","**","-",
"1400000US17031661000","Census Tract 6610, Cook County, Illinois","1038","112","null","null","-","**","**","-","750","109","null","null","992","125","null","null","1188","72","null","null","1547","581","null","null","-","**","**","-",
"1400000US17031661100","Census Tract 6611, Cook County, Illinois","1361","271","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1467","294","null","null","1607","309","null","null","-","**","**","-",
"1400000US17031670100","Census Tract 6701, Cook County, Illinois","793","382","null","null","-","**","**","-","722","163","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1479","259","null","null",
"1400000US17031670200","Census Tract 6702, Cook County, Illinois","950","34","null","null","-","**","**","-","-","**","**","-","970","168","null","null","942","21","null","null","-","**","**","-","-","**","**","-",
"1400000US17031670300","Census Tract 6703, Cook County, Illinois","691","319","null","null","-","**","**","-","-","**","**","-","529","136","null","null","1008","320","null","null","-","**","**","-","-","**","**","-",
"1400000US17031670400","Census Tract 6704, Cook County, Illinois","1036","262","null","null","-","**","**","-","-","**","**","-","997","209","null","null","1281","326","null","null","-","**","**","-","-","**","**","-",
"1400000US17031670500","Census Tract 6705, Cook County, Illinois","1066","62","null","null","-","**","**","-","-","**","**","-","1064","184","null","null","1000","170","null","null","-","**","**","-","-","**","**","-",
"1400000US17031670600","Census Tract 6706, Cook County, Illinois","845","358","null","null","-","**","**","-","-","**","**","-","749","542","null","null","1132","469","null","null","-","**","**","-","-","**","**","-",
"1400000US17031670700","Census Tract 6707, Cook County, Illinois","873","76","null","null","-","**","**","-","-","**","**","-","725","169","null","null","933","54","null","null","-","**","**","-","-","**","**","-",
"1400000US17031670800","Census Tract 6708, Cook County, Illinois","704","145","null","null","-","**","**","-","-","**","**","-","716","574","null","null","804","278","null","null","1050","637","null","null","-","**","**","-",
"1400000US17031670900","Census Tract 6709, Cook County, Illinois","881","153","null","null","-","**","**","-","-","**","**","-","775","395","null","null","940","109","null","null","-","**","**","-","-","**","**","-",
"1400000US17031671100","Census Tract 6711, Cook County, Illinois","879","71","null","null","-","**","**","-","-","**","**","-","879","45","null","null","866","220","null","null","-","**","**","-","-","**","**","-",
"1400000US17031671200","Census Tract 6712, Cook County, Illinois","935","353","null","null","-","**","**","-","-","**","**","-","536","205","null","null","1157","52","null","null","1234","126","null","null","-","**","**","-",
"1400000US17031671300","Census Tract 6713, Cook County, Illinois","679","240","null","null","-","**","**","-","-","**","**","-","550","63","null","null","938","625","null","null","-","**","**","-","-","**","**","-",
"1400000US17031671400","Census Tract 6714, Cook County, Illinois","1068","161","null","null","-","**","**","-","-","**","**","-","956","526","null","null","1079","198","null","null","-","**","**","-","-","**","**","-",
"1400000US17031671500","Census Tract 6715, Cook County, Illinois","950","240","null","null","-","**","**","-","-","**","**","-","851","146","null","null","1105","245","null","null","-","**","**","-","-","**","**","-",
"1400000US17031671600","Census Tract 6716, Cook County, Illinois","883","90","null","null","-","**","**","-","746","265","null","null","837","104","null","null","951","15","null","null","-","**","**","-","-","**","**","-",
"1400000US17031671800","Census Tract 6718, Cook County, Illinois","1327","165","null","null","-","**","**","-","-","**","**","-","1288","763","null","null","915","422","null","null","1366","121","null","null","-","**","**","-",
"1400000US17031671900","Census Tract 6719, Cook County, Illinois","1195","158","null","null","-","**","**","-","-","**","**","-","1142","202","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031672000","Census Tract 6720, Cook County, Illinois","1136","334","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1058","859","null","null","-","**","**","-","-","**","**","-",
"1400000US17031680500","Census Tract 6805, Cook County, Illinois","1000","124","null","null","-","**","**","-","-","**","**","-","900","103","null","null","1149","92","null","null","1125","775","null","null","-","**","**","-",
"1400000US17031680600","Census Tract 6806, Cook County, Illinois","964","126","null","null","-","**","**","-","-","**","**","-","1032","143","null","null","904","259","null","null","-","**","**","-","-","**","**","-",
"1400000US17031680900","Census Tract 6809, Cook County, Illinois","764","193","null","null","-","**","**","-","320","112","null","null","861","92","null","null","1069","138","null","null","-","**","**","-","-","**","**","-",
"1400000US17031681000","Census Tract 6810, Cook County, Illinois","855","201","null","null","312","262","null","null","225","211","null","null","921","94","null","null","1075","932","null","null","977","663","null","null","-","**","**","-",
"1400000US17031681100","Census Tract 6811, Cook County, Illinois","956","87","null","null","-","**","**","-","-","**","**","-","854","281","null","null","1052","74","null","null","-","**","**","-","-","**","**","-",
"1400000US17031681200","Census Tract 6812, Cook County, Illinois","903","135","null","null","-","**","**","-","740","141","null","null","857","163","null","null","961","232","null","null","1125","847","null","null","-","**","**","-",
"1400000US17031681300","Census Tract 6813, Cook County, Illinois","1030","120","null","null","-","**","**","-","1009","668","null","null","798","298","null","null","983","210","null","null","1141","185","null","null","-","**","**","-",
"1400000US17031681400","Census Tract 6814, Cook County, Illinois","861","148","null","null","-","**","**","-","-","**","**","-","788","72","null","null","-","**","**","-","1623","833","null","null","-","**","**","-",
"1400000US17031690300","Census Tract 6903, Cook County, Illinois","676","166","null","null","549","37","null","null","633","40","null","null","825","231","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031690400","Census Tract 6904, Cook County, Illinois","863","54","null","null","697","260","null","null","822","85","null","null","840","132","null","null","1079","168","null","null","-","**","**","-","-","**","**","-",
"1400000US17031690500","Census Tract 6905, Cook County, Illinois","941","63","null","null","-","**","**","-","-","**","**","-","1101","125","null","null","873","266","null","null","1534","1191","null","null","-","**","**","-",
"1400000US17031690900","Census Tract 6909, Cook County, Illinois","915","74","null","null","-","**","**","-","768","62","null","null","926","170","null","null","1166","161","null","null","1811","220","null","null","-","**","**","-",
"1400000US17031691000","Census Tract 6910, Cook County, Illinois","1059","115","null","null","-","**","**","-","880","158","null","null","979","121","null","null","1207","105","null","null","-","**","**","-","-","**","**","-",
"1400000US17031691100","Census Tract 6911, Cook County, Illinois","923","297","null","null","-","**","**","-","-","**","**","-","686","534","null","null","-","**","**","-","1673","224","null","null","1136","89","null","null",
"1400000US17031691200","Census Tract 6912, Cook County, Illinois","973","74","null","null","-","**","**","-","949","262","null","null","887","395","null","null","1123","355","null","null","-","**","**","-","-","**","**","-",
"1400000US17031691300","Census Tract 6913, Cook County, Illinois","957","44","null","null","-","**","**","-","835","173","null","null","955","33","null","null","1516","734","null","null","-","**","**","-","-","**","**","-",
"1400000US17031691400","Census Tract 6914, Cook County, Illinois","1046","116","null","null","-","**","**","-","728","106","null","null","1168","88","null","null","1005","893","null","null","1354","939","null","null","-","**","**","-",
"1400000US17031691500","Census Tract 6915, Cook County, Illinois","809","97","null","null","668","373","null","null","731","198","null","null","766","496","null","null","1025","580","null","null","1454","412","null","null","-","**","**","-",
"1400000US17031700100","Census Tract 7001, Cook County, Illinois","1425","160","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1425","160","null","null","-","**","**","-","-","**","**","-",
"1400000US17031700200","Census Tract 7002, Cook County, Illinois","1354","473","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031700301","Census Tract 7003.01, Cook County, Illinois","1287","277","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1228","160","null","null","-","**","**","-","-","**","**","-",
"1400000US17031700302","Census Tract 7003.02, Cook County, Illinois","1214","196","null","null","-","**","**","-","-","**","**","-","1054","102","null","null","1611","211","null","null","-","**","**","-","-","**","**","-",
"1400000US17031700401","Census Tract 7004.01, Cook County, Illinois","1243","193","null","null","-","**","**","-","-","**","**","-","943","61","null","null","1385","178","null","null","-","**","**","-","-","**","**","-",
"1400000US17031700402","Census Tract 7004.02, Cook County, Illinois","1946","375","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1768","255","null","null","-","**","**","-","-","**","**","-",
"1400000US17031700501","Census Tract 7005.01, Cook County, Illinois","872","339","null","null","-","**","**","-","809","87","null","null","-","**","**","-","1870","890","null","null","-","**","**","-","-","**","**","-",
"1400000US17031700502","Census Tract 7005.02, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031710100","Census Tract 7101, Cook County, Illinois","566","173","null","null","298","86","null","null","-","**","**","-","950","172","null","null","892","317","null","null","-","**","**","-","-","**","**","-",
"1400000US17031710200","Census Tract 7102, Cook County, Illinois","929","75","null","null","-","**","**","-","721","258","null","null","873","117","null","null","1190","210","null","null","2142","792","null","null","-","**","**","-",
"1400000US17031710300","Census Tract 7103, Cook County, Illinois","899","172","null","null","771","345","null","null","719","82","null","null","876","84","null","null","1271","163","null","null","1688","115","null","null","-","**","**","-",
"1400000US17031710400","Census Tract 7104, Cook County, Illinois","939","147","null","null","-","**","**","-","792","65","null","null","898","125","null","null","1104","89","null","null","1328","160","null","null","-","**","**","-",
"1400000US17031710500","Census Tract 7105, Cook County, Illinois","921","45","null","null","-","**","**","-","771","196","null","null","942","35","null","null","856","198","null","null","-","**","**","-","1511","306","null","null",
"1400000US17031710600","Census Tract 7106, Cook County, Illinois","969","79","null","null","-","**","**","-","733","158","null","null","974","105","null","null","1109","21","null","null","-","**","**","-","-","**","**","-",
"1400000US17031710700","Census Tract 7107, Cook County, Illinois","760","130","null","null","-","**","**","-","466","124","null","null","833","82","null","null","1503","559","null","null","-","**","**","-","-","**","**","-",
"1400000US17031710800","Census Tract 7108, Cook County, Illinois","893","111","null","null","-","**","**","-","492","381","null","null","921","97","null","null","929","339","null","null","1649","294","null","null","-","**","**","-",
"1400000US17031710900","Census Tract 7109, Cook County, Illinois","777","213","null","null","-","**","**","-","-","**","**","-","521","331","null","null","970","166","null","null","-","**","**","-","-","**","**","-",
"1400000US17031711000","Census Tract 7110, Cook County, Illinois","1027","131","null","null","-","**","**","-","692","371","null","null","1040","186","null","null","1358","416","null","null","-","**","**","-","-","**","**","-",
"1400000US17031711100","Census Tract 7111, Cook County, Illinois","764","69","null","null","-","**","**","-","775","69","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031711200","Census Tract 7112, Cook County, Illinois","1276","567","null","null","-","**","**","-","-","**","**","-","1596","283","null","null","1670","141","null","null","-","**","**","-","-","**","**","-",
"1400000US17031711300","Census Tract 7113, Cook County, Illinois","1020","112","null","null","640","269","null","null","929","130","null","null","840","207","null","null","1204","226","null","null","-","**","**","-","-","**","**","-",
"1400000US17031711400","Census Tract 7114, Cook County, Illinois","911","167","null","null","-","**","**","-","725","285","null","null","798","276","null","null","1339","626","null","null","-","**","**","-","-","**","**","-",
"1400000US17031711500","Census Tract 7115, Cook County, Illinois","1338","154","null","null","-","**","**","-","-","**","**","-","772","19","null","null","1355","314","null","null","1475","632","null","null","-","**","**","-",
"1400000US17031720100","Census Tract 7201, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031720200","Census Tract 7202, Cook County, Illinois","910","85","null","null","-","**","**","-","896","154","null","null","862","33","null","null","3198","117","null","null","-","**","**","-","-","**","**","-",
"1400000US17031720300","Census Tract 7203, Cook County, Illinois","854","37","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031720400","Census Tract 7204, Cook County, Illinois","1932","956","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031720500","Census Tract 7205, Cook County, Illinois","1063","163","null","null","-","**","**","-","-","**","**","-","1163","97","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031720600","Census Tract 7206, Cook County, Illinois","1330","358","null","null","-","**","**","-","-","**","**","-","1385","49","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031720700","Census Tract 7207, Cook County, Illinois","936","146","null","null","-","**","**","-","810","60","null","null","1080","107","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031730100","Census Tract 7301, Cook County, Illinois","883","742","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1396","524","null","null","-","**","**","-","-","**","**","-",
"1400000US17031730201","Census Tract 7302.01, Cook County, Illinois","877","113","null","null","737","55","null","null","856","360","null","null","937","116","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031730202","Census Tract 7302.02, Cook County, Illinois","1206","219","null","null","-","**","**","-","-","**","**","-","1301","174","null","null","1643","246","null","null","1204","616","null","null","-","**","**","-",
"1400000US17031730300","Census Tract 7303, Cook County, Illinois","1163","97","null","null","-","**","**","-","986","180","null","null","1100","62","null","null","1917","570","null","null","1337","70","null","null","-","**","**","-",
"1400000US17031730400","Census Tract 7304, Cook County, Illinois","1107","160","null","null","-","**","**","-","-","**","**","-","1062","169","null","null","898","515","null","null","-","**","**","-","-","**","**","-",
"1400000US17031730500","Census Tract 7305, Cook County, Illinois","919","399","null","null","-","**","**","-","952","460","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031730600","Census Tract 7306, Cook County, Illinois","1130","338","null","null","-","**","**","-","542","401","null","null","1274","234","null","null","1505","955","null","null","-","**","**","-","-","**","**","-",
"1400000US17031730700","Census Tract 7307, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","586","217","null","null","-","**","**","-","-","**","**","-",
"1400000US17031740100","Census Tract 7401, Cook County, Illinois","1026","193","null","null","-","**","**","-","631","92","null","null","1016","522","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031740200","Census Tract 7402, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","802","157","null","null","2198","210","null","null","-","**","**","-","-","**","**","-",
"1400000US17031740300","Census Tract 7403, Cook County, Illinois","1321","169","null","null","-","**","**","-","-","**","**","-","1362","32","null","null","1534","688","null","null","-","**","**","-","-","**","**","-",
"1400000US17031740400","Census Tract 7404, Cook County, Illinois","1065","118","null","null","976","132","null","null","1054","122","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031750100","Census Tract 7501, Cook County, Illinois","816","152","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","881","334","null","null","-","**","**","-",
"1400000US17031750200","Census Tract 7502, Cook County, Illinois","1134","211","null","null","-","**","**","-","780","114","null","null","1093","121","null","null","-","**","**","-","2107","635","null","null","-","**","**","-",
"1400000US17031750300","Census Tract 7503, Cook County, Illinois","1114","79","null","null","-","**","**","-","1035","114","null","null","1086","66","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031750400","Census Tract 7504, Cook County, Illinois","1106","96","null","null","-","**","**","-","957","417","null","null","1149","108","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031750500","Census Tract 7505, Cook County, Illinois","1336","162","null","null","-","**","**","-","-","**","**","-","1039","147","null","null","1424","135","null","null","-","**","**","-","-","**","**","-",
"1400000US17031750600","Census Tract 7506, Cook County, Illinois","1164","234","null","null","-","**","**","-","-","**","**","-","811","548","null","null","1438","195","null","null","1375","642","null","null","-","**","**","-",
"1400000US17031760801","Census Tract 7608.01, Cook County, Illinois","1338","39","null","null","1075","136","null","null","1326","43","null","null","1416","92","null","null","2250","1268","null","null","-","**","**","-","-","**","**","-",
"1400000US17031760802","Census Tract 7608.02, Cook County, Illinois","1105","228","null","null","-","**","**","-","947","76","null","null","-","**","**","-","1788","850","null","null","-","**","**","-","-","**","**","-",
"1400000US17031760803","Census Tract 7608.03, Cook County, Illinois","1113","47","null","null","-","**","**","-","1073","43","null","null","1127","86","null","null","1380","30","null","null","-","**","**","-","-","**","**","-",
"1400000US17031770201","Census Tract 7702.01, Cook County, Illinois","1230","78","null","null","949","28","null","null","1132","34","null","null","1427","61","null","null","2169","186","null","null","-","**","**","-","-","**","**","-",
"1400000US17031770202","Census Tract 7702.02, Cook County, Illinois","1686","471","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1861","295","null","null","-","**","**","-","-","**","**","-",
"1400000US17031770300","Census Tract 7703, Cook County, Illinois","1563","147","null","null","-","**","**","-","1233","207","null","null","1731","37","null","null","1615","269","null","null","-","**","**","-","-","**","**","-",
"1400000US17031770400","Census Tract 7704, Cook County, Illinois","1202","98","null","null","-","**","**","-","915","195","null","null","1247","109","null","null","2100","271","null","null","-","**","**","-","-","**","**","-",
"1400000US17031770500","Census Tract 7705, Cook County, Illinois","1020","259","null","null","-","**","**","-","-","**","**","-","1124","91","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031770601","Census Tract 7706.01, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031770602","Census Tract 7706.02, Cook County, Illinois","970","42","null","null","2056","1802","null","null","920","51","null","null","954","64","null","null","1818","131","null","null","-","**","**","-","-","**","**","-",
"1400000US17031770700","Census Tract 7707, Cook County, Illinois","1031","57","null","null","556","391","null","null","-","**","**","-","1095","42","null","null","1583","279","null","null","-","**","**","-","-","**","**","-",
"1400000US17031770800","Census Tract 7708, Cook County, Illinois","1162","76","null","null","-","**","**","-","998","180","null","null","1140","37","null","null","1712","177","null","null","-","**","**","-","-","**","**","-",
"1400000US17031770901","Census Tract 7709.01, Cook County, Illinois","1023","281","null","null","-","**","**","-","-","**","**","-","990","205","null","null","1704","119","null","null","-","**","**","-","-","**","**","-",
"1400000US17031770902","Census Tract 7709.02, Cook County, Illinois","978","171","null","null","920","222","null","null","891","64","null","null","1582","502","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031800100","Census Tract 8001, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031800200","Census Tract 8002, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","3268","345","null","null","-","**","**","-",
"1400000US17031800300","Census Tract 8003, Cook County, Illinois","1222","329","null","null","-","**","**","-","1344","480","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031800400","Census Tract 8004, Cook County, Illinois","2775","2196","null","null","-","**","**","-","1328","94","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031800500","Census Tract 8005, Cook County, Illinois","1720","872","null","null","-","**","**","-","1177","280","null","null","2196","546","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031800600","Census Tract 8006, Cook County, Illinois","3179","1917","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031800700","Census Tract 8007, Cook County, Illinois","2724","119","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031800800","Census Tract 8008, Cook County, Illinois","2402","483","null","null","-","**","**","-","-","**","**","-","1890","233","null","null","3094","569","null","null","-","**","**","-","-","**","**","-",
"1400000US17031800900","Census Tract 8009, Cook County, Illinois","2772","243","null","null","-","**","**","-","-","**","**","-","-","**","**","-","2895","263","null","null","-","**","**","-","-","**","**","-",
"1400000US17031801000","Census Tract 8010, Cook County, Illinois","1428","145","null","null","-","**","**","-","1263","315","null","null","1400","203","null","null","3125","602","null","null","-","**","**","-","-","**","**","-",
"1400000US17031801100","Census Tract 8011, Cook County, Illinois","1715","418","null","null","-","**","**","-","1408","239","null","null","-","**","**","-","1778","648","null","null","-","**","**","-","-","**","**","-",
"1400000US17031801200","Census Tract 8012, Cook County, Illinois","3063","2860","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031801300","Census Tract 8013, Cook County, Illinois","1158","132","null","null","711","615","null","null","1072","504","null","null","1472","291","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031801400","Census Tract 8014, Cook County, Illinois","2590","355","null","null","-","**","**","-","-","**","**","-","-","**","**","-","2590","355","null","null","-","**","**","-","-","**","**","-",
"1400000US17031801500","Census Tract 8015, Cook County, Illinois","1773","322","null","null","-","**","**","-","1565","1360","null","null","1731","617","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031801601","Census Tract 8016.01, Cook County, Illinois","1802","111","null","null","-","**","**","-","1942","282","null","null","1727","177","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031801603","Census Tract 8016.03, Cook County, Illinois","1301","130","null","null","1176","260","null","null","1422","687","null","null","1220","74","null","null","2183","153","null","null","-","**","**","-","-","**","**","-",
"1400000US17031801605","Census Tract 8016.05, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031801606","Census Tract 8016.06, Cook County, Illinois","2118","148","null","null","-","**","**","-","2048","309","null","null","2250","158","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031801607","Census Tract 8016.07, Cook County, Illinois","1560","117","null","null","-","**","**","-","1272","122","null","null","1650","83","null","null","1830","128","null","null","3,500+","***","***","3,500+","-","**","**","-",
"1400000US17031801608","Census Tract 8016.08, Cook County, Illinois","2116","186","null","null","-","**","**","-","1459","1213","null","null","2116","204","null","null","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031801701","Census Tract 8017.01, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US17031801702","Census Tract 8017.02, Cook County, Illinois","2242","312","null","null","-","**","**","-","-","**","**","-","3,500+","***","***","3,500+","2149","214","null","null","-","**","**","-","-","**","**","-",
