"GEO_ID","NAME","B25031_001E","B25031_001EA","B25031_001M","B25031_001MA","B25031_002E","B25031_002EA","B25031_002M","B25031_002MA","B25031_003E","B25031_003EA","B25031_003M","B25031_003MA","B25031_004E","B25031_004EA","B25031_004M","B25031_004MA","B25031_005E","B25031_005EA","B25031_005M","B25031_005MA","B25031_006E","B25031_006EA","B25031_006M","B25031_006MA","B25031_007E","B25031_007EA","B25031_007M","B25031_007MA",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","1038","null","83","null","895","null","359","null","919","null","44","null","1162","null","104","null","1301","null","281","null","-","-","**","**","-","-","**","**",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","1029","null","65","null","754","null","51","null","966","null","28","null","1297","null","107","null","1231","null","172","null","-","-","**","**","-","-","**","**",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","1063","null","59","null","-","-","**","**","966","null","106","null","1105","null","79","null","1178","null","254","null","-","-","**","**","-","-","**","**",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","997","null","163","null","-","-","**","**","-","-","**","**","1221","null","561","null","1390","null","66","null","-","-","**","**","-","-","**","**",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","867","null","211","null","-","-","**","**","399","null","341","null","1068","null","133","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","1206","null","76","null","-","-","**","**","1088","null","250","null","1159","null","62","null","1482","null","162","null","-","-","**","**","-","-","**","**",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","1161","null","54","null","-","-","**","**","1050","null","97","null","1212","null","78","null","1583","null","331","null","-","-","**","**","-","-","**","**",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","1038","null","82","null","-","-","**","**","833","null","168","null","1098","null","52","null","1643","null","233","null","-","-","**","**","-","-","**","**",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","1134","null","101","null","-","-","**","**","954","null","166","null","1225","null","129","null","1463","null","208","null","-","-","**","**","-","-","**","**",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","1144","null","97","null","-","-","**","**","827","null","162","null","1082","null","88","null","1322","null","112","null","-","-","**","**","-","-","**","**",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","1367","null","95","null","-","-","**","**","475","null","466","null","1285","null","123","null","1875","null","442","null","2688","null","1296","null","-","-","**","**",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","1070","null","84","null","955","null","10","null","784","null","71","null","1122","null","72","null","1398","null","111","null","-","-","**","**","-","-","**","**",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","1142","null","102","null","-","-","**","**","1011","null","126","null","1181","null","212","null","1263","null","476","null","-","-","**","**","-","-","**","**",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","1112","null","53","null","850","null","301","null","929","null","61","null","1147","null","61","null","1439","null","166","null","-","-","**","**","-","-","**","**",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","1202","null","96","null","-","-","**","**","959","null","31","null","1224","null","127","null","1468","null","105","null","-","-","**","**","-","-","**","**",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","979","null","53","null","811","null","281","null","894","null","64","null","1136","null","104","null","1699","null","348","null","-","-","**","**","-","-","**","**",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","976","null","43","null","827","null","48","null","1013","null","62","null","1505","null","713","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","1005","null","103","null","776","null","38","null","1091","null","72","null","1575","null","183","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","1019","null","102","null","903","null","89","null","989","null","103","null","1675","null","87","null","858","null","586","null","-","-","**","**","-","-","**","**",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","1009","null","93","null","736","null","29","null","1038","null","120","null","1527","null","451","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","1161","null","84","null","839","null","231","null","1087","null","80","null","1462","null","198","null","1659","null","503","null","-","-","**","**","-","-","**","**",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","980","null","74","null","821","null","224","null","902","null","65","null","1242","null","169","null","1577","null","693","null","-","-","**","**","-","-","**","**",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","909","null","69","null","894","null","164","null","749","null","114","null","978","null","86","null","2097","null","898","null","-","-","**","**","-","-","**","**",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","1363","null","94","null","840","null","160","null","1095","null","68","null","1483","null","134","null","1603","null","137","null","-","-","**","**","-","-","**","**",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","944","null","76","null","874","null","57","null","980","null","108","null","1121","null","65","null","2048","null","307","null","-","-","**","**","-","-","**","**",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","848","null","33","null","762","null","31","null","907","null","44","null","1450","null","1020","null","1889","null","690","null","-","-","**","**","-","-","**","**",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","1029","null","62","null","914","null","41","null","1073","null","57","null","1750","null","192","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","871","null","45","null","807","null","40","null","997","null","112","null","-","-","**","**","1583","null","331","null","-","-","**","**","-","-","**","**",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","1286","null","95","null","1083","null","100","null","1315","null","69","null","1244","null","296","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","879","null","114","null","575","null","297","null","802","null","284","null","1440","null","202","null","1726","null","346","null","-","-","**","**","-","-","**","**",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","1005","null","108","null","866","null","21","null","1148","null","179","null","1097","null","866","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","1388","null","286","null","-","-","**","**","1026","null","90","null","1555","null","146","null","1946","null","260","null","-","-","**","**","-","-","**","**",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","1320","null","184","null","-","-","**","**","931","null","125","null","1580","null","267","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","1241","null","75","null","900","null","826","null","1147","null","66","null","1339","null","138","null","1674","null","310","null","-","-","**","**","-","-","**","**",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","1228","null","183","null","827","null","203","null","967","null","32","null","1622","null","131","null","1822","null","157","null","-","-","**","**","-","-","**","**",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","782","null","97","null","526","null","105","null","678","null","253","null","950","null","150","null","1060","null","375","null","-","-","**","**","-","-","**","**",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","956","null","30","null","866","null","94","null","952","null","46","null","983","null","567","null","1707","null","108","null","-","-","**","**","-","-","**","**",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","1191","null","69","null","997","null","91","null","1226","null","84","null","1586","null","232","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","631","null","122","null","618","null","109","null","366","null","89","null","988","null","206","null","541","null","459","null","2125","null","1886","null","-","-","**","**",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","786","null","36","null","702","null","73","null","771","null","148","null","1023","null","292","null","903","null","271","null","1932","null","1767","null","-","-","**","**",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","944","null","90","null","734","null","99","null","964","null","59","null","1285","null","221","null","1515","null","768","null","-","-","**","**","-","-","**","**",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","1123","null","95","null","1000","null","176","null","994","null","161","null","1354","null","289","null","1950","null","1354","null","-","-","**","**","-","-","**","**",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","1161","null","56","null","1006","null","196","null","1132","null","34","null","1279","null","218","null","1734","null","182","null","1268","null","1000","null","-","-","**","**",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","1124","null","163","null","1009","null","127","null","993","null","194","null","1520","null","476","null","2266","null","55","null","-","-","**","**","-","-","**","**",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","1226","null","61","null","-","-","**","**","1135","null","32","null","1510","null","164","null","1850","null","167","null","2429","null","616","null","-","-","**","**",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","1321","null","139","null","853","null","241","null","1014","null","68","null","1524","null","191","null","1632","null","225","null","2294","null","1444","null","-","-","**","**",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","1146","null","76","null","715","null","73","null","956","null","51","null","1346","null","85","null","1462","null","209","null","-","-","**","**","-","-","**","**",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","1347","null","204","null","-","-","**","**","-","-","**","**","1256","null","321","null","1591","null","329","null","-","-","**","**","-","-","**","**",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","1389","null","135","null","-","-","**","**","1163","null","73","null","1516","null","185","null","1636","null","338","null","-","-","**","**","-","-","**","**",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","1235","null","100","null","944","null","42","null","1196","null","95","null","1557","null","166","null","1573","null","554","null","-","-","**","**","-","-","**","**",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","1369","null","97","null","996","null","90","null","1177","null","48","null","1629","null","132","null","1675","null","227","null","-","-","**","**","-","-","**","**",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","1349","null","108","null","918","null","217","null","1157","null","163","null","1459","null","141","null","1698","null","211","null","-","-","**","**","-","-","**","**",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","1396","null","98","null","805","null","376","null","1182","null","79","null","1643","null","76","null","1793","null","71","null","-","-","**","**","-","-","**","**",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","1138","null","76","null","895","null","82","null","1131","null","45","null","1379","null","74","null","1926","null","345","null","-","-","**","**","-","-","**","**",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","1568","null","134","null","-","-","**","**","1168","null","276","null","1662","null","110","null","1774","null","165","null","-","-","**","**","-","-","**","**",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","1281","null","160","null","1033","null","287","null","1023","null","137","null","1723","null","170","null","1354","null","165","null","-","-","**","**","-","-","**","**",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","1375","null","107","null","-","-","**","**","1121","null","105","null","1378","null","149","null","1674","null","569","null","-","-","**","**","-","-","**","**",
"1400000US17031050500","Census Tract 505, Cook County, Illinois","1705","null","94","null","-","-","**","**","1330","null","133","null","1780","null","118","null","1742","null","152","null","-","-","**","**","-","-","**","**",
"1400000US17031050600","Census Tract 506, Cook County, Illinois","1730","null","192","null","-","-","**","**","1247","null","544","null","1616","null","246","null","2245","null","224","null","-","-","**","**","-","-","**","**",
"1400000US17031050700","Census Tract 507, Cook County, Illinois","1801","null","174","null","-","-","**","**","1238","null","127","null","1931","null","414","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031050800","Census Tract 508, Cook County, Illinois","1525","null","236","null","-","-","**","**","1517","null","478","null","1474","null","240","null","2263","null","559","null","-","-","**","**","-","-","**","**",
"1400000US17031050900","Census Tract 509, Cook County, Illinois","1626","null","118","null","-","-","**","**","1117","null","84","null","1727","null","137","null","1783","null","187","null","-","-","**","**","-","-","**","**",
"1400000US17031051000","Census Tract 510, Cook County, Illinois","1715","null","149","null","-","-","**","**","1165","null","252","null","1959","null","226","null","1975","null","702","null","-","-","**","**","-","-","**","**",
"1400000US17031051100","Census Tract 511, Cook County, Illinois","1427","null","260","null","-","-","**","**","1023","null","400","null","1500","null","349","null","2458","null","1153","null","-","-","**","**","-","-","**","**",
"1400000US17031051200","Census Tract 512, Cook County, Illinois","1686","null","95","null","-","-","**","**","1445","null","136","null","1698","null","79","null","2125","null","773","null","-","-","**","**","-","-","**","**",
"1400000US17031051300","Census Tract 513, Cook County, Illinois","1960","null","700","null","-","-","**","**","-","-","**","**","1536","null","436","null","2727","null","138","null","-","-","**","**","-","-","**","**",
"1400000US17031051400","Census Tract 514, Cook County, Illinois","1686","null","107","null","-","-","**","**","1476","null","212","null","1720","null","110","null","1958","null","457","null","-","-","**","**","-","-","**","**",
"1400000US17031060100","Census Tract 601, Cook County, Illinois","1461","null","138","null","-","-","**","**","1250","null","113","null","1729","null","208","null","1867","null","587","null","-","-","**","**","-","-","**","**",
"1400000US17031060200","Census Tract 602, Cook County, Illinois","1238","null","67","null","825","null","72","null","1198","null","43","null","1676","null","138","null","1846","null","147","null","-","-","**","**","-","-","**","**",
"1400000US17031060300","Census Tract 603, Cook County, Illinois","1474","null","141","null","-","-","**","**","1325","null","145","null","1454","null","187","null","2275","null","578","null","-","-","**","**","-","-","**","**",
"1400000US17031060400","Census Tract 604, Cook County, Illinois","1451","null","65","null","1141","null","143","null","1355","null","48","null","1708","null","184","null","2287","null","373","null","2214","null","1602","null","-","-","**","**",
"1400000US17031060500","Census Tract 605, Cook County, Illinois","429","null","144","null","-","-","**","**","280","null","42","null","1801","null","91","null","1196","null","656","null","-","-","**","**","-","-","**","**",
"1400000US17031060800","Census Tract 608, Cook County, Illinois","1625","null","79","null","1283","null","179","null","1598","null","69","null","2130","null","207","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031060900","Census Tract 609, Cook County, Illinois","1274","null","81","null","1041","null","122","null","1302","null","64","null","1707","null","140","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031061000","Census Tract 610, Cook County, Illinois","1940","null","156","null","1585","null","578","null","1575","null","137","null","2347","null","465","null","2642","null","449","null","-","-","**","**","-","-","**","**",
"1400000US17031061100","Census Tract 611, Cook County, Illinois","1807","null","242","null","-","-","**","**","1347","null","96","null","2135","null","228","null","2466","null","403","null","3,500+","3,500+","***","***","-","-","**","**",
"1400000US17031061200","Census Tract 612, Cook County, Illinois","1781","null","91","null","857","null","16","null","1310","null","110","null","1781","null","68","null","2205","null","158","null","2763","null","154","null","3250","null","1163","null",
"1400000US17031061500","Census Tract 615, Cook County, Illinois","1773","null","70","null","1175","null","94","null","1435","null","84","null","1835","null","70","null","2188","null","221","null","1854","null","194","null","-","-","**","**",
"1400000US17031061800","Census Tract 618, Cook County, Illinois","1365","null","35","null","1125","null","344","null","1359","null","38","null","1867","null","175","null","1896","null","704","null","-","-","**","**","-","-","**","**",
"1400000US17031061901","Census Tract 619.01, Cook County, Illinois","1329","null","91","null","1035","null","90","null","1382","null","53","null","1751","null","95","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031061902","Census Tract 619.02, Cook County, Illinois","1336","null","138","null","1087","null","82","null","1323","null","152","null","2420","null","369","null","2375","null","417","null","-","-","**","**","-","-","**","**",
"1400000US17031062000","Census Tract 620, Cook County, Illinois","1394","null","153","null","967","null","69","null","1288","null","135","null","1899","null","321","null","2340","null","146","null","3016","null","1673","null","-","-","**","**",
"1400000US17031062100","Census Tract 621, Cook County, Illinois","1630","null","217","null","-","-","**","**","1169","null","325","null","2138","null","143","null","2286","null","162","null","3295","null","626","null","-","-","**","**",
"1400000US17031062200","Census Tract 622, Cook County, Illinois","1659","null","186","null","-","-","**","**","1339","null","186","null","1736","null","162","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031062300","Census Tract 623, Cook County, Illinois","1923","null","123","null","-","-","**","**","1652","null","107","null","1929","null","184","null","2424","null","304","null","-","-","**","**","-","-","**","**",
"1400000US17031062400","Census Tract 624, Cook County, Illinois","1846","null","249","null","926","null","284","null","1375","null","475","null","2353","null","185","null","2100","null","335","null","-","-","**","**","-","-","**","**",
"1400000US17031062500","Census Tract 625, Cook County, Illinois","1983","null","232","null","963","null","39","null","1849","null","161","null","2206","null","546","null","2956","null","549","null","-","-","**","**","-","-","**","**",
"1400000US17031062600","Census Tract 626, Cook County, Illinois","1584","null","125","null","-","-","**","**","1225","null","151","null","1795","null","98","null","2038","null","311","null","-","-","**","**","-","-","**","**",
"1400000US17031062700","Census Tract 627, Cook County, Illinois","1786","null","128","null","768","null","160","null","1172","null","419","null","1797","null","139","null","2875","null","390","null","-","-","**","**","-","-","**","**",
"1400000US17031062800","Census Tract 628, Cook County, Illinois","2018","null","168","null","1087","null","528","null","1546","null","353","null","2053","null","156","null","2731","null","313","null","-","-","**","**","-","-","**","**",
"1400000US17031062900","Census Tract 629, Cook County, Illinois","1550","null","145","null","1107","null","54","null","1374","null","84","null","1635","null","159","null","2500","null","360","null","-","-","**","**","-","-","**","**",
"1400000US17031063000","Census Tract 630, Cook County, Illinois","1327","null","90","null","1043","null","107","null","1240","null","71","null","1736","null","169","null","2537","null","370","null","-","-","**","**","-","-","**","**",
"1400000US17031063100","Census Tract 631, Cook County, Illinois","1430","null","70","null","993","null","74","null","1401","null","47","null","1875","null","196","null","2643","null","1208","null","1875","null","1242","null","-","-","**","**",
"1400000US17031063200","Census Tract 632, Cook County, Illinois","1374","null","80","null","1039","null","109","null","1483","null","104","null","2042","null","414","null","-","-","**","**","3,500+","3,500+","***","***","-","-","**","**",
"1400000US17031063301","Census Tract 633.01, Cook County, Illinois","1236","null","83","null","1011","null","80","null","1251","null","98","null","1864","null","134","null","3208","null","1700","null","-","-","**","**","-","-","**","**",
"1400000US17031063302","Census Tract 633.02, Cook County, Illinois","1438","null","78","null","1192","null","55","null","1589","null","70","null","2198","null","89","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031063303","Census Tract 633.03, Cook County, Illinois","2553","null","506","null","1432","null","86","null","2676","null","746","null","3067","null","551","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031063400","Census Tract 634, Cook County, Illinois","1453","null","252","null","1031","null","114","null","1197","null","65","null","1934","null","174","null","2385","null","291","null","-","-","**","**","-","-","**","**",
"1400000US17031070101","Census Tract 701.01, Cook County, Illinois","1368","null","58","null","1095","null","175","null","1381","null","69","null","1829","null","300","null","2750","null","2070","null","-","-","**","**","-","-","**","**",
"1400000US17031070102","Census Tract 701.02, Cook County, Illinois","1332","null","173","null","938","null","83","null","1638","null","96","null","2281","null","956","null","2225","null","1507","null","-","-","**","**","-","-","**","**",
"1400000US17031070103","Census Tract 701.03, Cook County, Illinois","1366","null","69","null","1040","null","106","null","1433","null","42","null","2041","null","281","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031070200","Census Tract 702, Cook County, Illinois","1509","null","144","null","855","null","79","null","1425","null","82","null","2111","null","209","null","2685","null","569","null","2212","null","1588","null","-","-","**","**",
"1400000US17031070300","Census Tract 703, Cook County, Illinois","1858","null","122","null","1119","null","90","null","1606","null","115","null","2206","null","208","null","3048","null","675","null","2432","null","1250","null","-","-","**","**",
"1400000US17031070400","Census Tract 704, Cook County, Illinois","1209","null","358","null","-","-","**","**","379","null","189","null","2101","null","308","null","1848","null","1647","null","3,500+","3,500+","***","***","-","-","**","**",
"1400000US17031070500","Census Tract 705, Cook County, Illinois","1780","null","172","null","1148","null","458","null","1416","null","83","null","1970","null","205","null","2424","null","1367","null","-","-","**","**","-","-","**","**",
"1400000US17031070600","Census Tract 706, Cook County, Illinois","1863","null","186","null","-","-","**","**","1679","null","396","null","1806","null","130","null","2972","null","912","null","3,500+","3,500+","***","***","-","-","**","**",
"1400000US17031070700","Census Tract 707, Cook County, Illinois","1659","null","249","null","-","-","**","**","974","null","304","null","1860","null","209","null","2199","null","1186","null","-","-","**","**","-","-","**","**",
"1400000US17031071000","Census Tract 710, Cook County, Illinois","2055","null","204","null","-","-","**","**","2010","null","224","null","2127","null","317","null","1813","null","1319","null","-","-","**","**","-","-","**","**",
"1400000US17031071100","Census Tract 711, Cook County, Illinois","1789","null","379","null","-","-","**","**","1401","null","121","null","2210","null","363","null","2825","null","734","null","-","-","**","**","-","-","**","**",
"1400000US17031071200","Census Tract 712, Cook County, Illinois","1628","null","181","null","-","-","**","**","1288","null","787","null","2125","null","885","null","2211","null","516","null","-","-","**","**","-","-","**","**",
"1400000US17031071300","Census Tract 713, Cook County, Illinois","1497","null","207","null","1127","null","105","null","1426","null","114","null","2233","null","121","null","2604","null","439","null","1160","null","68","null","-","-","**","**",
"1400000US17031071400","Census Tract 714, Cook County, Illinois","1550","null","109","null","1200","null","147","null","1459","null","99","null","2289","null","177","null","2598","null","1543","null","-","-","**","**","-","-","**","**",
"1400000US17031071500","Census Tract 715, Cook County, Illinois","1670","null","97","null","1372","null","89","null","1696","null","140","null","2094","null","286","null","3,500+","3,500+","***","***","-","-","**","**","-","-","**","**",
"1400000US17031071600","Census Tract 716, Cook County, Illinois","1582","null","274","null","-","-","**","**","1054","null","971","null","2133","null","211","null","2893","null","313","null","-","-","**","**","-","-","**","**",
"1400000US17031071700","Census Tract 717, Cook County, Illinois","2086","null","579","null","-","-","**","**","1370","null","197","null","2078","null","306","null","3382","null","379","null","-","-","**","**","-","-","**","**",
"1400000US17031071800","Census Tract 718, Cook County, Illinois","1753","null","182","null","-","-","**","**","1164","null","778","null","1830","null","143","null","3056","null","723","null","-","-","**","**","-","-","**","**",
"1400000US17031080100","Census Tract 801, Cook County, Illinois","1737","null","62","null","1528","null","192","null","1726","null","61","null","2530","null","450","null","1702","null","1178","null","-","-","**","**","-","-","**","**",
"1400000US17031080201","Census Tract 802.01, Cook County, Illinois","1582","null","130","null","1125","null","297","null","1645","null","105","null","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031080202","Census Tract 802.02, Cook County, Illinois","1409","null","60","null","1330","null","39","null","1567","null","128","null","1786","null","923","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031080300","Census Tract 803, Cook County, Illinois","2042","null","121","null","1917","null","141","null","1907","null","150","null","2404","null","215","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031080400","Census Tract 804, Cook County, Illinois","590","null","241","null","-","-","**","**","843","null","420","null","542","null","49","null","913","null","98","null","-","-","**","**","-","-","**","**",
"1400000US17031081000","Census Tract 810, Cook County, Illinois","1210","null","115","null","1120","null","57","null","1445","null","445","null","2421","null","468","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031081100","Census Tract 811, Cook County, Illinois","1699","null","72","null","1188","null","152","null","1817","null","95","null","2037","null","186","null","3250","null","1245","null","-","-","**","**","-","-","**","**",
"1400000US17031081201","Census Tract 812.01, Cook County, Illinois","1823","null","69","null","1537","null","288","null","1793","null","51","null","2202","null","941","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031081202","Census Tract 812.02, Cook County, Illinois","1587","null","251","null","1319","null","263","null","1520","null","391","null","2488","null","404","null","2429","null","1688","null","-","-","**","**","-","-","**","**",
"1400000US17031081300","Census Tract 813, Cook County, Illinois","1563","null","117","null","1436","null","187","null","1603","null","180","null","2299","null","316","null","1450","null","1398","null","-","-","**","**","-","-","**","**",
"1400000US17031081401","Census Tract 814.01, Cook County, Illinois","1871","null","86","null","1729","null","44","null","2074","null","136","null","2034","null","397","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031081402","Census Tract 814.02, Cook County, Illinois","2201","null","129","null","1821","null","332","null","2113","null","124","null","2737","null","114","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031081403","Census Tract 814.03, Cook County, Illinois","2133","null","128","null","1829","null","117","null","2141","null","180","null","2778","null","408","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031081500","Census Tract 815, Cook County, Illinois","2046","null","177","null","1611","null","246","null","2050","null","181","null","2670","null","168","null","-","-","**","**","-","-","**","**","-","-","**","**",
"1400000US17031081600","Census Tract 816, Cook County, Illinois","2174","null","124","null","1869","null","193","null","2159","null","125","null","3130","null","381","null","1925","null","1532","null","-","-","**","**","-","-","**","**",
"1400000US17031081700","Census Tract 817, Cook County, Illinois","2028","null","137","null","1671","null","148","null","2039","null","147","null","2922","null","279","null","-","-","**","**","-","-","**","**","-","-","**","**",
