year,census_tract,f0_
2020,17031160100,5
2020,17031221500,44
2020,17031310200,29
2020,17031110300,7
2020,17031050100,34
2020,17031280400,76
2020,17031460400,1
2020,17031160602,5
2020,17031242600,33
2020,17031730100,2
2020,17031834000,7
2020,17031110501,5
2020,17031221100,15
2019,17031839900,39
2019,17031140702,26
2019,17031170100,3
2019,17031210601,25
2019,17031610300,3
2019,17031290900,6
2019,17031310700,7
2019,17031240700,16
2021,17031160400,4
2021,17031191301,1
2021,17031310200,3
2021,17031420800,1
2021,17031240900,4
2021,17031561100,2
2021,17031831500,1
2021,17031470100,1
2021,17031271500,2
2021,17031560200,1
2023,17031081500,71899
2023,17031080300,5117
2023,17031020702,18
2023,17031320400,39290
2023,17031839000,5332
2023,17031081300,34889
2023,17031770700,16206
2023,17031980100,17756
2023,17031081201,40179
2023,17031030102,19
2023,17031842200,2932
2023,17031031200,200
2023,17031030601,35
2023,17031411000,858
2023,17031680900,25
2023,17031071300,734
2023,17031760801,598
2023,17031031501,39
2023,17031061000,1022
2023,17031071000,116
2023,17031061200,15
2023,17031831800,20
2023,17031010300,24
2023,17031030101,30
2023,17031420300,10
2023,17031010503,26
2023,17031833300,95
2023,17031160100,2
2023,17031031000,73
2023,17031120200,10
2023,17031830600,27
2023,17031243300,44
2023,17031010202,17
2023,17031520200,1
2023,17031381800,5
2023,17031460500,9
2023,17031040700,6
2023,17031160501,3
2023,17031280400,13
2023,17031190200,1
2023,17031450300,4
2023,17031140100,2
2023,17031340500,107
2023,17031030701,5
2023,17031030603,18
2023,17031381400,2
2023,17031171000,1
2023,17031190601,3
2023,17031130200,5
2023,17031222200,16
2023,17031560100,3
2023,17031221000,1
2023,17031420700,2
2023,17031700302,2
2023,17031260500,1
2023,17031570200,1
2022,17031190100,1
2020,17031691300,3
2020,17031440201,3
2015,17031843900,179
2015,17031310800,307
2014,17031410200,46
2015,17031282800,128
2014,17031191302,10
2015,17031020601,129
2015,17031836700,280
2022,17031252102,2
2015,17031171000,8
2015,17031140500,65
2014,17031150502,16
2015,17031310500,71
2022,17031837400,2
2014,17031835500,6
2015,17031837100,80
2015,17031130200,53
2015,17031190100,5
2015,17031191301,2
2015,17031831200,8
2015,17031440201,3
2015,17031420100,51
2015,17031590600,9
2022,17031140400,14
2022,17031420700,1
2022,17031841300,9
2022,17031220702,5
2022,17031760803,4
2022,17031381900,1
2022,17031431302,2
2023,17031140200,1
2023,17031400400,2
2023,17031440102,1
2023,17031271200,1
2023,17031210502,1
2018,17031282800,20
2018,17031842100,3
2018,17031700302,1
2018,17031150401,17
2018,17031410600,28
2018,17031200402,12
2019,17031190602,3
2018,17031650500,8
2019,17031110100,17
2018,17031837400,24
2018,17031460100,2
2013,17031837400,29
2013,17031040300,61
2013,17031110400,26
2013,17031760803,12
2013,17031390500,15
2013,17031839500,26
2013,17031840700,17
2013,17031410200,16
2013,17031380700,5
2013,17031160100,65
2013,17031130200,80
2013,17031836800,24
2013,17031090100,4
2013,17031200200,24
2013,17031831700,35
2013,17031835900,25
2013,17031020302,50
2013,17031150402,14
2013,17031430200,5
2013,17031171100,3
2013,17031839600,6
2014,17031836100,6
2014,17031834200,7
2014,17031843800,4
2014,17031170800,4
2014,17031660500,1
2014,17031560900,6
2014,17031740400,2
2014,17031300600,3
2017,17031220901,6
2017,17031210400,12
2017,17031380200,37
2017,17031842100,4
2018,17031840700,6
2018,17031691400,2
2018,17031700501,1
2018,17031837000,3
2018,17031380700,2
2019,17031231200,4
2019,17031150502,4
2019,17031480300,1
2019,17031730500,1
2019,17031838600,3
2019,17031381200,4
2019,17031671900,1
2014,17031610300,8
2016,17031843600,17
2017,17031836000,11
2017,17031420600,1
2017,17031150502,6
2017,17031671400,2
2017,17031831300,5
2014,17031836500,20
2014,17031251600,1
2013,17031834600,5
2016,17031834000,2
2013,17031161200,13
2013,17031381400,1
2013,17031710400,1
2016,17031836500,77
2014,17031430900,3
2014,17031561000,3
2016,17031390600,135
2013,17031200402,4
2013,17031580700,3
2016,17031250500,10
2016,17031711000,1
2016,17031301801,2
2016,17031680900,8
2016,17031430300,4
2016,17031390100,13
2014,17031380700,8
2014,17031640400,11
2013,17031460500,3
2013,17031210400,5
2013,17031720200,2
2022,17031671900,2
2022,17031530300,3
2014,17031301200,7
2020,17031461000,2
2020,17031200200,3
2020,17031050800,9
2020,17031690400,3
2020,17031530200,3
2020,17031170100,2
2020,17031290900,1
2020,17031460302,2
2020,17031190401,1
2019,17031420700,2
2013,17031720300,2
2013,17031351100,7
2013,17031420100,68
2013,17031560200,2
2017,17031150402,5
2018,17031231200,2
2018,17031280900,8
2018,17031200100,2
2018,17031720300,3
2018,17031612000,2
2020,17031730202,1
2020,17031210602,6
2022,17031210502,1
2020,17031440900,2
2021,17031843500,1
2021,17031282700,3
2021,17031710700,2
2021,17031440101,1
2021,17031410500,2
2021,17031242800,3
2013,17031222800,6
2018,17031230600,2
2018,17031301100,3
2018,17031660500,1
2016,17031580400,4
2016,17031270500,1
2016,17031710600,1
2016,17031570300,4
2016,17031570500,3
2016,17031490800,7
2016,17031834400,5
2016,17031301803,1
2016,17031580700,9
2017,17031835500,7
2017,17031510300,4
2017,17031730201,1
2017,17031390500,23
2019,17031230900,12
2019,17031560300,2
2019,17031242700,6
2017,17031580502,1
2017,17031460100,2
2015,17031750600,1
2015,17031230600,13
2015,17031150501,3
2015,17031580100,4
2015,17031680900,4
2015,17031760802,2
2017,17031580100,4
2017,17031640100,5
2017,17031251700,1
2017,17031560900,3
2017,17031711400,1
2017,17031292400,1
2015,17031841700,2
2015,17031280900,8
2015,17031300900,2
2013,17031672000,1
2013,17031430101,5
2013,17031470100,1
2013,17031561100,3
2013,17031831200,3
2017,17031570300,3
2017,17031430102,6
2013,17031600700,8
2020,17031831400,1
2016,17031210400,8
2015,17031250700,1
2014,17031580502,3
2015,17031231200,5
2014,17031252101,7
2015,17031711400,1
2015,17031690300,1
2015,17031834500,2
2015,17031430400,1
2017,17031730100,2
2017,17031760803,6
2018,17031200401,6
2017,17031710900,1
2019,17031671100,1
2019,17031250600,1
2018,17031540101,1
2018,17031191301,1
2018,17031251700,2
2016,17031590500,4
2016,17031843800,1
2016,17031580501,1
2016,17031710900,1
2016,17031090300,1
2018,17031191100,1
2018,17031190601,3
2018,17031711400,1
2018,17031710200,1
2018,17031420700,1
2018,17031580400,1
2018,17031440202,1
2017,17031720200,1
2015,17031834200,2
2022,17031160100,1
2019,17031691300,1
2019,17031420800,3
2019,17031620100,2
2014,17031270500,2
2014,17031841800,1
2022,17031180100,1
2022,17031222600,1
2022,17031050800,1
2013,17031590700,1
2013,17031351500,2
2016,17031171000,8
2016,17031420700,2
2016,17031440900,2
2016,17031351500,5
2017,17031260200,1
2013,17031460302,1
2013,17031843100,3
2013,17031440600,1
2013,17031842800,2
2013,17031381800,1
2016,17031835000,1
2014,17031251400,3
2014,17031440900,1
2014,17031530300,1
2014,17031660600,1
2016,17031490300,1
2016,17031190602,1
2015,17031837000,1
2017,17031260900,1
2013,17031431302,1
2021,17031730202,2
2019,17031560700,1
2019,17031191301,1
2016,17031740400,3
2017,17031190401,1
2017,17031671300,1
2015,17031660900,1
2016,17031610300,1
2017,17031650400,1
2014,17031070103,26961
2014,17031070200,116295
2014,17031070300,118940
2014,17031061901,52627
2014,17031242400,18851
2014,17031221400,12417
2014,17031081900,39981
2014,17031010201,558
2014,17031040900,7036
2014,17031010501,1521
2014,17031831100,7981
2014,17031221200,3922
2014,17031061500,20490
2014,17031030200,10735
2014,17031050800,3592
2014,17031140200,1017
2014,17031151002,190
2014,17031770700,67607
2014,17031831600,11
2014,17031010400,5986
2014,17031720300,3
2014,17031410100,324
2014,17031411200,4458
2014,17031390400,63
2014,17031030604,5089
2014,17031832900,6871
2014,17031241300,6992
2014,17031040100,5734
2014,17031836700,521
2014,17031220702,773
2014,17031020902,846
2014,17031242900,4238
2014,17031150402,59
2014,17031100600,162
2014,17031030102,2608
2014,17031030103,1321
2014,17031020802,1231
2014,17031222600,520
2014,17031020400,230
2014,17031240800,920
2014,17031100700,23
2014,17031020302,131
2014,17031411100,436
2014,17031837400,91
2014,17031161300,372
2014,17031841200,290
2014,17031150600,35
2014,17031250600,5
2014,17031120300,188
2014,17031836600,193
2014,17031600900,135
2014,17031381900,4
2014,17031834000,1
2014,17031840200,95
2014,17031430500,6
2014,17031570100,6
2014,17031831700,94
2014,17031020100,92
2014,17031222900,22
2014,17031292500,1
2014,17031120100,63
2013,17031832500,45156
2013,17031243500,59548
2013,17031841900,102050
2013,17031063302,55026
2013,17031080100,142862
2013,17031071700,7653
2013,17031241500,40762
2013,17031070300,83489
2013,17031063200,56401
2013,17031070400,41894
2013,17031063000,64389
2013,17031210100,2119
2013,17031040201,6806
2013,17031242900,1405
2013,17031071800,24089
2013,17031051100,2717
2013,17031050700,2311
2013,17031243000,5290
2013,17031031100,13594
2013,17031031000,9210
2013,17031242600,5947
2013,17031410700,109
2013,17031310600,1319
2013,17031010600,1597
2013,17031040100,2470
2013,17031220300,1447
2013,17031031200,9945
2013,17031252101,22
2015,17031980000,706575
2013,17031051400,2417
2013,17031411100,214
2013,17031242700,318
2013,17031840300,325
2013,17031283200,1985
2013,17031210602,749
2013,17031030300,551
2013,17031150800,19
2014,17031390300,18
2015,17031839100,2131755
2015,17031071100,65084
2015,17031842200,162292
2015,17031063100,31292
2015,17031070101,81388
2015,17031081403,775994
2015,17031081300,458207
2015,17031081800,719730
2015,17031838200,41043
2016,17031081401,547898
2016,17031081500,962516
2016,17031081201,605001
2016,17031221600,8024
2016,17031842200,161410
2016,17031071200,49622
2015,17031070300,77036
2015,17031060900,74514
2015,17031242600,8175
2015,17031242000,40668
2015,17031243200,9369
2015,17031242900,2438
2015,17031071800,34685
2015,17031062000,60956
2015,17031061800,6731
2015,17031836200,13056
2015,17031062700,24292
2015,17031081900,32940
2015,17031833300,8292
2015,17031831000,20229
2015,17031221100,4247
2015,17031060300,9419
2013,17031230100,61
2013,17031420400,65
2013,17031282800,114
2013,17031160200,636
2013,17031030103,564
2013,17031842900,305
2016,17031081600,384261
2015,17031030102,1565
2015,17031837800,3660
2018,17031081700,621743
2017,17031081401,480674
2016,17031070101,70763
2016,17031070103,12447
2015,17031031100,18270
2017,17031040600,1713
2015,17031241200,3790
2016,17031063200,60353
2016,17031839000,124005
2016,17031062900,36050
2017,17031032100,18524
2018,17031063302,22367
2018,17031081100,128243
2018,17031841900,102998
2015,17031411200,2945
2017,17031081202,158241
2015,17031063303,6726
2018,17031010501,65
2017,17031240500,9951
2016,17031062100,53722
2017,17031071200,29480
2016,17031832100,17406
2017,17031832600,50948
2018,17031242000,12737
2018,17031061902,18459
2017,17031240300,7376
2016,17031831000,17024
2015,17031020602,562
2015,17031062600,7776
2017,17031242200,16924
2016,17031242900,2603
2018,17031071200,16885
2015,17031241000,419
2015,17031120300,186
2018,17031080202,101234
2015,17031020902,485
2017,17031062100,29440
2015,17031040100,3252
2015,17031140800,3666
2018,17031838300,16599
2018,17031838100,42861
2017,17031031200,4516
2018,17031080400,18192
2015,17031161300,146
2015,17031283200,1721
2016,17031062200,23870
2016,17031150200,637
2016,17031031100,12533
2016,17031210602,816
2016,17031836200,10616
2016,17031020200,140
2016,17031070500,16151
2016,17031030900,5273
2016,17031030101,2007
2016,17031050700,1562
2016,17031221100,2948
2018,17031061901,7250
2018,17031030500,1694
2018,17031832300,5906
2016,17031060100,7340
2016,17031062300,8241
2016,17031063303,6998
2016,17031061800,5853
2016,17031220400,2515
2016,17031040201,6314
2016,17031010400,2293
2016,17031040900,2646
2018,17031842000,217
2016,17031841300,166
2016,17031390300,12
2018,17031241100,581
2016,17031140701,191
2017,17031051200,1123
2018,17031831900,3830
2017,17031051300,2665
2018,17031063303,2710
2016,17031010202,300
2017,17031840300,626
2017,17031020500,325
2017,17031242600,2872
2017,17031040201,2598
2018,17031020602,366
2017,17031283100,1061
2017,17031410800,1453
2016,17031110502,371
2016,17031842900,1583
2016,17031410800,2082
2017,17031242300,7867
2017,17031221600,3801
2017,17031040402,3016
2017,17031842900,1341
2017,17031061500,2736
2017,17031221300,4242
2017,17031030706,2336
2017,17031031501,785
2017,17031837800,1604
2017,17031830800,1969
2017,17031390700,2108
2018,17031836200,5216
2018,17031240200,1857
2018,17031010600,303
2018,17031842900,852
2018,17031040900,455
2018,17031340500,1077
2019,17031062200,2640
2019,17031330100,290034
2019,17031320600,159947
2019,17031833100,101808
2019,17031070200,13753
2019,17031071400,45699
2019,17031841000,94173
2019,17031242200,5008
2019,17031080400,10286
2019,17031063301,2542
2019,17031062100,8586
2019,17031070300,11304
2019,17031061901,3801
2019,17031841100,9360
2019,17031842900,376
2019,17031062900,4698
2019,17031221300,478
2019,17031071300,11023
2019,17031071800,6968
2019,17031061000,9588
2013,17031240800,68
2017,17031140702,156
2017,17031841300,60
2017,17031838000,738
2017,17031210700,759
2017,17031020901,196
2017,17031030400,475
2017,17031160900,387
2017,17031020802,307
2017,17031310200,297
2017,17031020200,86
2017,17031040300,127
2017,17031210502,72
2017,17031430900,2
2017,17031640800,2
2017,17031222700,88
2017,17031381200,2
2016,17031831700,40
2017,17031837400,84
2016,17031230900,386
2018,17031020801,67
2018,17031835900,37
2018,17031020301,40
2018,17031060500,430
2018,17031100500,41
2016,17031160601,591
2018,17031140301,280
2018,17031411100,81
2018,17031837100,141
2018,17031160602,129
2018,17031040300,77
2018,17031710900,1
2018,17031242700,25
2018,17031051400,268
2018,17031020702,55
2018,17031310200,151
2014,17031220901,95
2015,17031110300,32
2015,17031160601,681
2015,17031230200,62
2015,17031020901,462
2015,17031160502,335
2015,17031210501,251
2015,17031340500,2554
2015,17031430102,14
2015,17031410800,2777
2015,17031840400,35
2015,17031841300,101
2015,17031310900,323
2015,17031161000,749
2015,17031140302,48
2015,17031740200,2
2016,17031480100,1
2018,17031430101,2
2016,17031750500,2
2016,17031130200,52
2016,17031770902,1
2016,17031190100,6
2016,17031840200,126
2016,17031190402,14
2016,17031170200,9
2016,17031530503,1
2016,17031410500,39
2016,17031020301,95
2016,17031430101,8
2016,17031222800,23
2016,17031150502,3
2016,17031840100,26
2016,17031831500,4
2016,17031650302,2
2017,17031100300,27
2017,17031250500,4
2017,17031836400,104
2017,17031020701,34
2017,17031381900,2
2017,17031670900,1
2017,17031191100,2
2017,17031390400,12
2017,17031640300,1
2017,17031251600,1
2018,17031020400,24
2018,17031834600,7
2018,17031841200,21
2018,17031400300,10
2014,17031090100,8
2018,17031241000,33
2018,17031711200,3
2018,17031210800,25
2018,17031570200,6
2018,17031090300,5
2018,17031282700,33
2022,17031081500,135000
2022,17031320600,50983
2022,17031411000,1884
2022,17031838100,7060
2022,17031081202,24864
2022,17031081000,14481
2022,17031842300,5046
2022,17031071300,1083
2022,17031835200,46
2022,17031031700,255
2022,17031351000,328
2022,17031020801,24
2022,17031221600,44
2022,17031241500,418
2022,17031071200,1478
2022,17031691200,10
2022,17031050300,8
2022,17031040100,39
2022,17031210900,19
2022,17031431400,80
2022,17031060200,17
2022,17031071700,149
2022,17031010300,43
2022,17031380200,72
2022,17031120200,9
2022,17031020901,28
2022,17031110300,8
2022,17031671400,2
2022,17031420500,4
2022,17031510300,7
2022,17031020601,28
2022,17031030101,71
2022,17031839800,1
2022,17031830600,20
2022,17031020301,24
2022,17031834300,28
2022,17031240900,3
2022,17031430200,31
2022,17031150200,32
2022,17031750100,13
2022,17031090200,9
2022,17031020902,32
2022,17031830800,28
2022,17031839600,12
2022,17031835600,41
2022,17031040401,15
2022,17031490800,7
2022,17031243000,23
2022,17031061800,27
2022,17031100600,7
2022,17031490901,1
2022,17031241200,15
2022,17031834000,10
2015,17031390400,44
2016,17031241000,273
2021,17031320400,26766
2021,17031839000,3921
2019,17031050100,227
2019,17031071000,3555
2021,17031430102,6
2019,17031390600,50
2019,17031220400,358
2021,17031061902,505
2020,17031281900,93262
2021,17031320600,15980
2019,17031835200,45
2019,17031310200,107
2019,17031160602,51
2019,17031040900,231
2019,17031220602,274
2021,17031240200,9
2019,17031210900,181
2021,17031351000,208
2019,17031310600,729
2019,17031834200,13
2019,17031030400,141
2019,17031010501,50
2019,17031160501,25
2021,17031071500,7233
2020,17031081201,48786
2019,17031020801,28
2021,17031390700,507
2021,17031080201,3402
2021,17031081402,17311
2019,17031490902,4
2019,17031030900,453
2019,17031060200,206
2019,17031030601,161
2019,17031140400,33
2019,17031220300,103
2019,17031010600,161
2019,17031031501,122
2019,17031050800,73
2019,17031120300,39
2019,17031431400,12
2021,17031060900,872
2020,17031080300,11339
2020,17031071500,13232
2020,17031843900,22
2019,17031310900,31
2019,17031480200,2
2019,17031140602,18
2020,17031842300,8260
2019,17031840200,31
2019,17031020901,39
2020,17031839200,215
2019,17031661000,1
2019,17031160800,135
2019,17031252000,3
2020,17031980100,8769
2019,17031140500,5
2019,17031491400,1
2019,17031840400,5
2020,17031130100,23
2020,17031837800,104
2020,17031050200,207
2020,17031410800,152
2020,17031842400,56
2020,17031070700,256
2020,17031351400,15
2020,17031020601,7
2020,17031120300,23
2020,17031020500,25
2020,17031030500,123
2020,17031242000,1177
2020,17031061800,57
2020,17031640700,3
2020,17031031700,247
2020,17031836000,2
2021,17031980100,12425
2021,17031060800,288
2021,17031070102,157
2021,17031063200,810
2021,17031420300,12
2021,17031840400,6
2021,17031030800,53
2021,17031061901,138
2021,17031070200,412
2021,17031030601,26
2021,17031071200,452
2021,17031340600,39
2021,17031540102,4
2021,17031031800,1
2021,17031062800,81
2021,17031060500,9
2020,17031837300,2
2020,17031301200,5
2020,17031500200,5
2020,17031431400,3
2021,17031430300,3
2021,17031839200,81
2021,17031031501,21
2021,17031420600,3
2021,17031190100,1
2021,17031440202,5
2021,17031690300,3
2021,17031010503,19
2021,17031071100,182
2019,17031720600,1
2021,17031750500,14
2021,17031242400,12
2021,17031020200,11
2021,17031242000,109
2021,17031450300,7
2019,17031831800,48
2019,17031841300,55
2021,17031243200,18
2021,17031062900,99
2021,17031242200,78
2021,17031062300,6
2019,17031020200,25
2021,17031071000,44
2021,17031051400,10
2019,17031710700,3
2019,17031835600,6
2021,17031241000,3
2019,17031390400,9
2021,17031060400,15
2021,17031120300,6
2019,17031730201,12
2021,17031020901,13
2021,17031081900,30
2020,17031070600,448
2021,17031690400,3
2021,17031070103,28
2021,17031060300,9
2021,17031150300,2
2021,17031842800,2
2021,17031760803,1
2021,17031431302,5
2021,17031030400,6
2021,17031061500,8
2021,17031242500,7
2020,17031242100,1175
2021,17031720200,4
2021,17031720100,1
2022,17031500100,2
2022,17031031800,17
2021,17031280900,1
2020,17031242200,742
2020,17031241500,589
2020,17031243100,159
2020,17031160700,36
2020,17031060200,23
2020,17031661000,1
2020,17031221600,80
2020,17031061500,55
2020,17031220602,43
2020,17031242900,34
2020,17031050700,39
2020,17031160400,18
2020,17031730201,4
2020,17031220400,35
2020,17031841300,4
2020,17031340300,3
2020,17031221000,2
2020,17031031501,28
2020,17031120400,2
2020,17031100500,7
2020,17031242800,9
2020,17031150300,7
2019,17031711200,8
2019,17031836500,4
2019,17031430102,7
2019,17031351100,2
2019,17031010201,11
2021,17031242900,2
2021,17031191100,1
2021,17031010201,3
2022,17031200300,2
2021,17031222500,1
2021,17031460100,2
2022,17031480200,2
2021,17031460400,1
2021,17031381800,1
2021,17031020802,3
2021,17031830800,4
2023,17031320100,124639
2023,17031980000,81512
2023,17031081000,7649
2023,17031063000,489
2023,17031834600,10
2023,17031838100,3046
2023,17031063200,1181
2023,17031032100,441
2023,17031050900,1
2023,17031063302,867
2023,17031242300,74
2023,17031071200,618
2023,17031070700,107
2023,17031242900,3
2023,17031031700,180
2023,17031160700,15
2023,17031061100,778
2023,17031081900,67
2023,17031040900,20
2023,17031240300,56
2023,17031070400,188
2023,17031832300,161
2023,17031831000,80
2023,17031490800,1
2023,17031040401,8
2023,17031243200,35
2023,17031839700,32
2023,17031840300,49
2023,17031020902,26
2023,17031832400,21
2023,17031030500,141
2023,17031110400,11
2023,17031200300,2
2023,17031430200,7
2023,17031030103,11
2023,17031720300,2
2023,17031140500,2
2023,17031410700,11
2023,17031842000,28
2023,17031430500,8
2023,17031061800,29
2023,17031140701,1
2023,17031210700,6
2023,17031110300,5
2023,17031351500,2
2023,17031283100,4
2023,17031210602,5
2023,17031430600,5
2023,17031100700,1
2023,17031160602,4
2023,17031150300,6
2023,17031830800,14
2023,17031400800,2
2023,17031839600,9
2023,17031380100,6
2023,17031130300,1
2023,17031840000,3
2023,17031671500,1
2023,17031711000,1
2023,17031839900,3
2023,17031841300,5
2023,17031240700,2
2015,17031120100,44
2014,17031570400,3
2014,17031230400,14
2015,17031140400,150
2014,17031611900,6
2015,17031040300,140
2015,17031222700,314
2014,17031560800,5
2014,17031340400,69
2015,17031835200,129
2015,17031200200,37
2022,17031040300,8
2015,17031600900,92
2014,17031839600,19
2015,17031835900,47
2022,17031490500,1
2015,17031837400,55
2015,17031836800,78
2015,17031490500,10
2015,17031835800,4
2015,17031720100,4
2015,17031230300,3
2015,17031611200,1
2015,17031838600,17
2015,17031261000,2
2022,17031100400,5
2022,17031020701,3
2022,17031460302,3
2022,17031750600,8
2022,17031221500,9
2022,17031221000,2
2022,17031040800,7
2022,17031381200,8
2022,17031150300,3
2022,17031110200,2
2022,17031843500,5
2022,17031430101,6
2022,17031837100,7
2023,17031840700,1
2023,17031836600,1
2018,17031835200,98
2018,17031520100,7
2018,17031220701,11
2018,17031110200,8
2018,17031100700,2
2018,17031431200,2
2018,17031110100,28
2018,17031560100,11
2018,17031230400,2
2018,17031010701,17
2013,17031843500,66
2013,17031100600,58
2013,17031310700,54
2013,17031110100,94
2013,17031100400,7
2013,17031600600,18
2013,17031310500,74
2013,17031839700,454
2013,17031381200,4
2013,17031700502,1
2013,17031360200,4
2013,17031836300,19
2013,17031140500,69
2013,17031837100,37
2014,17031231200,23
2014,17031190702,15
2014,17031836000,11
2019,17031700200,2
2014,17031460301,4
2014,17031480300,1
2014,17031251100,5
2014,17031620400,3
2014,17031260400,3
2014,17031490902,1
2017,17031834300,1
2018,17031691300,3
2018,17031510300,4
2018,17031650301,1
2018,17031834400,3
2018,17031440600,1
2018,17031291600,8
2018,17031190702,2
2019,17031030701,30
2019,17031490800,1
2019,17031430300,3
2019,17031500200,1
2019,17031140100,7
2019,17031730400,1
2022,17031580300,1
2014,17031200100,36
2016,17031620300,3
2016,17031681100,2
2016,17031420300,48
2016,17031282800,88
2017,17031840400,7
2017,17031390100,13
2017,17031410500,10
2017,17031110501,9
2016,17031410200,12
2014,17031833900,2
2013,17031610400,1
2013,17031190401,5
2013,17031835600,1
2013,17031843600,2
2014,17031301802,4
2016,17031170400,6
2016,17031834200,6
2016,17031841800,4
2016,17031841500,1
2014,17031750500,2
2014,17031670500,1
2013,17031691100,2
2013,17031640100,4
2013,17031770902,6
2013,17031430900,1
2014,17031590600,6
2020,17031530501,2
2020,17031580502,2
2013,17031191000,4
2013,17031830500,1
2018,17031750500,2
2018,17031834500,2
2018,17031381400,2
2018,17031836300,2
2018,17031351500,3
2014,17031580501,3
2014,17031260700,4
2020,17031040800,10
2020,17031410500,2
2020,17031210400,1
2020,17031390200,1
2020,17031231200,2
2020,17031672000,2
2021,17031760802,2
2021,17031140701,2
2017,17031660302,1
2018,17031252101,9
2018,17031161200,2
2018,17031730400,1
2016,17031461000,1
2016,17031430700,3
2016,17031190601,1
2016,17031460700,1
2016,17031380700,3
2016,17031710400,3
2017,17031660800,1
2017,17031620400,1
2017,17031611700,1
2016,17031251400,1
2018,17031710800,1
2018,17031191302,1
2017,17031835600,8
2017,17031711200,1
2017,17031834000,4
2017,17031250400,2
2017,17031500100,1
2015,17031351100,3
2015,17031381200,6
2015,17031190200,1
2015,17031700302,1
2015,17031831600,4
2015,17031191000,4
2015,17031440202,1
2022,17031650302,1
2017,17031252000,1
2015,17031430101,3
2015,17031090100,4
2013,17031301702,1
2013,17031620100,2
2013,17031231500,3
2020,17031540102,3
2020,17031220702,3
2016,17031300900,5
2022,17031840400,1
2014,17031580400,5
2014,17031740300,1
2014,17031831500,6
2014,17031190100,9
2015,17031836100,2
2015,17031841500,1
2015,17031251500,2
2015,17031170900,1
2018,17031840100,3
2019,17031835000,1
2019,17031490600,1
2019,17031190100,1
2019,17031251400,2
2018,17031090100,1
2018,17031839800,2
2018,17031190300,3
2018,17031480200,1
2016,17031300600,1
2016,17031170800,2
2016,17031230800,5
2018,17031838700,1
2018,17031711000,1
2016,17031301200,3
2018,17031252202,1
2019,17031200200,1
2019,17031400300,2
2019,17031450300,2
2014,17031711200,1
2016,17031251800,3
2022,17031340300,2
2022,17031842800,1
2016,17031842400,2
2016,17031730201,1
2017,17031191200,6
2017,17031690400,2
2017,17031461000,1
2017,17031840800,2
2013,17031231200,3
2013,17031650302,1
2013,17031841600,1
2013,17031570300,6
2013,17031292500,1
2013,17031710500,1
2013,17031681300,1
2013,17031730500,1
2013,17031200401,1
2013,17031271400,1
2015,17031252000,2
2015,17031470100,1
2015,17031180100,2
2015,17031381800,2
2017,17031610300,2
2017,17031360200,1
2017,17031381400,3
2014,17031620100,2
2014,17031580600,2
2014,17031170400,4
2014,17031271800,2
2014,17031691100,1
2014,17031580200,1
2014,17031251200,2
2014,17031300700,2
2014,17031271500,1
2014,17031730700,1
2014,17031271200,2
2014,17031251000,1
2013,17031260300,3
2014,17031400800,1
2016,17031710300,1
2015,17031360200,1
2015,17031251200,1
2017,17031640600,1
2017,17031835100,1
2016,17031681200,1
2017,17031301701,1
2017,17031640500,1
2017,17031681000,1
2017,17031843000,5
2019,17031740300,2
2016,17031620400,6
2016,17031640300,5
2022,17031271500,1
2016,17031170900,1
2017,17031430800,1
2016,17031250300,2
2016,17031252102,1
2014,17031080201,84675
2014,17031833100,215607
2014,17031062800,59871
2014,17031320600,345432
2014,17031841100,27812
2014,17031063302,90381
2014,17031080400,53388
2014,17031063400,67247
2014,17031031200,18767
2014,17031031100,26478
2014,17031062700,41298
2014,17031060400,40018
2014,17031220300,3527
2014,17031220500,17680
2014,17031980000,806526
2014,17031221600,16867
2014,17031320400,559253
2014,17031837800,5950
2014,17031040700,3646
2014,17031060300,15647
2014,17031060200,6816
2014,17031071700,15929
2014,17031160601,1189
2014,17031220602,13478
2014,17031831800,873
2014,17031160300,2767
2014,17031160400,2204
2014,17031340500,3529
2014,17031243100,12292
2014,17031410800,3276
2014,17031330200,24146
2014,17031063303,9632
2014,17031838300,27140
2014,17031310600,6544
2014,17031283100,6169
2014,17031832400,7986
2014,17031836800,53
2014,17031070700,21605
2014,17031030703,5284
2014,17031570200,11
2014,17031410900,1140
2014,17031160502,632
2014,17031050900,1213
2014,17031222500,646
2014,17031120200,127
2014,17031140400,335
2014,17031150401,81
2014,17031730600,1
2014,17031271300,5
2014,17031710800,4
2014,17031222700,745
2014,17031380100,7
2014,17031830500,2
2014,17031230500,13
2014,17031561100,4
2014,17031190402,24
2014,17031661100,4
2014,17031191100,51
2014,17031100300,69
2014,17031600400,67
2014,17031580100,24
2014,17031590700,13
2013,17031320100,973736
2013,17031081300,336837
2013,17031080201,49496
2013,17031831000,20211
2013,17031061200,13683
2013,17031330100,388038
2013,17031081100,124025
2013,17031081201,464310
2013,17031062800,38102
2013,17031241400,114221
2013,17031242000,34166
2013,17031320400,367352
2013,17031832000,66218
2013,17031032100,40823
2013,17031050200,11845
2013,17031071600,11245
2013,17031240600,1110
2013,17031240200,7768
2013,17031160300,1334
2013,17031040402,6707
2013,17031242500,5579
2013,17031030500,6658
2015,17031081600,395405
2013,17031830800,5351
2013,17031833300,6528
2013,17031330200,11048
2013,17031140800,1989
2013,17031140100,238
2013,17031040700,1528
2013,17031831100,3472
2013,17031241200,2973
