year,census_tract,f0_
2014,17031140100,792
2014,17031040401,3357
2014,17031310200,1653
2014,17031351000,1317
2014,17031420600,3
2014,17031838200,47889
2014,17031240500,32382
2014,17031420400,110
2014,17031838000,2291
2014,17031160900,2222
2014,17031030701,834
2013,17031081202,137232
2014,17031240200,13628
2014,17031840300,374
2014,17031030400,2385
2014,17031030603,2325
2014,17031110400,106
2014,17031020500,1247
2014,17031190602,7
2014,17031160200,1087
2014,17031020200,117
2014,17031170200,18
2014,17031843500,164
2014,17031843300,343
2014,17031420300,109
2014,17031242700,363
2014,17031390500,33
2014,17031020701,154
2014,17031841300,126
2014,17031381200,31
2014,17031160100,170
2014,17031838800,10
2014,17031834600,4
2013,17031280100,402862
2014,17031835200,181
2014,17031200401,7
2014,17031140601,317
2014,17031842100,12
2014,17031650500,2
2014,17031150800,58
2014,17031170300,26
2014,17031230700,68
2014,17031760802,8
2014,17031151100,43
2013,17031320600,226694
2013,17031081500,710843
2013,17031770700,30407
2013,17031080300,175870
2013,17031062200,34251
2013,17031241600,26059
2013,17031061901,30179
2013,17031411000,13490
2013,17031060900,59107
2013,17031061100,41899
2013,17031243400,14806
2013,17031242200,31247
2013,17031062300,12907
2013,17031071000,34037
2013,17031836200,8555
2013,17031081900,19835
2013,17031070103,16277
2013,17031220500,8942
2013,17031221100,3266
2013,17031031900,3004
2013,17031220602,5580
2013,17031832400,3466
2013,17031063303,3490
2013,17031221500,4745
2013,17031241100,4740
2013,17031843200,397
2013,17031140301,729
2015,17031081100,167044
2015,17031063302,65521
2015,17031320400,517853
2015,17031841900,142705
2015,17031833000,378594
2015,17031080202,139701
2015,17031071400,134799
2015,17031839000,121122
2015,17031050600,11588
2015,17031330200,19952
2016,17031330100,511249
2016,17031080202,144079
2016,17031280100,567630
2015,17031832100,24769
2015,17031838300,19365
2015,17031242300,21506
2015,17031063000,66653
2015,17031040201,8112
2015,17031241600,28920
2015,17031062400,8209
2015,17031242100,37008
2015,17031031700,21742
2015,17031830800,6922
2015,17031051000,1565
2015,17031051300,6937
2015,17031240500,21504
2015,17031832400,4472
2015,17031830600,4581
2015,17031243300,19165
2013,17031160400,784
2013,17031090200,125
2013,17031838000,1280
2013,17031210601,554
2013,17031040800,209
2013,17031210502,145
2013,17031242800,501
2013,17031010502,494
2013,17031350400,554
2017,17031063000,26235
2017,17031833100,163061
2015,17031031800,2455
2017,17031833000,367999
2018,17031081300,344590
2017,17031320600,248538
2015,17031050100,6250
2018,17031841000,151844
2016,17031243300,16693
2017,17031031400,24163
2017,17031842300,92739
2018,17031071500,131711
2017,17031080202,117395
2017,17031062000,25065
2017,17031841100,18944
2016,17031060900,62215
2018,17031842200,98950
2017,17031832200,8159
2018,17031242200,9315
2018,17031081402,202164
2017,17031243500,70189
2017,17031070200,40705
2016,17031061200,8796
2018,17031310600,1272
2018,17031060900,26577
2015,17031221400,6082
2015,17031832900,4100
2015,17031020200,86
2017,17031140800,1334
2015,17031030603,1700
2015,17031030101,3117
2015,17031031501,2910
2015,17031060200,3627
2015,17031220300,1632
2017,17031831900,7770
2017,17031051400,556
2018,17031070101,35736
2017,17031030900,2171
2015,17031160400,1110
2016,17031242300,15931
2016,17031071100,46361
2015,17031810400,464
2018,17031243500,57983
2015,17031030604,3558
2018,17031240300,3730
2017,17031810400,394
2016,17031160900,843
2016,17031240300,17302
2018,17031062500,1154
2016,17031010600,1481
2018,17031040201,1312
2016,17031243000,5537
2016,17031243200,8750
2018,17031242500,870
2016,17031010503,504
2016,17031050300,713
2016,17031050200,11030
2016,17031062600,6006
2016,17031031000,8157
2016,17031050100,4466
2016,17031020500,792
2016,17031062400,5077
2018,17031071000,7983
2016,17031030604,2709
2018,17031031300,3849
2018,17031040100,510
2016,17031040700,1325
2016,17031310800,266
2016,17031051200,2532
2016,17031151001,2
2017,17031030604,1039
2016,17031230200,65
2016,17031071700,10335
2018,17031241200,596
2018,17031220500,912
2018,17031221400,1097
2018,17031831000,4773
2016,17031010502,479
2017,17031070700,5100
2017,17031063100,13019
2017,17031020602,551
2017,17031010600,608
2016,17031051000,926
2016,17031280400,1453
2017,17031062400,2440
2017,17031842000,334
2017,17031140200,126
2018,17031061800,940
2018,17031390700,2065
2018,17031040600,627
2018,17031031502,620
2018,17031051000,135
2018,17031160200,255
2018,17031050100,541
2019,17031081700,468005
2019,17031081500,535129
2019,17031833000,269707
2019,17031839000,68453
2019,17031842300,54390
2019,17031070101,26336
2019,17031081402,141672
2019,17031081600,196625
2019,17031071200,10717
2019,17031071100,8337
2019,17031280400,550
2019,17031836200,2911
2019,17031063400,4803
2019,17031063100,2828
2019,17031063200,14639
2019,17031832200,2145
2019,17031070102,7533
2019,17031843700,560
2019,17031071600,2133
2019,17031062500,452
2013,17031222700,181
2017,17031221500,1284
2017,17031020301,71
2017,17031140602,79
2017,17031411100,139
2017,17031390600,75
2017,17031831800,179
2017,17031130300,31
2017,17031340500,1689
2017,17031160300,508
2017,17031835200,68
2017,17031282700,89
2017,17031301100,3
2017,17031160800,410
2017,17031130100,148
2017,17031140500,31
2017,17031160601,165
2016,17031837800,3019
2016,17031222700,307
2016,17031210502,263
2016,17031010201,379
2016,17031831800,475
2016,17031220701,188
2017,17031100100,45
2016,17031130100,231
2016,17031837100,194
2016,17031843500,139
2016,17031836700,290
2018,17031210900,333
2018,17031030400,256
2018,17031242600,1197
2018,17031110300,30
2018,17031843200,242
2018,17031730201,3
2018,17031020802,120
2018,17031110502,118
2018,17031031501,269
2018,17031221200,232
2018,17031010503,118
2015,17031210602,1310
2015,17031030103,849
2015,17031221000,312
2015,17031200100,37
2015,17031400300,4
2015,17031460100,1
2015,17031760803,11
2015,17031390600,126
2015,17031140200,498
2018,17031210501,13
2015,17031161100,208
2015,17031010202,236
2015,17031020301,39
2015,17031150300,213
2015,17031222600,146
2015,17031350400,1090
2016,17031381800,2
2016,17031150402,31
2016,17031836600,158
2016,17031210601,426
2016,17031640100,8
2016,17031251200,1
2016,17031390200,18
2016,17031231500,15
2016,17031260700,1
2016,17031190800,29
2016,17031180100,10
2016,17031760803,17
2016,17031580200,2
2016,17031150501,20
2016,17031431302,1
2018,17031160800,205
2016,17031650500,4
2016,17031842100,11
2016,17031190702,14
2016,17031231200,17
2016,17031842600,27
2016,17031351400,32
2018,17031150300,66
2017,17031530200,1
2017,17031150401,35
2017,17031200401,2
2017,17031271400,2
2017,17031590700,5
2017,17031151100,9
2015,17031100500,40
2018,17031160300,275
2018,17031221000,30
2018,17031160100,39
2018,17031843300,81
2018,17031470100,3
2018,17031010502,51
2018,17031310500,34
2018,17031030702,76
2018,17031240700,23
2018,17031190402,4
2018,17031161300,32
2018,17031390100,22
2018,17031843900,58
2018,17031838800,3
2018,17031561000,1
2018,17031160501,36
2018,17031240800,16
2018,17031610300,2
2018,17031351400,40
2022,17031839100,263364
2022,17031081300,65916
2022,17031280100,61287
2022,17031281900,114877
2022,17031031400,2610
2022,17031071800,725
2022,17031839000,10687
2022,17031030604,136
2022,17031832600,2292
2022,17031063301,340
2022,17031010400,85
2022,17031243100,40
2022,17031071100,703
2022,17031770602,348
2022,17031220500,52
2022,17031842400,454
2022,17031410800,346
2022,17031242500,34
2022,17031833300,195
2022,17031063302,1665
2022,17031031000,138
2022,17031070200,1337
2022,17031063303,263
2022,17031837800,116
2022,17031831100,55
2022,17031242400,58
2022,17031240500,177
2022,17031220400,30
2022,17031310600,107
2022,17031283100,24
2022,17031010501,22
2022,17031411100,47
2022,17031420200,21
2022,17031151002,14
2022,17031843600,45
2022,17031390400,8
2022,17031420400,4
2022,17031040900,45
2022,17031010600,37
2022,17031842900,135
2022,17031081900,128
2022,17031350400,14
2022,17031841500,1
2022,17031062700,137
2022,17031160700,27
2022,17031836500,14
2022,17031030603,17
2022,17031220601,2
2022,17031221100,7
2022,17031220602,12
2022,17031420100,4
2022,17031460500,22
2022,17031220300,18
2022,17031380100,12
2022,17031210501,5
2022,17031834400,14
2022,17031390300,6
2022,17031440202,3
2022,17031480400,14
2022,17031691400,3
2015,17031222500,252
2021,17031839100,116522
2019,17031830700,2343
2021,17031081201,38396
2021,17031838200,5399
2019,17031830900,1733
2019,17031051300,749
2019,17031010503,36
2021,17031081700,43281
2020,17031839100,245926
2020,17031081100,14683
2019,17031210700,178
2019,17031051200,237
2019,17031040201,693
2019,17031350400,123
2019,17031031000,881
2021,17031838100,2486
2020,17031280100,68924
2019,17031010400,235
2019,17031839500,23
2019,17031100500,42
2019,17031040402,702
2021,17031843300,18
2021,17031200200,1
2021,17031380200,43
2019,17031843200,177
2019,17031221400,563
2019,17031171000,4
2019,17031842400,55
2019,17031430200,7
2019,17031050600,627
2019,17031351400,27
2019,17031040600,296
2019,17031340400,22
2021,17031836200,309
2021,17031031200,188
2019,17031351000,294
2021,17031070400,110
2020,17031063302,1800
2020,17031838300,2260
2020,17031081800,71686
2019,17031410700,23
2019,17031040800,24
2019,17031150300,43
2019,17031350100,146
2019,17031160502,23
2020,17031061901,482
2019,17031730202,2
2019,17031480500,3
2020,17031840400,3
2019,17031843500,21
2019,17031031800,104
2020,17031351000,74
2019,17031510300,5
2020,17031062300,96
2020,17031390700,255
2020,17031411100,9
2020,17031836200,503
2020,17031700501,2
2020,17031830700,326
2020,17031411000,327
2020,17031330200,1712
2020,17031431200,2
2021,17031842400,259
2020,17031020901,18
2021,17031530300,4
2020,17031060500,32
2020,17031062800,480
2020,17031630500,1
2020,17031831000,237
2021,17031832500,303
2020,17031831100,153
2020,17031843300,11
2020,17031020302,6
2021,17031161100,74
2021,17031838300,655
2021,17031171100,1
2020,17031063301,369
2021,17031831900,24
2021,17031010300,25
2021,17031071300,341
2021,17031062600,23
2020,17031283800,53
2020,17031063400,596
2021,17031140800,9
2021,17031839700,9
2021,17031110100,1
2021,17031840300,88
2020,17031242300,225
2020,17031390100,7
2020,17031242400,106
2021,17031831000,35
2021,17031031502,44
2021,17031710200,1
2021,17031650500,1
2021,17031480400,6
2021,17031340500,120
2021,17031071800,187
2021,17031291200,1
2021,17031430500,6
2019,17031100200,24
2019,17031340600,491
2019,17031420200,9
2019,17031460301,2
2021,17031220300,9
2019,17031310800,15
2019,17031831700,6
2021,17031833300,49
2021,17031210502,1
2019,17031700302,1
2021,17031210900,15
2021,17031834700,1
2021,17031140400,2
2021,17031150800,4
2021,17031050600,8
2021,17031220602,4
2021,17031130200,4
2021,17031110400,5
2021,17031100300,6
2021,17031151002,2
2022,17031720100,5
2022,17031240600,16
2022,17031282800,3
2022,17031230700,1
2020,17031241600,484
2020,17031310600,95
2020,17031832000,219
2020,17031110400,19
2020,17031062600,60
2020,17031010702,10
2020,17031020602,71
2020,17031062400,87
2020,17031040600,46
2020,17031100300,11
2020,17031390300,4
2020,17031241300,20
2020,17031411200,25
2020,17031221200,4
2020,17031360200,1
2020,17031140301,1
2020,17031161100,5
2019,17031837300,2
2019,17031410200,5
2021,17031161000,6
2021,17031833900,1
2021,17031691500,1
2021,17031030702,7
2021,17031250300,1
2021,17031836000,1
2022,17031710200,5
2021,17031834000,2
2023,17031280100,36864
2023,17031242000,140
2023,17031071500,8180
2023,17031063400,220
2023,17031241600,100
2023,17031071100,309
2023,17031040100,32
2023,17031390700,316
2023,17031061901,232
2023,17031832200,87
2023,17031834200,19
2023,17031062600,34
2023,17031090200,5
2023,17031330200,326
2023,17031431400,71
2023,17031062200,93
2023,17031242200,126
2023,17031063301,101
2023,17031843600,17
2023,17031020200,16
2023,17031031800,15
2023,17031220500,15
2023,17031140400,5
2023,17031411100,19
2023,17031050100,15
2023,17031050800,4
2023,17031310200,15
2023,17031842900,94
2023,17031340400,5
2023,17031843200,16
2023,17031120300,22
2023,17031836100,2
2023,17031838000,26
2023,17031030702,2
2023,17031831100,38
2023,17031050700,10
2023,17031420500,3
2023,17031351400,16
2023,17031430102,5
2023,17031160800,4
2023,17031280900,2
2023,17031242400,20
2023,17031252000,2
2023,17031835200,15
2023,17031834400,2
2023,17031010702,7
2023,17031222500,3
2023,17031700100,1
2023,17031110200,2
2023,17031461000,2
2023,17031161300,4
2023,17031842500,2
2023,17031671200,1
2023,17031210400,1
2020,17031590600,2
2020,17031837000,2
2015,17031350100,1102
2015,17031242700,220
2015,17031151002,90
2014,17031560100,7
2022,17031140100,3
2015,17031020400,104
2014,17031840000,50
2022,17031140200,11
2015,17031100300,42
2015,17031839700,431
2022,17031750500,6
2015,17031110400,41
2015,17031282700,217
2015,17031230700,43
2015,17031600400,57
2015,17031400800,1
2015,17031100400,3
2015,17031580501,1
2015,17031843600,11
2015,17031390300,12
2015,17031340400,44
2015,17031200300,5
2015,17031190300,6
2015,17031836500,19
2015,17031840700,28
2015,17031840100,21
2015,17031420500,13
2015,17031190402,4
2022,17031710400,2
2022,17031250600,3
2022,17031620100,1
2022,17031231100,1
2022,17031580700,1
2022,17031120100,6
2022,17031400500,2
2022,17031700401,1
2022,17031151200,5
2023,17031251600,1
2023,17031530300,2
2023,17031710400,2
2023,17031650200,1
2023,17031110502,1
2018,17031600700,12
2018,17031160502,40
2018,17031301200,1
2018,17031843100,274
2018,17031151100,2
2018,17031381900,1
2018,17031440900,2
2018,17031251800,2
2018,17031600600,16
2013,17031410500,54
2013,17031836600,209
2013,17031020400,67
2013,17031030702,131
2013,17031160501,97
2013,17031740400,2
2013,17031110300,21
2013,17031140302,22
2013,17031590500,13
2013,17031390100,4
2013,17031720100,3
2013,17031610800,1
2014,17031580700,7
2014,17031681000,2
2014,17031841700,5
2014,17031190701,6
2014,17031560400,4
2017,17031310400,32
2017,17031351400,35
2017,17031260100,4
2017,17031230500,4
2018,17031222500,35
2013,17031650301,1
2018,17031460200,1
2018,17031251600,1
2019,17031835500,3
2019,17031280900,3
2019,17031020400,17
2019,17031360200,3
2019,17031170200,1
2019,17031151100,2
2019,17031190402,3
2019,17031200300,1
2022,17031691500,1
2022,17031837000,1
2016,17031840400,9
2017,17031150800,13
2016,17031836800,65
2017,17031836800,32
2017,17031460200,1
2016,17031110300,56
2016,17031251000,1
2013,17031251100,1
2016,17031390400,24
2013,17031840100,10
2016,17031271200,5
2016,17031170300,13
2016,17031660400,3
2016,17031840700,16
2016,17031491000,1
2014,17031180100,7
2014,17031250300,7
2013,17031190800,11
2013,17031460100,2
2013,17031580100,12
2013,17031740300,1
2013,17031834200,3
2015,17031836300,25
2015,17031431302,6
2020,17031420500,2
2020,17031251400,2
2020,17031160601,13
2020,17031420800,1
2020,17031310300,13
2020,17031380700,1
2020,17031691500,1
2020,17031660900,1
2019,17031660500,1
2019,17031691400,3
2019,17031840000,9
2019,17031230100,2
2019,17031600700,5
2013,17031760802,6
2013,17031560400,1
2013,17031430700,4
2013,17031561000,3
2018,17031490300,2
2018,17031831400,5
2018,17031450300,2
2018,17031150502,4
2020,17031310700,1
2014,17031260100,4
2020,17031340500,2
2020,17031240900,11
2020,17031100100,4
2021,17031711100,2
2021,17031831600,1
2020,17031140302,1
2018,17031440201,2
2018,17031681100,2
2018,17031691500,2
2016,17031740200,3
2016,17031220901,28
2016,17031440700,1
2016,17031431200,1
2016,17031640700,2
2016,17031720700,2
2017,17031700501,22
2017,17031490800,1
2017,17031842400,12
2016,17031150600,9
2016,17031222900,6
2019,17031680500,1
2019,17031560100,2
2017,17031430101,2
2019,17031150401,8
2017,17031470100,3
2017,17031230700,14
2019,17031750500,4
2019,17031611500,1
2017,17031711100,1
2017,17031730202,1
2017,17031390300,13
2014,17031200300,4
2015,17031830500,1
2015,17031151100,15
2017,17031837000,2
2017,17031700402,3
2017,17031690900,1
2015,17031351500,6
2015,17031491000,1
2015,17031280800,1
2014,17031580300,2
2015,17031560300,2
2013,17031700200,1
2013,17031431400,8
2013,17031530400,2
2013,17031230500,1
2013,17031291200,2
2016,17031720300,2
2013,17031835800,3
2020,17031140702,3
2014,17031430400,1
2020,17031580400,2
2016,17031671500,1
2016,17031720200,4
2014,17031400400,2
2018,17031390200,1
2019,17031222700,12
2019,17031710900,3
2019,17031841400,3
2019,17031711400,1
2016,17031251100,1
2016,17031271300,2
2014,17031460200,1
2016,17031620100,2
2018,17031760802,1
2022,17031760802,1
2016,17031300800,4
2015,17031480400,1
2015,17031661100,2
2019,17031630500,1
2019,17031251700,1
2019,17031430400,1
2022,17031842100,1
2015,17031430600,1
2016,17031440102,2
2022,17031191200,2
2022,17031580501,1
2022,17031140500,1
2022,17031700100,1
2022,17031600900,1
2022,17031252000,1
2013,17031611400,1
2013,17031831300,1
2013,17031750500,2
2013,17031301802,1
2013,17031841800,1
2013,17031680900,1
2013,17031251900,1
2013,17031381900,1
2013,17031431301,1
2015,17031300500,1
2016,17031360200,3
2014,17031640500,3
2014,17031260900,2
2014,17031251500,1
2014,17031700301,1
2014,17031670400,1
2020,17031843000,1
2016,17031691500,1
2017,17031691000,1
2017,17031190402,2
2019,17031292500,1
2019,17031720500,1
2016,17031838600,1
2020,17031161200,1
2015,17031835500,1
2016,17031830500,1
2016,17031260800,1
2017,17031540102,1
2014,17031240600,2859
2014,17031031400,70236
2014,17031062000,86794
2014,17031081201,702483
2014,17031081700,1127025
2014,17031280100,611599
2014,17031060800,56754
2014,17031071200,92846
2014,17031063000,95812
2014,17031061000,52155
2014,17031071000,58137
2014,17031832500,67734
2014,17031031800,4810
2014,17031242200,52872
2014,17031050700,5034
2014,17031242300,32434
2014,17031832200,35998
2014,17031080100,209388
2014,17031051400,5274
2014,17031063200,93858
2014,17031220400,7598
2014,17031081402,318335
2014,17031031502,10947
2014,17031831000,33521
2014,17031140800,5396
2014,17031010502,1171
2014,17031010100,458
2014,17031081100,189663
2014,17031838100,76009
2014,17031830600,6831
2014,17031843700,9050
2014,17031242100,49781
2014,17031160602,2692
2014,17031210602,2106
2014,17031221000,531
2014,17031220902,140
2014,17031150200,1140
2014,17031110200,37
2014,17031350100,1294
2014,17031340600,3317
2014,17031030706,5867
2014,17031243000,10411
2014,17031836200,16361
2014,17031310300,2043
2014,17031040202,4283
2014,17031241200,6265
2014,17031160800,2379
2014,17031030300,1435
2014,17031170900,1
2014,17031410500,192
2014,17031230100,633
2014,17031431400,9
2014,17031480400,4
2014,17031770602,984
2014,17031030104,853
2014,17031310800,471
2014,17031839500,79
2014,17031260600,3
2014,17031150700,33
2014,17031190900,12
2014,17031710900,1
2013,17031081700,727596
2013,17031081403,546647
2013,17031070101,64374
2013,17031833000,228671
2013,17031838100,57576
2013,17031221600,8415
2013,17031833100,134037
2013,17031070700,11237
2013,17031062700,25940
2013,17031841000,109463
2013,17031062900,52355
2013,17031062000,54429
2013,17031062600,7099
2013,17031050800,1439
2013,17031832100,22217
2013,17031031400,42490
2013,17031060300,8021
2013,17031071300,42037
2013,17031030900,4980
2013,17031221300,7711
2013,17031050600,11567
2013,17031030200,4858
2013,17031810400,196
2013,17031283100,3385
2013,17031832900,3135
2013,17031031501,1650
2013,17031030604,1786
2013,17031831900,22984
2013,17031351000,377
2013,17031010300,828
2013,17031020500,369
2013,17031031800,2075
2013,17031160900,749
2015,17031080300,195840
2015,17031080201,71694
2015,17031320100,1376109
2015,17031070600,27233
2015,17031031400,52814
2016,17031061902,42660
2016,17031081900,33081
2016,17031832600,77850
2016,17031838200,42486
2015,17031242400,11774
2015,17031062100,71403
2015,17031070700,13357
2015,17031070102,50686
2015,17031832200,22635
2015,17031220500,9081
2015,17031070103,17687
2015,17031031900,4573
2015,17031060400,25546
2015,17031030200,7042
2015,17031830700,21267
2015,17031242500,8535
2015,17031030702,380
2015,17031241100,6760
2015,17031061500,11898
2015,17031240200,9101
2015,17031411000,20617
2013,17031030400,952
2013,17031030701,355
2013,17031220601,832
2013,17031160800,1009
2013,17031420300,56
2013,17031150200,334
2013,17031140200,336
2013,17031839900,125
2015,17031031000,11924
2017,17031980000,548514
2017,17031320400,476320
2017,17031320100,1298932
2018,17031833000,333346
2017,17031841900,121881
2017,17031081600,322942
2018,17031081201,436302
2018,17031842300,72389
2017,17031071700,6101
2018,17031833100,135923
2018,17031070200,25523
2017,17031241400,50343
2018,17031320400,414043
2015,17031050500,8443
2017,17031770700,63987
2015,17031140701,226
2016,17031063100,23834
2016,17031832200,16537
2017,17031080400,26887
2017,17031839000,109365
2018,17031061000,15878
2016,17031060800,31116
2015,17031010400,4058
2018,17031241500,10070
2018,17031071600,4333
2016,17031080100,183969
2018,17031050600,1554
2015,17031050800,1853
2018,17031062900,10885
2017,17031838100,47214
2017,17031031502,1759
2015,17031010503,746
2017,17031061901,12886
2017,17031241500,18135
2016,17031760801,6532
2015,17031020500,728
2016,17031063302,52070
2018,17031062300,1590
2015,17031243000,7276
2017,17031240800,51
2016,17031032100,36224
2017,17031071100,27625
2015,17031240900,915
2016,17031241500,34645
2018,17031030900,1014
2018,17031071300,19892
2018,17031062800,8289
2017,17031221400,2379
2018,17031032100,9907
2016,17031222200,5511
2016,17031242400,8682
2018,17031070500,4684
2017,17031070103,5045
2017,17031030500,3346
2016,17031030102,1155
2018,17031243000,1110
2018,17031061500,1139
2018,17031833300,2980
2018,17031242100,14217
2016,17031241300,3362
2016,17031242500,6460
2018,17031831100,1333
2018,17031221100,368
2018,17031050500,2111
2016,17031220602,5378
2016,17031010702,990
2017,17031031300,6750
2017,17031241100,1811
2016,17031221000,298
2017,17031062700,8891
2018,17031120400,30
2016,17031160800,916
2016,17031161000,1108
2016,17031040800,241
2017,17031071600,7021
2017,17031031100,5111
2017,17031242500,2590
2017,17031280400,1304
2017,17031040100,888
2017,17031830600,2000
2017,17031242800,469
2017,17031031900,1193
2017,17031020702,118
2017,17031051000,338
2017,17031051100,745
2017,17031060500,1104
2017,17031410100,104
2018,17031040402,1425
2018,17031063301,4743
2018,17031410900,333
2018,17031060300,1298
2018,17031040401,243
2018,17031140100,43
2019,17031280100,381027
2019,17031080202,73784
2019,17031081300,249865
2019,17031081100,95238
2019,17031770700,55463
2019,17031320400,298839
2019,17031838100,27744
2019,17031838300,13563
2019,17031062000,6927
2019,17031831900,1652
2019,17031062800,3850
2019,17031283200,119
2019,17031832300,3757
2019,17031220500,349
2019,17031031300,2071
2019,17031050200,1864
2019,17031061100,4788
2017,17031050800,433
2017,17031040401,621
2017,17031010400,971
2017,17031350100,276
2017,17031600400,39
2017,17031210900,612
2017,17031160200,311
2017,17031832400,1562
2017,17031090200,68
2017,17031240600,501
2017,17031310800,95
2017,17031310500,54
2017,17031770602,1163
2017,17031310900,101
2017,17031010502,160
2017,17031020902,175
2017,17031010100,117
2017,17031843500,98
2017,17031710500,1
2017,17031020801,129
2017,17031140400,83
2017,17031350400,653
2017,17031050900,140
2018,17031160400,244
2018,17031030601,217
2016,17031140302,60
2018,17031140200,68
2018,17031760803,5
2018,17031030603,152
2018,17031160900,216
2018,17031220601,63
2018,17031830600,923
2018,17031150200,168
2015,17031351000,876
2015,17031230900,481
2015,17031770902,4
2015,17031411100,352
2015,17031030701,531
2015,17031410100,199
2015,17031220902,85
2015,17031020801,477
2016,17031310200,509
2016,17031090200,113
2016,17031110100,110
2016,17031190900,4
2016,17031843900,172
2016,17031161200,24
2016,17031151100,15
2016,17031100700,15
2016,17031222500,246
2016,17031710800,1
2016,17031410700,99
2016,17031200100,35
2016,17031381400,7
2016,17031490500,1
2016,17031190300,14
2016,17031611200,1
2016,17031834300,3
2016,17031230100,121
2016,17031200300,6
2016,17031836100,8
2016,17031310500,70
2017,17031610800,1
2017,17031640400,2
2017,17031221000,105
2016,17031170500,4
2018,17031240900,91
2018,17031840200,37
2018,17031020100,17
2018,17031090200,38
2018,17031240600,119
2018,17031260300,10
2018,17031020302,43
2018,17031600400,20
2018,17031580600,3
2018,17031843500,50
2018,17031010100,62
2018,17031390600,100
2018,17031380100,11
2018,17031230700,11
2018,17031140601,46
2022,17031081800,67809
2022,17031838200,8930
2022,17031980000,171523
2022,17031081401,88627
2022,17031770700,27921
2022,17031063200,2222
2022,17031841900,12215
2022,17031832300,330
2022,17031080201,5369
2022,17031031502,107
2022,17031063100,379
2022,17031060100,36
2022,17031060400,201
2022,17031330200,588
2022,17031070300,949
2022,17031080400,1184
2022,17031061901,430
2022,17031161100,122
2022,17031250400,1
2022,17031390100,41
2022,17031835900,112
2022,17031061200,73
2022,17031830900,213
2022,17031282700,4
2022,17031100500,26
2022,17031062500,43
2022,17031691000,11
2022,17031240200,39
2022,17031600400,2
2022,17031843200,21
2022,17031030702,5
2022,17031160300,16
2022,17031130100,41
2022,17031480300,2
2022,17031010701,2
2022,17031431200,8
2022,17031250500,3
2022,17031691300,3
2022,17031360200,5
2022,17031831400,5
2022,17031700302,1
2022,17031252101,4
2019,17031242300,1596
2021,17031980000,54781
2021,17031841900,6692
2021,17031081500,63694
2019,17031060400,1896
2021,17031081100,4567
2020,17031081401,63328
2020,17031320100,150158
2019,17031242600,409
2021,17031081202,10179
2021,17031330100,43499
2019,17031010702,127
2019,17031031502,374
2021,17031833000,28769
2019,17031120100,36
2019,17031100400,18
2019,17031240900,47
2021,17031063000,350
2019,17031030604,432
2019,17031240200,1001
2019,17031030102,90
2019,17031030101,286
2019,17031242500,375
2019,17031220902,5
2019,17031843300,59
2019,17031640100,29
2019,17031221500,202
2020,17031080100,18767
2019,17031241300,195
2019,17031241100,282
2019,17031160900,122
2021,17031080300,4180
2019,17031160601,57
2019,17031010502,38
2020,17031330100,40644
2019,17031020500,84
2019,17031010300,137
2021,17031420100,10
2019,17031010202,25
2019,17031220702,10
2019,17031160100,32
2020,17031080202,12687
2020,17031060900,2570
2020,17031081300,37785
2019,17031380200,30
2020,17031063000,1064
2020,17031320400,45385
2019,17031020902,67
2019,17031242900,267
2019,17031282700,12
2019,17031120200,27
2020,17031070102,1162
2019,17031040401,179
2020,17031031400,1804
2019,17031020601,18
2019,17031150200,125
2019,17031050300,73
2019,17031130200,28
2020,17031243500,7215
2019,17031839600,12
2020,17031691100,7
2019,17031010100,21
2019,17031242800,80
2020,17031841000,8714
2019,17031020302,6
2020,17031032100,600
2020,17031833100,18563
2020,17031070200,1820
2020,17031410100,23
2020,17031842000,20
2020,17031030200,98
2020,17031020902,12
2020,17031836500,1
2020,17031220500,32
2020,17031710200,5
2020,17031040202,46
2020,17031040201,97
2020,17031843600,6
2020,17031431302,4
2020,17031830900,269
2020,17031030101,44
2020,17031661100,1
2020,17031831700,1
2020,17031390400,4
2021,17031032100,263
2021,17031500200,4
2021,17031830700,176
2021,17031842300,2097
2021,17031040300,4
2021,17031130100,27
2021,17031020500,27
2021,17031430200,11
2021,17031381200,7
2021,17031837300,3
2021,17031691100,17
2020,17031490800,1
2020,17031460500,6
2021,17031061000,1855
2021,17031832000,647
2020,17031840300,29
2021,17031110502,33
2021,17031242100,149
2021,17031730700,1
2021,17031770602,173
2021,17031063303,110
2021,17031410100,31
2021,17031120400,1
2021,17031030104,5
2021,17031710500,1
2021,17031020602,28
2021,17031070300,246
2021,17031063100,68
2021,17031390100,33
2021,17031640500,2
2021,17031841300,4
2021,17031310600,40
2021,17031071600,31
2021,17031070500,79
2021,17031031000,39
2021,17031051200,1
2014,17031834400,16
2021,17031071700,57
2021,17031140200,8
2019,17031161300,12
2019,17031841200,17
2019,17031220601,16
2019,17031839800,11
2019,17031440201,5
2019,17031400500,1
2021,17031240500,40
2019,17031700501,9
2019,17031292200,5
2019,17031030104,18
2021,17031210100,14
2021,17031100400,2
2021,17031040402,30
2021,17031031900,13
2021,17031681200,3
2021,17031062400,8
2021,17031730600,2
2021,17031110200,2
2020,17031243300,460
2020,17031071000,492
2022,17031840700,2
2020,17031071700,397
2020,17031140800,64
2020,17031841100,628
2020,17031210502,6
2020,17031831900,183
2020,17031710100,2
2020,17031283100,24
2020,17031051200,29
2020,17031040900,30
2020,17031210100,45
2020,17031240600,13
2020,17031832200,308
2020,17031240300,287
2020,17031040700,23
2020,17031040100,20
