"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Annotation of Margin of Error!!Total:!!White alone","Annotation of Estimate!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Black or African American alone","Annotation of Estimate!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Annotation of Margin of Error!!Total:!!Asian alone","Annotation of Estimate!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Annotation of Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Annotation of Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Annotation of Margin of Error!!Total:!!Two or more races:","Annotation of Estimate!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1400000US17031823604","Census Tract 8236.04, Cook County, Illinois","3510","409","null","null","3290","412","null","null","5","16","null","null","0","12","null","null","75","75","null","null","0","12","null","null","35","null","38","null","105","102","null","null","46","74","null","null","59","78","null","null",
"1400000US17031823605","Census Tract 8236.05, Cook County, Illinois","4297","582","null","null","3832","579","null","null","241","138","null","null","0","12","null","null","64","37","null","null","4","9","null","null","84","null","67","null","72","61","null","null","50","50","null","null","22","34","null","null",
"1400000US17031823702","Census Tract 8237.02, Cook County, Illinois","5757","506","null","null","4552","464","null","null","696","194","null","null","0","17","null","null","161","189","null","null","0","17","null","null","75","null","72","null","273","213","null","null","114","180","null","null","159","139","null","null",
"1400000US17031823703","Census Tract 8237.03, Cook County, Illinois","8236","788","null","null","7397","788","null","null","102","86","null","null","17","30","null","null","509","306","null","null","0","17","null","null","122","null","131","null","89","94","null","null","14","23","null","null","75","78","null","null",
"1400000US17031823704","Census Tract 8237.04, Cook County, Illinois","3946","634","null","null","3408","625","null","null","242","309","null","null","33","48","null","null","31","43","null","null","0","12","null","null","62","null","78","null","170","237","null","null","170","237","null","null","0","12","null","null",
"1400000US17031823705","Census Tract 8237.05, Cook County, Illinois","4498","767","null","null","4073","793","null","null","204","120","null","null","0","12","null","null","25","39","null","null","15","30","null","null","64","null","74","null","117","93","null","null","0","12","null","null","117","93","null","null",
"1400000US17031823801","Census Tract 8238.01, Cook County, Illinois","5268","481","null","null","4199","524","null","null","239","235","null","null","0","17","null","null","459","391","null","null","0","17","null","null","267","null","309","null","104","125","null","null","0","17","null","null","104","125","null","null",
"1400000US17031823803","Census Tract 8238.03, Cook County, Illinois","6703","519","null","null","6279","490","null","null","181","154","null","null","0","17","null","null","214","212","null","null","0","17","null","null","5","null","10","null","24","39","null","null","24","39","null","null","0","17","null","null",
"1400000US17031823805","Census Tract 8238.05, Cook County, Illinois","2918","363","null","null","2519","387","null","null","38","39","null","null","0","12","null","null","61","64","null","null","0","12","null","null","0","null","12","null","300","269","null","null","86","94","null","null","214","205","null","null",
"1400000US17031823806","Census Tract 8238.06, Cook County, Illinois","4037","479","null","null","3372","438","null","null","124","125","null","null","14","23","null","null","240","260","null","null","0","12","null","null","92","null","105","null","195","217","null","null","137","208","null","null","58","60","null","null",
"1400000US17031823901","Census Tract 8239.01, Cook County, Illinois","4009","448","null","null","3690","422","null","null","50","35","null","null","0","12","null","null","157","127","null","null","0","12","null","null","16","null","20","null","96","94","null","null","0","12","null","null","96","94","null","null",
"1400000US17031823903","Census Tract 8239.03, Cook County, Illinois","4529","413","null","null","4256","415","null","null","138","80","null","null","0","12","null","null","0","12","null","null","0","12","null","null","35","null","55","null","100","82","null","null","44","51","null","null","56","62","null","null",
"1400000US17031823904","Census Tract 8239.04, Cook County, Illinois","4000","293","null","null","3687","310","null","null","2","3","null","null","61","72","null","null","43","37","null","null","0","12","null","null","8","null","13","null","199","288","null","null","199","288","null","null","0","12","null","null",
"1400000US17031824003","Census Tract 8240.03, Cook County, Illinois","6189","771","null","null","5642","624","null","null","4","8","null","null","72","116","null","null","97","92","null","null","0","17","null","null","0","null","17","null","374","311","null","null","231","310","null","null","143","112","null","null",
"1400000US17031824004","Census Tract 8240.04, Cook County, Illinois","5014","485","null","null","4630","466","null","null","221","234","null","null","54","78","null","null","109","91","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null",
"1400000US17031824005","Census Tract 8240.05, Cook County, Illinois","5468","697","null","null","5162","684","null","null","23","37","null","null","8","13","null","null","156","126","null","null","0","17","null","null","80","null","131","null","39","43","null","null","0","17","null","null","39","43","null","null",
"1400000US17031824006","Census Tract 8240.06, Cook County, Illinois","5470","778","null","null","5138","743","null","null","31","49","null","null","0","17","null","null","157","132","null","null","0","17","null","null","11","null","18","null","133","84","null","null","52","64","null","null","81","91","null","null",
"1400000US17031824105","Census Tract 8241.05, Cook County, Illinois","7220","955","null","null","6076","697","null","null","96","68","null","null","0","17","null","null","505","465","null","null","0","17","null","null","131","null","159","null","412","407","null","null","340","388","null","null","72","119","null","null",
"1400000US17031824106","Census Tract 8241.06, Cook County, Illinois","6267","607","null","null","5926","621","null","null","191","144","null","null","0","17","null","null","73","69","null","null","0","17","null","null","75","null","99","null","2","5","null","null","0","17","null","null","2","5","null","null",
"1400000US17031824107","Census Tract 8241.07, Cook County, Illinois","7553","1288","null","null","5923","1111","null","null","401","259","null","null","0","17","null","null","246","220","null","null","0","17","null","null","326","null","237","null","657","845","null","null","572","845","null","null","85","124","null","null",
"1400000US17031824113","Census Tract 8241.13, Cook County, Illinois","6891","757","null","null","5701","908","null","null","164","233","null","null","0","17","null","null","612","394","null","null","27","44","null","null","229","null","219","null","158","166","null","null","106","145","null","null","52","86","null","null",
"1400000US17031824114","Census Tract 8241.14, Cook County, Illinois","5166","767","null","null","4161","618","null","null","247","157","null","null","0","17","null","null","711","473","null","null","0","17","null","null","0","null","17","null","47","60","null","null","0","17","null","null","47","60","null","null",
"1400000US17031824115","Census Tract 8241.15, Cook County, Illinois","4019","565","null","null","3660","568","null","null","105","58","null","null","0","12","null","null","161","127","null","null","0","12","null","null","21","null","32","null","72","79","null","null","14","23","null","null","58","59","null","null",
"1400000US17031824116","Census Tract 8241.16, Cook County, Illinois","5192","508","null","null","4184","513","null","null","541","298","null","null","0","17","null","null","304","225","null","null","0","17","null","null","35","null","47","null","128","111","null","null","71","86","null","null","57","65","null","null",
"1400000US17031824119","Census Tract 8241.19, Cook County, Illinois","5553","636","null","null","4978","670","null","null","64","52","null","null","0","17","null","null","269","54","null","null","0","17","null","null","193","null","216","null","49","60","null","null","14","24","null","null","35","57","null","null",
"1400000US17031824121","Census Tract 8241.21, Cook County, Illinois","3277","392","null","null","3096","396","null","null","43","54","null","null","0","12","null","null","103","94","null","null","0","12","null","null","0","null","12","null","35","43","null","null","35","43","null","null","0","12","null","null",
"1400000US17031824122","Census Tract 8241.22, Cook County, Illinois","6262","509","null","null","5541","460","null","null","191","229","null","null","0","17","null","null","232","158","null","null","0","17","null","null","0","null","17","null","298","258","null","null","167","211","null","null","131","145","null","null",
"1400000US17031824123","Census Tract 8241.23, Cook County, Illinois","7357","824","null","null","6454","656","null","null","115","112","null","null","0","17","null","null","108","121","null","null","0","17","null","null","118","null","111","null","562","466","null","null","488","443","null","null","74","82","null","null",
"1400000US17031824124","Census Tract 8241.24, Cook County, Illinois","2808","552","null","null","1896","405","null","null","582","163","null","null","0","12","null","null","124","226","null","null","0","12","null","null","31","null","49","null","175","159","null","null","121","112","null","null","54","82","null","null",
"1400000US17031824125","Census Tract 8241.25, Cook County, Illinois","4858","572","null","null","4687","595","null","null","33","40","null","null","0","12","null","null","74","118","null","null","0","12","null","null","0","null","12","null","64","89","null","null","64","89","null","null","0","12","null","null",
"1400000US17031824126","Census Tract 8241.26, Cook County, Illinois","5733","718","null","null","4988","797","null","null","22","35","null","null","0","17","null","null","635","321","null","null","0","17","null","null","33","null","53","null","55","62","null","null","0","17","null","null","55","62","null","null",
"1400000US17031824127","Census Tract 8241.27, Cook County, Illinois","3940","710","null","null","3374","756","null","null","29","46","null","null","0","12","null","null","272","249","null","null","0","12","null","null","243","null","225","null","22","33","null","null","0","12","null","null","22","33","null","null",
"1400000US17031824128","Census Tract 8241.28, Cook County, Illinois","4576","487","null","null","4388","484","null","null","58","76","null","null","45","59","null","null","56","70","null","null","0","12","null","null","29","null","42","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031824129","Census Tract 8241.29, Cook County, Illinois","4305","457","null","null","4127","463","null","null","52","38","null","null","0","12","null","null","70","71","null","null","0","12","null","null","6","null","10","null","50","44","null","null","40","48","null","null","10","21","null","null",
"1400000US17031824300","Census Tract 8243, Cook County, Illinois","4977","451","null","null","383","245","null","null","4428","516","null","null","3","5","null","null","22","24","null","null","0","12","null","null","100","null","101","null","41","57","null","null","0","12","null","null","41","57","null","null",
"1400000US17031824400","Census Tract 8244, Cook County, Illinois","1986","286","null","null","1302","235","null","null","611","195","null","null","0","12","null","null","23","22","null","null","0","12","null","null","30","null","35","null","20","28","null","null","20","28","null","null","0","12","null","null",
"1400000US17031824503","Census Tract 8245.03, Cook County, Illinois","6314","527","null","null","5059","545","null","null","696","574","null","null","0","17","null","null","217","155","null","null","21","36","null","null","108","null","148","null","213","210","null","null","121","160","null","null","92","137","null","null",
"1400000US17031824505","Census Tract 8245.05, Cook County, Illinois","6145","960","null","null","4709","645","null","null","391","233","null","null","0","17","null","null","549","321","null","null","0","17","null","null","3","null","6","null","493","728","null","null","444","728","null","null","49","50","null","null",
"1400000US17031824507","Census Tract 8245.07, Cook County, Illinois","3992","451","null","null","3452","338","null","null","138","176","null","null","0","12","null","null","86","73","null","null","31","47","null","null","209","null","183","null","76","65","null","null","40","38","null","null","36","54","null","null",
"1400000US17031824508","Census Tract 8245.08, Cook County, Illinois","2980","520","null","null","2571","524","null","null","162","124","null","null","0","12","null","null","0","12","null","null","0","12","null","null","76","null","82","null","171","152","null","null","113","134","null","null","58","48","null","null",
"1400000US17031824509","Census Tract 8245.09, Cook County, Illinois","4723","1152","null","null","4144","1109","null","null","150","235","null","null","0","12","null","null","113","175","null","null","0","12","null","null","249","null","194","null","67","85","null","null","16","29","null","null","51","79","null","null",
"1400000US17031824601","Census Tract 8246.01, Cook County, Illinois","4368","448","null","null","3903","448","null","null","174","131","null","null","0","12","null","null","59","66","null","null","0","12","null","null","100","null","97","null","132","90","null","null","37","37","null","null","95","86","null","null",
"1400000US17031824602","Census Tract 8246.02, Cook County, Illinois","6751","1205","null","null","5466","1016","null","null","270","205","null","null","0","17","null","null","232","231","null","null","0","17","null","null","178","null","108","null","605","717","null","null","552","716","null","null","53","58","null","null",
"1400000US17031824701","Census Tract 8247.01, Cook County, Illinois","3890","525","null","null","3166","485","null","null","279","131","null","null","0","12","null","null","3","11","null","null","0","12","null","null","303","null","261","null","139","133","null","null","77","120","null","null","62","56","null","null",
"1400000US17031824702","Census Tract 8247.02, Cook County, Illinois","5653","718","null","null","4285","562","null","null","426","230","null","null","0","17","null","null","0","17","null","null","0","17","null","null","509","null","316","null","433","537","null","null","360","524","null","null","73","112","null","null",
"1400000US17031824800","Census Tract 8248, Cook County, Illinois","7837","655","null","null","4202","1097","null","null","1646","612","null","null","77","157","null","null","132","82","null","null","0","17","null","null","1446","null","1002","null","334","313","null","null","232","285","null","null","102","108","null","null",
"1400000US17031824900","Census Tract 8249, Cook County, Illinois","3353","529","null","null","1235","455","null","null","1911","371","null","null","0","12","null","null","1","7","null","null","0","12","null","null","174","null","194","null","32","29","null","null","0","12","null","null","32","29","null","null",
"1400000US17031825000","Census Tract 8250, Cook County, Illinois","4376","534","null","null","2948","542","null","null","388","161","null","null","0","12","null","null","402","215","null","null","0","12","null","null","408","null","282","null","230","113","null","null","51","51","null","null","179","107","null","null",
"1400000US17031825200","Census Tract 8252, Cook County, Illinois","2018","298","null","null","1429","232","null","null","224","113","null","null","9","14","null","null","67","88","null","null","0","12","null","null","239","null","158","null","50","65","null","null","40","64","null","null","10","13","null","null",
"1400000US17031825302","Census Tract 8253.02, Cook County, Illinois","6016","768","null","null","4495","734","null","null","905","336","null","null","0","17","null","null","272","240","null","null","0","17","null","null","282","null","334","null","62","58","null","null","0","17","null","null","62","58","null","null",
"1400000US17031825303","Census Tract 8253.03, Cook County, Illinois","4057","582","null","null","3449","461","null","null","330","326","null","null","14","23","null","null","32","36","null","null","0","12","null","null","66","null","108","null","166","145","null","null","113","130","null","null","53","65","null","null",
"1400000US17031825304","Census Tract 8253.04, Cook County, Illinois","4201","555","null","null","3805","556","null","null","0","12","null","null","0","12","null","null","119","97","null","null","0","12","null","null","159","null","172","null","118","89","null","null","62","63","null","null","56","56","null","null",
"1400000US17031825400","Census Tract 8254, Cook County, Illinois","5459","627","null","null","4470","564","null","null","306","210","null","null","0","17","null","null","308","375","null","null","0","17","null","null","289","null","408","null","86","111","null","null","64","104","null","null","22","36","null","null",
"1400000US17031825501","Census Tract 8255.01, Cook County, Illinois","5460","1095","null","null","371","134","null","null","4987","1067","null","null","58","60","null","null","42","67","null","null","0","17","null","null","0","null","17","null","2","4","null","null","2","4","null","null","0","17","null","null",
"1400000US17031825503","Census Tract 8255.03, Cook County, Illinois","6411","1241","null","null","612","220","null","null","5526","1312","null","null","0","17","null","null","149","161","null","null","0","17","null","null","42","null","92","null","82","86","null","null","0","17","null","null","82","86","null","null",
"1400000US17031825504","Census Tract 8255.04, Cook County, Illinois","3404","827","null","null","285","183","null","null","3073","821","null","null","0","12","null","null","0","12","null","null","0","12","null","null","6","null","13","null","40","46","null","null","13","20","null","null","27","42","null","null",
"1400000US17031825505","Census Tract 8255.05, Cook County, Illinois","6023","671","null","null","185","94","null","null","5530","716","null","null","0","17","null","null","174","196","null","null","0","17","null","null","0","null","17","null","134","150","null","null","134","150","null","null","0","17","null","null",
"1400000US17031825600","Census Tract 8256, Cook County, Illinois","5221","527","null","null","920","347","null","null","3654","596","null","null","0","17","null","null","92","124","null","null","0","17","null","null","432","null","457","null","123","111","null","null","0","17","null","null","123","111","null","null",
"1400000US17031825700","Census Tract 8257, Cook County, Illinois","4121","29","null","null","1125","226","null","null","2646","268","null","null","0","12","null","null","13","20","null","null","0","12","null","null","324","null","179","null","13","14","null","null","0","12","null","null","13","14","null","null",
"1400000US17031825801","Census Tract 8258.01, Cook County, Illinois","3865","725","null","null","212","169","null","null","3627","729","null","null","0","12","null","null","6","10","null","null","0","12","null","null","8","null","13","null","12","18","null","null","0","12","null","null","12","18","null","null",
"1400000US17031825802","Census Tract 8258.02, Cook County, Illinois","6740","1358","null","null","471","333","null","null","6143","1368","null","null","27","42","null","null","25","44","null","null","0","17","null","null","0","null","17","null","74","120","null","null","74","120","null","null","0","17","null","null",
"1400000US17031825803","Census Tract 8258.03, Cook County, Illinois","5540","805","null","null","710","359","null","null","4679","751","null","null","0","17","null","null","0","17","null","null","0","17","null","null","117","null","138","null","34","49","null","null","0","17","null","null","34","49","null","null",
"1400000US17031825900","Census Tract 8259, Cook County, Illinois","3529","853","null","null","629","162","null","null","2709","886","null","null","0","12","null","null","0","12","null","null","0","12","null","null","147","null","154","null","44","44","null","null","18","30","null","null","26","30","null","null",
"1400000US17031826000","Census Tract 8260, Cook County, Illinois","2888","716","null","null","1265","541","null","null","1200","488","null","null","0","12","null","null","0","12","null","null","0","12","null","null","383","null","349","null","40","52","null","null","40","52","null","null","0","12","null","null",
"1400000US17031826100","Census Tract 8261, Cook County, Illinois","5307","909","null","null","1714","406","null","null","3344","765","null","null","0","17","null","null","0","17","null","null","0","17","null","null","235","null","307","null","14","22","null","null","0","17","null","null","14","22","null","null",
"1400000US17031826201","Census Tract 8262.01, Cook County, Illinois","3638","673","null","null","391","118","null","null","2835","407","null","null","0","12","null","null","0","12","null","null","0","12","null","null","385","null","529","null","27","42","null","null","27","42","null","null","0","12","null","null",
"1400000US17031826202","Census Tract 8262.02, Cook County, Illinois","5703","846","null","null","1689","557","null","null","3707","618","null","null","0","17","null","null","0","17","null","null","0","17","null","null","268","null","314","null","39","52","null","null","39","52","null","null","0","17","null","null",
"1400000US17031826301","Census Tract 8263.01, Cook County, Illinois","4299","575","null","null","365","183","null","null","3820","562","null","null","0","12","null","null","3","5","null","null","0","12","null","null","89","null","74","null","22","26","null","null","0","12","null","null","22","26","null","null",
"1400000US17031826303","Census Tract 8263.03, Cook County, Illinois","3759","539","null","null","216","131","null","null","3518","533","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","25","34","null","null","0","12","null","null","25","34","null","null",
"1400000US17031826304","Census Tract 8263.04, Cook County, Illinois","2860","503","null","null","163","141","null","null","2611","514","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","86","92","null","null","0","12","null","null","86","92","null","null",
"1400000US17031826401","Census Tract 8264.01, Cook County, Illinois","3886","684","null","null","79","54","null","null","3792","686","null","null","0","12","null","null","15","25","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031826402","Census Tract 8264.02, Cook County, Illinois","5080","780","null","null","280","188","null","null","4521","812","null","null","0","17","null","null","17","28","null","null","0","17","null","null","0","null","17","null","262","309","null","null","10","15","null","null","252","308","null","null",
"1400000US17031826500","Census Tract 8265, Cook County, Illinois","5909","898","null","null","387","159","null","null","5315","826","null","null","0","17","null","null","19","31","null","null","0","17","null","null","18","null","25","null","170","178","null","null","43","36","null","null","127","173","null","null",
"1400000US17031826600","Census Tract 8266, Cook County, Illinois","5931","655","null","null","546","329","null","null","4551","730","null","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","834","935","null","null","44","67","null","null","790","871","null","null",
"1400000US17031826700","Census Tract 8267, Cook County, Illinois","4957","660","null","null","213","207","null","null","4699","706","null","null","43","60","null","null","2","5","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031826800","Census Tract 8268, Cook County, Illinois","5436","634","null","null","2002","420","null","null","2093","489","null","null","0","17","null","null","0","17","null","null","0","17","null","null","852","null","618","null","489","338","null","null","244","210","null","null","245","254","null","null",
"1400000US17031826901","Census Tract 8269.01, Cook County, Illinois","2081","405","null","null","270","188","null","null","1436","373","null","null","0","12","null","null","0","12","null","null","0","12","null","null","222","null","157","null","153","222","null","null","153","222","null","null","0","12","null","null",
"1400000US17031826902","Census Tract 8269.02, Cook County, Illinois","1575","329","null","null","228","239","null","null","1347","343","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031827000","Census Tract 8270, Cook County, Illinois","4096","834","null","null","100","93","null","null","3694","860","null","null","0","12","null","null","8","13","null","null","0","12","null","null","231","null","330","null","63","66","null","null","0","12","null","null","63","66","null","null",
"1400000US17031827100","Census Tract 8271, Cook County, Illinois","2514","403","null","null","225","152","null","null","2012","371","null","null","0","12","null","null","137","131","null","null","0","12","null","null","26","null","39","null","114","95","null","null","64","79","null","null","50","42","null","null",
"1400000US17031827200","Census Tract 8272, Cook County, Illinois","3838","568","null","null","1225","378","null","null","2480","452","null","null","0","12","null","null","0","12","null","null","0","12","null","null","122","null","104","null","11","20","null","null","11","20","null","null","0","12","null","null",
"1400000US17031827300","Census Tract 8273, Cook County, Illinois","2794","696","null","null","391","195","null","null","1821","623","null","null","0","12","null","null","204","223","null","null","0","12","null","null","229","null","152","null","149","165","null","null","22","34","null","null","127","162","null","null",
"1400000US17031827400","Census Tract 8274, Cook County, Illinois","3817","713","null","null","537","431","null","null","3060","693","null","null","0","12","null","null","53","86","null","null","0","12","null","null","58","null","58","null","109","93","null","null","0","12","null","null","109","93","null","null",
"1400000US17031827500","Census Tract 8275, Cook County, Illinois","5163","831","null","null","1716","388","null","null","2270","525","null","null","0","17","null","null","13","28","null","null","0","17","null","null","526","null","399","null","638","658","null","null","595","659","null","null","43","49","null","null",
"1400000US17031827600","Census Tract 8276, Cook County, Illinois","3136","482","null","null","18","29","null","null","3008","488","null","null","26","44","null","null","0","12","null","null","0","12","null","null","15","null","24","null","69","111","null","null","69","111","null","null","0","12","null","null",
"1400000US17031827700","Census Tract 8277, Cook County, Illinois","2826","19","null","null","486","220","null","null","2092","277","null","null","8","12","null","null","2","4","null","null","0","12","null","null","26","null","29","null","212","194","null","null","119","168","null","null","93","111","null","null",
"1400000US17031827801","Census Tract 8278.01, Cook County, Illinois","5263","640","null","null","1093","536","null","null","3955","533","null","null","6","13","null","null","76","114","null","null","0","17","null","null","123","null","136","null","10","14","null","null","0","17","null","null","10","14","null","null",
"1400000US17031827802","Census Tract 8278.02, Cook County, Illinois","3237","371","null","null","362","105","null","null","2780","351","null","null","0","12","null","null","0","12","null","null","0","12","null","null","65","null","106","null","30","36","null","null","5","8","null","null","25","35","null","null",
"1400000US17031827804","Census Tract 8278.04, Cook County, Illinois","3194","459","null","null","479","232","null","null","2394","486","null","null","0","12","null","null","0","12","null","null","0","12","null","null","202","null","212","null","119","96","null","null","43","69","null","null","76","68","null","null",
"1400000US17031827805","Census Tract 8278.05, Cook County, Illinois","2755","442","null","null","506","263","null","null","2212","441","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","37","39","null","null","0","12","null","null","37","39","null","null",
"1400000US17031827901","Census Tract 8279.01, Cook County, Illinois","2006","236","null","null","217","100","null","null","1678","239","null","null","0","12","null","null","38","35","null","null","0","12","null","null","20","null","30","null","53","61","null","null","46","60","null","null","7","12","null","null",
"1400000US17031827902","Census Tract 8279.02, Cook County, Illinois","4186","777","null","null","1254","258","null","null","1822","391","null","null","68","111","null","null","541","793","null","null","0","12","null","null","209","null","143","null","292","227","null","null","21","32","null","null","271","224","null","null",
"1400000US17031828000","Census Tract 8280, Cook County, Illinois","4847","573","null","null","2520","363","null","null","1782","385","null","null","23","31","null","null","47","74","null","null","0","12","null","null","8","null","13","null","467","285","null","null","0","12","null","null","467","285","null","null",
"1400000US17031828100","Census Tract 8281, Cook County, Illinois","5410","863","null","null","2986","772","null","null","1926","800","null","null","0","17","null","null","84","114","null","null","0","17","null","null","303","null","245","null","111","108","null","null","111","108","null","null","0","17","null","null",
"1400000US17031828201","Census Tract 8282.01, Cook County, Illinois","3598","418","null","null","1365","227","null","null","1965","435","null","null","0","12","null","null","0","12","null","null","0","12","null","null","50","null","90","null","218","143","null","null","65","68","null","null","153","128","null","null",
"1400000US17031828202","Census Tract 8282.02, Cook County, Illinois","4978","713","null","null","2049","374","null","null","2421","588","null","null","0","12","null","null","56","82","null","null","0","12","null","null","27","null","49","null","425","344","null","null","256","239","null","null","169","186","null","null",
"1400000US17031828300","Census Tract 8283, Cook County, Illinois","3227","543","null","null","1806","274","null","null","1258","492","null","null","0","12","null","null","18","24","null","null","0","12","null","null","87","null","74","null","58","39","null","null","15","18","null","null","43","29","null","null",
"1400000US17031828401","Census Tract 8284.01, Cook County, Illinois","3581","483","null","null","2280","382","null","null","1110","258","null","null","0","12","null","null","35","52","null","null","0","12","null","null","49","null","51","null","107","96","null","null","30","40","null","null","77","86","null","null",
"1400000US17031828402","Census Tract 8284.02, Cook County, Illinois","3735","493","null","null","1341","250","null","null","2220","584","null","null","0","12","null","null","46","39","null","null","0","12","null","null","59","null","94","null","69","55","null","null","0","12","null","null","69","55","null","null",
"1400000US17031828503","Census Tract 8285.03, Cook County, Illinois","4634","648","null","null","1303","433","null","null","3021","681","null","null","0","12","null","null","46","68","null","null","0","12","null","null","53","null","46","null","211","177","null","null","211","177","null","null","0","12","null","null",
"1400000US17031828504","Census Tract 8285.04, Cook County, Illinois","5761","663","null","null","1384","332","null","null","4034","694","null","null","15","24","null","null","0","17","null","null","0","17","null","null","16","null","27","null","312","256","null","null","92","138","null","null","220","211","null","null",
"1400000US17031828505","Census Tract 8285.05, Cook County, Illinois","7194","1272","null","null","2572","440","null","null","3941","1347","null","null","148","211","null","null","60","101","null","null","0","17","null","null","227","null","267","null","246","166","null","null","111","136","null","null","135","100","null","null",
"1400000US17031828507","Census Tract 8285.07, Cook County, Illinois","3856","828","null","null","754","374","null","null","2820","648","null","null","0","12","null","null","0","12","null","null","0","12","null","null","77","null","121","null","205","210","null","null","97","129","null","null","108","94","null","null",
"1400000US17031828508","Census Tract 8285.08, Cook County, Illinois","4065","648","null","null","1166","599","null","null","2624","687","null","null","0","12","null","null","0","12","null","null","0","12","null","null","198","null","261","null","77","90","null","null","0","12","null","null","77","90","null","null",
"1400000US17031828601","Census Tract 8286.01, Cook County, Illinois","4140","350","null","null","2875","315","null","null","1031","241","null","null","0","12","null","null","0","12","null","null","0","12","null","null","107","null","75","null","127","88","null","null","19","23","null","null","108","88","null","null",
"1400000US17031828602","Census Tract 8286.02, Cook County, Illinois","4356","345","null","null","1534","238","null","null","2459","350","null","null","0","12","null","null","80","73","null","null","29","43","null","null","37","null","52","null","217","137","null","null","0","12","null","null","217","137","null","null",
"1400000US17031828701","Census Tract 8287.01, Cook County, Illinois","4571","505","null","null","983","289","null","null","3449","556","null","null","0","12","null","null","22","33","null","null","0","12","null","null","46","null","57","null","71","60","null","null","0","12","null","null","71","60","null","null",
"1400000US17031828702","Census Tract 8287.02, Cook County, Illinois","4207","472","null","null","1030","327","null","null","2841","563","null","null","3","6","null","null","4","9","null","null","0","12","null","null","46","null","51","null","283","395","null","null","1","4","null","null","282","396","null","null",
"1400000US17031828801","Census Tract 8288.01, Cook County, Illinois","5405","737","null","null","2426","341","null","null","2284","611","null","null","0","17","null","null","117","134","null","null","0","17","null","null","57","null","41","null","521","513","null","null","249","382","null","null","272","303","null","null",
"1400000US17031828802","Census Tract 8288.02, Cook County, Illinois","3221","422","null","null","2579","404","null","null","490","209","null","null","0","12","null","null","0","12","null","null","0","12","null","null","101","null","131","null","51","68","null","null","0","12","null","null","51","68","null","null",
"1400000US17031828900","Census Tract 8289, Cook County, Illinois","3659","699","null","null","831","355","null","null","1813","720","null","null","0","12","null","null","10","20","null","null","0","12","null","null","980","null","335","null","25","35","null","null","25","35","null","null","0","12","null","null",
