"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002EA","B02001_002M","B02001_002MA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009EA","B02001_009M","B02001_009MA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!White alone","Annotation of Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Annotation of Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Black or African American alone","Annotation of Estimate!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Annotation of Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Annotation of Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Annotation of Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Annotation of Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Annotation of Margin of Error!!Total:!!Two or more races:","Annotation of Estimate!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1400000US17031612000","Census Tract 6120, Cook County, Illinois","1208","null","234","null","97","null","139","null","1017","226","null","null","0","12","null","null","7","null","11","null","0","null","12","null","87","null","107","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031612100","Census Tract 6121, Cook County, Illinois","1024","null","264","null","0","null","12","null","786","214","null","null","15","22","null","null","8","null","12","null","0","null","12","null","201","null","213","null","14","23","null","null","14","null","23","null","0","null","12","null",
"1400000US17031612200","Census Tract 6122, Cook County, Illinois","3681","null","585","null","810","null","305","null","1047","396","null","null","41","60","null","null","109","null","127","null","0","null","12","null","1185","null","489","null","489","338","null","null","480","null","338","null","9","null","13","null",
"1400000US17031620100","Census Tract 6201, Cook County, Illinois","4400","null","1044","null","2215","null","526","null","0","12","null","null","209","163","null","null","309","null","162","null","0","null","12","null","1539","null","1000","null","128","96","null","null","118","null","94","null","10","null","16","null",
"1400000US17031620200","Census Tract 6202, Cook County, Illinois","2012","null","304","null","1408","null","298","null","0","12","null","null","0","12","null","null","66","null","77","null","0","null","12","null","378","null","203","null","160","137","null","null","149","null","135","null","11","null","17","null",
"1400000US17031620300","Census Tract 6203, Cook County, Illinois","6918","null","853","null","3322","null","640","null","116","129","null","null","359","404","null","null","117","null","124","null","0","null","17","null","1319","null","597","null","1685","812","null","null","1685","null","812","null","0","null","17","null",
"1400000US17031620400","Census Tract 6204, Cook County, Illinois","4692","null","903","null","1916","null","702","null","16","38","null","null","240","266","null","null","112","null","128","null","0","null","12","null","2012","null","1032","null","396","268","null","null","387","null","266","null","9","null","15","null",
"1400000US17031630300","Census Tract 6303, Cook County, Illinois","5193","null","1182","null","2741","null","936","null","146","189","null","null","11","20","null","null","73","null","112","null","0","null","17","null","1795","null","877","null","427","340","null","null","401","null","336","null","26","null","40","null",
"1400000US17031630400","Census Tract 6304, Cook County, Illinois","6136","null","1164","null","2903","null","764","null","85","112","null","null","0","17","null","null","42","null","66","null","0","null","17","null","2547","null","1065","null","559","541","null","null","559","null","541","null","0","null","17","null",
"1400000US17031630500","Census Tract 6305, Cook County, Illinois","5763","null","912","null","2907","null","729","null","2","5","null","null","0","17","null","null","0","null","17","null","0","null","17","null","1998","null","723","null","856","644","null","null","818","null","645","null","38","null","58","null",
"1400000US17031630600","Census Tract 6306, Cook County, Illinois","2717","null","529","null","1257","null","298","null","157","107","null","null","0","12","null","null","70","null","60","null","0","null","12","null","964","null","370","null","269","231","null","null","242","null","216","null","27","null","44","null",
"1400000US17031630800","Census Tract 6308, Cook County, Illinois","6358","null","1277","null","2245","null","845","null","100","103","null","null","251","234","null","null","18","null","27","null","0","null","17","null","3172","null","1278","null","572","378","null","null","553","null","378","null","19","null","30","null",
"1400000US17031630900","Census Tract 6309, Cook County, Illinois","4520","null","979","null","2066","null","693","null","354","270","null","null","35","96","null","null","199","null","177","null","0","null","12","null","1343","null","774","null","523","338","null","null","379","null","275","null","144","null","211","null",
"1400000US17031640100","Census Tract 6401, Cook County, Illinois","1349","null","421","null","727","null","190","null","12","14","null","null","140","125","null","null","0","null","12","null","0","null","12","null","382","null","371","null","88","119","null","null","74","null","114","null","14","null","21","null",
"1400000US17031640300","Census Tract 6403, Cook County, Illinois","7550","null","1698","null","4083","null","750","null","258","304","null","null","106","130","null","null","0","null","17","null","0","null","17","null","1256","null","581","null","1847","1632","null","null","1789","null","1627","null","58","null","101","null",
"1400000US17031640400","Census Tract 6404, Cook County, Illinois","3467","null","717","null","2683","null","753","null","102","124","null","null","10","17","null","null","8","null","13","null","0","null","12","null","331","null","239","null","333","233","null","null","264","null","209","null","69","null","104","null",
"1400000US17031640500","Census Tract 6405, Cook County, Illinois","4025","null","688","null","2953","null","427","null","48","53","null","null","0","12","null","null","49","null","80","null","0","null","12","null","407","null","259","null","568","560","null","null","537","null","556","null","31","null","35","null",
"1400000US17031640600","Census Tract 6406, Cook County, Illinois","4337","null","670","null","2469","null","610","null","62","73","null","null","277","267","null","null","75","null","81","null","0","null","12","null","897","null","442","null","557","260","null","null","557","null","260","null","0","null","12","null",
"1400000US17031640700","Census Tract 6407, Cook County, Illinois","3237","null","634","null","1811","null","319","null","24","38","null","null","31","51","null","null","0","null","12","null","0","null","12","null","1016","null","404","null","355","288","null","null","355","null","288","null","0","null","12","null",
"1400000US17031640800","Census Tract 6408, Cook County, Illinois","1542","null","271","null","947","null","142","null","35","54","null","null","5","7","null","null","29","null","45","null","0","null","12","null","212","null","116","null","314","193","null","null","280","null","188","null","34","null","44","null",
"1400000US17031650100","Census Tract 6501, Cook County, Illinois","4584","null","864","null","2245","null","646","null","38","49","null","null","0","12","null","null","1","null","2","null","92","null","141","null","1319","null","450","null","889","774","null","null","866","null","773","null","23","null","33","null",
"1400000US17031650200","Census Tract 6502, Cook County, Illinois","7042","null","1369","null","4250","null","939","null","45","72","null","null","115","202","null","null","130","null","149","null","0","null","17","null","1609","null","1120","null","893","656","null","null","810","null","646","null","83","null","112","null",
"1400000US17031650301","Census Tract 6503.01, Cook County, Illinois","4772","null","650","null","2935","null","539","null","82","82","null","null","49","75","null","null","11","null","27","null","0","null","12","null","1041","null","470","null","654","467","null","null","642","null","466","null","12","null","20","null",
"1400000US17031650302","Census Tract 6503.02, Cook County, Illinois","4782","null","1077","null","2735","null","882","null","70","120","null","null","6","12","null","null","0","null","12","null","0","null","12","null","1502","null","895","null","469","362","null","null","445","null","352","null","24","null","37","null",
"1400000US17031650400","Census Tract 6504, Cook County, Illinois","6707","null","1584","null","1911","null","601","null","153","117","null","null","0","17","null","null","53","null","43","null","0","null","17","null","3349","null","1681","null","1241","775","null","null","1241","null","775","null","0","null","17","null",
"1400000US17031650500","Census Tract 6505, Cook County, Illinois","4511","null","728","null","2267","null","430","null","472","171","null","null","64","90","null","null","0","null","12","null","0","null","12","null","1300","null","571","null","408","438","null","null","345","null","431","null","63","null","142","null",
"1400000US17031660301","Census Tract 6603.01, Cook County, Illinois","1572","null","495","null","500","null","153","null","516","357","null","null","47","52","null","null","0","null","12","null","0","null","12","null","174","null","145","null","335","296","null","null","321","null","298","null","14","null","22","null",
"1400000US17031660302","Census Tract 6603.02, Cook County, Illinois","4640","null","815","null","1521","null","492","null","880","394","null","null","78","98","null","null","0","null","12","null","0","null","12","null","1818","null","705","null","343","392","null","null","343","null","392","null","0","null","12","null",
"1400000US17031660400","Census Tract 6604, Cook County, Illinois","4614","null","840","null","1918","null","523","null","73","49","null","null","37","57","null","null","23","null","36","null","0","null","12","null","1744","null","607","null","819","623","null","null","704","null","615","null","115","null","127","null",
"1400000US17031660500","Census Tract 6605, Cook County, Illinois","4364","null","782","null","2249","null","571","null","158","109","null","null","0","12","null","null","11","null","18","null","0","null","12","null","1099","null","581","null","847","594","null","null","847","null","594","null","0","null","12","null",
"1400000US17031660600","Census Tract 6606, Cook County, Illinois","5266","null","1079","null","1477","null","528","null","2298","596","null","null","32","52","null","null","0","null","17","null","0","null","17","null","720","null","467","null","739","948","null","null","693","null","947","null","46","null","73","null",
"1400000US17031660700","Census Tract 6607, Cook County, Illinois","1529","null","308","null","45","null","70","null","1375","322","null","null","0","12","null","null","5","null","7","null","0","null","12","null","87","null","79","null","17","26","null","null","17","null","26","null","0","null","12","null",
"1400000US17031660800","Census Tract 6608, Cook County, Illinois","5728","null","1170","null","1237","null","380","null","2842","996","null","null","0","17","null","null","12","null","20","null","0","null","17","null","1189","null","646","null","448","255","null","null","194","null","144","null","254","null","199","null",
"1400000US17031660900","Census Tract 6609, Cook County, Illinois","5081","null","755","null","815","null","441","null","3858","709","null","null","0","17","null","null","23","null","50","null","0","null","17","null","288","null","245","null","97","87","null","null","20","null","43","null","77","null","79","null",
"1400000US17031661000","Census Tract 6610, Cook County, Illinois","5576","null","893","null","345","null","244","null","3739","618","null","null","191","291","null","null","0","null","17","null","0","null","17","null","483","null","378","null","818","618","null","null","480","null","553","null","338","null","301","null",
"1400000US17031661100","Census Tract 6611, Cook County, Illinois","7370","null","880","null","1714","null","525","null","2331","683","null","null","68","99","null","null","26","null","29","null","0","null","17","null","1861","null","681","null","1370","814","null","null","1181","null","801","null","189","null","163","null",
"1400000US17031670100","Census Tract 6701, Cook County, Illinois","1329","null","303","null","131","null","104","null","963","245","null","null","20","36","null","null","0","null","12","null","41","null","71","null","174","null","227","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031670200","Census Tract 6702, Cook County, Illinois","747","null","299","null","0","null","12","null","729","303","null","null","10","15","null","null","0","null","12","null","0","null","12","null","8","null","13","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031670300","Census Tract 6703, Cook County, Illinois","1320","null","295","null","103","null","82","null","1048","264","null","null","0","12","null","null","0","null","12","null","0","null","12","null","167","null","141","null","2","3","null","null","0","null","12","null","2","null","3","null",
"1400000US17031670400","Census Tract 6704, Cook County, Illinois","1626","null","471","null","99","null","112","null","1332","489","null","null","0","12","null","null","0","null","12","null","0","null","12","null","150","null","190","null","45","69","null","null","45","null","69","null","0","null","12","null",
"1400000US17031670500","Census Tract 6705, Cook County, Illinois","832","null","235","null","81","null","75","null","721","224","null","null","0","12","null","null","0","null","12","null","0","null","12","null","30","null","47","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031670600","Census Tract 6706, Cook County, Illinois","1097","null","273","null","147","null","169","null","800","230","null","null","0","12","null","null","0","null","12","null","0","null","12","null","87","null","111","null","63","92","null","null","63","null","92","null","0","null","12","null",
"1400000US17031670700","Census Tract 6707, Cook County, Illinois","1170","null","276","null","251","null","335","null","744","225","null","null","0","12","null","null","0","null","12","null","0","null","12","null","175","null","142","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031670800","Census Tract 6708, Cook County, Illinois","1077","null","212","null","0","null","12","null","1055","212","null","null","0","12","null","null","0","null","12","null","0","null","12","null","22","null","34","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031670900","Census Tract 6709, Cook County, Illinois","1314","null","517","null","144","null","147","null","1142","497","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","28","42","null","null","0","null","12","null","28","null","42","null",
"1400000US17031671100","Census Tract 6711, Cook County, Illinois","1033","null","470","null","7","null","10","null","990","449","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","36","45","null","null","0","null","12","null","36","null","45","null",
"1400000US17031671200","Census Tract 6712, Cook County, Illinois","815","null","279","null","13","null","14","null","802","279","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031671300","Census Tract 6713, Cook County, Illinois","1607","null","340","null","69","null","104","null","1503","322","null","null","0","12","null","null","0","null","12","null","0","null","12","null","35","null","45","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031671400","Census Tract 6714, Cook County, Illinois","1263","null","473","null","51","null","53","null","739","237","null","null","136","193","null","null","0","null","12","null","0","null","12","null","290","null","323","null","47","72","null","null","2","null","3","null","45","null","72","null",
"1400000US17031671500","Census Tract 6715, Cook County, Illinois","2263","null","543","null","75","null","75","null","2095","539","null","null","0","12","null","null","0","null","12","null","0","null","12","null","93","null","71","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031671600","Census Tract 6716, Cook County, Illinois","1719","null","398","null","63","null","57","null","1541","412","null","null","0","12","null","null","15","null","33","null","0","null","12","null","0","null","12","null","100","138","null","null","95","null","138","null","5","null","9","null",
"1400000US17031671800","Census Tract 6718, Cook County, Illinois","1242","null","332","null","39","null","51","null","1139","343","null","null","0","12","null","null","0","null","12","null","0","null","12","null","14","null","18","null","50","76","null","null","0","null","12","null","50","null","76","null",
"1400000US17031671900","Census Tract 6719, Cook County, Illinois","1293","null","373","null","137","null","173","null","840","245","null","null","0","12","null","null","29","null","47","null","0","null","12","null","287","null","314","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031672000","Census Tract 6720, Cook County, Illinois","3523","null","796","null","20","null","28","null","3065","790","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","438","498","null","null","352","null","504","null","86","null","73","null",
"1400000US17031680500","Census Tract 6805, Cook County, Illinois","1144","null","292","null","199","null","220","null","881","224","null","null","0","12","null","null","0","null","12","null","0","null","12","null","64","null","102","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031680600","Census Tract 6806, Cook County, Illinois","994","null","458","null","7","null","12","null","980","461","null","null","0","12","null","null","7","null","14","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031680900","Census Tract 6809, Cook County, Illinois","3881","null","642","null","85","null","57","null","3595","674","null","null","0","12","null","null","75","null","77","null","0","null","12","null","5","null","9","null","121","189","null","null","0","null","12","null","121","null","189","null",
"1400000US17031681000","Census Tract 6810, Cook County, Illinois","2107","null","401","null","12","null","19","null","2013","392","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","82","96","null","null","0","null","12","null","82","null","96","null",
"1400000US17031681100","Census Tract 6811, Cook County, Illinois","1907","null","462","null","4","null","7","null","1886","459","null","null","0","12","null","null","1","null","3","null","0","null","12","null","0","null","12","null","16","22","null","null","1","null","2","null","15","null","22","null",
"1400000US17031681200","Census Tract 6812, Cook County, Illinois","2124","null","534","null","90","null","116","null","1852","435","null","null","9","19","null","null","0","null","12","null","0","null","12","null","0","null","12","null","173","203","null","null","75","null","114","null","98","null","96","null",
"1400000US17031681300","Census Tract 6813, Cook County, Illinois","2350","null","599","null","14","null","21","null","2267","605","null","null","0","12","null","null","53","null","78","null","0","null","12","null","0","null","12","null","16","23","null","null","0","null","12","null","16","null","23","null",
"1400000US17031681400","Census Tract 6814, Cook County, Illinois","2129","null","557","null","66","null","106","null","2002","548","null","null","44","64","null","null","2","null","4","null","0","null","12","null","0","null","12","null","15","29","null","null","0","null","12","null","15","null","29","null",
"1400000US17031690300","Census Tract 6903, Cook County, Illinois","2361","null","558","null","71","null","41","null","2275","561","null","null","7","14","null","null","0","null","12","null","0","null","12","null","0","null","12","null","8","13","null","null","6","null","12","null","2","null","3","null",
"1400000US17031690400","Census Tract 6904, Cook County, Illinois","2748","null","458","null","0","null","12","null","2708","452","null","null","0","12","null","null","0","null","12","null","0","null","12","null","21","null","38","null","19","31","null","null","0","null","12","null","19","null","31","null",
"1400000US17031690500","Census Tract 6905, Cook County, Illinois","898","null","242","null","0","null","12","null","898","242","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031690900","Census Tract 6909, Cook County, Illinois","4109","null","715","null","63","null","68","null","3950","734","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","96","80","null","null","0","null","12","null","96","null","80","null",
"1400000US17031691000","Census Tract 6910, Cook County, Illinois","2072","null","453","null","35","null","52","null","1952","432","null","null","0","12","null","null","1","null","2","null","0","null","12","null","24","null","37","null","60","95","null","null","1","null","2","null","59","null","95","null",
"1400000US17031691100","Census Tract 6911, Cook County, Illinois","2911","null","739","null","38","null","28","null","2806","720","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","67","97","null","null","0","null","12","null","67","null","97","null",
"1400000US17031691200","Census Tract 6912, Cook County, Illinois","2150","null","488","null","10","null","7","null","2097","473","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","43","41","null","null","0","null","12","null","43","null","41","null",
"1400000US17031691300","Census Tract 6913, Cook County, Illinois","2445","null","524","null","51","null","66","null","2091","440","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","303","350","null","null","26","null","41","null","277","null","348","null",
"1400000US17031691400","Census Tract 6914, Cook County, Illinois","2798","null","550","null","0","null","12","null","2592","553","null","null","0","12","null","null","7","null","21","null","0","null","12","null","136","null","154","null","63","49","null","null","26","null","28","null","37","null","41","null",
"1400000US17031691500","Census Tract 6915, Cook County, Illinois","2002","null","482","null","74","null","64","null","1919","487","null","null","0","12","null","null","0","null","12","null","1","null","3","null","0","null","12","null","8","11","null","null","0","null","12","null","8","null","11","null",
"1400000US17031700100","Census Tract 7001, Cook County, Illinois","3882","null","682","null","1137","null","520","null","2337","637","null","null","0","12","null","null","9","null","16","null","0","null","12","null","306","null","254","null","93","75","null","null","43","null","49","null","50","null","58","null",
"1400000US17031700200","Census Tract 7002, Cook County, Illinois","6971","null","1062","null","1832","null","537","null","1202","462","null","null","169","257","null","null","147","null","119","null","0","null","17","null","2463","null","642","null","1158","868","null","null","1113","null","863","null","45","null","48","null",
"1400000US17031700301","Census Tract 7003.01, Cook County, Illinois","6693","null","796","null","2908","null","740","null","446","272","null","null","58","75","null","null","76","null","103","null","0","null","17","null","2236","null","743","null","969","595","null","null","892","null","588","null","77","null","86","null",
"1400000US17031700302","Census Tract 7003.02, Cook County, Illinois","6050","null","601","null","3301","null","732","null","1019","272","null","null","122","143","null","null","11","null","18","null","0","null","17","null","1128","null","529","null","469","277","null","null","419","null","275","null","50","null","56","null",
"1400000US17031700401","Census Tract 7004.01, Cook County, Illinois","6744","null","951","null","1007","null","424","null","3437","648","null","null","13","20","null","null","67","null","80","null","0","null","17","null","1770","null","849","null","450","314","null","null","181","null","116","null","269","null","302","null",
"1400000US17031700402","Census Tract 7004.02, Cook County, Illinois","3502","null","560","null","836","null","535","null","2067","369","null","null","0","12","null","null","4","null","6","null","0","null","12","null","578","null","298","null","17","26","null","null","0","null","12","null","17","null","26","null",
"1400000US17031700501","Census Tract 7005.01, Cook County, Illinois","6666","null","1060","null","715","null","504","null","5562","1177","null","null","0","17","null","null","141","null","188","null","0","null","17","null","20","null","33","null","228","216","null","null","195","null","205","null","33","null","56","null",
"1400000US17031700502","Census Tract 7005.02, Cook County, Illinois","3707","null","535","null","419","null","224","null","3092","474","null","null","0","12","null","null","0","null","12","null","0","null","12","null","142","null","220","null","54","54","null","null","14","null","16","null","40","null","51","null",
"1400000US17031710100","Census Tract 7101, Cook County, Illinois","1100","null","316","null","0","null","12","null","1094","317","null","null","0","12","null","null","0","null","12","null","0","null","12","null","6","null","9","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031710200","Census Tract 7102, Cook County, Illinois","4471","null","790","null","121","null","125","null","4299","803","null","null","0","12","null","null","10","null","20","null","0","null","12","null","0","null","12","null","41","60","null","null","0","null","12","null","41","null","60","null",
"1400000US17031710300","Census Tract 7103, Cook County, Illinois","1541","null","308","null","65","null","102","null","1322","270","null","null","25","26","null","null","26","null","37","null","0","null","12","null","74","null","81","null","29","32","null","null","0","null","12","null","29","null","32","null",
"1400000US17031710400","Census Tract 7104, Cook County, Illinois","5615","null","1105","null","52","null","85","null","5184","1055","null","null","0","17","null","null","0","null","17","null","0","null","17","null","379","null","311","null","0","17","null","null","0","null","17","null","0","null","17","null",
"1400000US17031710500","Census Tract 7105, Cook County, Illinois","4192","null","756","null","92","null","97","null","3973","778","null","null","0","12","null","null","17","null","26","null","0","null","12","null","47","null","55","null","63","58","null","null","14","null","21","null","49","null","55","null",
"1400000US17031710600","Census Tract 7106, Cook County, Illinois","1859","null","378","null","53","null","79","null","1705","366","null","null","0","12","null","null","0","null","12","null","0","null","12","null","13","null","20","null","88","88","null","null","72","null","85","null","16","null","19","null",
"1400000US17031710700","Census Tract 7107, Cook County, Illinois","3751","null","650","null","17","null","23","null","3677","649","null","null","0","12","null","null","1","null","3","null","0","null","12","null","0","null","12","null","56","57","null","null","1","null","2","null","55","null","57","null",
"1400000US17031710800","Census Tract 7108, Cook County, Illinois","4650","null","1105","null","6","null","37","null","4599","1119","null","null","0","12","null","null","39","null","60","null","0","null","12","null","0","null","12","null","6","29","null","null","0","null","12","null","6","null","29","null",
"1400000US17031710900","Census Tract 7109, Cook County, Illinois","2230","null","510","null","38","null","54","null","2173","514","null","null","0","12","null","null","0","null","12","null","0","null","12","null","9","null","15","null","10","15","null","null","0","null","12","null","10","null","15","null",
"1400000US17031711000","Census Tract 7110, Cook County, Illinois","3946","null","863","null","73","null","94","null","3813","861","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","60","139","null","null","58","null","136","null","2","null","9","null",
"1400000US17031711100","Census Tract 7111, Cook County, Illinois","2647","null","559","null","87","null","112","null","2551","579","null","null","9","14","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031711200","Census Tract 7112, Cook County, Illinois","5035","null","934","null","24","null","24","null","4293","642","null","null","0","17","null","null","0","null","17","null","0","null","17","null","592","null","715","null","126","83","null","null","33","null","45","null","93","null","72","null",
"1400000US17031711300","Census Tract 7113, Cook County, Illinois","1616","null","374","null","39","null","38","null","1528","373","null","null","0","12","null","null","49","null","83","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031711400","Census Tract 7114, Cook County, Illinois","2701","null","561","null","4","null","8","null","2575","556","null","null","38","61","null","null","0","null","12","null","0","null","12","null","62","null","95","null","22","24","null","null","0","null","12","null","22","null","24","null",
"1400000US17031711500","Census Tract 7115, Cook County, Illinois","2685","null","414","null","14","null","22","null","2667","415","null","null","0","12","null","null","0","null","12","null","0","null","12","null","4","null","8","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US17031720100","Census Tract 7201, Cook County, Illinois","3332","null","664","null","1941","null","341","null","824","146","null","null","0","12","null","null","110","null","68","null","0","null","12","null","66","null","74","null","391","378","null","null","268","null","366","null","123","null","90","null",
"1400000US17031720200","Census Tract 7202, Cook County, Illinois","4191","null","783","null","1861","null","598","null","2081","366","null","null","14","22","null","null","22","null","28","null","14","null","25","null","121","null","136","null","78","47","null","null","30","null","34","null","48","null","39","null",
"1400000US17031720300","Census Tract 7203, Cook County, Illinois","3786","null","493","null","2391","null","402","null","1154","247","null","null","0","12","null","null","17","null","18","null","0","null","12","null","53","null","81","null","171","131","null","null","64","null","67","null","107","null","110","null",
"1400000US17031720400","Census Tract 7204, Cook County, Illinois","1904","null","286","null","1591","null","297","null","172","112","null","null","0","12","null","null","0","null","12","null","0","null","12","null","58","null","58","null","83","74","null","null","74","null","73","null","9","null","11","null",
"1400000US17031720500","Census Tract 7205, Cook County, Illinois","1936","null","221","null","1790","null","208","null","23","22","null","null","0","12","null","null","14","null","17","null","0","null","12","null","5","null","8","null","104","113","null","null","104","null","113","null","0","null","12","null",
"1400000US17031720600","Census Tract 7206, Cook County, Illinois","1777","null","262","null","1193","null","250","null","537","325","null","null","0","12","null","null","0","null","12","null","0","null","12","null","12","null","18","null","35","36","null","null","0","null","12","null","35","null","36","null",
"1400000US17031720700","Census Tract 7207, Cook County, Illinois","2993","null","599","null","726","null","260","null","1780","493","null","null","35","60","null","null","105","null","129","null","0","null","12","null","0","null","12","null","347","377","null","null","12","null","19","null","335","null","376","null",
"1400000US17031730100","Census Tract 7301, Cook County, Illinois","2748","null","424","null","72","null","75","null","2576","427","null","null","0","12","null","null","0","null","12","null","0","null","12","null","64","null","81","null","36","34","null","null","17","null","27","null","19","null","23","null",
"1400000US17031730201","Census Tract 7302.01, Cook County, Illinois","5075","null","895","null","194","null","164","null","4808","869","null","null","0","17","null","null","22","null","37","null","0","null","17","null","0","null","17","null","51","66","null","null","0","null","17","null","51","null","66","null",
"1400000US17031730202","Census Tract 7302.02, Cook County, Illinois","3064","null","437","null","36","null","42","null","2988","441","null","null","0","12","null","null","0","null","12","null","0","null","12","null","34","null","36","null","6","12","null","null","0","null","12","null","6","null","12","null",
"1400000US17031730300","Census Tract 7303, Cook County, Illinois","1011","null","292","null","0","null","12","null","987","290","null","null","0","12","null","null","10","null","15","null","0","null","12","null","0","null","12","null","14","18","null","null","0","null","12","null","14","null","18","null",
"1400000US17031730400","Census Tract 7304, Cook County, Illinois","4283","null","805","null","139","null","104","null","4052","789","null","null","14","23","null","null","0","null","12","null","0","null","12","null","0","null","12","null","78","62","null","null","0","null","12","null","78","null","62","null",
"1400000US17031730500","Census Tract 7305, Cook County, Illinois","4297","null","582","null","12","null","15","null","4220","586","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","65","115","null","null","1","null","3","null","64","null","113","null",
"1400000US17031730600","Census Tract 7306, Cook County, Illinois","3905","null","911","null","35","null","45","null","3827","919","null","null","19","30","null","null","0","null","12","null","0","null","12","null","0","null","12","null","24","40","null","null","0","null","12","null","24","null","40","null",
"1400000US17031730700","Census Tract 7307, Cook County, Illinois","2293","null","509","null","0","null","12","null","2255","509","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","38","51","null","null","0","null","12","null","38","null","51","null",
"1400000US17031740100","Census Tract 7401, Cook County, Illinois","3115","null","436","null","2811","null","424","null","40","53","null","null","0","12","null","null","46","null","60","null","0","null","12","null","74","null","96","null","144","101","null","null","119","null","96","null","25","null","31","null",
"1400000US17031740200","Census Tract 7402, Cook County, Illinois","6607","null","736","null","5717","null","472","null","116","59","null","null","0","17","null","null","89","null","64","null","0","null","17","null","72","null","80","null","613","599","null","null","453","null","582","null","160","null","132","null",
