"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1400000US17031801603","Census Tract 8016.03, Cook County, Illinois","3999","null","304","null","2246","301","null","null","283","162","null","null","0","11","null","null","1358","333","null","null","0","null","11","null","68","null","76","null","44","57","null","null","0","11","null","null","44","57","null","null",
"1400000US17031801605","Census Tract 8016.05, Cook County, Illinois","5427","null","337","null","4506","348","null","null","1","5","null","null","0","15","null","null","769","166","null","null","0","null","15","null","61","null","72","null","90","80","null","null","0","15","null","null","90","80","null","null",
"1400000US17031801606","Census Tract 8016.06, Cook County, Illinois","5949","null","345","null","4989","373","null","null","0","15","null","null","0","15","null","null","788","247","null","null","0","null","15","null","0","null","15","null","172","156","null","null","17","27","null","null","155","152","null","null",
"1400000US17031801607","Census Tract 8016.07, Cook County, Illinois","5478","null","372","null","3793","440","null","null","32","32","null","null","0","15","null","null","1596","337","null","null","0","null","15","null","22","null","23","null","35","29","null","null","0","15","null","null","35","29","null","null",
"1400000US17031801608","Census Tract 8016.08, Cook County, Illinois","6634","null","406","null","5276","370","null","null","13","22","null","null","0","15","null","null","1167","372","null","null","0","null","15","null","34","null","54","null","144","148","null","null","0","15","null","null","144","148","null","null",
"1400000US17031801701","Census Tract 8017.01, Cook County, Illinois","3749","null","204","null","3315","209","null","null","0","11","null","null","0","11","null","null","393","134","null","null","0","null","11","null","0","null","11","null","41","34","null","null","0","11","null","null","41","34","null","null",
"1400000US17031801702","Census Tract 8017.02, Cook County, Illinois","4770","null","269","null","3966","235","null","null","40","46","null","null","0","11","null","null","624","158","null","null","0","null","11","null","24","null","27","null","116","81","null","null","16","26","null","null","100","76","null","null",
"1400000US17031801800","Census Tract 8018, Cook County, Illinois","5968","null","382","null","5299","377","null","null","0","15","null","null","0","15","null","null","615","200","null","null","0","null","15","null","0","null","15","null","54","49","null","null","0","15","null","null","54","49","null","null",
"1400000US17031801901","Census Tract 8019.01, Cook County, Illinois","4084","null","436","null","3468","355","null","null","40","33","null","null","0","11","null","null","404","91","null","null","0","null","11","null","114","null","182","null","58","52","null","null","10","15","null","null","48","51","null","null",
"1400000US17031801902","Census Tract 8019.02, Cook County, Illinois","3571","null","203","null","3149","279","null","null","85","114","null","null","0","11","null","null","231","117","null","null","0","null","11","null","34","null","40","null","72","60","null","null","0","11","null","null","72","60","null","null",
"1400000US17031802002","Census Tract 8020.02, Cook County, Illinois","5136","null","353","null","4382","396","null","null","65","94","null","null","0","15","null","null","543","101","null","null","0","null","15","null","40","null","57","null","106","89","null","null","20","27","null","null","86","85","null","null",
"1400000US17031802003","Census Tract 8020.03, Cook County, Illinois","2826","null","286","null","2322","313","null","null","26","29","null","null","0","11","null","null","446","144","null","null","0","null","11","null","12","null","19","null","20","31","null","null","0","11","null","null","20","31","null","null",
"1400000US17031802004","Census Tract 8020.04, Cook County, Illinois","5118","null","588","null","3147","579","null","null","136","115","null","null","88","90","null","null","1488","332","null","null","0","null","15","null","199","null","165","null","60","83","null","null","0","15","null","null","60","83","null","null",
"1400000US17031802100","Census Tract 8021, Cook County, Illinois","3487","null","224","null","3127","241","null","null","12","17","null","null","0","11","null","null","139","85","null","null","0","null","11","null","0","null","11","null","209","110","null","null","9","15","null","null","200","109","null","null",
"1400000US17031802200","Census Tract 8022, Cook County, Illinois","4520","null","286","null","4187","272","null","null","104","114","null","null","0","11","null","null","175","101","null","null","0","null","11","null","20","null","33","null","34","29","null","null","0","11","null","null","34","29","null","null",
"1400000US17031802300","Census Tract 8023, Cook County, Illinois","5257","null","328","null","4286","360","null","null","50","41","null","null","0","15","null","null","765","168","null","null","0","null","15","null","17","null","26","null","139","90","null","null","0","15","null","null","139","90","null","null",
"1400000US17031802402","Census Tract 8024.02, Cook County, Illinois","5713","null","459","null","4139","506","null","null","86","64","null","null","0","15","null","null","587","196","null","null","21","null","34","null","759","null","399","null","121","97","null","null","34","48","null","null","87","88","null","null",
"1400000US17031802403","Census Tract 8024.03, Cook County, Illinois","1439","null","139","null","1205","147","null","null","12","14","null","null","0","11","null","null","170","71","null","null","0","null","11","null","3","null","6","null","49","39","null","null","0","11","null","null","49","39","null","null",
"1400000US17031802404","Census Tract 8024.04, Cook County, Illinois","7991","null","591","null","4663","811","null","null","108","95","null","null","82","121","null","null","1149","390","null","null","56","null","99","null","1882","null","497","null","51","48","null","null","15","28","null","null","36","40","null","null",
"1400000US17031802503","Census Tract 8025.03, Cook County, Illinois","5631","null","364","null","3956","355","null","null","0","15","null","null","0","15","null","null","1185","327","null","null","0","null","15","null","246","null","217","null","244","184","null","null","0","15","null","null","244","184","null","null",
"1400000US17031802504","Census Tract 8025.04, Cook County, Illinois","6872","null","486","null","4765","644","null","null","80","46","null","null","0","15","null","null","743","256","null","null","0","null","15","null","1147","null","399","null","137","80","null","null","45","36","null","null","92","65","null","null",
"1400000US17031802505","Census Tract 8025.05, Cook County, Illinois","6680","null","627","null","3287","639","null","null","285","268","null","null","42","65","null","null","955","324","null","null","0","null","15","null","1990","null","650","null","121","109","null","null","63","76","null","null","58","75","null","null",
"1400000US17031802506","Census Tract 8025.06, Cook County, Illinois","2654","null","250","null","1618","300","null","null","23","28","null","null","45","51","null","null","260","122","null","null","0","null","11","null","667","null","251","null","41","30","null","null","5","10","null","null","36","28","null","null",
"1400000US17031802605","Census Tract 8026.05, Cook County, Illinois","7081","null","372","null","5474","379","null","null","308","326","null","null","0","15","null","null","1140","177","null","null","0","null","15","null","14","null","20","null","145","191","null","null","107","185","null","null","38","59","null","null",
"1400000US17031802607","Census Tract 8026.07, Cook County, Illinois","1459","null","126","null","1277","140","null","null","33","48","null","null","0","11","null","null","140","123","null","null","0","null","11","null","0","null","11","null","9","13","null","null","0","11","null","null","9","13","null","null",
"1400000US17031802608","Census Tract 8026.08, Cook County, Illinois","6564","null","293","null","6014","310","null","null","11","28","null","null","0","15","null","null","449","169","null","null","26","null","45","null","17","null","27","null","47","67","null","null","0","15","null","null","47","67","null","null",
"1400000US17031802609","Census Tract 8026.09, Cook County, Illinois","6379","null","446","null","3772","575","null","null","70","84","null","null","25","29","null","null","1021","303","null","null","17","null","25","null","1365","null","431","null","109","112","null","null","95","109","null","null","14","23","null","null",
"1400000US17031802610","Census Tract 8026.10, Cook County, Illinois","1718","null","111","null","1293","175","null","null","0","11","null","null","36","55","null","null","262","110","null","null","0","null","11","null","71","null","76","null","56","70","null","null","4","6","null","null","52","68","null","null",
"1400000US17031802701","Census Tract 8027.01, Cook County, Illinois","6749","null","384","null","4511","713","null","null","36","56","null","null","21","32","null","null","1268","387","null","null","19","null","30","null","837","null","467","null","57","56","null","null","0","15","null","null","57","56","null","null",
"1400000US17031802702","Census Tract 8027.02, Cook County, Illinois","4561","null","278","null","3387","264","null","null","73","65","null","null","0","11","null","null","862","167","null","null","0","null","11","null","154","null","134","null","85","56","null","null","21","32","null","null","64","45","null","null",
"1400000US17031802801","Census Tract 8028.01, Cook County, Illinois","4840","null","262","null","4015","379","null","null","110","76","null","null","0","11","null","null","444","241","null","null","0","null","11","null","233","null","282","null","38","49","null","null","7","12","null","null","31","47","null","null",
"1400000US17031802802","Census Tract 8028.02, Cook County, Illinois","6712","null","346","null","5589","473","null","null","206","265","null","null","39","63","null","null","519","125","null","null","0","null","15","null","215","null","340","null","144","144","null","null","0","15","null","null","144","144","null","null",
"1400000US17031802900","Census Tract 8029, Cook County, Illinois","5852","null","270","null","5396","352","null","null","27","40","null","null","0","15","null","null","244","164","null","null","0","null","15","null","40","null","63","null","145","106","null","null","0","15","null","null","145","106","null","null",
"1400000US17031803005","Census Tract 8030.05, Cook County, Illinois","2828","null","232","null","2542","210","null","null","61","61","null","null","0","11","null","null","167","128","null","null","0","null","11","null","0","null","11","null","58","65","null","null","0","11","null","null","58","65","null","null",
"1400000US17031803007","Census Tract 8030.07, Cook County, Illinois","4703","null","313","null","4188","303","null","null","4","6","null","null","0","11","null","null","357","92","null","null","0","null","11","null","95","null","85","null","59","82","null","null","0","11","null","null","59","82","null","null",
"1400000US17031803008","Census Tract 8030.08, Cook County, Illinois","4484","null","244","null","3774","242","null","null","61","60","null","null","0","11","null","null","320","114","null","null","0","null","11","null","67","null","68","null","262","150","null","null","73","105","null","null","189","116","null","null",
"1400000US17031803010","Census Tract 8030.10, Cook County, Illinois","4910","null","246","null","4388","260","null","null","0","11","null","null","11","18","null","null","257","156","null","null","0","null","11","null","161","null","108","null","93","80","null","null","0","11","null","null","93","80","null","null",
"1400000US17031803012","Census Tract 8030.12, Cook County, Illinois","2322","null","266","null","1902","329","null","null","89","73","null","null","0","11","null","null","204","142","null","null","13","null","20","null","76","null","78","null","38","43","null","null","0","11","null","null","38","43","null","null",
"1400000US17031803013","Census Tract 8030.13, Cook County, Illinois","5466","null","388","null","4353","376","null","null","75","114","null","null","0","15","null","null","425","128","null","null","0","null","15","null","395","null","118","null","218","140","null","null","22","40","null","null","196","128","null","null",
"1400000US17031803014","Census Tract 8030.14, Cook County, Illinois","3289","null","273","null","2675","292","null","null","41","32","null","null","0","11","null","null","390","68","null","null","0","null","11","null","183","null","169","null","0","11","null","null","0","11","null","null","0","11","null","null",
"1400000US17031803015","Census Tract 8030.15, Cook County, Illinois","4479","null","245","null","3866","275","null","null","163","110","null","null","11","17","null","null","315","63","null","null","12","null","19","null","85","null","102","null","27","26","null","null","0","11","null","null","27","26","null","null",
"1400000US17031803016","Census Tract 8030.16, Cook County, Illinois","2597","null","160","null","1395","167","null","null","30","42","null","null","6","10","null","null","1026","149","null","null","0","null","11","null","96","null","96","null","44","53","null","null","0","11","null","null","44","53","null","null",
"1400000US17031803017","Census Tract 8030.17, Cook County, Illinois","6017","null","259","null","4659","352","null","null","11","22","null","null","0","15","null","null","1031","259","null","null","0","null","15","null","276","null","163","null","40","55","null","null","0","15","null","null","40","55","null","null",
"1400000US17031803100","Census Tract 8031, Cook County, Illinois","3443","null","211","null","3266","233","null","null","96","74","null","null","0","11","null","null","73","70","null","null","0","null","11","null","0","null","11","null","8","12","null","null","0","11","null","null","8","12","null","null",
"1400000US17031803200","Census Tract 8032, Cook County, Illinois","5565","null","446","null","5372","443","null","null","74","54","null","null","0","15","null","null","69","94","null","null","0","null","15","null","0","null","15","null","50","65","null","null","0","15","null","null","50","65","null","null",
"1400000US17031803300","Census Tract 8033, Cook County, Illinois","5691","null","356","null","5028","335","null","null","27","27","null","null","0","15","null","null","568","237","null","null","0","null","15","null","29","null","47","null","39","40","null","null","0","15","null","null","39","40","null","null",
"1400000US17031803400","Census Tract 8034, Cook County, Illinois","6037","null","420","null","5699","429","null","null","18","26","null","null","16","24","null","null","225","139","null","null","0","null","15","null","26","null","67","null","53","46","null","null","0","15","null","null","53","46","null","null",
"1400000US17031803500","Census Tract 8035, Cook County, Illinois","6093","null","369","null","5835","400","null","null","8","12","null","null","0","15","null","null","112","103","null","null","0","null","15","null","0","null","15","null","138","130","null","null","0","15","null","null","138","130","null","null",
"1400000US17031803603","Census Tract 8036.03, Cook County, Illinois","6553","null","368","null","5247","377","null","null","86","77","null","null","0","15","null","null","1132","241","null","null","0","null","15","null","0","null","15","null","88","91","null","null","0","15","null","null","88","91","null","null",
"1400000US17031803604","Census Tract 8036.04, Cook County, Illinois","4222","null","241","null","3575","259","null","null","143","84","null","null","0","11","null","null","423","159","null","null","0","null","11","null","16","null","22","null","65","47","null","null","0","11","null","null","65","47","null","null",
"1400000US17031803605","Census Tract 8036.05, Cook County, Illinois","7187","null","345","null","4892","548","null","null","278","216","null","null","0","15","null","null","937","174","null","null","0","null","15","null","798","null","422","null","282","287","null","null","259","284","null","null","23","28","null","null",
"1400000US17031803606","Census Tract 8036.06, Cook County, Illinois","8926","null","685","null","3989","734","null","null","444","364","null","null","0","15","null","null","900","469","null","null","0","null","15","null","3331","null","807","null","262","187","null","null","219","183","null","null","43","48","null","null",
"1400000US17031803607","Census Tract 8036.07, Cook County, Illinois","5017","null","243","null","4460","245","null","null","27","28","null","null","0","15","null","null","340","124","null","null","0","null","15","null","117","null","111","null","73","62","null","null","0","15","null","null","73","62","null","null",
"1400000US17031803608","Census Tract 8036.08, Cook County, Illinois","7784","null","483","null","5561","393","null","null","171","120","null","null","0","15","null","null","1004","275","null","null","0","null","15","null","717","null","411","null","331","190","null","null","63","76","null","null","268","146","null","null",
"1400000US17031803610","Census Tract 8036.10, Cook County, Illinois","7616","null","430","null","5512","539","null","null","377","254","null","null","26","39","null","null","1250","417","null","null","0","null","15","null","320","null","202","null","131","108","null","null","84","86","null","null","47","52","null","null",
"1400000US17031803611","Census Tract 8036.11, Cook County, Illinois","6075","null","422","null","2741","434","null","null","172","120","null","null","0","15","null","null","660","249","null","null","0","null","15","null","2098","null","537","null","404","319","null","null","256","274","null","null","148","96","null","null",
"1400000US17031803612","Census Tract 8036.12, Cook County, Illinois","3726","null","406","null","2182","410","null","null","118","73","null","null","32","25","null","null","430","298","null","null","0","null","11","null","955","null","478","null","9","16","null","null","0","11","null","null","9","16","null","null",
"1400000US17031803701","Census Tract 8037.01, Cook County, Illinois","2780","null","204","null","2291","208","null","null","22","24","null","null","0","11","null","null","341","195","null","null","0","null","11","null","52","null","64","null","74","99","null","null","0","11","null","null","74","99","null","null",
"1400000US17031803702","Census Tract 8037.02, Cook County, Illinois","6022","null","337","null","4904","348","null","null","40","42","null","null","21","34","null","null","553","200","null","null","0","null","15","null","252","null","169","null","252","221","null","null","0","15","null","null","252","221","null","null",
"1400000US17031803800","Census Tract 8038, Cook County, Illinois","4676","null","334","null","4091","324","null","null","38","53","null","null","0","11","null","null","85","70","null","null","0","null","11","null","285","null","252","null","177","147","null","null","67","68","null","null","110","106","null","null",
"1400000US17031803901","Census Tract 8039.01, Cook County, Illinois","3339","null","209","null","2915","225","null","null","97","91","null","null","50","79","null","null","228","114","null","null","0","null","11","null","31","null","35","null","18","19","null","null","0","11","null","null","18","19","null","null",
"1400000US17031803902","Census Tract 8039.02, Cook County, Illinois","3481","null","222","null","3174","218","null","null","37","44","null","null","10","16","null","null","52","31","null","null","8","null","8","null","132","null","197","null","68","106","null","null","0","11","null","null","68","106","null","null",
"1400000US17031804000","Census Tract 8040, Cook County, Illinois","4508","null","239","null","3576","282","null","null","77","50","null","null","0","11","null","null","257","107","null","null","0","null","11","null","492","null","151","null","106","81","null","null","7","12","null","null","99","81","null","null",
"1400000US17031804102","Census Tract 8041.02, Cook County, Illinois","6722","null","270","null","5633","271","null","null","46","29","null","null","0","15","null","null","925","121","null","null","34","null","52","null","0","null","15","null","84","81","null","null","0","15","null","null","84","81","null","null",
"1400000US17031804104","Census Tract 8041.04, Cook County, Illinois","4892","null","203","null","3216","265","null","null","159","153","null","null","0","11","null","null","1375","230","null","null","0","null","11","null","0","null","11","null","142","106","null","null","0","11","null","null","142","106","null","null",
"1400000US17031804105","Census Tract 8041.05, Cook County, Illinois","4114","null","212","null","3393","210","null","null","54","67","null","null","0","11","null","null","596","105","null","null","0","null","11","null","0","null","11","null","71","69","null","null","8","13","null","null","63","61","null","null",
"1400000US17031804106","Census Tract 8041.06, Cook County, Illinois","7211","null","331","null","4985","316","null","null","100","121","null","null","14","22","null","null","1781","196","null","null","0","null","15","null","213","null","161","null","118","122","null","null","0","15","null","null","118","122","null","null",
"1400000US17031804108","Census Tract 8041.08, Cook County, Illinois","4115","null","164","null","1509","257","null","null","432","204","null","null","9","16","null","null","1919","286","null","null","10","null","15","null","152","null","169","null","84","50","null","null","49","42","null","null","35","31","null","null",
"1400000US17031804109","Census Tract 8041.09, Cook County, Illinois","3003","null","216","null","2386","273","null","null","196","145","null","null","0","11","null","null","197","112","null","null","0","null","11","null","108","null","136","null","116","81","null","null","15","16","null","null","101","79","null","null",
"1400000US17031804201","Census Tract 8042.01, Cook County, Illinois","8214","null","412","null","6063","521","null","null","64","41","null","null","0","15","null","null","1669","297","null","null","0","null","15","null","302","null","369","null","116","97","null","null","65","76","null","null","51","45","null","null",
"1400000US17031804202","Census Tract 8042.02, Cook County, Illinois","7746","null","420","null","6080","413","null","null","17","26","null","null","0","15","null","null","1298","225","null","null","0","null","15","null","261","null","303","null","90","94","null","null","11","19","null","null","79","90","null","null",
"1400000US17031804305","Census Tract 8043.05, Cook County, Illinois","7691","null","480","null","4869","570","null","null","292","283","null","null","44","72","null","null","486","176","null","null","8","null","14","null","1679","null","486","null","313","155","null","null","43","66","null","null","270","135","null","null",
"1400000US17031804306","Census Tract 8043.06, Cook County, Illinois","5729","null","422","null","3558","374","null","null","108","103","null","null","0","15","null","null","48","36","null","null","0","null","15","null","1815","null","436","null","200","140","null","null","89","80","null","null","111","110","null","null",
"1400000US17031804308","Census Tract 8043.08, Cook County, Illinois","5140","null","538","null","3122","392","null","null","212","171","null","null","0","15","null","null","1053","294","null","null","0","null","15","null","490","null","296","null","263","148","null","null","51","47","null","null","212","139","null","null",
"1400000US17031804309","Census Tract 8043.09, Cook County, Illinois","3215","null","224","null","1848","265","null","null","141","142","null","null","0","11","null","null","257","70","null","null","0","null","11","null","782","null","272","null","187","136","null","null","172","138","null","null","15","17","null","null",
"1400000US17031804310","Census Tract 8043.10, Cook County, Illinois","8813","null","445","null","6043","543","null","null","200","164","null","null","79","125","null","null","1618","301","null","null","0","null","15","null","670","null","432","null","203","161","null","null","152","157","null","null","51","61","null","null",
"1400000US17031804311","Census Tract 8043.11, Cook County, Illinois","8384","null","727","null","4996","842","null","null","74","102","null","null","140","229","null","null","2474","450","null","null","0","null","15","null","503","null","449","null","197","197","null","null","11","19","null","null","186","196","null","null",
"1400000US17031804403","Census Tract 8044.03, Cook County, Illinois","7052","null","665","null","4790","757","null","null","342","202","null","null","233","229","null","null","800","224","null","null","16","null","27","null","798","null","449","null","73","75","null","null","0","15","null","null","73","75","null","null",
"1400000US17031804404","Census Tract 8044.04, Cook County, Illinois","5400","null","448","null","2811","495","null","null","108","87","null","null","0","15","null","null","521","52","null","null","0","null","15","null","1819","null","597","null","141","114","null","null","79","94","null","null","62","65","null","null",
"1400000US17031804405","Census Tract 8044.05, Cook County, Illinois","3434","null","427","null","1277","333","null","null","516","326","null","null","18","41","null","null","181","147","null","null","0","null","11","null","1264","null","470","null","178","164","null","null","115","132","null","null","63","96","null","null",
"1400000US17031804406","Census Tract 8044.06, Cook County, Illinois","6674","null","509","null","3221","468","null","null","270","135","null","null","55","77","null","null","863","122","null","null","0","null","15","null","2143","null","456","null","122","74","null","null","14","21","null","null","108","69","null","null",
"1400000US17031804505","Census Tract 8045.05, Cook County, Illinois","3457","null","417","null","2868","352","null","null","180","205","null","null","12","19","null","null","130","106","null","null","0","null","11","null","231","null","187","null","36","43","null","null","0","11","null","null","36","43","null","null",
"1400000US17031804506","Census Tract 8045.06, Cook County, Illinois","5165","null","280","null","4120","240","null","null","34","35","null","null","17","23","null","null","675","124","null","null","0","null","15","null","206","null","180","null","113","85","null","null","8","13","null","null","105","85","null","null",
"1400000US17031804507","Census Tract 8045.07, Cook County, Illinois","12695","null","718","null","7970","948","null","null","222","109","null","null","25","36","null","null","3222","758","null","null","0","null","17","null","499","null","346","null","757","612","null","null","607","620","null","null","150","122","null","null",
"1400000US17031804508","Census Tract 8045.08, Cook County, Illinois","2448","null","303","null","1139","269","null","null","205","124","null","null","12","17","null","null","322","151","null","null","0","null","11","null","722","null","336","null","48","50","null","null","0","11","null","null","48","50","null","null",
"1400000US17031804509","Census Tract 8045.09, Cook County, Illinois","5882","null","392","null","2914","390","null","null","71","77","null","null","40","62","null","null","411","246","null","null","0","null","15","null","2217","null","417","null","229","176","null","null","40","66","null","null","189","170","null","null",
"1400000US17031804510","Census Tract 8045.10, Cook County, Illinois","6796","null","373","null","2340","535","null","null","345","317","null","null","7","11","null","null","159","116","null","null","0","null","15","null","3864","null","625","null","81","92","null","null","53","86","null","null","28","31","null","null",
"1400000US17031804511","Census Tract 8045.11, Cook County, Illinois","2817","null","245","null","1100","234","null","null","219","181","null","null","32","49","null","null","285","106","null","null","0","null","11","null","1158","null","259","null","23","36","null","null","23","36","null","null","0","11","null","null",
"1400000US17031804603","Census Tract 8046.03, Cook County, Illinois","5538","null","672","null","2943","577","null","null","231","124","null","null","0","15","null","null","1189","356","null","null","0","null","15","null","1124","null","484","null","51","60","null","null","34","53","null","null","17","24","null","null",
"1400000US17031804606","Census Tract 8046.06, Cook County, Illinois","7369","null","399","null","5734","458","null","null","90","91","null","null","0","15","null","null","1119","189","null","null","13","null","21","null","254","null","343","null","159","116","null","null","0","15","null","null","159","116","null","null",
"1400000US17031804607","Census Tract 8046.07, Cook County, Illinois","6861","null","334","null","5058","718","null","null","111","108","null","null","0","15","null","null","1218","631","null","null","0","null","15","null","177","null","180","null","297","226","null","null","134","170","null","null","163","150","null","null",
"1400000US17031804608","Census Tract 8046.08, Cook County, Illinois","3500","null","321","null","2184","290","null","null","164","116","null","null","0","11","null","null","883","247","null","null","0","null","11","null","181","null","143","null","88","56","null","null","19","21","null","null","69","52","null","null",
"1400000US17031804609","Census Tract 8046.09, Cook County, Illinois","5922","null","382","null","3496","355","null","null","98","99","null","null","27","41","null","null","1949","283","null","null","0","null","15","null","162","null","219","null","190","135","null","null","0","15","null","null","190","135","null","null",
"1400000US17031804610","Census Tract 8046.10, Cook County, Illinois","2359","null","265","null","1865","245","null","null","8","13","null","null","0","11","null","null","386","133","null","null","0","null","11","null","92","null","140","null","8","13","null","null","0","11","null","null","8","13","null","null",
"1400000US17031804611","Census Tract 8046.11, Cook County, Illinois","4390","null","250","null","3479","280","null","null","108","87","null","null","17","26","null","null","672","250","null","null","0","null","11","null","0","null","11","null","114","79","null","null","0","11","null","null","114","79","null","null",
"1400000US17031804701","Census Tract 8047.01, Cook County, Illinois","6768","null","640","null","2240","589","null","null","884","386","null","null","0","15","null","null","1825","378","null","null","0","null","15","null","1556","null","851","null","263","160","null","null","83","90","null","null","180","144","null","null",
"1400000US17031804705","Census Tract 8047.05, Cook County, Illinois","4078","null","288","null","2195","268","null","null","212","102","null","null","0","11","null","null","1013","302","null","null","0","null","11","null","381","null","201","null","277","172","null","null","191","163","null","null","86","68","null","null",
"1400000US17031804706","Census Tract 8047.06, Cook County, Illinois","2469","null","139","null","1854","161","null","null","32","40","null","null","0","11","null","null","314","120","null","null","0","null","11","null","64","null","40","null","205","105","null","null","122","88","null","null","83","66","null","null",
"1400000US17031804709","Census Tract 8047.09, Cook County, Illinois","6083","null","486","null","3618","525","null","null","189","127","null","null","0","15","null","null","1371","239","null","null","0","null","15","null","858","null","347","null","47","54","null","null","0","15","null","null","47","54","null","null",
"1400000US17031804710","Census Tract 8047.10, Cook County, Illinois","4172","null","332","null","3236","285","null","null","8","12","null","null","13","21","null","null","431","94","null","null","0","null","11","null","364","null","360","null","120","78","null","null","43","46","null","null","77","56","null","null",
"1400000US17031804711","Census Tract 8047.11, Cook County, Illinois","8197","null","556","null","3712","502","null","null","312","162","null","null","69","108","null","null","2894","492","null","null","0","null","15","null","1013","null","561","null","197","153","null","null","135","138","null","null","62","74","null","null",
"1400000US17031804712","Census Tract 8047.12, Cook County, Illinois","5181","null","389","null","3497","220","null","null","135","116","null","null","0","15","null","null","794","254","null","null","0","null","15","null","552","null","250","null","203","105","null","null","66","60","null","null","137","82","null","null",
"1400000US17031804713","Census Tract 8047.13, Cook County, Illinois","4848","null","513","null","2162","306","null","null","133","155","null","null","25","39","null","null","1922","512","null","null","0","null","11","null","564","null","418","null","42","47","null","null","14","25","null","null","28","39","null","null",
"1400000US17031804714","Census Tract 8047.14, Cook County, Illinois","3551","null","239","null","2766","326","null","null","112","127","null","null","18","28","null","null","475","232","null","null","0","null","11","null","61","null","73","null","119","70","null","null","15","24","null","null","104","65","null","null",
"1400000US17031804715","Census Tract 8047.15, Cook County, Illinois","3280","null","326","null","1230","341","null","null","203","174","null","null","17","27","null","null","777","165","null","null","0","null","11","null","904","null","432","null","149","121","null","null","32","29","null","null","117","117","null","null",
"1400000US17031804716","Census Tract 8047.16, Cook County, Illinois","5205","null","413","null","2802","323","null","null","182","128","null","null","0","15","null","null","1589","293","null","null","0","null","15","null","556","null","360","null","76","80","null","null","40","52","null","null","36","59","null","null",
"1400000US17031804803","Census Tract 8048.03, Cook County, Illinois","6147","null","465","null","4085","460","null","null","339","270","null","null","44","61","null","null","1335","422","null","null","0","null","15","null","266","null","367","null","78","101","null","null","16","31","null","null","62","94","null","null",
"1400000US17031804804","Census Tract 8048.04, Cook County, Illinois","6588","null","456","null","3917","516","null","null","441","281","null","null","14","23","null","null","1368","324","null","null","0","null","15","null","688","null","474","null","160","96","null","null","14","23","null","null","146","94","null","null",
"1400000US17031804805","Census Tract 8048.05, Cook County, Illinois","6850","null","372","null","5130","422","null","null","481","434","null","null","0","15","null","null","922","124","null","null","0","null","15","null","85","null","95","null","232","186","null","null","0","15","null","null","232","186","null","null",
"1400000US17031804806","Census Tract 8048.06, Cook County, Illinois","3667","null","406","null","2201","366","null","null","220","117","null","null","0","11","null","null","477","187","null","null","0","null","11","null","715","null","213","null","54","70","null","null","0","11","null","null","54","70","null","null",
"1400000US17031804807","Census Tract 8048.07, Cook County, Illinois","4802","null","310","null","3523","332","null","null","232","183","null","null","12","19","null","null","502","297","null","null","0","null","11","null","357","null","244","null","176","127","null","null","55","84","null","null","121","100","null","null",
