"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002EA","B02001_002M","B02001_002MA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004EA","B02001_004M","B02001_004MA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008EA","B02001_008M","B02001_008MA","B02001_009E","B02001_009EA","B02001_009M","B02001_009MA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!White alone","Annotation of Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Annotation of Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Black or African American alone","Annotation of Estimate!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Annotation of Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Annotation of Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Annotation of Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Annotation of Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Annotation of Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Annotation of Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1400000US17031730700","Census Tract 7307, Cook County, Illinois","2444","null","350","null","31","null","35","null","2350","344","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","null","11","null","63","null","44","null","0","null","11","null","63","null","44","null",
"1400000US17031740100","Census Tract 7401, Cook County, Illinois","3136","null","340","null","3015","null","357","null","23","45","null","null","0","null","11","null","39","null","64","null","0","null","11","null","0","null","11","null","59","null","82","null","0","null","11","null","59","null","82","null",
"1400000US17031740200","Census Tract 7402, Cook County, Illinois","6640","null","423","null","6303","null","435","null","97","46","null","null","0","null","16","null","111","null","59","null","0","null","16","null","20","null","25","null","109","null","122","null","0","null","16","null","109","null","122","null",
"1400000US17031740300","Census Tract 7403, Cook County, Illinois","4949","null","320","null","4558","null","375","null","153","140","null","null","0","null","11","null","0","null","11","null","0","null","11","null","160","null","189","null","78","null","79","null","0","null","11","null","78","null","79","null",
"1400000US17031740400","Census Tract 7404, Cook County, Illinois","4465","null","306","null","3764","null","410","null","447","151","null","null","0","null","11","null","204","null","293","null","0","null","11","null","10","null","16","null","40","null","45","null","0","null","11","null","40","null","45","null",
"1400000US17031750100","Census Tract 7501, Cook County, Illinois","3743","null","400","null","18","null","30","null","3532","410","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","null","11","null","193","null","264","null","138","null","239","null","55","null","90","null",
"1400000US17031750200","Census Tract 7502, Cook County, Illinois","2903","null","281","null","1222","null","243","null","1529","298","null","null","11","null","18","null","0","null","11","null","0","null","11","null","11","null","17","null","130","null","107","null","8","null","12","null","122","null","105","null",
"1400000US17031750300","Census Tract 7503, Cook County, Illinois","2526","null","139","null","2286","null","149","null","143","129","null","null","0","null","11","null","22","null","24","null","0","null","11","null","35","null","49","null","40","null","40","null","5","null","7","null","35","null","39","null",
"1400000US17031750400","Census Tract 7504, Cook County, Illinois","3096","null","297","null","2052","null","278","null","948","250","null","null","21","null","32","null","34","null","50","null","0","null","11","null","41","null","51","null","0","null","11","null","0","null","11","null","0","null","11","null",
"1400000US17031750500","Census Tract 7505, Cook County, Illinois","5376","null","628","null","1279","null","257","null","3938","592","null","null","0","null","16","null","5","null","11","null","0","null","16","null","0","null","16","null","154","null","178","null","0","null","16","null","154","null","178","null",
"1400000US17031750600","Census Tract 7506, Cook County, Illinois","3406","null","586","null","48","null","58","null","3180","503","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","null","11","null","178","null","228","null","0","null","11","null","178","null","228","null",
"1400000US17031760801","Census Tract 7608.01, Cook County, Illinois","4520","null","518","null","2606","null","495","null","141","91","null","null","0","null","11","null","1179","null","363","null","0","null","11","null","257","null","201","null","337","null","244","null","208","null","184","null","129","null","156","null",
"1400000US17031760802","Census Tract 7608.02, Cook County, Illinois","2553","null","255","null","2406","null","256","null","15","22","null","null","0","null","11","null","10","null","16","null","0","null","11","null","113","null","98","null","9","null","14","null","0","null","11","null","9","null","14","null",
"1400000US17031760803","Census Tract 7608.03, Cook County, Illinois","5788","null","542","null","5063","null","619","null","136","108","null","null","0","null","16","null","409","null","242","null","0","null","16","null","35","null","59","null","145","null","134","null","0","null","16","null","145","null","134","null",
"1400000US17031770201","Census Tract 7702.01, Cook County, Illinois","6075","null","361","null","4774","null","392","null","198","150","null","null","0","null","16","null","698","null","234","null","0","null","16","null","92","null","125","null","313","null","222","null","99","null","100","null","214","null","160","null",
"1400000US17031770202","Census Tract 7702.02, Cook County, Illinois","4749","null","267","null","4383","null","290","null","1","3","null","null","15","null","22","null","109","null","122","null","0","null","11","null","213","null","184","null","28","null","46","null","28","null","46","null","0","null","11","null",
"1400000US17031770300","Census Tract 7703, Cook County, Illinois","6924","null","391","null","5872","null","423","null","125","112","null","null","0","null","16","null","455","null","151","null","0","null","16","null","182","null","183","null","290","null","242","null","169","null","238","null","121","null","97","null",
"1400000US17031770400","Census Tract 7704, Cook County, Illinois","4503","null","343","null","3634","null","373","null","140","114","null","null","0","null","11","null","394","null","92","null","22","null","36","null","214","null","175","null","99","null","94","null","5","null","9","null","94","null","93","null",
"1400000US17031770500","Census Tract 7705, Cook County, Illinois","4030","null","533","null","3761","null","536","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","228","null","189","null","41","null","42","null","0","null","11","null","41","null","42","null",
"1400000US17031770601","Census Tract 7706.01, Cook County, Illinois","3234","null","263","null","2247","null","358","null","53","58","null","null","0","null","11","null","856","null","296","null","0","null","11","null","34","null","61","null","44","null","63","null","0","null","11","null","44","null","63","null",
"1400000US17031770602","Census Tract 7706.02, Cook County, Illinois","5198","null","546","null","4101","null","627","null","129","129","null","null","0","null","16","null","493","null","157","null","12","null","18","null","361","null","218","null","102","null","94","null","77","null","89","null","25","null","40","null",
"1400000US17031770700","Census Tract 7707, Cook County, Illinois","2301","null","230","null","2213","null","224","null","5","8","null","null","5","null","7","null","39","null","36","null","0","null","11","null","19","null","24","null","20","null","23","null","0","null","11","null","20","null","23","null",
"1400000US17031770800","Census Tract 7708, Cook County, Illinois","5248","null","354","null","4513","null","491","null","135","134","null","null","0","null","16","null","216","null","130","null","0","null","16","null","384","null","269","null","0","null","16","null","0","null","16","null","0","null","16","null",
"1400000US17031770901","Census Tract 7709.01, Cook County, Illinois","4948","null","287","null","4423","null","319","null","39","64","null","null","0","null","11","null","420","null","115","null","0","null","11","null","36","null","32","null","30","null","36","null","20","null","32","null","10","null","16","null",
"1400000US17031770902","Census Tract 7709.02, Cook County, Illinois","3309","null","401","null","2995","null","419","null","9","12","null","null","0","null","11","null","187","null","129","null","13","null","21","null","50","null","61","null","55","null","52","null","0","null","11","null","55","null","52","null",
"1400000US17031800100","Census Tract 8001, Cook County, Illinois","2304","null","171","null","2131","null","181","null","0","11","null","null","0","null","11","null","91","null","57","null","0","null","11","null","39","null","49","null","43","null","39","null","0","null","11","null","43","null","39","null",
"1400000US17031800200","Census Tract 8002, Cook County, Illinois","6584","null","167","null","5852","null","368","null","285","232","null","null","0","null","16","null","402","null","241","null","0","null","16","null","0","null","16","null","45","null","71","null","0","null","16","null","45","null","71","null",
"1400000US17031800300","Census Tract 8003, Cook County, Illinois","3334","null","258","null","3100","null","253","null","0","11","null","null","0","null","11","null","133","null","103","null","0","null","11","null","23","null","25","null","78","null","91","null","0","null","11","null","78","null","91","null",
"1400000US17031800400","Census Tract 8004, Cook County, Illinois","3637","null","251","null","3258","null","267","null","0","11","null","null","0","null","11","null","204","null","94","null","0","null","11","null","35","null","43","null","140","null","84","null","0","null","11","null","140","null","84","null",
"1400000US17031800500","Census Tract 8005, Cook County, Illinois","5400","null","219","null","5133","null","260","null","14","23","null","null","50","null","67","null","152","null","106","null","0","null","16","null","11","null","16","null","40","null","38","null","0","null","16","null","40","null","38","null",
"1400000US17031800600","Census Tract 8006, Cook County, Illinois","2351","null","119","null","2200","null","134","null","0","11","null","null","0","null","11","null","115","null","66","null","0","null","11","null","0","null","11","null","36","null","35","null","0","null","11","null","36","null","35","null",
"1400000US17031800700","Census Tract 8007, Cook County, Illinois","4779","null","284","null","4130","null","288","null","40","37","null","null","0","null","11","null","468","null","112","null","0","null","11","null","5","null","9","null","136","null","77","null","0","null","11","null","136","null","77","null",
"1400000US17031800800","Census Tract 8008, Cook County, Illinois","2281","null","133","null","2090","null","151","null","27","44","null","null","0","null","11","null","149","null","83","null","0","null","11","null","7","null","11","null","8","null","13","null","0","null","11","null","8","null","13","null",
"1400000US17031800900","Census Tract 8009, Cook County, Illinois","4399","null","299","null","2918","null","268","null","100","96","null","null","0","null","11","null","1228","null","217","null","0","null","11","null","16","null","18","null","137","null","74","null","0","null","11","null","137","null","74","null",
"1400000US17031801000","Census Tract 8010, Cook County, Illinois","5159","null","326","null","4151","null","302","null","9","13","null","null","0","null","16","null","853","null","177","null","0","null","16","null","12","null","18","null","134","null","71","null","0","null","16","null","134","null","71","null",
"1400000US17031801100","Census Tract 8011, Cook County, Illinois","4913","null","227","null","4414","null","234","null","1","2","null","null","0","null","11","null","344","null","97","null","0","null","11","null","0","null","11","null","154","null","107","null","0","null","11","null","154","null","107","null",
"1400000US17031801200","Census Tract 8012, Cook County, Illinois","3578","null","189","null","3305","null","199","null","18","28","null","null","0","null","11","null","199","null","137","null","0","null","11","null","0","null","11","null","56","null","40","null","0","null","11","null","56","null","40","null",
"1400000US17031801300","Census Tract 8013, Cook County, Illinois","4310","null","202","null","3711","null","265","null","72","82","null","null","35","null","57","null","332","null","138","null","0","null","11","null","30","null","34","null","130","null","117","null","0","null","11","null","130","null","117","null",
"1400000US17031801400","Census Tract 8014, Cook County, Illinois","3138","null","125","null","2502","null","142","null","35","39","null","null","11","null","17","null","521","null","86","null","0","null","11","null","0","null","11","null","69","null","63","null","0","null","11","null","69","null","63","null",
"1400000US17031801500","Census Tract 8015, Cook County, Illinois","6115","null","301","null","5270","null","369","null","334","238","null","null","27","null","43","null","405","null","108","null","0","null","16","null","5","null","10","null","74","null","58","null","0","null","16","null","74","null","58","null",
"1400000US17031801601","Census Tract 8016.01, Cook County, Illinois","4449","null","279","null","3681","null","281","null","69","72","null","null","0","null","11","null","638","null","170","null","0","null","11","null","17","null","22","null","44","null","36","null","0","null","11","null","44","null","36","null",
"1400000US17031801603","Census Tract 8016.03, Cook County, Illinois","4097","null","425","null","2454","null","454","null","460","289","null","null","0","null","11","null","978","null","302","null","0","null","11","null","128","null","114","null","77","null","65","null","0","null","11","null","77","null","65","null",
"1400000US17031801605","Census Tract 8016.05, Cook County, Illinois","5512","null","336","null","4347","null","467","null","15","21","null","null","0","null","16","null","1073","null","366","null","0","null","16","null","0","null","16","null","77","null","82","null","0","null","16","null","77","null","82","null",
"1400000US17031801606","Census Tract 8016.06, Cook County, Illinois","6082","null","400","null","4962","null","401","null","25","41","null","null","0","null","16","null","988","null","260","null","0","null","16","null","0","null","16","null","107","null","76","null","18","null","29","null","89","null","69","null",
"1400000US17031801607","Census Tract 8016.07, Cook County, Illinois","5204","null","289","null","3507","null","205","null","29","31","null","null","0","null","16","null","1586","null","280","null","0","null","16","null","10","null","16","null","72","null","61","null","20","null","32","null","52","null","42","null",
"1400000US17031801608","Census Tract 8016.08, Cook County, Illinois","7067","null","443","null","4952","null","340","null","27","29","null","null","0","null","16","null","2045","null","350","null","0","null","16","null","0","null","16","null","43","null","68","null","43","null","68","null","0","null","16","null",
"1400000US17031801701","Census Tract 8017.01, Cook County, Illinois","3890","null","221","null","3188","null","218","null","0","11","null","null","0","null","11","null","656","null","132","null","0","null","11","null","12","null","19","null","34","null","39","null","0","null","11","null","34","null","39","null",
"1400000US17031801702","Census Tract 8017.02, Cook County, Illinois","4602","null","229","null","3861","null","234","null","51","52","null","null","0","null","11","null","547","null","146","null","0","null","11","null","92","null","110","null","51","null","61","null","0","null","11","null","51","null","61","null",
"1400000US17031801800","Census Tract 8018, Cook County, Illinois","5703","null","394","null","4930","null","363","null","58","113","null","null","0","null","16","null","700","null","222","null","0","null","16","null","0","null","16","null","15","null","24","null","0","null","16","null","15","null","24","null",
"1400000US17031801901","Census Tract 8019.01, Cook County, Illinois","4280","null","465","null","3764","null","456","null","18","22","null","null","20","null","34","null","383","null","122","null","0","null","11","null","12","null","20","null","83","null","56","null","21","null","23","null","62","null","52","null",
"1400000US17031801902","Census Tract 8019.02, Cook County, Illinois","3474","null","181","null","3018","null","251","null","5","9","null","null","0","null","11","null","330","null","153","null","0","null","11","null","20","null","32","null","101","null","58","null","0","null","11","null","101","null","58","null",
"1400000US17031802002","Census Tract 8020.02, Cook County, Illinois","5444","null","400","null","4500","null","432","null","111","126","null","null","0","null","16","null","566","null","86","null","0","null","16","null","192","null","244","null","75","null","51","null","42","null","39","null","33","null","39","null",
"1400000US17031802003","Census Tract 8020.03, Cook County, Illinois","2581","null","185","null","1839","null","193","null","40","41","null","null","0","null","11","null","490","null","104","null","0","null","11","null","112","null","149","null","100","null","88","null","54","null","75","null","46","null","44","null",
"1400000US17031802004","Census Tract 8020.04, Cook County, Illinois","5029","null","680","null","3303","null","725","null","237","190","null","null","0","null","16","null","1365","null","411","null","0","null","16","null","89","null","101","null","35","null","55","null","0","null","16","null","35","null","55","null",
"1400000US17031802100","Census Tract 8021, Cook County, Illinois","3466","null","187","null","2980","null","217","null","16","20","null","null","0","null","11","null","279","null","117","null","0","null","11","null","0","null","11","null","191","null","104","null","0","null","11","null","191","null","104","null",
"1400000US17031802200","Census Tract 8022, Cook County, Illinois","4769","null","254","null","4549","null","260","null","79","105","null","null","0","null","11","null","103","null","67","null","0","null","11","null","18","null","20","null","20","null","21","null","0","null","11","null","20","null","21","null",
"1400000US17031802300","Census Tract 8023, Cook County, Illinois","5513","null","311","null","4479","null","406","null","32","34","null","null","0","null","16","null","811","null","241","null","0","null","16","null","33","null","51","null","158","null","97","null","0","null","16","null","158","null","97","null",
"1400000US17031802402","Census Tract 8024.02, Cook County, Illinois","5977","null","385","null","3854","null","421","null","199","141","null","null","0","null","16","null","808","null","253","null","0","null","16","null","872","null","291","null","244","null","131","null","99","null","88","null","145","null","117","null",
"1400000US17031802403","Census Tract 8024.03, Cook County, Illinois","1340","null","124","null","1169","null","100","null","14","16","null","null","0","null","11","null","103","null","57","null","0","null","11","null","24","null","29","null","30","null","32","null","0","null","11","null","30","null","32","null",
"1400000US17031802404","Census Tract 8024.04, Cook County, Illinois","7463","null","562","null","4192","null","626","null","117","81","null","null","76","null","95","null","1052","null","324","null","49","null","81","null","1960","null","650","null","17","null","28","null","0","null","16","null","17","null","28","null",
"1400000US17031802503","Census Tract 8025.03, Cook County, Illinois","6302","null","500","null","3919","null","481","null","0","16","null","null","141","null","187","null","1740","null","593","null","0","null","16","null","169","null","135","null","333","null","192","null","34","null","44","null","299","null","186","null",
"1400000US17031802504","Census Tract 8025.04, Cook County, Illinois","6610","null","367","null","4910","null","529","null","59","45","null","null","62","null","73","null","642","null","116","null","43","null","70","null","757","null","337","null","137","null","83","null","11","null","18","null","126","null","76","null",
"1400000US17031802505","Census Tract 8025.05, Cook County, Illinois","6579","null","514","null","3082","null","645","null","246","197","null","null","0","null","16","null","929","null","226","null","0","null","16","null","2167","null","686","null","155","null","125","null","67","null","90","null","88","null","87","null",
"1400000US17031802506","Census Tract 8025.06, Cook County, Illinois","2476","null","220","null","1333","null","264","null","38","44","null","null","28","null","40","null","341","null","123","null","0","null","11","null","609","null","158","null","127","null","87","null","47","null","54","null","80","null","59","null",
"1400000US17031802605","Census Tract 8026.05, Cook County, Illinois","6916","null","338","null","5140","null","349","null","136","172","null","null","0","null","16","null","1582","null","280","null","0","null","16","null","26","null","30","null","32","null","51","null","0","null","16","null","32","null","51","null",
"1400000US17031802607","Census Tract 8026.07, Cook County, Illinois","1253","null","85","null","1138","null","118","null","29","47","null","null","0","null","11","null","75","null","105","null","0","null","11","null","0","null","11","null","11","null","18","null","0","null","11","null","11","null","18","null",
"1400000US17031802608","Census Tract 8026.08, Cook County, Illinois","6383","null","318","null","5625","null","356","null","154","145","null","null","0","null","16","null","458","null","160","null","34","null","55","null","57","null","55","null","55","null","66","null","0","null","16","null","55","null","66","null",
"1400000US17031802609","Census Tract 8026.09, Cook County, Illinois","6299","null","488","null","3183","null","515","null","109","118","null","null","0","null","16","null","910","null","227","null","0","null","16","null","1990","null","574","null","107","null","110","null","40","null","62","null","67","null","90","null",
"1400000US17031802610","Census Tract 8026.10, Cook County, Illinois","1655","null","106","null","1379","null","123","null","5","6","null","null","0","null","11","null","215","null","86","null","0","null","11","null","17","null","25","null","39","null","34","null","0","null","11","null","39","null","34","null",
"1400000US17031802701","Census Tract 8027.01, Cook County, Illinois","6911","null","416","null","5103","null","649","null","55","69","null","null","15","null","25","null","1267","null","370","null","13","null","21","null","384","null","345","null","74","null","72","null","0","null","16","null","74","null","72","null",
"1400000US17031802702","Census Tract 8027.02, Cook County, Illinois","4763","null","317","null","3550","null","261","null","12","25","null","null","0","null","11","null","1049","null","184","null","0","null","11","null","21","null","23","null","131","null","137","null","120","null","135","null","11","null","17","null",
"1400000US17031802801","Census Tract 8028.01, Cook County, Illinois","4812","null","237","null","4099","null","311","null","48","34","null","null","33","null","55","null","349","null","190","null","0","null","11","null","210","null","194","null","73","null","63","null","11","null","17","null","62","null","61","null",
"1400000US17031802802","Census Tract 8028.02, Cook County, Illinois","6578","null","378","null","5090","null","450","null","289","284","null","null","152","null","157","null","556","null","169","null","0","null","16","null","274","null","272","null","217","null","156","null","18","null","28","null","199","null","155","null",
"1400000US17031802900","Census Tract 8029, Cook County, Illinois","6111","null","342","null","5573","null","364","null","14","29","null","null","0","null","16","null","289","null","169","null","0","null","16","null","0","null","16","null","235","null","163","null","0","null","16","null","235","null","163","null",
"1400000US17031803005","Census Tract 8030.05, Cook County, Illinois","2475","null","310","null","2246","null","297","null","11","17","null","null","12","null","18","null","178","null","143","null","0","null","11","null","28","null","35","null","0","null","11","null","0","null","11","null","0","null","11","null",
"1400000US17031803007","Census Tract 8030.07, Cook County, Illinois","4909","null","395","null","3987","null","364","null","75","57","null","null","0","null","11","null","581","null","196","null","0","null","11","null","208","null","301","null","58","null","60","null","0","null","11","null","58","null","60","null",
"1400000US17031803008","Census Tract 8030.08, Cook County, Illinois","4583","null","252","null","3832","null","246","null","76","75","null","null","0","null","11","null","405","null","150","null","0","null","11","null","143","null","188","null","127","null","72","null","0","null","11","null","127","null","72","null",
"1400000US17031803010","Census Tract 8030.10, Cook County, Illinois","5444","null","290","null","4516","null","405","null","62","96","null","null","0","null","16","null","526","null","212","null","0","null","16","null","267","null","232","null","73","null","82","null","0","null","16","null","73","null","82","null",
"1400000US17031803012","Census Tract 8030.12, Cook County, Illinois","2050","null","212","null","1604","null","193","null","44","42","null","null","38","null","59","null","169","null","83","null","8","null","14","null","123","null","104","null","64","null","48","null","22","null","34","null","42","null","33","null",
"1400000US17031803013","Census Tract 8030.13, Cook County, Illinois","5423","null","410","null","4421","null","548","null","29","35","null","null","0","null","16","null","148","null","102","null","23","null","31","null","342","null","210","null","460","null","239","null","51","null","62","null","409","null","227","null",
"1400000US17031803014","Census Tract 8030.14, Cook County, Illinois","3560","null","234","null","2752","null","260","null","54","54","null","null","0","null","11","null","333","null","102","null","0","null","11","null","289","null","181","null","132","null","82","null","60","null","63","null","72","null","66","null",
"1400000US17031803015","Census Tract 8030.15, Cook County, Illinois","4402","null","286","null","3680","null","370","null","315","209","null","null","8","null","13","null","352","null","90","null","12","null","19","null","9","null","14","null","26","null","28","null","14","null","23","null","12","null","18","null",
"1400000US17031803016","Census Tract 8030.16, Cook County, Illinois","2616","null","169","null","1087","null","136","null","6","6","null","null","14","null","17","null","1436","null","203","null","0","null","11","null","49","null","72","null","24","null","24","null","11","null","16","null","13","null","17","null",
"1400000US17031803017","Census Tract 8030.17, Cook County, Illinois","6051","null","299","null","4333","null","361","null","21","32","null","null","0","null","16","null","811","null","255","null","0","null","16","null","635","null","217","null","251","null","189","null","52","null","54","null","199","null","138","null",
"1400000US17031803100","Census Tract 8031, Cook County, Illinois","3416","null","173","null","3200","null","188","null","12","10","null","null","0","null","11","null","130","null","94","null","0","null","11","null","0","null","11","null","74","null","82","null","0","null","11","null","74","null","82","null",
"1400000US17031803200","Census Tract 8032, Cook County, Illinois","5310","null","413","null","4996","null","440","null","19","23","null","null","0","null","16","null","186","null","148","null","0","null","16","null","109","null","149","null","0","null","16","null","0","null","16","null","0","null","16","null",
"1400000US17031803300","Census Tract 8033, Cook County, Illinois","5633","null","503","null","4746","null","468","null","62","42","null","null","0","null","16","null","716","null","325","null","0","null","16","null","60","null","88","null","49","null","48","null","19","null","33","null","30","null","36","null",
"1400000US17031803400","Census Tract 8034, Cook County, Illinois","6364","null","443","null","5955","null","444","null","3","3","null","null","0","null","16","null","249","null","85","null","0","null","16","null","69","null","80","null","88","null","76","null","0","null","16","null","88","null","76","null",
"1400000US17031803500","Census Tract 8035, Cook County, Illinois","5765","null","336","null","5571","null","346","null","25","18","null","null","0","null","16","null","139","null","121","null","0","null","16","null","0","null","16","null","30","null","36","null","0","null","16","null","30","null","36","null",
"1400000US17031803603","Census Tract 8036.03, Cook County, Illinois","6924","null","315","null","5308","null","372","null","79","85","null","null","0","null","16","null","1364","null","317","null","0","null","16","null","0","null","16","null","173","null","139","null","0","null","16","null","173","null","139","null",
"1400000US17031803604","Census Tract 8036.04, Cook County, Illinois","4243","null","277","null","3403","null","195","null","63","35","null","null","0","null","11","null","415","null","155","null","0","null","11","null","255","null","239","null","107","null","74","null","0","null","11","null","107","null","74","null",
"1400000US17031803605","Census Tract 8036.05, Cook County, Illinois","7266","null","495","null","5364","null","622","null","441","373","null","null","0","null","16","null","705","null","224","null","0","null","16","null","614","null","479","null","142","null","109","null","40","null","63","null","102","null","90","null",
"1400000US17031803606","Census Tract 8036.06, Cook County, Illinois","9148","null","864","null","3332","null","610","null","111","134","null","null","159","null","180","null","704","null","459","null","3","null","9","null","4598","null","1061","null","241","null","225","null","169","null","199","null","72","null","112","null",
"1400000US17031803607","Census Tract 8036.07, Cook County, Illinois","4912","null","245","null","4339","null","283","null","6","7","null","null","0","null","11","null","249","null","101","null","0","null","11","null","179","null","124","null","139","null","98","null","0","null","11","null","139","null","98","null",
"1400000US17031803608","Census Tract 8036.08, Cook County, Illinois","7141","null","566","null","4884","null","342","null","343","211","null","null","0","null","16","null","741","null","224","null","0","null","16","null","692","null","409","null","481","null","340","null","214","null","264","null","267","null","183","null",
"1400000US17031803610","Census Tract 8036.10, Cook County, Illinois","7195","null","513","null","4742","null","585","null","370","247","null","null","28","null","42","null","984","null","270","null","0","null","16","null","604","null","260","null","467","null","318","null","308","null","292","null","159","null","140","null",
"1400000US17031803611","Census Tract 8036.11, Cook County, Illinois","5784","null","570","null","2811","null","527","null","347","311","null","null","0","null","16","null","448","null","242","null","0","null","16","null","1814","null","646","null","364","null","258","null","248","null","214","null","116","null","105","null",
"1400000US17031803612","Census Tract 8036.12, Cook County, Illinois","3517","null","280","null","2115","null","343","null","123","98","null","null","16","null","18","null","410","null","165","null","0","null","11","null","783","null","312","null","70","null","75","null","40","null","63","null","30","null","37","null",
"1400000US17031803701","Census Tract 8037.01, Cook County, Illinois","2766","null","361","null","2221","null","293","null","16","19","null","null","0","null","11","null","295","null","126","null","0","null","11","null","185","null","229","null","49","null","65","null","0","null","11","null","49","null","65","null",
"1400000US17031803702","Census Tract 8037.02, Cook County, Illinois","5950","null","421","null","4975","null","365","null","42","59","null","null","22","null","34","null","664","null","239","null","0","null","16","null","90","null","94","null","157","null","197","null","13","null","22","null","144","null","206","null",
"1400000US17031803800","Census Tract 8038, Cook County, Illinois","4514","null","211","null","3668","null","175","null","93","83","null","null","9","null","14","null","310","null","78","null","0","null","11","null","354","null","126","null","80","null","65","null","27","null","41","null","53","null","49","null",
"1400000US17031803901","Census Tract 8039.01, Cook County, Illinois","3687","null","273","null","3094","null","250","null","67","50","null","null","0","null","11","null","379","null","95","null","0","null","11","null","74","null","69","null","73","null","45","null","11","null","17","null","62","null","46","null",
"1400000US17031803902","Census Tract 8039.02, Cook County, Illinois","3374","null","197","null","2606","null","262","null","24","22","null","null","14","null","20","null","61","null","46","null","4","null","7","null","490","null","236","null","175","null","139","null","9","null","13","null","166","null","139","null",
"1400000US17031804000","Census Tract 8040, Cook County, Illinois","4545","null","271","null","3885","null","372","null","60","56","null","null","0","null","11","null","197","null","106","null","0","null","11","null","318","null","230","null","85","null","55","null","21","null","21","null","64","null","50","null",
"1400000US17031804102","Census Tract 8041.02, Cook County, Illinois","7263","null","335","null","6003","null","337","null","102","59","null","null","0","null","16","null","1047","null","120","null","0","null","16","null","9","null","20","null","102","null","93","null","0","null","16","null","102","null","93","null",
"1400000US17031804104","Census Tract 8041.04, Cook County, Illinois","4790","null","198","null","3131","null","206","null","111","115","null","null","0","null","11","null","1336","null","175","null","0","null","11","null","27","null","42","null","185","null","137","null","0","null","11","null","185","null","137","null",
"1400000US17031804105","Census Tract 8041.05, Cook County, Illinois","3875","null","211","null","3153","null","226","null","17","26","null","null","0","null","11","null","520","null","133","null","0","null","11","null","80","null","85","null","105","null","97","null","0","null","11","null","105","null","97","null",
"1400000US17031804106","Census Tract 8041.06, Cook County, Illinois","6982","null","286","null","4861","null","325","null","37","45","null","null","0","null","16","null","1662","null","272","null","0","null","16","null","59","null","75","null","363","null","285","null","81","null","110","null","282","null","189","null",
"1400000US17031804108","Census Tract 8041.08, Cook County, Illinois","3931","null","251","null","1675","null","271","null","202","187","null","null","21","null","33","null","1710","null","323","null","0","null","11","null","142","null","98","null","181","null","98","null","43","null","44","null","138","null","100","null",
"1400000US17031804109","Census Tract 8041.09, Cook County, Illinois","2793","null","197","null","2146","null","243","null","132","113","null","null","0","null","11","null","306","null","108","null","0","null","11","null","63","null","70","null","146","null","83","null","4","null","7","null","142","null","85","null",
"1400000US17031804201","Census Tract 8042.01, Cook County, Illinois","8743","null","411","null","6039","null","469","null","139","93","null","null","0","null","16","null","1982","null","387","null","146","null","223","null","273","null","295","null","164","null","122","null","28","null","46","null","136","null","111","null",
